C01001E_001E,C01001E_001EA,C01001E_001M,C01001E_001MA,C01001E_002E,C01001E_002EA,C01001E_002M,C01001E_002MA,C01001E_003E,C01001E_003EA,C01001E_003M,C01001E_003MA,C01001E_004E,C01001E_004EA,C01001E_004M,C01001E_004MA,C01001E_005E,C01001E_005EA,C01001E_005M,C01001E_005MA,C01001E_006E,C01001E_006EA,C01001E_006M,C01001E_006MA,C01001E_007E,C01001E_007EA,C01001E_007M,C01001E_007MA,C01001E_008E,C01001E_008EA,C01001E_008M,C01001E_008MA,C01001E_009E,C01001E_009EA,C01001E_009M,C01001E_009MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
2475,null,997,null,1343,null,716,null,286,null,272,null,1057,null,565,null,0,null,285,null,1132,null,670,null,383,null,302,null,749,null,456,null,0,null,285,null,0400000US24,Maryland,24
2499,null,1357,null,669,null,581,null,203,null,325,null,466,null,323,null,0,null,283,null,1830,null,971,null,450,null,416,null,1266,null,700,null,114,null,119,null,0400000US25,Massachusetts,25
2693,null,1118,null,1588,null,676,null,389,null,273,null,1199,null,518,null,0,null,244,null,1105,null,600,null,682,null,529,null,390,null,252,null,33,null,42,null,0400000US26,Michigan,26
3003,null,1397,null,1616,null,817,null,490,null,356,null,1096,null,634,null,30,null,48,null,1387,null,800,null,361,null,335,null,997,null,588,null,29,null,49,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
3809,null,931,null,1465,null,577,null,211,null,237,null,1224,null,524,null,30,null,80,null,2344,null,655,null,906,null,290,null,1055,null,379,null,383,null,269,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
13973,null,1074,null,7395,null,801,null,2175,null,618,null,4831,null,568,null,389,null,211,null,6578,null,656,null,1677,null,404,null,4461,null,528,null,440,null,236,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
6191,null,1513,null,2233,null,763,null,675,null,416,null,1558,null,492,null,0,null,277,null,3958,null,1133,null,1340,null,935,null,2363,null,879,null,255,null,398,null,0400000US36,New York,36
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
3150,null,1426,null,1516,null,667,null,562,null,308,null,848,null,434,null,106,null,120,null,1634,null,877,null,506,null,305,null,1128,null,682,null,0,null,251,null,0400000US40,Oklahoma,40
13705,null,1955,null,5684,null,899,null,1283,null,566,null,4334,null,705,null,67,null,92,null,8021,null,1565,null,2734,null,1006,null,5224,null,974,null,63,null,77,null,0400000US41,Oregon,41
3020,null,1296,null,2047,null,958,null,695,null,548,null,1251,null,631,null,101,null,178,null,973,null,484,null,215,null,207,null,758,null,389,null,0,null,246,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
19339,null,2298,null,9950,null,1792,null,3155,null,973,null,6594,null,1422,null,201,null,228,null,9389,null,1530,null,2045,null,582,null,6906,null,1297,null,438,null,275,null,0400000US48,Texas,48
22481,null,1565,null,12222,null,1323,null,4429,null,997,null,7095,null,834,null,698,null,429,null,10259,null,1198,null,3406,null,656,null,6398,null,654,null,455,null,435,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
6147,null,2220,null,2869,null,1475,null,454,null,353,null,2337,null,1421,null,78,null,148,null,3278,null,1127,null,319,null,317,null,2959,null,1104,null,0,null,287,null,0400000US51,Virginia,51
29770,null,1809,null,14662,null,1149,null,3411,null,645,null,10457,null,1070,null,794,null,450,null,15108,null,1120,null,4096,null,667,null,10305,null,746,null,707,null,264,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
