C21001F_001E,C21001F_001EA,C21001F_001M,C21001F_001MA,C21001F_002E,C21001F_002EA,C21001F_002M,C21001F_002MA,C21001F_003E,C21001F_003EA,C21001F_003M,C21001F_003MA,C21001F_004E,C21001F_004EA,C21001F_004M,C21001F_004MA,C21001F_005E,C21001F_005EA,C21001F_005M,C21001F_005MA,C21001F_006E,C21001F_006EA,C21001F_006M,C21001F_006MA,C21001F_007E,C21001F_007EA,C21001F_007M,C21001F_007MA,C21001F_008E,C21001F_008EA,C21001F_008M,C21001F_008MA,C21001F_009E,C21001F_009EA,C21001F_009M,C21001F_009MA,C21001F_010E,C21001F_010EA,C21001F_010M,C21001F_010MA,C21001F_011E,C21001F_011EA,C21001F_011M,C21001F_011MA,C21001F_012E,C21001F_012EA,C21001F_012M,C21001F_012MA,C21001F_013E,C21001F_013EA,C21001F_013M,C21001F_013MA,C21001F_014E,C21001F_014EA,C21001F_014M,C21001F_014MA,C21001F_015E,C21001F_015EA,C21001F_015M,C21001F_015MA,GEO_ID,NAME,state
197748,null,11773,null,123448,null,8193,null,121919,null,8259,null,2568,null,809,null,119351,null,8023,null,1529,null,655,null,211,null,200,null,1318,null,644,null,74300,null,5006,null,71437,null,4712,null,516,null,287,null,70921,null,4686,null,2863,null,970,null,0,null,296,null,2863,null,970,null,0400000US13,Georgia,13
9125,null,1782,null,4946,null,1370,null,4431,null,1371,null,924,null,779,null,3507,null,1131,null,515,null,284,null,158,null,154,null,357,null,233,null,4179,null,1043,null,3925,null,996,null,275,null,242,null,3650,null,942,null,254,null,260,null,0,null,275,null,254,null,260,null,0400000US15,Hawaii,15
17624,null,2228,null,10198,null,1541,null,9851,null,1522,null,287,null,292,null,9564,null,1519,null,347,null,232,null,36,null,72,null,311,null,225,null,7426,null,1129,null,6867,null,1186,null,0,null,263,null,6867,null,1186,null,559,null,344,null,0,null,263,null,559,null,344,null,0400000US16,Idaho,16
551400,null,15759,null,293699,null,9849,null,279523,null,9451,null,6612,null,1308,null,272911,null,9645,null,14176,null,1828,null,727,null,492,null,13449,null,1797,null,257701,null,7945,null,242623,null,7765,null,480,null,312,null,242143,null,7689,null,15078,null,2018,null,163,null,269,null,14915,null,2019,null,0400000US17,Illinois,17
86038,null,5388,null,45987,null,3372,null,44436,null,3291,null,2362,null,1061,null,42074,null,3248,null,1551,null,484,null,297,null,226,null,1254,null,515,null,40051,null,3072,null,37526,null,2982,null,167,null,198,null,37359,null,2994,null,2525,null,703,null,0,null,269,null,2525,null,703,null,0400000US18,Indiana,18
27687,null,2980,null,16300,null,2072,null,15929,null,2135,null,917,null,579,null,15012,null,2085,null,371,null,225,null,131,null,148,null,240,null,165,null,11387,null,1609,null,11182,null,1590,null,33,null,58,null,11149,null,1591,null,205,null,179,null,0,null,228,null,205,null,179,null,0400000US19,Iowa,19
39545,null,4389,null,22771,null,2871,null,21152,null,2840,null,703,null,348,null,20449,null,2815,null,1619,null,496,null,346,null,254,null,1273,null,486,null,16774,null,2023,null,15819,null,2039,null,0,null,244,null,15819,null,2039,null,955,null,397,null,91,null,145,null,864,null,365,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
30401,null,3524,null,17345,null,2387,null,16893,null,2357,null,696,null,331,null,16197,null,2317,null,452,null,264,null,155,null,153,null,297,null,218,null,13056,null,1916,null,11806,null,1852,null,56,null,92,null,11750,null,1848,null,1250,null,497,null,0,null,281,null,1250,null,497,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
116307,null,7727,null,63298,null,4341,null,62282,null,4256,null,2157,null,730,null,60125,null,4220,null,1016,null,519,null,112,null,133,null,904,null,500,null,53009,null,4462,null,49563,null,4043,null,476,null,320,null,49087,null,4046,null,3446,null,1016,null,198,null,291,null,3248,null,994,null,0400000US24,Maryland,24
173422,null,8983,null,87377,null,5303,null,82735,null,5193,null,1780,null,671,null,80955,null,5219,null,4642,null,976,null,606,null,407,null,4036,null,864,null,86045,null,5649,null,79733,null,5473,null,657,null,570,null,79076,null,5517,null,6312,null,1155,null,0,null,283,null,6312,null,1155,null,0400000US25,Massachusetts,25
82434,null,6548,null,46225,null,4595,null,43185,null,4374,null,2257,null,679,null,40928,null,4432,null,3040,null,891,null,388,null,278,null,2652,null,849,null,36209,null,3072,null,33550,null,2961,null,217,null,186,null,33333,null,2999,null,2659,null,743,null,0,null,244,null,2659,null,743,null,0400000US26,Michigan,26
46806,null,4037,null,26611,null,2571,null,26073,null,2559,null,681,null,374,null,25392,null,2538,null,538,null,466,null,9,null,16,null,529,null,466,null,20195,null,2230,null,19688,null,2269,null,0,null,213,null,19688,null,2269,null,507,null,347,null,0,null,213,null,507,null,347,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
37465,null,3864,null,20238,null,2762,null,19127,null,2753,null,1116,null,496,null,18011,null,2704,null,1111,null,558,null,466,null,422,null,645,null,417,null,17227,null,1702,null,16371,null,1672,null,174,null,183,null,16197,null,1632,null,856,null,536,null,211,null,344,null,645,null,397,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
31153,null,3439,null,17338,null,2408,null,16511,null,2356,null,763,null,439,null,15748,null,2339,null,827,null,610,null,148,null,204,null,679,null,561,null,13815,null,1643,null,13148,null,1506,null,15,null,34,null,13133,null,1511,null,667,null,382,null,0,null,228,null,667,null,382,null,0400000US31,Nebraska,31
79430,null,7564,null,41106,null,4543,null,39088,null,4394,null,1368,null,605,null,37720,null,4249,null,2018,null,853,null,210,null,172,null,1808,null,820,null,38324,null,4064,null,35897,null,3943,null,284,null,268,null,35613,null,3955,null,2427,null,662,null,0,null,302,null,2427,null,662,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
334150,null,14205,null,169983,null,8138,null,160688,null,7764,null,4350,null,955,null,156338,null,7668,null,9295,null,1596,null,532,null,391,null,8763,null,1562,null,164167,null,7972,null,152912,null,7060,null,649,null,512,null,152263,null,7078,null,11255,null,1776,null,47,null,78,null,11208,null,1767,null,0400000US34,New Jersey,34
167024,null,9471,null,88700,null,5599,null,81589,null,5166,null,8219,null,1502,null,73370,null,5221,null,7111,null,1158,null,3683,null,895,null,3428,null,891,null,78324,null,4915,null,69103,null,4598,null,269,null,184,null,68834,null,4576,null,9221,null,1464,null,60,null,113,null,9161,null,1465,null,0400000US35,New Mexico,35
1041078,null,19971,null,514236,null,12199,null,479308,null,12197,null,16612,null,2428,null,462696,null,12746,null,34928,null,2927,null,3386,null,947,null,31542,null,2885,null,526842,null,11686,null,474765,null,11100,null,932,null,572,null,473833,null,10914,null,52077,null,2964,null,0,null,277,null,52077,null,2964,null,0400000US36,New York,36
191101,null,7721,null,113046,null,5941,null,111525,null,5887,null,2516,null,814,null,109009,null,5703,null,1521,null,747,null,161,null,195,null,1360,null,757,null,78055,null,4155,null,76486,null,4187,null,353,null,355,null,76133,null,4246,null,1569,null,653,null,0,null,287,null,1569,null,653,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
48552,null,3931,null,25444,null,2378,null,24219,null,2350,null,1463,null,511,null,22756,null,2426,null,1225,null,526,null,267,null,205,null,958,null,481,null,23108,null,2275,null,21442,null,2308,null,395,null,262,null,21047,null,2271,null,1666,null,500,null,0,null,267,null,1666,null,500,null,0400000US39,Ohio,39
55860,null,5368,null,30495,null,3224,null,29159,null,3209,null,1257,null,523,null,27902,null,3260,null,1336,null,505,null,470,null,321,null,866,null,420,null,25365,null,2709,null,23648,null,2540,null,41,null,70,null,23607,null,2553,null,1717,null,668,null,13,null,24,null,1704,null,668,null,0400000US40,Oklahoma,40
96641,null,8837,null,55389,null,5356,null,53300,null,5194,null,1809,null,797,null,51491,null,5122,null,2089,null,516,null,251,null,251,null,1838,null,462,null,41252,null,4626,null,39945,null,4604,null,131,null,170,null,39814,null,4596,null,1307,null,694,null,0,null,275,null,1307,null,694,null,0400000US41,Oregon,41
150384,null,7285,null,76122,null,3911,null,72161,null,3847,null,2693,null,888,null,69468,null,3778,null,3961,null,741,null,830,null,443,null,3131,null,819,null,74262,null,4496,null,70202,null,4579,null,1109,null,726,null,69093,null,4515,null,4060,null,1034,null,0,null,246,null,4060,null,1034,null,0400000US42,Pennsylvania,42
43643,null,3806,null,22112,null,2302,null,20610,null,2252,null,530,null,435,null,20080,null,2096,null,1502,null,390,null,20,null,38,null,1482,null,399,null,21531,null,2138,null,19481,null,1928,null,211,null,331,null,19270,null,1897,null,2050,null,587,null,0,null,287,null,2050,null,587,null,0400000US44,Rhode Island,44
41274,null,4690,null,24425,null,3623,null,24210,null,3615,null,1412,null,726,null,22798,null,3379,null,215,null,212,null,69,null,116,null,146,null,174,null,16849,null,2175,null,16051,null,2130,null,333,null,302,null,15718,null,2125,null,798,null,404,null,0,null,289,null,798,null,404,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
43730,null,5307,null,23605,null,3350,null,23069,null,3273,null,1480,null,792,null,21589,null,3100,null,536,null,410,null,60,null,101,null,476,null,404,null,20125,null,2770,null,19801,null,2760,null,369,null,349,null,19432,null,2676,null,324,null,208,null,0,null,283,null,324,null,208,null,0400000US47,Tennessee,47
1397234,null,30191,null,740396,null,19447,null,698750,null,18857,null,32746,null,3318,null,666004,null,18662,null,41646,null,2749,null,8125,null,1424,null,33521,null,2662,null,656838,null,15013,null,603940,null,13943,null,3380,null,929,null,600560,null,13823,null,52898,null,3410,null,94,null,120,null,52804,null,3415,null,0400000US48,Texas,48
57281,null,5580,null,32017,null,3491,null,30721,null,3390,null,1440,null,705,null,29281,null,3320,null,1296,null,677,null,199,null,170,null,1097,null,677,null,25264,null,2927,null,24225,null,2882,null,99,null,114,null,24126,null,2858,null,1039,null,659,null,0,null,265,null,1039,null,659,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
116987,null,8304,null,64039,null,5263,null,61964,null,5107,null,3489,null,1106,null,58475,null,5083,null,2075,null,905,null,428,null,413,null,1647,null,808,null,52948,null,4385,null,50317,null,4200,null,829,null,421,null,49488,null,4113,null,2631,null,977,null,0,null,287,null,2631,null,977,null,0400000US51,Virginia,51
154159,null,9405,null,86501,null,5802,null,82343,null,5563,null,3994,null,1002,null,78349,null,5601,null,4158,null,920,null,1147,null,490,null,3011,null,943,null,67658,null,4790,null,64010,null,4508,null,634,null,379,null,63376,null,4436,null,3648,null,913,null,190,null,211,null,3458,null,883,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
39122,null,3890,null,22378,null,2554,null,21950,null,2617,null,916,null,490,null,21034,null,2548,null,428,null,470,null,0,null,216,null,428,null,470,null,16744,null,1967,null,15913,null,1857,null,120,null,164,null,15793,null,1856,null,831,null,409,null,0,null,216,null,831,null,409,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
251547,null,9819,null,121713,null,5745,null,106021,null,5323,null,3726,null,1045,null,102295,null,5237,null,15692,null,2055,null,2796,null,709,null,12896,null,1751,null,129834,null,6059,null,108125,null,5102,null,65,null,104,null,108060,null,5122,null,21709,null,2225,null,0,null,289,null,21709,null,2225,null,0400000US72,Puerto Rico,72
