B10051G_001E,B10051G_001EA,B10051G_001M,B10051G_001MA,B10051G_002E,B10051G_002EA,B10051G_002M,B10051G_002MA,B10051G_003E,B10051G_003EA,B10051G_003M,B10051G_003MA,B10051G_004E,B10051G_004EA,B10051G_004M,B10051G_004MA,B10051G_005E,B10051G_005EA,B10051G_005M,B10051G_005MA,B10051G_006E,B10051G_006EA,B10051G_006M,B10051G_006MA,B10051G_007E,B10051G_007EA,B10051G_007M,B10051G_007MA,GEO_ID,NAME,state
894,null,412,null,309,null,238,null,244,null,211,null,65,null,114,null,585,null,358,null,315,null,272,null,270,null,252,null,0400000US21,Kentucky,21
1154,null,555,null,670,null,365,null,498,null,331,null,172,null,147,null,484,null,415,null,440,null,408,null,44,null,73,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
1877,null,805,null,708,null,437,null,477,null,389,null,231,null,185,null,1169,null,697,null,663,null,426,null,506,null,568,null,0400000US24,Maryland,24
2077,null,802,null,660,null,397,null,543,null,378,null,117,null,143,null,1417,null,696,null,582,null,517,null,835,null,437,null,0400000US25,Massachusetts,25
2250,null,645,null,1116,null,479,null,790,null,407,null,326,null,225,null,1134,null,426,null,564,null,290,null,570,null,299,null,0400000US26,Michigan,26
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
1500,null,573,null,844,null,449,null,806,null,435,null,38,null,52,null,656,null,326,null,396,null,226,null,260,null,220,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
1122,null,570,null,542,null,361,null,533,null,360,null,9,null,20,null,580,null,416,null,310,null,278,null,270,null,281,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
2964,null,1179,null,1266,null,630,null,742,null,459,null,524,null,387,null,1698,null,787,null,774,null,549,null,924,null,445,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
7421,null,1378,null,3727,null,1000,null,2589,null,851,null,1138,null,450,null,3694,null,1091,null,1250,null,617,null,2444,null,882,null,0400000US36,New York,36
3018,null,958,null,1579,null,673,null,1292,null,709,null,287,null,208,null,1439,null,704,null,891,null,620,null,548,null,356,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
2682,null,1006,null,1352,null,633,null,976,null,502,null,376,null,365,null,1330,null,691,null,813,null,499,null,517,null,347,null,0400000US39,Ohio,39
5406,null,1285,null,2518,null,783,null,1960,null,675,null,558,null,302,null,2888,null,1043,null,2034,null,965,null,854,null,386,null,0400000US40,Oklahoma,40
1064,null,481,null,387,null,299,null,272,null,244,null,115,null,184,null,677,null,398,null,204,null,170,null,473,null,350,null,0400000US41,Oregon,41
2529,null,872,null,938,null,345,null,522,null,291,null,416,null,245,null,1591,null,793,null,898,null,637,null,693,null,467,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
2095,null,1032,null,695,null,500,null,186,null,140,null,509,null,428,null,1400,null,891,null,1010,null,822,null,390,null,340,null,0400000US47,Tennessee,47
11599,null,1820,null,5924,null,1083,null,4559,null,900,null,1365,null,505,null,5675,null,1594,null,3252,null,1229,null,2423,null,978,null,0400000US48,Texas,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1702,null,771,null,588,null,378,null,367,null,272,null,221,null,283,null,1114,null,636,null,756,null,530,null,358,null,259,null,0400000US51,Virginia,51
3049,null,1011,null,1353,null,571,null,1201,null,544,null,152,null,186,null,1696,null,742,null,1041,null,601,null,655,null,415,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
858,null,478,null,283,null,213,null,168,null,158,null,115,null,119,null,575,null,447,null,429,null,426,null,146,null,144,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
13076,null,1945,null,6000,null,1281,null,4047,null,1068,null,1953,null,699,null,7076,null,1463,null,4485,null,1087,null,2591,null,846,null,0400000US72,Puerto Rico,72
