C17010D_001E,C17010D_001EA,C17010D_001M,C17010D_001MA,C17010D_002E,C17010D_002EA,C17010D_002M,C17010D_002MA,C17010D_003E,C17010D_003EA,C17010D_003M,C17010D_003MA,C17010D_004E,C17010D_004EA,C17010D_004M,C17010D_004MA,C17010D_005E,C17010D_005EA,C17010D_005M,C17010D_005MA,C17010D_006E,C17010D_006EA,C17010D_006M,C17010D_006MA,C17010D_007E,C17010D_007EA,C17010D_007M,C17010D_007MA,C17010D_008E,C17010D_008EA,C17010D_008M,C17010D_008MA,C17010D_009E,C17010D_009EA,C17010D_009M,C17010D_009MA,C17010D_010E,C17010D_010EA,C17010D_010M,C17010D_010MA,C17010D_011E,C17010D_011EA,C17010D_011M,C17010D_011MA,C17010D_012E,C17010D_012EA,C17010D_012M,C17010D_012MA,C17010D_013E,C17010D_013EA,C17010D_013M,C17010D_013MA,C17010D_014E,C17010D_014EA,C17010D_014M,C17010D_014MA,C17010D_015E,C17010D_015EA,C17010D_015M,C17010D_015MA,C17010D_016E,C17010D_016EA,C17010D_016M,C17010D_016MA,C17010D_017E,C17010D_017EA,C17010D_017M,C17010D_017MA,GEO_ID,NAME,state
69602,null,2787,null,7262,null,1260,null,5000,null,1214,null,3437,null,1028,null,2262,null,834,null,379,null,267,null,124,null,150,null,1883,null,809,null,1442,null,732,null,62340,null,2896,null,53846,null,2827,null,32752,null,2459,null,8494,null,1425,null,3165,null,908,null,1269,null,577,null,5329,null,1195,null,2712,null,742,null,0400000US13,Georgia,13
124636,null,4238,null,6302,null,1191,null,2848,null,713,null,923,null,471,null,3454,null,970,null,958,null,656,null,679,null,593,null,2496,null,755,null,1742,null,592,null,118334,null,3982,null,91004,null,3867,null,38553,null,2733,null,27330,null,2638,null,8843,null,1400,null,4810,null,1079,null,18487,null,2208,null,7140,null,1411,null,0400000US15,Hawaii,15
3838,null,729,null,569,null,417,null,291,null,223,null,249,null,217,null,278,null,356,null,0,null,263,null,0,null,263,null,278,null,356,null,278,null,356,null,3269,null,697,null,2908,null,676,null,1527,null,579,null,361,null,188,null,177,null,153,null,51,null,90,null,184,null,150,null,145,null,146,null,0400000US16,Idaho,16
132943,null,3287,null,10647,null,1752,null,6981,null,1487,null,4520,null,1185,null,3666,null,1099,null,827,null,533,null,175,null,150,null,2839,null,1024,null,1977,null,731,null,122296,null,3662,null,105531,null,3618,null,60693,null,2956,null,16765,null,1957,null,6561,null,1282,null,2390,null,865,null,10204,null,1455,null,4891,null,1086,null,0400000US17,Illinois,17
18305,null,1441,null,2188,null,725,null,1550,null,515,null,1119,null,485,null,638,null,419,null,0,null,269,null,0,null,269,null,638,null,419,null,454,null,442,null,16117,null,1527,null,13785,null,1464,null,8699,null,1307,null,2332,null,814,null,831,null,524,null,491,null,410,null,1501,null,634,null,972,null,503,null,0400000US18,Indiana,18
11518,null,1211,null,580,null,344,null,235,null,209,null,103,null,130,null,345,null,269,null,94,null,165,null,94,null,165,null,251,null,206,null,200,null,193,null,10938,null,1219,null,8656,null,973,null,5509,null,861,null,2282,null,805,null,526,null,501,null,431,null,476,null,1756,null,680,null,1400,null,592,null,0400000US19,Iowa,19
14058,null,1148,null,833,null,367,null,339,null,246,null,224,null,188,null,494,null,300,null,194,null,219,null,0,null,244,null,300,null,204,null,265,null,195,null,13225,null,1117,null,11336,null,1053,null,6852,null,862,null,1889,null,630,null,760,null,446,null,541,null,374,null,1129,null,402,null,725,null,323,null,0400000US20,Kansas,20
8800,null,919,null,501,null,299,null,291,null,220,null,254,null,206,null,210,null,225,null,36,null,61,null,0,null,273,null,174,null,211,null,174,null,211,null,8299,null,901,null,7605,null,954,null,5648,null,816,null,694,null,370,null,271,null,240,null,271,null,240,null,423,null,321,null,205,null,189,null,0400000US21,Kentucky,21
14123,null,1190,null,1543,null,672,null,1157,null,500,null,481,null,378,null,386,null,432,null,0,null,281,null,0,null,281,null,386,null,432,null,28,null,51,null,12580,null,1153,null,10602,null,1056,null,7273,null,1070,null,1978,null,752,null,737,null,506,null,210,null,279,null,1241,null,608,null,977,null,537,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
70498,null,2267,null,3244,null,920,null,2700,null,793,null,1367,null,552,null,544,null,401,null,60,null,97,null,60,null,97,null,484,null,437,null,484,null,437,null,67254,null,2346,null,58054,null,2532,null,31233,null,1933,null,9200,null,1466,null,2266,null,788,null,1200,null,613,null,6934,null,1175,null,3701,null,992,null,0400000US24,Maryland,24
77679,null,2854,null,6520,null,1256,null,3066,null,838,null,1581,null,561,null,3454,null,1119,null,505,null,401,null,304,null,345,null,2949,null,1012,null,2200,null,906,null,71159,null,2642,null,60090,null,2698,null,36787,null,2268,null,11069,null,1769,null,4345,null,1210,null,1429,null,650,null,6724,null,1221,null,2997,null,796,null,0400000US25,Massachusetts,25
57859,null,2236,null,7041,null,1548,null,4761,null,1342,null,3897,null,1188,null,2280,null,781,null,429,null,240,null,70,null,83,null,1851,null,770,null,1401,null,698,null,50818,null,2193,null,45102,null,2218,null,29821,null,1866,null,5716,null,1070,null,2714,null,756,null,1258,null,622,null,3002,null,787,null,1170,null,548,null,0400000US26,Michigan,26
40654,null,1952,null,5151,null,926,null,3094,null,789,null,2932,null,781,null,2057,null,615,null,458,null,322,null,295,null,269,null,1599,null,542,null,1320,null,484,null,35503,null,1925,null,29010,null,1944,null,19633,null,1802,null,6493,null,1316,null,2684,null,828,null,1707,null,697,null,3809,null,947,null,2314,null,760,null,0400000US27,Minnesota,27
5350,null,951,null,586,null,326,null,213,null,225,null,136,null,157,null,373,null,265,null,91,null,127,null,91,null,127,null,282,null,273,null,282,null,273,null,4764,null,931,null,3937,null,945,null,1909,null,772,null,827,null,447,null,316,null,214,null,58,null,138,null,511,null,392,null,295,null,304,null,0400000US28,Mississippi,28
20034,null,1403,null,1295,null,492,null,833,null,435,null,671,null,404,null,462,null,298,null,66,null,104,null,66,null,104,null,396,null,273,null,327,null,260,null,18739,null,1395,null,16335,null,1317,null,9311,null,1147,null,2404,null,711,null,711,null,384,null,515,null,314,null,1693,null,500,null,1183,null,437,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
5616,null,827,null,618,null,353,null,413,null,296,null,368,null,289,null,205,null,204,null,172,null,202,null,172,null,202,null,33,null,56,null,0,null,228,null,4998,null,762,null,4523,null,705,null,2557,null,726,null,475,null,214,null,75,null,91,null,31,null,54,null,400,null,226,null,374,null,220,null,0400000US31,Nebraska,31
41087,null,2079,null,2649,null,906,null,1576,null,671,null,981,null,541,null,1073,null,585,null,154,null,192,null,154,null,192,null,919,null,569,null,751,null,564,null,38438,null,2009,null,28568,null,1908,null,14872,null,1550,null,9870,null,1304,null,2812,null,807,null,812,null,450,null,7058,null,1125,null,3523,null,988,null,0400000US32,Nevada,32
4851,null,759,null,351,null,236,null,239,null,207,null,181,null,196,null,112,null,104,null,0,null,255,null,0,null,255,null,112,null,104,null,63,null,113,null,4500,null,775,null,3938,null,721,null,2364,null,546,null,562,null,401,null,58,null,116,null,0,null,255,null,504,null,382,null,455,null,382,null,0400000US33,New Hampshire,33
172714,null,3881,null,9417,null,1911,null,6378,null,1477,null,3245,null,969,null,3039,null,945,null,708,null,394,null,536,null,365,null,2331,null,869,null,2226,null,850,null,163297,null,3821,null,144349,null,3837,null,84973,null,3595,null,18948,null,2298,null,7783,null,1485,null,2901,null,1122,null,11165,null,1586,null,5258,null,1182,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
306613,null,5712,null,42691,null,3140,null,30742,null,2783,null,18339,null,2455,null,11949,null,1647,null,3114,null,770,null,1625,null,574,null,8835,null,1450,null,6218,null,1178,null,263922,null,6724,null,216693,null,5904,null,116658,null,5157,null,47229,null,3815,null,17700,null,2238,null,4581,null,1228,null,29529,null,3053,null,12322,null,1920,null,0400000US36,New York,36
40901,null,1794,null,4222,null,983,null,2506,null,739,null,2203,null,758,null,1716,null,610,null,239,null,263,null,239,null,263,null,1477,null,503,null,1318,null,482,null,36679,null,1847,null,33219,null,1724,null,21342,null,1510,null,3460,null,853,null,1338,null,577,null,809,null,453,null,2122,null,618,null,1298,null,492,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
43188,null,2289,null,3888,null,1025,null,2369,null,798,null,1197,null,516,null,1519,null,645,null,264,null,319,null,196,null,295,null,1255,null,621,null,993,null,537,null,39300,null,2268,null,34429,null,2241,null,20427,null,1978,null,4871,null,1148,null,1522,null,693,null,906,null,530,null,3349,null,901,null,2283,null,769,null,0400000US39,Ohio,39
13513,null,1087,null,1601,null,791,null,1123,null,656,null,789,null,549,null,478,null,302,null,131,null,155,null,131,null,155,null,347,null,274,null,347,null,274,null,11912,null,1147,null,9503,null,1072,null,5693,null,1010,null,2409,null,716,null,1001,null,565,null,686,null,503,null,1408,null,565,null,784,null,421,null,0400000US40,Oklahoma,40
31679,null,1884,null,3625,null,1109,null,1803,null,662,null,1172,null,574,null,1822,null,807,null,607,null,522,null,95,null,116,null,1215,null,606,null,949,null,585,null,28054,null,1802,null,24012,null,1757,null,13905,null,1392,null,4042,null,948,null,880,null,484,null,418,null,367,null,3162,null,861,null,2190,null,681,null,0400000US41,Oregon,41
69310,null,2419,null,7480,null,1598,null,4563,null,1026,null,3337,null,968,null,2917,null,1006,null,1050,null,662,null,874,null,642,null,1867,null,762,null,1575,null,714,null,61830,null,2203,null,53584,null,2595,null,32295,null,2049,null,8246,null,1341,null,3930,null,1155,null,2221,null,989,null,4316,null,977,null,2298,null,664,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
14330,null,1171,null,724,null,379,null,454,null,279,null,215,null,203,null,270,null,253,null,101,null,169,null,101,null,169,null,169,null,182,null,138,null,174,null,13606,null,1240,null,11605,null,1232,null,5866,null,859,null,2001,null,718,null,313,null,252,null,0,null,289,null,1688,null,693,null,611,null,408,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
19296,null,1624,null,2216,null,866,null,1355,null,699,null,723,null,511,null,861,null,486,null,371,null,314,null,144,null,234,null,490,null,328,null,490,null,328,null,17080,null,1614,null,14365,null,1662,null,9126,null,1224,null,2715,null,843,null,998,null,566,null,472,null,422,null,1717,null,650,null,1021,null,493,null,0400000US47,Tennessee,47
208711,null,4054,null,18952,null,2580,null,13104,null,2044,null,8465,null,1642,null,5848,null,1447,null,1645,null,705,null,369,null,297,null,4203,null,1275,null,3563,null,1253,null,189759,null,3697,null,161894,null,4439,null,102663,null,3567,null,27865,null,2949,null,10945,null,1985,null,3949,null,1179,null,16920,null,2135,null,9087,null,1582,null,0400000US48,Texas,48
11320,null,1180,null,1445,null,578,null,900,null,415,null,307,null,235,null,545,null,475,null,495,null,468,null,268,null,293,null,50,null,95,null,0,null,265,null,9875,null,1247,null,8734,null,1251,null,5654,null,974,null,1141,null,524,null,509,null,343,null,178,null,174,null,632,null,395,null,470,null,371,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
98576,null,2982,null,5875,null,1272,null,3952,null,1082,null,2168,null,773,null,1923,null,731,null,268,null,315,null,60,null,100,null,1655,null,680,null,1285,null,552,null,92701,null,2977,null,79629,null,3117,null,47277,null,2464,null,13072,null,1760,null,4363,null,1140,null,1128,null,470,null,8709,null,1409,null,4340,null,1030,null,0400000US51,Virginia,51
107230,null,3027,null,8401,null,1513,null,5414,null,1241,null,2813,null,965,null,2987,null,902,null,730,null,534,null,359,null,308,null,2257,null,793,null,1796,null,740,null,98829,null,3201,null,81347,null,3409,null,43248,null,2767,null,17482,null,2195,null,5629,null,1363,null,2326,null,792,null,11853,null,1587,null,6175,null,1284,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
24342,null,1772,null,2337,null,608,null,1530,null,501,null,1261,null,492,null,807,null,368,null,349,null,253,null,69,null,86,null,458,null,251,null,458,null,251,null,22005,null,1721,null,18473,null,1522,null,11343,null,1522,null,3532,null,1252,null,1509,null,699,null,1120,null,607,null,2023,null,899,null,1304,null,805,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
2790,null,844,null,1313,null,512,null,97,null,114,null,40,null,68,null,1216,null,475,null,37,null,60,null,37,null,60,null,1179,null,472,null,892,null,390,null,1477,null,591,null,973,null,489,null,779,null,456,null,504,null,343,null,245,null,242,null,83,null,140,null,259,null,238,null,193,null,226,null,0400000US72,Puerto Rico,72
