C19101D_001E,C19101D_001EA,C19101D_001M,C19101D_001MA,C19101D_002E,C19101D_002EA,C19101D_002M,C19101D_002MA,C19101D_003E,C19101D_003EA,C19101D_003M,C19101D_003MA,C19101D_004E,C19101D_004EA,C19101D_004M,C19101D_004MA,C19101D_005E,C19101D_005EA,C19101D_005M,C19101D_005MA,C19101D_006E,C19101D_006EA,C19101D_006M,C19101D_006MA,C19101D_007E,C19101D_007EA,C19101D_007M,C19101D_007MA,C19101D_008E,C19101D_008EA,C19101D_008M,C19101D_008MA,C19101D_009E,C19101D_009EA,C19101D_009M,C19101D_009MA,C19101D_010E,C19101D_010EA,C19101D_010M,C19101D_010MA,C19101D_011E,C19101D_011EA,C19101D_011M,C19101D_011MA,GEO_ID,NAME,state
69602,null,2787,null,3341,null,1050,null,1947,null,654,null,6414,null,1268,null,6752,null,1325,null,7179,null,1283,null,13831,null,2063,null,10122,null,1810,null,10676,null,1494,null,5130,null,1322,null,4210,null,960,null,0400000US13,Georgia,13
124636,null,4238,null,2890,null,792,null,2600,null,802,null,6814,null,1430,null,9028,null,1406,null,12650,null,1685,null,23008,null,2362,null,21562,null,2109,null,28737,null,2478,null,9886,null,1165,null,7461,null,1045,null,0400000US15,Hawaii,15
3838,null,729,null,300,null,234,null,42,null,66,null,285,null,361,null,330,null,232,null,909,null,455,null,703,null,342,null,698,null,448,null,459,null,397,null,112,null,130,null,0,null,263,null,0400000US16,Idaho,16
132943,null,3287,null,4734,null,1187,null,3156,null,881,null,8718,null,1493,null,6984,null,1363,null,12045,null,1671,null,21898,null,2516,null,22464,null,2511,null,28770,null,2299,null,12629,null,1600,null,11545,null,1471,null,0400000US17,Illinois,17
18305,null,1441,null,1181,null,684,null,749,null,391,null,1412,null,516,null,1116,null,532,null,2718,null,935,null,3804,null,896,null,1740,null,565,null,2797,null,840,null,1388,null,427,null,1400,null,511,null,0400000US18,Indiana,18
11518,null,1211,null,238,null,197,null,441,null,326,null,1634,null,689,null,822,null,373,null,1691,null,759,null,2556,null,836,null,1434,null,454,null,1725,null,552,null,444,null,274,null,533,null,306,null,0400000US19,Iowa,19
14058,null,1148,null,540,null,297,null,265,null,165,null,575,null,399,null,1641,null,560,null,2220,null,563,null,2133,null,692,null,2514,null,709,null,2150,null,657,null,1374,null,494,null,646,null,284,null,0400000US20,Kansas,20
8800,null,919,null,247,null,227,null,0,null,273,null,587,null,422,null,907,null,497,null,1059,null,484,null,2151,null,771,null,1441,null,559,null,1036,null,459,null,476,null,286,null,896,null,376,null,0400000US21,Kentucky,21
14123,null,1190,null,761,null,369,null,377,null,435,null,1366,null,637,null,1556,null,499,null,2683,null,738,null,2731,null,1037,null,1480,null,539,null,1642,null,585,null,974,null,474,null,553,null,410,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
70498,null,2267,null,1470,null,594,null,740,null,346,null,2746,null,793,null,2407,null,757,null,6563,null,1226,null,10453,null,1429,null,10501,null,1516,null,17676,null,1601,null,9021,null,1252,null,8921,null,1439,null,0400000US24,Maryland,24
77679,null,2854,null,2713,null,806,null,3292,null,1107,null,4248,null,1141,null,4530,null,1128,null,7283,null,1388,null,11241,null,1760,null,10261,null,1442,null,16076,null,2048,null,9746,null,1554,null,8289,null,1225,null,0400000US25,Massachusetts,25
57859,null,2236,null,3034,null,1048,null,1681,null,694,null,4516,null,1119,null,4651,null,1103,null,4901,null,1134,null,9775,null,1344,null,8404,null,1389,null,11287,null,1346,null,4959,null,1006,null,4651,null,981,null,0400000US26,Michigan,26
40654,null,1952,null,1571,null,585,null,1451,null,508,null,3620,null,991,null,3467,null,751,null,4914,null,1128,null,8183,null,1300,null,6401,null,1242,null,6422,null,999,null,2639,null,745,null,1986,null,650,null,0400000US27,Minnesota,27
5350,null,951,null,456,null,275,null,62,null,102,null,501,null,382,null,355,null,302,null,726,null,510,null,1017,null,394,null,822,null,438,null,686,null,384,null,358,null,335,null,367,null,349,null,0400000US28,Mississippi,28
20034,null,1403,null,524,null,302,null,392,null,284,null,1118,null,534,null,842,null,370,null,2425,null,742,null,5373,null,1156,null,2462,null,684,null,3114,null,874,null,1517,null,538,null,2267,null,736,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
5616,null,827,null,194,null,187,null,199,null,244,null,1293,null,552,null,486,null,399,null,298,null,193,null,1114,null,391,null,701,null,319,null,967,null,495,null,145,null,125,null,219,null,187,null,0400000US31,Nebraska,31
41087,null,2079,null,795,null,475,null,1187,null,584,null,2506,null,763,null,4427,null,1192,null,5178,null,1159,null,8754,null,1286,null,6110,null,1217,null,8225,null,1335,null,2487,null,818,null,1418,null,577,null,0400000US32,Nevada,32
4851,null,759,null,162,null,151,null,49,null,59,null,361,null,312,null,315,null,339,null,670,null,399,null,969,null,533,null,410,null,296,null,1024,null,560,null,330,null,215,null,561,null,379,null,0400000US33,New Hampshire,33
172714,null,3881,null,5430,null,1373,null,1907,null,751,null,5842,null,1348,null,8076,null,1474,null,11016,null,1906,null,24412,null,2796,null,23876,null,2118,null,41433,null,3103,null,25738,null,2595,null,24984,null,2144,null,0400000US34,New Jersey,34
5135,null,1008,null,129,null,211,null,56,null,96,null,819,null,413,null,310,null,249,null,342,null,236,null,1102,null,552,null,951,null,406,null,660,null,463,null,308,null,286,null,458,null,351,null,0400000US35,New Mexico,35
306613,null,5712,null,16287,null,2081,null,12838,null,1726,null,31774,null,3375,null,28262,null,2763,null,35668,null,2965,null,46624,null,3268,null,39020,null,3079,null,47127,null,2953,null,20971,null,2335,null,28042,null,2265,null,0400000US36,New York,36
40901,null,1794,null,1339,null,520,null,1339,null,566,null,3535,null,993,null,2552,null,811,null,4250,null,843,null,8141,null,1284,null,6550,null,1104,null,6834,null,1104,null,2778,null,754,null,3583,null,809,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
43188,null,2289,null,2091,null,761,null,1036,null,452,null,2996,null,821,null,2465,null,814,null,4233,null,960,null,8592,null,1490,null,6488,null,1253,null,7131,null,1138,null,3952,null,725,null,4204,null,923,null,0400000US39,Ohio,39
13513,null,1087,null,706,null,488,null,430,null,394,null,1441,null,600,null,1083,null,419,null,1965,null,787,null,2596,null,643,null,1909,null,591,null,2083,null,641,null,634,null,347,null,666,null,330,null,0400000US40,Oklahoma,40
31679,null,1884,null,1586,null,778,null,1222,null,602,null,2533,null,807,null,2173,null,650,null,3594,null,962,null,6945,null,1208,null,4514,null,883,null,5559,null,959,null,1643,null,555,null,1910,null,558,null,0400000US41,Oregon,41
69310,null,2419,null,3203,null,1050,null,2662,null,1011,null,5284,null,1170,null,5065,null,1190,null,7604,null,1197,null,10147,null,1269,null,10676,null,1442,null,12299,null,1477,null,6212,null,1089,null,6158,null,960,null,0400000US42,Pennsylvania,42
6040,null,960,null,111,null,181,null,157,null,243,null,892,null,548,null,311,null,279,null,797,null,354,null,1599,null,642,null,646,null,312,null,751,null,576,null,417,null,283,null,359,null,296,null,0400000US44,Rhode Island,44
14330,null,1171,null,604,null,368,null,130,null,139,null,1332,null,572,null,1299,null,537,null,2508,null,868,null,2750,null,761,null,2421,null,782,null,2000,null,642,null,784,null,545,null,502,null,287,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
19296,null,1624,null,812,null,468,null,918,null,519,null,1669,null,785,null,988,null,472,null,3208,null,1017,null,3039,null,838,null,2826,null,713,null,2953,null,737,null,1515,null,467,null,1368,null,532,null,0400000US47,Tennessee,47
208711,null,4054,null,8537,null,1730,null,4881,null,1082,null,15041,null,2193,null,15665,null,1849,null,22805,null,2252,null,36096,null,3264,null,29029,null,2472,null,42284,null,2974,null,17286,null,2006,null,17087,null,1856,null,0400000US48,Texas,48
11320,null,1180,null,717,null,517,null,407,null,289,null,911,null,481,null,936,null,412,null,1665,null,554,null,2906,null,773,null,1739,null,513,null,1465,null,449,null,178,null,195,null,396,null,211,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
98576,null,2982,null,2704,null,769,null,1313,null,547,null,4554,null,1194,null,5508,null,1177,null,9267,null,1242,null,15218,null,2103,null,15167,null,1809,null,22903,null,2096,null,10493,null,1520,null,11449,null,1608,null,0400000US51,Virginia,51
107230,null,3027,null,3812,null,914,null,3324,null,929,null,7312,null,1590,null,7879,null,1303,null,11810,null,1500,null,16320,null,1670,null,17376,null,1872,null,22183,null,2253,null,9282,null,1381,null,7932,null,1245,null,0400000US53,Washington,53
2548,null,597,null,0,null,269,null,0,null,269,null,226,null,162,null,184,null,174,null,492,null,353,null,301,null,308,null,99,null,94,null,553,null,374,null,63,null,95,null,630,null,373,null,0400000US54,West Virginia,54
24342,null,1772,null,676,null,367,null,371,null,198,null,1699,null,587,null,1988,null,900,null,3713,null,1087,null,5297,null,948,null,4000,null,927,null,3505,null,1029,null,1190,null,379,null,1903,null,762,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
