B21001F_001E,B21001F_001EA,B21001F_001M,B21001F_001MA,B21001F_002E,B21001F_002EA,B21001F_002M,B21001F_002MA,B21001F_003E,B21001F_003EA,B21001F_003M,B21001F_003MA,B21001F_004E,B21001F_004EA,B21001F_004M,B21001F_004MA,B21001F_005E,B21001F_005EA,B21001F_005M,B21001F_005MA,B21001F_006E,B21001F_006EA,B21001F_006M,B21001F_006MA,B21001F_007E,B21001F_007EA,B21001F_007M,B21001F_007MA,B21001F_008E,B21001F_008EA,B21001F_008M,B21001F_008MA,B21001F_009E,B21001F_009EA,B21001F_009M,B21001F_009MA,B21001F_010E,B21001F_010EA,B21001F_010M,B21001F_010MA,B21001F_011E,B21001F_011EA,B21001F_011M,B21001F_011MA,B21001F_012E,B21001F_012EA,B21001F_012M,B21001F_012MA,B21001F_013E,B21001F_013EA,B21001F_013M,B21001F_013MA,B21001F_014E,B21001F_014EA,B21001F_014M,B21001F_014MA,B21001F_015E,B21001F_015EA,B21001F_015M,B21001F_015MA,B21001F_016E,B21001F_016EA,B21001F_016M,B21001F_016MA,B21001F_017E,B21001F_017EA,B21001F_017M,B21001F_017MA,B21001F_018E,B21001F_018EA,B21001F_018M,B21001F_018MA,B21001F_019E,B21001F_019EA,B21001F_019M,B21001F_019MA,B21001F_020E,B21001F_020EA,B21001F_020M,B21001F_020MA,B21001F_021E,B21001F_021EA,B21001F_021M,B21001F_021MA,B21001F_022E,B21001F_022EA,B21001F_022M,B21001F_022MA,B21001F_023E,B21001F_023EA,B21001F_023M,B21001F_023MA,B21001F_024E,B21001F_024EA,B21001F_024M,B21001F_024MA,B21001F_025E,B21001F_025EA,B21001F_025M,B21001F_025MA,B21001F_026E,B21001F_026EA,B21001F_026M,B21001F_026MA,B21001F_027E,B21001F_027EA,B21001F_027M,B21001F_027MA,B21001F_028E,B21001F_028EA,B21001F_028M,B21001F_028MA,B21001F_029E,B21001F_029EA,B21001F_029M,B21001F_029MA,B21001F_030E,B21001F_030EA,B21001F_030M,B21001F_030MA,B21001F_031E,B21001F_031EA,B21001F_031M,B21001F_031MA,B21001F_032E,B21001F_032EA,B21001F_032M,B21001F_032MA,B21001F_033E,B21001F_033EA,B21001F_033M,B21001F_033MA,GEO_ID,NAME,state
197748,null,11773,null,123448,null,8193,null,66480,null,5617,null,570,null,384,null,65910,null,5619,null,50409,null,4389,null,1954,null,801,null,48455,null,4321,null,5030,null,1615,null,44,null,76,null,4986,null,1610,null,1353,null,621,null,211,null,200,null,1142,null,608,null,176,null,194,null,0,null,296,null,176,null,194,null,74300,null,5006,null,36279,null,3683,null,158,null,152,null,36121,null,3663,null,32243,null,2667,null,358,null,240,null,31885,null,2651,null,2915,null,938,null,0,null,296,null,2915,null,938,null,2467,null,1052,null,0,null,296,null,2467,null,1052,null,396,null,426,null,0,null,296,null,396,null,426,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
551400,null,15759,null,293699,null,9849,null,133511,null,6379,null,2222,null,904,null,131289,null,6398,null,122403,null,5117,null,2722,null,857,null,119681,null,5124,null,23609,null,1768,null,1668,null,709,null,21941,null,1788,null,9399,null,1554,null,275,null,227,null,9124,null,1558,null,4777,null,1030,null,452,null,415,null,4325,null,979,null,257701,null,7945,null,116720,null,5334,null,217,null,256,null,116503,null,5313,null,105190,null,4110,null,263,null,204,null,104927,null,4084,null,20713,null,1696,null,0,null,269,null,20713,null,1696,null,9802,null,1742,null,0,null,269,null,9802,null,1742,null,5276,null,1035,null,163,null,269,null,5113,null,1048,null,0400000US17,Illinois,17
86038,null,5388,null,45987,null,3372,null,23883,null,2160,null,753,null,608,null,23130,null,2081,null,17141,null,2009,null,1238,null,959,null,15903,null,2008,null,3412,null,1132,null,371,null,328,null,3041,null,1153,null,649,null,354,null,68,null,115,null,581,null,335,null,902,null,293,null,229,null,227,null,673,null,337,null,40051,null,3072,null,20423,null,1945,null,0,null,269,null,20423,null,1945,null,14387,null,1716,null,167,null,198,null,14220,null,1719,null,2716,null,869,null,0,null,269,null,2716,null,869,null,1288,null,487,null,0,null,269,null,1288,null,487,null,1237,null,510,null,0,null,269,null,1237,null,510,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
39545,null,4389,null,22771,null,2871,null,10412,null,1792,null,30,null,53,null,10382,null,1791,null,9135,null,1521,null,184,null,166,null,8951,null,1529,null,1605,null,663,null,489,null,305,null,1116,null,517,null,753,null,351,null,279,null,234,null,474,null,281,null,866,null,396,null,67,null,117,null,799,null,400,null,16774,null,2023,null,6295,null,1215,null,0,null,244,null,6295,null,1215,null,7939,null,1263,null,0,null,244,null,7939,null,1263,null,1585,null,535,null,0,null,244,null,1585,null,535,null,410,null,246,null,91,null,145,null,319,null,197,null,545,null,352,null,0,null,244,null,545,null,352,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
30401,null,3524,null,17345,null,2387,null,8435,null,1440,null,94,null,126,null,8341,null,1456,null,7624,null,1336,null,395,null,266,null,7229,null,1261,null,834,null,442,null,207,null,208,null,627,null,458,null,351,null,248,null,109,null,132,null,242,null,207,null,101,null,118,null,46,null,79,null,55,null,87,null,13056,null,1916,null,6784,null,1414,null,0,null,281,null,6784,null,1414,null,4454,null,1013,null,56,null,92,null,4398,null,1015,null,568,null,381,null,0,null,281,null,568,null,381,null,856,null,400,null,0,null,281,null,856,null,400,null,394,null,296,null,0,null,281,null,394,null,296,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
116307,null,7727,null,63298,null,4341,null,30294,null,2995,null,793,null,534,null,29501,null,2939,null,27466,null,2370,null,943,null,397,null,26523,null,2441,null,4522,null,1020,null,421,null,298,null,4101,null,1022,null,609,null,420,null,0,null,285,null,609,null,420,null,407,null,346,null,112,null,133,null,295,null,319,null,53009,null,4462,null,23841,null,2412,null,130,null,160,null,23711,null,2415,null,21835,null,2199,null,346,null,270,null,21489,null,2205,null,3887,null,872,null,0,null,285,null,3887,null,872,null,2194,null,803,null,198,null,291,null,1996,null,798,null,1252,null,562,null,0,null,285,null,1252,null,562,null,0400000US24,Maryland,24
173422,null,8983,null,87377,null,5303,null,42645,null,3710,null,575,null,424,null,42070,null,3742,null,33737,null,2622,null,961,null,425,null,32776,null,2631,null,6353,null,1051,null,244,null,211,null,6109,null,1019,null,3202,null,864,null,463,null,345,null,2739,null,749,null,1440,null,424,null,143,null,168,null,1297,null,388,null,86045,null,5649,null,39605,null,3516,null,550,null,526,null,39055,null,3516,null,31503,null,2771,null,58,null,95,null,31445,null,2779,null,8625,null,1276,null,49,null,88,null,8576,null,1288,null,3373,null,798,null,0,null,283,null,3373,null,798,null,2939,null,831,null,0,null,283,null,2939,null,831,null,0400000US25,Massachusetts,25
82434,null,6548,null,46225,null,4595,null,21739,null,3142,null,772,null,470,null,20967,null,3090,null,17957,null,2236,null,649,null,410,null,17308,null,2223,null,3489,null,763,null,836,null,458,null,2653,null,719,null,2330,null,800,null,323,null,263,null,2007,null,771,null,710,null,406,null,65,null,86,null,645,null,393,null,36209,null,3072,null,16461,null,1964,null,0,null,244,null,16461,null,1964,null,13692,null,1956,null,217,null,186,null,13475,null,1979,null,3397,null,871,null,0,null,244,null,3397,null,871,null,1545,null,588,null,0,null,244,null,1545,null,588,null,1114,null,506,null,0,null,244,null,1114,null,506,null,0400000US26,Michigan,26
46806,null,4037,null,26611,null,2571,null,12670,null,1706,null,193,null,193,null,12477,null,1701,null,11359,null,1709,null,339,null,229,null,11020,null,1719,null,2044,null,859,null,149,null,180,null,1895,null,840,null,516,null,458,null,9,null,16,null,507,null,459,null,22,null,39,null,0,null,213,null,22,null,39,null,20195,null,2230,null,8859,null,1325,null,0,null,213,null,8859,null,1325,null,9262,null,1329,null,0,null,213,null,9262,null,1329,null,1567,null,627,null,0,null,213,null,1567,null,627,null,325,null,303,null,0,null,213,null,325,null,303,null,182,null,179,null,0,null,213,null,182,null,179,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
37465,null,3864,null,20238,null,2762,null,11070,null,1882,null,441,null,359,null,10629,null,1883,null,7494,null,1525,null,330,null,257,null,7164,null,1490,null,563,null,357,null,345,null,294,null,218,null,205,null,567,null,393,null,149,null,203,null,418,null,366,null,544,null,431,null,317,null,383,null,227,null,229,null,17227,null,1702,null,8530,null,1208,null,0,null,259,null,8530,null,1208,null,7068,null,1335,null,125,null,141,null,6943,null,1307,null,773,null,379,null,49,null,83,null,724,null,350,null,548,null,414,null,0,null,259,null,548,null,414,null,308,null,365,null,211,null,344,null,97,null,119,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
79430,null,7564,null,41106,null,4543,null,16715,null,2551,null,372,null,295,null,16343,null,2483,null,19600,null,2697,null,677,null,458,null,18923,null,2640,null,2773,null,888,null,319,null,205,null,2454,null,859,null,1595,null,766,null,131,null,135,null,1464,null,723,null,423,null,429,null,79,null,104,null,344,null,419,null,38324,null,4064,null,15789,null,2351,null,233,null,248,null,15556,null,2332,null,17062,null,2279,null,51,null,108,null,17011,null,2299,null,3046,null,820,null,0,null,302,null,3046,null,820,null,1807,null,603,null,0,null,302,null,1807,null,603,null,620,null,345,null,0,null,302,null,620,null,345,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
334150,null,14205,null,169983,null,8138,null,75183,null,4714,null,994,null,503,null,74189,null,4724,null,68982,null,4057,null,2378,null,753,null,66604,null,4008,null,16523,null,1761,null,978,null,578,null,15545,null,1698,null,7271,null,1342,null,363,null,320,null,6908,null,1345,null,2024,null,719,null,169,null,194,null,1855,null,714,null,164167,null,7972,null,68860,null,3806,null,322,null,283,null,68538,null,3835,null,67083,null,3918,null,269,null,393,null,66814,null,3932,null,16969,null,1999,null,58,null,99,null,16911,null,2002,null,6442,null,1185,null,47,null,78,null,6395,null,1173,null,4813,null,1302,null,0,null,279,null,4813,null,1302,null,0400000US34,New Jersey,34
167024,null,9471,null,88700,null,5599,null,38818,null,3790,null,1532,null,815,null,37286,null,3650,null,34040,null,3063,null,3706,null,890,null,30334,null,3037,null,8731,null,1140,null,2981,null,735,null,5750,null,1022,null,4262,null,817,null,2109,null,731,null,2153,null,546,null,2849,null,1008,null,1574,null,657,null,1275,null,651,null,78324,null,4915,null,30475,null,3055,null,171,null,150,null,30304,null,3063,null,31858,null,2832,null,98,null,107,null,31760,null,2832,null,6770,null,1079,null,0,null,283,null,6770,null,1079,null,4512,null,890,null,0,null,283,null,4512,null,890,null,4709,null,1050,null,60,null,113,null,4649,null,1038,null,0400000US35,New Mexico,35
1041078,null,19971,null,514236,null,12199,null,229192,null,7591,null,4025,null,1238,null,225167,null,7734,null,201167,null,6390,null,7770,null,1730,null,193397,null,6566,null,48949,null,3358,null,4817,null,1245,null,44132,null,3569,null,23205,null,2109,null,1946,null,733,null,21259,null,2066,null,11723,null,1786,null,1440,null,634,null,10283,null,1682,null,526842,null,11686,null,204683,null,6497,null,87,null,138,null,204596,null,6496,null,211376,null,6340,null,570,null,456,null,210806,null,6222,null,58706,null,3879,null,275,null,288,null,58431,null,3836,null,30432,null,2464,null,0,null,277,null,30432,null,2464,null,21645,null,1766,null,0,null,277,null,21645,null,1766,null,0400000US36,New York,36
191101,null,7721,null,113046,null,5941,null,64787,null,4480,null,590,null,346,null,64197,null,4418,null,43609,null,3634,null,1415,null,710,null,42194,null,3654,null,3129,null,879,null,511,null,301,null,2618,null,804,null,1160,null,717,null,54,null,89,null,1106,null,710,null,361,null,274,null,107,null,174,null,254,null,226,null,78055,null,4155,null,44110,null,3566,null,105,null,131,null,44005,null,3599,null,29511,null,2611,null,248,null,321,null,29263,null,2628,null,2865,null,861,null,0,null,287,null,2865,null,861,null,1145,null,592,null,0,null,287,null,1145,null,592,null,424,null,388,null,0,null,287,null,424,null,388,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
48552,null,3931,null,25444,null,2378,null,13808,null,1783,null,325,null,267,null,13483,null,1807,null,8580,null,1369,null,603,null,361,null,7977,null,1383,null,1831,null,518,null,535,null,294,null,1296,null,500,null,813,null,508,null,70,null,121,null,743,null,488,null,412,null,251,null,197,null,167,null,215,null,194,null,23108,null,2275,null,10036,null,1654,null,93,null,114,null,9943,null,1640,null,9150,null,1602,null,251,null,231,null,8899,null,1572,null,2256,null,621,null,51,null,83,null,2205,null,602,null,1197,null,434,null,0,null,267,null,1197,null,434,null,469,null,252,null,0,null,267,null,469,null,252,null,0400000US39,Ohio,39
55860,null,5368,null,30495,null,3224,null,14058,null,2070,null,177,null,185,null,13881,null,2087,null,12413,null,1768,null,757,null,396,null,11656,null,1808,null,2688,null,850,null,323,null,264,null,2365,null,792,null,1192,null,485,null,470,null,321,null,722,null,383,null,144,null,131,null,0,null,251,null,144,null,131,null,25365,null,2709,null,12440,null,1957,null,0,null,251,null,12440,null,1957,null,9544,null,1426,null,41,null,70,null,9503,null,1434,null,1664,null,609,null,0,null,251,null,1664,null,609,null,1631,null,666,null,13,null,24,null,1618,null,666,null,86,null,109,null,0,null,251,null,86,null,109,null,0400000US40,Oklahoma,40
96641,null,8837,null,55389,null,5356,null,28208,null,3663,null,566,null,572,null,27642,null,3561,null,20970,null,2698,null,668,null,391,null,20302,null,2684,null,4122,null,1014,null,575,null,341,null,3547,null,951,null,1527,null,471,null,105,null,141,null,1422,null,452,null,562,null,293,null,146,null,196,null,416,null,232,null,41252,null,4626,null,22944,null,3068,null,0,null,275,null,22944,null,3068,null,13530,null,2112,null,79,null,139,null,13451,null,2101,null,3471,null,1011,null,52,null,92,null,3419,null,1000,null,1003,null,609,null,0,null,275,null,1003,null,609,null,304,null,307,null,0,null,275,null,304,null,307,null,0400000US41,Oregon,41
150384,null,7285,null,76122,null,3911,null,36917,null,3181,null,595,null,392,null,36322,null,3174,null,29758,null,2454,null,1406,null,609,null,28352,null,2363,null,5486,null,1042,null,692,null,455,null,4794,null,933,null,2203,null,514,null,292,null,173,null,1911,null,519,null,1758,null,588,null,538,null,415,null,1220,null,629,null,74262,null,4496,null,32528,null,2842,null,241,null,364,null,32287,null,2877,null,31634,null,2777,null,868,null,635,null,30766,null,2791,null,6040,null,944,null,0,null,246,null,6040,null,944,null,2038,null,634,null,0,null,246,null,2038,null,634,null,2022,null,864,null,0,null,246,null,2022,null,864,null,0400000US42,Pennsylvania,42
