C19037D_001E,C19037D_001EA,C19037D_001M,C19037D_001MA,C19037D_002E,C19037D_002EA,C19037D_002M,C19037D_002MA,C19037D_003E,C19037D_003EA,C19037D_003M,C19037D_003MA,C19037D_004E,C19037D_004EA,C19037D_004M,C19037D_004MA,C19037D_005E,C19037D_005EA,C19037D_005M,C19037D_005MA,C19037D_006E,C19037D_006EA,C19037D_006M,C19037D_006MA,C19037D_007E,C19037D_007EA,C19037D_007M,C19037D_007MA,C19037D_008E,C19037D_008EA,C19037D_008M,C19037D_008MA,C19037D_009E,C19037D_009EA,C19037D_009M,C19037D_009MA,C19037D_010E,C19037D_010EA,C19037D_010M,C19037D_010MA,C19037D_011E,C19037D_011EA,C19037D_011M,C19037D_011MA,C19037D_012E,C19037D_012EA,C19037D_012M,C19037D_012MA,C19037D_013E,C19037D_013EA,C19037D_013M,C19037D_013MA,C19037D_014E,C19037D_014EA,C19037D_014M,C19037D_014MA,C19037D_015E,C19037D_015EA,C19037D_015M,C19037D_015MA,C19037D_016E,C19037D_016EA,C19037D_016M,C19037D_016MA,C19037D_017E,C19037D_017EA,C19037D_017M,C19037D_017MA,C19037D_018E,C19037D_018EA,C19037D_018M,C19037D_018MA,C19037D_019E,C19037D_019EA,C19037D_019M,C19037D_019MA,C19037D_020E,C19037D_020EA,C19037D_020M,C19037D_020MA,C19037D_021E,C19037D_021EA,C19037D_021M,C19037D_021MA,C19037D_022E,C19037D_022EA,C19037D_022M,C19037D_022MA,C19037D_023E,C19037D_023EA,C19037D_023M,C19037D_023MA,C19037D_024E,C19037D_024EA,C19037D_024M,C19037D_024MA,C19037D_025E,C19037D_025EA,C19037D_025M,C19037D_025MA,C19037D_026E,C19037D_026EA,C19037D_026M,C19037D_026MA,C19037D_027E,C19037D_027EA,C19037D_027M,C19037D_027MA,C19037D_028E,C19037D_028EA,C19037D_028M,C19037D_028MA,C19037D_029E,C19037D_029EA,C19037D_029M,C19037D_029MA,C19037D_030E,C19037D_030EA,C19037D_030M,C19037D_030MA,C19037D_031E,C19037D_031EA,C19037D_031M,C19037D_031MA,C19037D_032E,C19037D_032EA,C19037D_032M,C19037D_032MA,C19037D_033E,C19037D_033EA,C19037D_033M,C19037D_033MA,C19037D_034E,C19037D_034EA,C19037D_034M,C19037D_034MA,C19037D_035E,C19037D_035EA,C19037D_035M,C19037D_035MA,C19037D_036E,C19037D_036EA,C19037D_036M,C19037D_036MA,C19037D_037E,C19037D_037EA,C19037D_037M,C19037D_037MA,C19037D_038E,C19037D_038EA,C19037D_038M,C19037D_038MA,C19037D_039E,C19037D_039EA,C19037D_039M,C19037D_039MA,C19037D_040E,C19037D_040EA,C19037D_040M,C19037D_040MA,C19037D_041E,C19037D_041EA,C19037D_041M,C19037D_041MA,C19037D_042E,C19037D_042EA,C19037D_042M,C19037D_042MA,C19037D_043E,C19037D_043EA,C19037D_043M,C19037D_043MA,C19037D_044E,C19037D_044EA,C19037D_044M,C19037D_044MA,C19037D_045E,C19037D_045EA,C19037D_045M,C19037D_045MA,GEO_ID,NAME,state
89830,null,3139,null,2608,null,939,null,1444,null,713,null,0,null,296,null,193,null,197,null,171,null,232,null,202,null,258,null,237,null,176,null,0,null,296,null,311,null,247,null,50,null,83,null,0,null,296,null,46878,null,2390,null,2410,null,943,null,1071,null,509,null,4366,null,1127,null,3554,null,1106,null,6199,null,1176,null,9386,null,1581,null,7481,null,1250,null,6189,null,1154,null,3536,null,976,null,2686,null,848,null,33112,null,2460,null,2419,null,839,null,1015,null,537,null,3434,null,942,null,3412,null,913,null,3469,null,872,null,6732,null,1431,null,4385,null,1013,null,4954,null,1140,null,1475,null,712,null,1817,null,657,null,7232,null,1134,null,1459,null,735,null,145,null,152,null,1236,null,587,null,1151,null,495,null,424,null,322,null,747,null,380,null,493,null,315,null,792,null,396,null,376,null,365,null,409,null,288,null,0400000US13,Georgia,13
171144,null,4966,null,2434,null,693,null,817,null,545,null,63,null,104,null,231,null,173,null,407,null,345,null,445,null,357,null,272,null,174,null,102,null,124,null,0,null,275,null,97,null,118,null,0,null,275,null,44222,null,2537,null,2123,null,780,null,1339,null,675,null,3354,null,1055,null,2591,null,775,null,3898,null,1094,null,9620,null,1519,null,8079,null,1443,null,9369,null,1385,null,2264,null,671,null,1585,null,550,null,68415,null,3232,null,2421,null,773,null,2833,null,767,null,2839,null,842,null,4051,null,934,null,7302,null,1354,null,11440,null,1327,null,11719,null,1568,null,14861,null,1579,null,5783,null,985,null,5166,null,1049,null,56073,null,2186,null,3447,null,751,null,2525,null,584,null,7140,null,1040,null,6951,null,1149,null,7930,null,1190,null,9415,null,1254,null,6747,null,1020,null,7575,null,1232,null,2607,null,693,null,1736,null,622,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
180919,null,3809,null,7496,null,1307,null,3168,null,994,null,621,null,380,null,1009,null,475,null,581,null,338,null,532,null,340,null,1211,null,562,null,255,null,231,null,0,null,269,null,44,null,73,null,75,null,133,null,91259,null,3355,null,5191,null,1169,null,2061,null,737,null,5433,null,1242,null,5353,null,1211,null,8797,null,1325,null,17075,null,2060,null,16174,null,2085,null,17453,null,2093,null,6891,null,1296,null,6831,null,1157,null,62638,null,2077,null,2795,null,953,null,1129,null,511,null,4521,null,1208,null,3281,null,848,null,6799,null,1234,null,10908,null,1763,null,10364,null,1543,null,12408,null,1301,null,6026,null,1010,null,4407,null,910,null,19526,null,1890,null,2976,null,1063,null,1682,null,685,null,3104,null,910,null,1308,null,554,null,1874,null,779,null,2371,null,661,null,1474,null,615,null,2230,null,720,null,1098,null,472,null,1409,null,513,null,0400000US17,Illinois,17
28738,null,1814,null,3342,null,959,null,1066,null,500,null,353,null,294,null,536,null,383,null,242,null,241,null,448,null,359,null,338,null,345,null,112,null,189,null,247,null,297,null,0,null,269,null,0,null,269,null,16573,null,1833,null,1962,null,843,null,792,null,432,null,1487,null,729,null,1434,null,625,null,2027,null,687,null,3880,null,889,null,1181,null,452,null,1796,null,744,null,807,null,322,null,1207,null,564,null,6763,null,1171,null,453,null,308,null,548,null,499,null,356,null,259,null,350,null,203,null,1238,null,611,null,1131,null,447,null,621,null,401,null,1325,null,555,null,318,null,256,null,423,null,300,null,2060,null,662,null,76,null,124,null,89,null,144,null,246,null,259,null,287,null,264,null,148,null,168,null,442,null,391,null,79,null,138,null,112,null,134,null,459,null,325,null,122,null,152,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
19706,null,1299,null,1721,null,550,null,779,null,399,null,161,null,200,null,282,null,358,null,21,null,39,null,59,null,70,null,215,null,195,null,0,null,244,null,204,null,166,null,0,null,244,null,0,null,244,null,10004,null,1156,null,562,null,357,null,285,null,196,null,641,null,385,null,773,null,414,null,1909,null,637,null,1811,null,733,null,1696,null,568,null,1470,null,501,null,612,null,305,null,245,null,189,null,6570,null,873,null,125,null,141,null,221,null,241,null,315,null,240,null,988,null,542,null,798,null,439,null,1267,null,510,null,1095,null,467,null,840,null,349,null,727,null,331,null,194,null,162,null,1411,null,477,null,99,null,151,null,36,null,56,null,19,null,30,null,37,null,61,null,299,null,213,null,154,null,130,null,279,null,252,null,145,null,134,null,136,null,146,null,207,null,199,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
19807,null,1743,null,1398,null,758,null,434,null,358,null,268,null,336,null,40,null,198,null,47,null,70,null,320,null,471,null,84,null,138,null,0,null,281,null,180,null,250,null,0,null,281,null,25,null,42,null,10121,null,1381,null,453,null,321,null,121,null,167,null,1369,null,577,null,1220,null,500,null,2365,null,617,null,1384,null,573,null,1163,null,534,null,1027,null,492,null,647,null,444,null,372,null,299,null,6949,null,1360,null,426,null,275,null,338,null,426,null,391,null,298,null,888,null,581,null,1109,null,472,null,1833,null,869,null,706,null,381,null,529,null,337,null,389,null,284,null,340,null,360,null,1339,null,541,null,68,null,71,null,0,null,281,null,89,null,112,null,647,null,493,null,152,null,143,null,140,null,168,null,77,null,137,null,116,null,136,null,50,null,89,null,0,null,281,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
90269,null,2573,null,1852,null,566,null,507,null,267,null,126,null,152,null,238,null,274,null,0,null,285,null,317,null,311,null,226,null,209,null,389,null,323,null,20,null,34,null,29,null,52,null,0,null,285,null,43506,null,2090,null,1808,null,682,null,160,null,159,null,2138,null,790,null,1721,null,726,null,4975,null,1200,null,7208,null,1172,null,7064,null,1159,null,9777,null,1136,null,4977,null,891,null,3678,null,877,null,34412,null,1646,null,691,null,539,null,341,null,301,null,1791,null,609,null,2118,null,664,null,2525,null,683,null,4748,null,1001,null,4534,null,939,null,8182,null,1289,null,4677,null,917,null,4805,null,997,null,10499,null,1081,null,1156,null,497,null,454,null,261,null,470,null,271,null,627,null,458,null,1012,null,433,null,1966,null,656,null,943,null,374,null,1940,null,556,null,736,null,390,null,1195,null,462,null,0400000US24,Maryland,24
100125,null,3239,null,3900,null,1051,null,1557,null,656,null,208,null,205,null,128,null,103,null,484,null,292,null,196,null,196,null,397,null,372,null,261,null,300,null,669,null,561,null,0,null,283,null,0,null,283,null,53598,null,2455,null,3604,null,993,null,1275,null,688,null,1896,null,628,null,2422,null,716,null,5170,null,1044,null,7418,null,1489,null,8108,null,1403,null,11700,null,1782,null,6628,null,1318,null,5377,null,1137,null,33236,null,1716,null,1379,null,604,null,1359,null,490,null,1826,null,719,null,2167,null,721,null,3175,null,939,null,6075,null,1131,null,4345,null,887,null,5606,null,1020,null,3580,null,827,null,3724,null,728,null,9391,null,1289,null,2065,null,810,null,1274,null,576,null,1738,null,732,null,499,null,355,null,991,null,507,null,996,null,470,null,427,null,282,null,951,null,422,null,57,null,97,null,393,null,343,null,0400000US25,Massachusetts,25
75899,null,2400,null,4480,null,1155,null,1797,null,734,null,244,null,245,null,530,null,437,null,344,null,307,null,622,null,403,null,627,null,443,null,147,null,233,null,37,null,63,null,0,null,244,null,132,null,223,null,40722,null,2040,null,2434,null,792,null,1484,null,758,null,4356,null,1127,null,3444,null,1012,null,3890,null,1080,null,7933,null,1284,null,5821,null,1203,null,7011,null,1174,null,2344,null,695,null,2005,null,631,null,24124,null,1727,null,1121,null,396,null,261,null,147,null,1317,null,485,null,2147,null,773,null,2621,null,809,null,3159,null,647,null,3593,null,971,null,5083,null,874,null,2521,null,770,null,2301,null,692,null,6573,null,1080,null,786,null,425,null,855,null,501,null,884,null,438,null,315,null,286,null,576,null,289,null,1050,null,514,null,419,null,281,null,608,null,293,null,333,null,198,null,747,null,302,null,0400000US26,Michigan,26
53121,null,2101,null,3071,null,871,null,468,null,270,null,335,null,264,null,312,null,312,null,272,null,218,null,493,null,232,null,911,null,570,null,0,null,213,null,280,null,269,null,0,null,213,null,0,null,213,null,31767,null,2080,null,1583,null,601,null,976,null,496,null,2242,null,950,null,2168,null,710,null,4869,null,1160,null,7585,null,1406,null,5082,null,1007,null,4332,null,964,null,1854,null,621,null,1076,null,442,null,14783,null,1401,null,1026,null,505,null,526,null,303,null,1650,null,556,null,1616,null,536,null,1555,null,638,null,1615,null,533,null,2185,null,684,null,2745,null,765,null,1116,null,559,null,749,null,409,null,3500,null,758,null,982,null,583,null,374,null,360,null,441,null,315,null,110,null,136,null,179,null,151,null,628,null,252,null,261,null,221,null,321,null,246,null,43,null,71,null,161,null,199,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
29487,null,1737,null,2066,null,743,null,921,null,438,null,119,null,124,null,186,null,178,null,175,null,189,null,137,null,144,null,102,null,134,null,132,null,164,null,276,null,372,null,0,null,259,null,18,null,27,null,15420,null,1311,null,591,null,325,null,751,null,513,null,1177,null,529,null,770,null,353,null,2363,null,834,null,4090,null,1010,null,2140,null,589,null,1990,null,753,null,512,null,329,null,1036,null,447,null,9098,null,1285,null,203,null,204,null,308,null,281,null,642,null,375,null,50,null,85,null,1682,null,781,null,2098,null,679,null,543,null,302,null,1311,null,555,null,926,null,479,null,1335,null,552,null,2903,null,546,null,577,null,443,null,280,null,221,null,187,null,178,null,191,null,172,null,116,null,138,null,822,null,345,null,108,null,121,null,332,null,231,null,168,null,146,null,122,null,128,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
