B14007F_001E,B14007F_001EA,B14007F_001M,B14007F_001MA,B14007F_002E,B14007F_002EA,B14007F_002M,B14007F_002MA,B14007F_003E,B14007F_003EA,B14007F_003M,B14007F_003MA,B14007F_004E,B14007F_004EA,B14007F_004M,B14007F_004MA,B14007F_005E,B14007F_005EA,B14007F_005M,B14007F_005MA,B14007F_006E,B14007F_006EA,B14007F_006M,B14007F_006MA,B14007F_007E,B14007F_007EA,B14007F_007M,B14007F_007MA,B14007F_008E,B14007F_008EA,B14007F_008M,B14007F_008MA,B14007F_009E,B14007F_009EA,B14007F_009M,B14007F_009MA,B14007F_010E,B14007F_010EA,B14007F_010M,B14007F_010MA,B14007F_011E,B14007F_011EA,B14007F_011M,B14007F_011MA,B14007F_012E,B14007F_012EA,B14007F_012M,B14007F_012MA,B14007F_013E,B14007F_013EA,B14007F_013M,B14007F_013MA,B14007F_014E,B14007F_014EA,B14007F_014M,B14007F_014MA,B14007F_015E,B14007F_015EA,B14007F_015M,B14007F_015MA,B14007F_016E,B14007F_016EA,B14007F_016M,B14007F_016MA,B14007F_017E,B14007F_017EA,B14007F_017M,B14007F_017MA,B14007F_018E,B14007F_018EA,B14007F_018M,B14007F_018MA,B14007F_019E,B14007F_019EA,B14007F_019M,B14007F_019MA,GEO_ID,NAME,state
292638,null,16705,null,90050,null,7132,null,6150,null,1533,null,7187,null,1651,null,8613,null,1810,null,6118,null,1252,null,7373,null,1554,null,6034,null,1516,null,6458,null,1622,null,6037,null,1399,null,6199,null,1616,null,4735,null,1420,null,4912,null,1433,null,3930,null,907,null,4037,null,1156,null,4990,null,1465,null,6006,null,1632,null,1271,null,774,null,202588,null,12512,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
26030,null,3563,null,9500,null,2074,null,275,null,200,null,352,null,256,null,326,null,260,null,631,null,351,null,736,null,373,null,511,null,336,null,395,null,224,null,888,null,475,null,512,null,270,null,444,null,271,null,490,null,274,null,844,null,429,null,357,null,264,null,1055,null,568,null,1684,null,639,null,0,null,263,null,16530,null,2220,null,0400000US16,Idaho,16
794652,null,22145,null,272147,null,9748,null,18169,null,2718,null,16580,null,2479,null,17295,null,2301,null,16572,null,2269,null,19428,null,2175,null,17257,null,2440,null,17300,null,2413,null,14503,null,1720,null,16951,null,2167,null,14403,null,2111,null,14437,null,2075,null,14301,null,2025,null,15264,null,1839,null,16389,null,2142,null,37325,null,3679,null,5973,null,1518,null,522505,null,16592,null,0400000US17,Illinois,17
121064,null,7153,null,37338,null,3626,null,1309,null,608,null,3295,null,1220,null,3034,null,964,null,2792,null,849,null,2382,null,853,null,1764,null,736,null,2389,null,934,null,1869,null,606,null,2239,null,794,null,1924,null,775,null,2032,null,684,null,1667,null,501,null,671,null,332,null,2446,null,667,null,6483,null,1572,null,1042,null,607,null,83726,null,5546,null,0400000US18,Indiana,18
41810,null,4324,null,15495,null,2135,null,904,null,570,null,1074,null,543,null,1215,null,528,null,1482,null,646,null,1078,null,572,null,1228,null,607,null,708,null,415,null,762,null,458,null,578,null,374,null,628,null,492,null,1025,null,624,null,724,null,359,null,986,null,579,null,1334,null,650,null,1658,null,686,null,111,null,101,null,26315,null,2734,null,0400000US19,Iowa,19
57102,null,6503,null,19471,null,2855,null,1289,null,668,null,1026,null,453,null,702,null,341,null,1101,null,445,null,1460,null,717,null,775,null,390,null,1504,null,587,null,1540,null,599,null,978,null,356,null,1024,null,531,null,1446,null,496,null,1518,null,659,null,781,null,400,null,878,null,428,null,2909,null,835,null,540,null,361,null,37631,null,4467,null,0400000US20,Kansas,20
32988,null,4735,null,10253,null,2750,null,1141,null,669,null,1029,null,547,null,730,null,471,null,343,null,370,null,927,null,541,null,662,null,374,null,976,null,642,null,783,null,460,null,266,null,199,null,520,null,440,null,532,null,429,null,248,null,263,null,121,null,171,null,236,null,164,null,1352,null,793,null,387,null,345,null,22735,null,3135,null,0400000US21,Kentucky,21
39823,null,4657,null,12098,null,2343,null,748,null,567,null,779,null,503,null,386,null,272,null,827,null,462,null,981,null,570,null,453,null,262,null,542,null,421,null,883,null,520,null,369,null,269,null,616,null,370,null,362,null,270,null,965,null,447,null,526,null,358,null,655,null,458,null,2194,null,888,null,812,null,421,null,27725,null,3447,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
161611,null,10415,null,47080,null,4584,null,3628,null,986,null,4221,null,1207,null,2915,null,1031,null,2368,null,1003,null,3273,null,1137,null,2926,null,1032,null,2652,null,892,null,2416,null,811,null,2416,null,793,null,2246,null,846,null,1846,null,659,null,2217,null,691,null,2960,null,877,null,2577,null,837,null,7133,null,1684,null,1286,null,529,null,114531,null,7930,null,0400000US24,Maryland,24
234129,null,12719,null,75193,null,6131,null,3469,null,1043,null,5457,null,1147,null,4883,null,1233,null,4377,null,1081,null,3688,null,1417,null,3767,null,974,null,3879,null,1063,null,2721,null,865,null,3741,null,859,null,4088,null,871,null,4758,null,1165,null,3497,null,1064,null,3326,null,878,null,4331,null,1196,null,16319,null,2234,null,2892,null,1315,null,158936,null,9023,null,0400000US25,Massachusetts,25
114716,null,8920,null,36148,null,4188,null,3127,null,933,null,2258,null,795,null,2276,null,690,null,1681,null,565,null,1851,null,585,null,1842,null,697,null,2065,null,692,null,1837,null,653,null,2934,null,852,null,2341,null,870,null,2030,null,736,null,1589,null,670,null,1632,null,508,null,2051,null,682,null,6469,null,1459,null,165,null,166,null,78568,null,6869,null,0400000US26,Michigan,26
68766,null,6287,null,22905,null,3031,null,1403,null,637,null,1442,null,755,null,1824,null,658,null,1312,null,549,null,1579,null,676,null,1746,null,687,null,1218,null,492,null,1384,null,639,null,1167,null,472,null,1402,null,662,null,1593,null,656,null,813,null,438,null,1188,null,404,null,1278,null,534,null,2753,null,840,null,803,null,523,null,45861,null,4427,null,0400000US27,Minnesota,27
22515,null,3563,null,5776,null,1536,null,833,null,618,null,1111,null,477,null,431,null,314,null,92,null,86,null,640,null,350,null,352,null,263,null,352,null,309,null,125,null,154,null,270,null,211,null,206,null,152,null,167,null,179,null,11,null,18,null,294,null,291,null,431,null,364,null,461,null,365,null,0,null,291,null,16739,null,3030,null,0400000US28,Mississippi,28
56217,null,5869,null,20330,null,2935,null,1693,null,1037,null,1922,null,647,null,1418,null,628,null,1026,null,458,null,1549,null,567,null,1709,null,675,null,659,null,435,null,1302,null,493,null,660,null,468,null,611,null,359,null,833,null,419,null,1138,null,554,null,650,null,369,null,933,null,393,null,3521,null,1162,null,706,null,495,null,35887,null,4349,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
47908,null,4919,null,16842,null,2590,null,1387,null,869,null,1496,null,568,null,1369,null,583,null,1254,null,588,null,555,null,348,null,1200,null,483,null,1098,null,501,null,695,null,460,null,1179,null,575,null,755,null,354,null,1120,null,687,null,931,null,422,null,1079,null,549,null,828,null,419,null,1488,null,621,null,408,null,341,null,31066,null,3566,null,0400000US31,Nebraska,31
112871,null,10734,null,36058,null,4736,null,1087,null,522,null,1134,null,586,null,1692,null,667,null,2632,null,795,null,1607,null,748,null,2392,null,973,null,1592,null,754,null,2678,null,915,null,3041,null,953,null,2450,null,908,null,3165,null,1164,null,2145,null,628,null,2072,null,869,null,2227,null,722,null,5728,null,1602,null,416,null,290,null,76813,null,7330,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
448360,null,19271,null,136834,null,8683,null,11532,null,2244,null,10481,null,2014,null,6616,null,1409,null,7092,null,1526,null,8344,null,1943,null,8156,null,1700,null,6163,null,1396,null,7341,null,1645,null,6256,null,1260,null,7039,null,1432,null,9666,null,1704,null,7612,null,1389,null,7871,null,1615,null,8685,null,1461,null,21729,null,2734,null,2251,null,686,null,311526,null,13850,null,0400000US34,New Jersey,34
218717,null,12350,null,64762,null,5444,null,2318,null,731,null,3468,null,1080,null,3642,null,1075,null,2999,null,888,null,3388,null,1017,null,4126,null,969,null,3427,null,1039,null,3969,null,1037,null,3385,null,837,null,4271,null,1161,null,3171,null,942,null,2452,null,858,null,4371,null,1413,null,5155,null,1200,null,12582,null,2208,null,2038,null,716,null,153955,null,9100,null,0400000US35,New Mexico,35
1391068,null,25713,null,420963,null,10993,null,26184,null,3155,null,26751,null,2873,null,23163,null,2670,null,21056,null,2575,null,23220,null,2814,null,21871,null,2579,null,21941,null,2833,null,23029,null,2953,null,23083,null,2783,null,24060,null,2856,null,26536,null,3315,null,25065,null,2324,null,23644,null,2338,null,22805,null,2296,null,76812,null,5160,null,11743,null,2121,null,970105,null,20009,null,0400000US36,New York,36
288889,null,11999,null,94757,null,6508,null,3875,null,1148,null,7319,null,1570,null,8128,null,1910,null,8845,null,1702,null,7431,null,1528,null,6138,null,1401,null,6814,null,1570,null,5800,null,1503,null,3049,null,848,null,5511,null,1426,null,7005,null,1588,null,4117,null,915,null,3388,null,957,null,4619,null,1287,null,11204,null,2595,null,1514,null,914,null,194132,null,7964,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
72564,null,6707,null,25830,null,3761,null,3376,null,1205,null,869,null,427,null,1780,null,849,null,1267,null,527,null,1829,null,744,null,1783,null,678,null,1603,null,628,null,887,null,563,null,1142,null,500,null,1090,null,444,null,1971,null,660,null,1201,null,476,null,1061,null,604,null,1033,null,531,null,4348,null,1006,null,590,null,290,null,46734,null,4045,null,0400000US39,Ohio,39
83170,null,8084,null,28262,null,3728,null,2366,null,737,null,1988,null,598,null,1727,null,642,null,1859,null,577,null,1616,null,703,null,2244,null,737,null,1268,null,557,null,1843,null,795,null,1106,null,520,null,1137,null,469,null,2228,null,766,null,2003,null,643,null,2073,null,725,null,1258,null,486,null,3249,null,1021,null,297,null,248,null,54908,null,5618,null,0400000US40,Oklahoma,40
138822,null,12738,null,41786,null,5327,null,967,null,660,null,3688,null,1379,null,3469,null,1191,null,2424,null,981,null,3575,null,1168,null,3286,null,1269,null,2818,null,1009,null,1701,null,733,null,2033,null,968,null,2644,null,1008,null,2595,null,1022,null,1373,null,623,null,2079,null,680,null,2279,null,806,null,6109,null,1284,null,746,null,329,null,97036,null,8907,null,0400000US41,Oregon,41
214023,null,10993,null,71983,null,6128,null,2493,null,767,null,4392,null,1363,null,5033,null,1317,null,4528,null,1161,null,5761,null,1391,null,4098,null,1308,null,3311,null,1134,null,3508,null,926,null,4016,null,1165,null,3779,null,1091,null,3771,null,1049,null,3728,null,1071,null,4455,null,1066,null,5775,null,1423,null,12160,null,1783,null,1175,null,595,null,142040,null,7403,null,0400000US42,Pennsylvania,42
61994,null,5075,null,21551,null,2842,null,797,null,622,null,1392,null,741,null,1321,null,601,null,1114,null,511,null,1599,null,758,null,971,null,580,null,1090,null,658,null,1446,null,681,null,950,null,594,null,1127,null,821,null,1397,null,618,null,1495,null,636,null,745,null,461,null,1383,null,630,null,4153,null,1020,null,571,null,322,null,40443,null,3478,null,0400000US44,Rhode Island,44
58349,null,6260,null,16041,null,2744,null,1922,null,838,null,1753,null,786,null,1811,null,681,null,1412,null,606,null,767,null,325,null,618,null,381,null,317,null,253,null,359,null,346,null,633,null,414,null,614,null,421,null,969,null,454,null,807,null,445,null,292,null,240,null,1059,null,855,null,2273,null,794,null,435,null,270,null,42308,null,4922,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
65105,null,8203,null,19128,null,2912,null,1193,null,513,null,1159,null,643,null,1529,null,865,null,1649,null,660,null,788,null,491,null,579,null,375,null,1014,null,439,null,1685,null,867,null,2157,null,765,null,1353,null,616,null,686,null,421,null,931,null,538,null,1094,null,531,null,1323,null,645,null,1798,null,643,null,190,null,145,null,45977,null,6006,null,0400000US47,Tennessee,47
1946133,null,46582,null,610583,null,21410,null,37957,null,3758,null,43340,null,4086,null,36870,null,3563,null,38511,null,4066,null,39769,null,3350,null,34992,null,3491,null,34880,null,3740,null,38675,null,3683,null,32920,null,2823,null,34383,null,3178,null,35934,null,3309,null,32451,null,2773,null,26657,null,2692,null,35627,null,3569,null,97503,null,5542,null,10114,null,1816,null,1335550,null,31060,null,0400000US48,Texas,48
84370,null,7716,null,30609,null,3719,null,1349,null,534,null,1843,null,673,null,1980,null,740,null,2133,null,730,null,1388,null,640,null,1541,null,595,null,2039,null,712,null,1972,null,848,null,1690,null,756,null,1776,null,676,null,1643,null,643,null,1540,null,496,null,1153,null,492,null,2136,null,783,null,5974,null,1649,null,452,null,340,null,53761,null,5214,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
161194,null,10944,null,48028,null,4414,null,2042,null,1023,null,3341,null,1038,null,3545,null,1196,null,3178,null,1110,null,2460,null,921,null,3174,null,1037,null,2083,null,660,null,3068,null,1210,null,1843,null,624,null,2786,null,1087,null,3196,null,1247,null,2010,null,726,null,2979,null,1003,null,3030,null,1027,null,8415,null,1813,null,878,null,425,null,113166,null,8034,null,0400000US51,Virginia,51
231243,null,14052,null,78773,null,6816,null,3620,null,975,null,4567,null,1337,null,5864,null,1165,null,3884,null,964,null,5937,null,1419,null,4495,null,1249,null,5215,null,1065,null,4964,null,1197,null,6197,null,1845,null,4185,null,1174,null,3848,null,1021,null,4579,null,1062,null,4918,null,1282,null,6862,null,1584,null,8966,null,1811,null,672,null,353,null,152470,null,9135,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
54948,null,5157,null,18247,null,2202,null,531,null,269,null,1225,null,516,null,1098,null,504,null,1537,null,536,null,1070,null,567,null,1201,null,534,null,1231,null,563,null,1046,null,484,null,633,null,357,null,1297,null,628,null,891,null,430,null,740,null,375,null,820,null,438,null,1317,null,516,null,3318,null,975,null,292,null,224,null,36701,null,4067,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
330833,null,12769,null,102656,null,6239,null,5502,null,1212,null,5145,null,1207,null,4690,null,1071,null,6187,null,1392,null,4749,null,1069,null,4932,null,1134,null,6657,null,1585,null,6918,null,1271,null,4825,null,1258,null,4663,null,1035,null,7556,null,1375,null,5442,null,1126,null,4847,null,1113,null,5366,null,1213,null,21843,null,2661,null,3334,null,855,null,228177,null,8723,null,0400000US72,Puerto Rico,72
