B24010C_001E,B24010C_001EA,B24010C_001M,B24010C_001MA,B24010C_002E,B24010C_002EA,B24010C_002M,B24010C_002MA,B24010C_003E,B24010C_003EA,B24010C_003M,B24010C_003MA,B24010C_004E,B24010C_004EA,B24010C_004M,B24010C_004MA,B24010C_005E,B24010C_005EA,B24010C_005M,B24010C_005MA,B24010C_006E,B24010C_006EA,B24010C_006M,B24010C_006MA,B24010C_007E,B24010C_007EA,B24010C_007M,B24010C_007MA,B24010C_008E,B24010C_008EA,B24010C_008M,B24010C_008MA,B24010C_009E,B24010C_009EA,B24010C_009M,B24010C_009MA,B24010C_010E,B24010C_010EA,B24010C_010M,B24010C_010MA,B24010C_011E,B24010C_011EA,B24010C_011M,B24010C_011MA,B24010C_012E,B24010C_012EA,B24010C_012M,B24010C_012MA,B24010C_013E,B24010C_013EA,B24010C_013M,B24010C_013MA,B24010C_014E,B24010C_014EA,B24010C_014M,B24010C_014MA,B24010C_015E,B24010C_015EA,B24010C_015M,B24010C_015MA,B24010C_016E,B24010C_016EA,B24010C_016M,B24010C_016MA,B24010C_017E,B24010C_017EA,B24010C_017M,B24010C_017MA,B24010C_018E,B24010C_018EA,B24010C_018M,B24010C_018MA,B24010C_019E,B24010C_019EA,B24010C_019M,B24010C_019MA,B24010C_020E,B24010C_020EA,B24010C_020M,B24010C_020MA,B24010C_021E,B24010C_021EA,B24010C_021M,B24010C_021MA,B24010C_022E,B24010C_022EA,B24010C_022M,B24010C_022MA,B24010C_023E,B24010C_023EA,B24010C_023M,B24010C_023MA,B24010C_024E,B24010C_024EA,B24010C_024M,B24010C_024MA,B24010C_025E,B24010C_025EA,B24010C_025M,B24010C_025MA,B24010C_026E,B24010C_026EA,B24010C_026M,B24010C_026MA,B24010C_027E,B24010C_027EA,B24010C_027M,B24010C_027MA,B24010C_028E,B24010C_028EA,B24010C_028M,B24010C_028MA,B24010C_029E,B24010C_029EA,B24010C_029M,B24010C_029MA,B24010C_030E,B24010C_030EA,B24010C_030M,B24010C_030MA,B24010C_031E,B24010C_031EA,B24010C_031M,B24010C_031MA,B24010C_032E,B24010C_032EA,B24010C_032M,B24010C_032MA,B24010C_033E,B24010C_033EA,B24010C_033M,B24010C_033MA,B24010C_034E,B24010C_034EA,B24010C_034M,B24010C_034MA,B24010C_035E,B24010C_035EA,B24010C_035M,B24010C_035MA,B24010C_036E,B24010C_036EA,B24010C_036M,B24010C_036MA,B24010C_037E,B24010C_037EA,B24010C_037M,B24010C_037MA,B24010C_038E,B24010C_038EA,B24010C_038M,B24010C_038MA,B24010C_039E,B24010C_039EA,B24010C_039M,B24010C_039MA,B24010C_040E,B24010C_040EA,B24010C_040M,B24010C_040MA,B24010C_041E,B24010C_041EA,B24010C_041M,B24010C_041MA,B24010C_042E,B24010C_042EA,B24010C_042M,B24010C_042MA,B24010C_043E,B24010C_043EA,B24010C_043M,B24010C_043MA,B24010C_044E,B24010C_044EA,B24010C_044M,B24010C_044MA,B24010C_045E,B24010C_045EA,B24010C_045M,B24010C_045MA,B24010C_046E,B24010C_046EA,B24010C_046M,B24010C_046MA,B24010C_047E,B24010C_047EA,B24010C_047M,B24010C_047MA,B24010C_048E,B24010C_048EA,B24010C_048M,B24010C_048MA,B24010C_049E,B24010C_049EA,B24010C_049M,B24010C_049MA,B24010C_050E,B24010C_050EA,B24010C_050M,B24010C_050MA,B24010C_051E,B24010C_051EA,B24010C_051M,B24010C_051MA,B24010C_052E,B24010C_052EA,B24010C_052M,B24010C_052MA,B24010C_053E,B24010C_053EA,B24010C_053M,B24010C_053MA,B24010C_054E,B24010C_054EA,B24010C_054M,B24010C_054MA,B24010C_055E,B24010C_055EA,B24010C_055M,B24010C_055MA,B24010C_056E,B24010C_056EA,B24010C_056M,B24010C_056MA,B24010C_057E,B24010C_057EA,B24010C_057M,B24010C_057MA,B24010C_058E,B24010C_058EA,B24010C_058M,B24010C_058MA,B24010C_059E,B24010C_059EA,B24010C_059M,B24010C_059MA,B24010C_060E,B24010C_060EA,B24010C_060M,B24010C_060MA,B24010C_061E,B24010C_061EA,B24010C_061M,B24010C_061MA,B24010C_062E,B24010C_062EA,B24010C_062M,B24010C_062MA,B24010C_063E,B24010C_063EA,B24010C_063M,B24010C_063MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
19185,null,2019,null,9778,null,1624,null,1571,null,744,null,944,null,605,null,881,null,595,null,0,null,244,null,63,null,82,null,627,null,323,null,123,null,189,null,141,null,171,null,80,null,105,null,0,null,244,null,0,null,244,null,56,null,74,null,126,null,116,null,101,null,104,null,2960,null,831,null,98,null,182,null,739,null,382,null,738,null,328,null,878,null,374,null,507,null,445,null,1053,null,424,null,656,null,356,null,397,null,301,null,19,null,29,null,1998,null,776,null,956,null,330,null,1042,null,677,null,2177,null,647,null,1024,null,428,null,1153,null,466,null,9407,null,1131,null,2472,null,580,null,1098,null,414,null,658,null,332,null,0,null,244,null,440,null,264,null,1374,null,397,null,93,null,123,null,0,null,244,null,0,null,244,null,205,null,136,null,47,null,75,null,200,null,180,null,217,null,169,null,612,null,319,null,3141,null,757,null,450,null,307,null,146,null,161,null,934,null,390,null,607,null,295,null,1004,null,498,null,3212,null,789,null,1723,null,650,null,1489,null,417,null,0,null,244,null,33,null,44,null,15,null,26,null,18,null,34,null,549,null,242,null,212,null,116,null,337,null,203,null,0400000US26,Michigan,26
19993,null,1712,null,8432,null,1194,null,2388,null,763,null,959,null,455,null,830,null,427,null,0,null,213,null,129,null,118,null,1429,null,608,null,268,null,263,null,102,null,128,null,71,null,92,null,322,null,317,null,0,null,213,null,248,null,180,null,302,null,204,null,116,null,201,null,2656,null,769,null,227,null,202,null,835,null,476,null,568,null,296,null,648,null,299,null,378,null,250,null,996,null,522,null,399,null,247,null,597,null,450,null,143,null,163,null,1358,null,543,null,977,null,485,null,381,null,223,null,891,null,415,null,626,null,395,null,265,null,166,null,11561,null,1269,null,3617,null,992,null,1369,null,595,null,918,null,455,null,0,null,213,null,451,null,313,null,2248,null,795,null,0,null,213,null,10,null,18,null,16,null,29,null,263,null,186,null,142,null,129,null,887,null,365,null,321,null,436,null,609,null,557,null,3736,null,984,null,348,null,230,null,84,null,108,null,1369,null,601,null,530,null,363,null,1405,null,586,null,3324,null,832,null,1681,null,669,null,1643,null,514,null,30,null,49,null,134,null,191,null,134,null,191,null,0,null,213,null,720,null,347,null,432,null,256,null,288,null,229,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
21706,null,2209,null,10115,null,1325,null,2878,null,909,null,608,null,306,null,210,null,179,null,195,null,125,null,203,null,183,null,2270,null,845,null,0,null,240,null,0,null,240,null,433,null,493,null,239,null,191,null,49,null,58,null,901,null,455,null,629,null,475,null,19,null,36,null,2247,null,719,null,26,null,47,null,533,null,331,null,586,null,398,null,648,null,391,null,454,null,571,null,1037,null,491,null,484,null,294,null,553,null,376,null,60,null,77,null,2304,null,826,null,1279,null,550,null,1025,null,561,null,1589,null,813,null,353,null,288,null,1236,null,747,null,11591,null,1646,null,2865,null,723,null,676,null,342,null,341,null,235,null,9,null,22,null,326,null,254,null,2189,null,622,null,0,null,240,null,0,null,240,null,0,null,240,null,451,null,234,null,130,null,148,null,638,null,366,null,67,null,78,null,903,null,464,null,3669,null,983,null,644,null,433,null,246,null,252,null,1165,null,523,null,477,null,321,null,1137,null,583,null,3775,null,860,null,1093,null,604,null,2682,null,718,null,0,null,240,null,61,null,64,null,61,null,64,null,0,null,240,null,1221,null,769,null,1151,null,799,null,70,null,109,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
66747,null,3990,null,31122,null,2772,null,6497,null,1546,null,3480,null,1087,null,2470,null,965,null,103,null,117,null,907,null,629,null,3017,null,821,null,211,null,194,null,985,null,478,null,338,null,289,null,199,null,142,null,67,null,83,null,503,null,259,null,243,null,161,null,471,null,318,null,7323,null,1583,null,450,null,309,null,1505,null,545,null,2041,null,1077,null,2384,null,939,null,943,null,407,null,4158,null,1287,null,1967,null,828,null,2191,null,1006,null,218,null,226,null,8407,null,1906,null,5710,null,1576,null,2697,null,949,null,4519,null,1051,null,3251,null,893,null,1268,null,505,null,35625,null,2296,null,9624,null,1677,null,2724,null,915,null,1652,null,586,null,0,null,283,null,1072,null,625,null,6900,null,1450,null,66,null,107,null,214,null,216,null,85,null,143,null,858,null,476,null,362,null,305,null,3201,null,1036,null,257,null,154,null,1857,null,693,null,12409,null,1770,null,1732,null,618,null,763,null,416,null,4148,null,1391,null,1338,null,546,null,4428,null,1516,null,11124,null,1901,null,2752,null,992,null,8372,null,1721,null,43,null,70,null,528,null,342,null,247,null,219,null,281,null,284,null,1897,null,581,null,1160,null,470,null,737,null,382,null,0400000US35,New Mexico,35
