C15010D_001E,C15010D_001EA,C15010D_001M,C15010D_001MA,C15010D_002E,C15010D_002EA,C15010D_002M,C15010D_002MA,C15010D_003E,C15010D_003EA,C15010D_003M,C15010D_003MA,C15010D_004E,C15010D_004EA,C15010D_004M,C15010D_004MA,C15010D_005E,C15010D_005EA,C15010D_005M,C15010D_005MA,C15010D_006E,C15010D_006EA,C15010D_006M,C15010D_006MA,GEO_ID,NAME,state
98556,null,4060,null,56844,null,3291,null,12475,null,1874,null,12327,null,1460,null,4194,null,890,null,12716,null,1608,null,0400000US42,Pennsylvania,42
7727,null,1614,null,3763,null,1135,null,646,null,354,null,1416,null,758,null,736,null,501,null,1166,null,718,null,0400000US44,Rhode Island,44
18087,null,2220,null,10246,null,1755,null,2147,null,782,null,2537,null,945,null,925,null,406,null,2232,null,951,null,0400000US45,South Carolina,45
1374,null,541,null,143,null,104,null,830,null,451,null,157,null,141,null,0,null,223,null,244,null,204,null,0400000US46,South Dakota,46
28636,null,2308,null,14427,null,2067,null,2735,null,751,null,5494,null,1299,null,1344,null,580,null,4636,null,1168,null,0400000US47,Tennessee,47
308627,null,6779,null,164724,null,5797,null,39331,null,3673,null,59284,null,4039,null,11218,null,1490,null,34070,null,2862,null,0400000US48,Texas,48
13119,null,1913,null,5770,null,1204,null,1085,null,468,null,2739,null,864,null,1144,null,632,null,2381,null,764,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
151392,null,4865,null,80849,null,4570,null,14110,null,2249,null,27302,null,2509,null,6304,null,1411,null,22827,null,2124,null,0400000US51,Virginia,51
149510,null,5537,null,78165,null,4334,null,13089,null,1785,null,25607,null,2867,null,7464,null,1350,null,25185,null,2483,null,0400000US53,Washington,53
5359,null,813,null,3060,null,817,null,1115,null,568,null,394,null,274,null,453,null,349,null,337,null,214,null,0400000US54,West Virginia,54
29331,null,2660,null,14937,null,1729,null,3923,null,989,null,5366,null,1555,null,1968,null,724,null,3137,null,935,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
