B19001D_001E,B19001D_001EA,B19001D_001M,B19001D_001MA,B19001D_002E,B19001D_002EA,B19001D_002M,B19001D_002MA,B19001D_003E,B19001D_003EA,B19001D_003M,B19001D_003MA,B19001D_004E,B19001D_004EA,B19001D_004M,B19001D_004MA,B19001D_005E,B19001D_005EA,B19001D_005M,B19001D_005MA,B19001D_006E,B19001D_006EA,B19001D_006M,B19001D_006MA,B19001D_007E,B19001D_007EA,B19001D_007M,B19001D_007MA,B19001D_008E,B19001D_008EA,B19001D_008M,B19001D_008MA,B19001D_009E,B19001D_009EA,B19001D_009M,B19001D_009MA,B19001D_010E,B19001D_010EA,B19001D_010M,B19001D_010MA,B19001D_011E,B19001D_011EA,B19001D_011M,B19001D_011MA,B19001D_012E,B19001D_012EA,B19001D_012M,B19001D_012MA,B19001D_013E,B19001D_013EA,B19001D_013M,B19001D_013MA,B19001D_014E,B19001D_014EA,B19001D_014M,B19001D_014MA,B19001D_015E,B19001D_015EA,B19001D_015M,B19001D_015MA,B19001D_016E,B19001D_016EA,B19001D_016M,B19001D_016MA,B19001D_017E,B19001D_017EA,B19001D_017M,B19001D_017MA,GEO_ID,NAME,state
29487,null,1737,null,2292,null,656,null,1458,null,651,null,815,null,444,null,1377,null,595,null,432,null,276,null,754,null,381,null,940,null,487,null,1398,null,567,null,1960,null,906,null,2496,null,764,null,4616,null,946,null,2923,null,677,null,2757,null,921,null,1152,null,505,null,1606,null,550,null,2511,null,756,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
8341,null,931,null,877,null,402,null,469,null,318,null,976,null,465,null,849,null,488,null,464,null,394,null,169,null,171,null,148,null,149,null,414,null,247,null,131,null,121,null,633,null,382,null,855,null,410,null,820,null,369,null,667,null,386,null,448,null,369,null,202,null,148,null,219,null,187,null,0400000US31,Nebraska,31
57578,null,2335,null,2777,null,890,null,1964,null,720,null,3109,null,935,null,1813,null,486,null,2287,null,682,null,3081,null,880,null,2640,null,800,null,2392,null,869,null,2639,null,793,null,5017,null,1048,null,6895,null,1134,null,8251,null,1363,null,6048,null,1179,null,3217,null,927,null,3581,null,902,null,1867,null,708,null,0400000US32,Nevada,32
6437,null,1015,null,625,null,314,null,159,null,172,null,255,null,238,null,214,null,241,null,79,null,140,null,294,null,329,null,201,null,181,null,169,null,206,null,494,null,403,null,441,null,349,null,733,null,495,null,671,null,379,null,382,null,254,null,758,null,516,null,330,null,215,null,632,null,389,null,0400000US33,New Hampshire,33
211750,null,4143,null,11119,null,1816,null,3894,null,1263,null,3631,null,941,null,4685,null,1123,null,5620,null,1245,null,4067,null,1072,null,4854,null,1116,null,4806,null,1038,null,5445,null,1280,null,11795,null,1593,null,19305,null,2408,null,29970,null,2586,null,27429,null,2721,null,19860,null,2089,null,27891,null,2781,null,27379,null,2271,null,0400000US34,New Jersey,34
9545,null,1352,null,468,null,372,null,484,null,369,null,591,null,427,null,613,null,430,null,164,null,168,null,302,null,334,null,481,null,378,null,330,null,278,null,871,null,497,null,1088,null,711,null,1040,null,552,null,1367,null,461,null,300,null,294,null,504,null,374,null,352,null,292,null,590,null,324,null,0400000US35,New Mexico,35
418249,null,5738,null,37075,null,2929,null,16495,null,1893,null,21197,null,2568,null,21262,null,2499,null,20286,null,2327,null,18290,null,2076,null,17182,null,2403,null,14807,null,1872,null,16037,null,2299,null,29254,null,2892,null,35711,null,3289,null,50808,null,3404,null,34848,null,2981,null,24948,null,2751,null,26694,null,2366,null,33355,null,2505,null,0400000US36,New York,36
53249,null,3088,null,3735,null,962,null,2297,null,855,null,3112,null,1098,null,2412,null,818,null,1867,null,621,null,1479,null,615,null,2152,null,710,null,2218,null,727,null,1638,null,603,null,4491,null,1089,null,5407,null,1204,null,7788,null,1224,null,4763,null,908,null,2706,null,845,null,3478,null,884,null,3706,null,804,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
59288,null,2543,null,4738,null,1041,null,2039,null,553,null,3453,null,867,null,2172,null,699,null,1769,null,683,null,1962,null,825,null,2831,null,780,null,2033,null,943,null,1517,null,452,null,4559,null,1008,null,7339,null,1354,null,7679,null,1355,null,4761,null,944,null,3350,null,806,null,4478,null,733,null,4608,null,977,null,0400000US39,Ohio,39
18532,null,1313,null,1598,null,676,null,860,null,520,null,764,null,503,null,1775,null,646,null,595,null,333,null,1169,null,542,null,1058,null,416,null,676,null,441,null,914,null,477,null,1724,null,564,null,1565,null,576,null,2183,null,662,null,1116,null,465,null,1064,null,498,null,670,null,364,null,801,null,391,null,0400000US40,Oklahoma,40
43509,null,2157,null,4219,null,984,null,2209,null,778,null,1807,null,531,null,2190,null,775,null,1092,null,366,null,1931,null,756,null,1711,null,621,null,1501,null,533,null,1722,null,673,null,4147,null,959,null,4700,null,1044,null,5673,null,1057,null,4353,null,857,null,2175,null,573,null,1949,null,642,null,2130,null,600,null,0400000US41,Oregon,41
95174,null,3234,null,8580,null,1555,null,4440,null,1090,null,3657,null,874,null,5073,null,1140,null,3434,null,1016,null,4032,null,1136,null,3187,null,874,null,2787,null,653,null,4162,null,890,null,5843,null,1296,null,7575,null,1157,null,13330,null,1646,null,7533,null,1339,null,7067,null,1075,null,7496,null,1232,null,6978,null,1002,null,0400000US42,Pennsylvania,42
9451,null,1189,null,851,null,411,null,481,null,404,null,630,null,388,null,790,null,602,null,564,null,565,null,206,null,212,null,410,null,363,null,84,null,104,null,413,null,313,null,821,null,442,null,1273,null,578,null,1071,null,496,null,624,null,516,null,422,null,400,null,417,null,283,null,394,null,303,null,0400000US44,Rhode Island,44
19545,null,1505,null,1133,null,630,null,555,null,368,null,934,null,596,null,1110,null,554,null,1044,null,496,null,986,null,592,null,1251,null,615,null,1156,null,576,null,1557,null,705,null,2074,null,814,null,1197,null,469,null,2476,null,786,null,1389,null,555,null,953,null,475,null,818,null,554,null,912,null,569,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
25152,null,1771,null,1871,null,599,null,894,null,490,null,1513,null,743,null,863,null,506,null,1265,null,634,null,863,null,612,null,691,null,438,null,1824,null,710,null,967,null,424,null,1273,null,565,null,2667,null,759,null,3846,null,943,null,2294,null,621,null,1160,null,396,null,1596,null,473,null,1565,null,598,null,0400000US47,Tennessee,47
275875,null,4515,null,22773,null,3194,null,9434,null,1727,null,9904,null,1715,null,12005,null,1705,null,12198,null,1756,null,11157,null,1672,null,11582,null,1903,null,10399,null,1667,null,10188,null,1887,null,21604,null,2602,null,25966,null,2756,null,34374,null,2794,null,29813,null,2647,null,17639,null,2280,null,18626,null,2213,null,18213,null,1937,null,0400000US48,Texas,48
15581,null,1563,null,1822,null,841,null,780,null,418,null,656,null,377,null,1102,null,572,null,651,null,434,null,662,null,341,null,808,null,354,null,1057,null,498,null,508,null,352,null,1446,null,610,null,1810,null,614,null,2003,null,499,null,1150,null,432,null,427,null,277,null,178,null,195,null,521,null,230,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
126279,null,3060,null,6928,null,1384,null,2827,null,904,null,4041,null,1155,null,2606,null,742,null,3387,null,1040,null,3736,null,1031,null,3375,null,849,null,4176,null,1056,null,4960,null,964,null,8880,null,1690,null,11178,null,1615,null,18909,null,2019,null,16302,null,2086,null,10928,null,1645,null,11896,null,1699,null,12150,null,1693,null,0400000US51,Virginia,51
148957,null,3286,null,10328,null,1459,null,5892,null,1178,null,6719,null,1587,null,5002,null,1305,null,5774,null,1354,null,5423,null,1020,null,6250,null,1279,null,5956,null,1090,null,6142,null,1178,null,9203,null,1457,null,14154,null,1720,null,21285,null,2048,null,16979,null,2258,null,9457,null,1335,null,11236,null,1599,null,9157,null,1288,null,0400000US53,Washington,53
4465,null,706,null,444,null,281,null,215,null,185,null,106,null,113,null,170,null,162,null,299,null,264,null,124,null,145,null,284,null,296,null,524,null,377,null,220,null,166,null,391,null,408,null,274,null,243,null,99,null,94,null,413,null,257,null,209,null,248,null,63,null,95,null,630,null,373,null,0400000US54,West Virginia,54
33032,null,2095,null,4094,null,1023,null,912,null,359,null,1276,null,574,null,1496,null,537,null,1022,null,449,null,1117,null,735,null,2238,null,875,null,1033,null,528,null,1418,null,579,null,2853,null,914,null,3794,null,892,null,4524,null,959,null,2738,null,897,null,1261,null,531,null,1353,null,417,null,1903,null,762,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
