C19101F_001E,C19101F_001EA,C19101F_001M,C19101F_001MA,C19101F_002E,C19101F_002EA,C19101F_002M,C19101F_002MA,C19101F_003E,C19101F_003EA,C19101F_003M,C19101F_003MA,C19101F_004E,C19101F_004EA,C19101F_004M,C19101F_004MA,C19101F_005E,C19101F_005EA,C19101F_005M,C19101F_005MA,C19101F_006E,C19101F_006EA,C19101F_006M,C19101F_006MA,C19101F_007E,C19101F_007EA,C19101F_007M,C19101F_007MA,C19101F_008E,C19101F_008EA,C19101F_008M,C19101F_008MA,C19101F_009E,C19101F_009EA,C19101F_009M,C19101F_009MA,C19101F_010E,C19101F_010EA,C19101F_010M,C19101F_010MA,C19101F_011E,C19101F_011EA,C19101F_011M,C19101F_011MA,GEO_ID,NAME,state
58439,null,4023,null,7048,null,1642,null,5419,null,1465,null,13461,null,2134,null,8239,null,1834,null,10766,null,2199,null,7328,null,1373,null,2937,null,858,null,2422,null,793,null,437,null,304,null,382,null,320,null,0400000US13,Georgia,13
3263,null,901,null,44,null,71,null,203,null,202,null,580,null,353,null,242,null,259,null,300,null,255,null,573,null,361,null,371,null,300,null,658,null,552,null,166,null,177,null,126,null,147,null,0400000US15,Hawaii,15
6509,null,991,null,411,null,229,null,561,null,408,null,674,null,372,null,972,null,522,null,1566,null,498,null,1533,null,509,null,489,null,293,null,261,null,235,null,42,null,74,null,0,null,263,null,0400000US16,Idaho,16
175192,null,6263,null,10759,null,1922,null,8426,null,2008,null,21393,null,2565,null,28217,null,3057,null,31347,null,3161,null,35905,null,3474,null,20030,null,2192,null,14663,null,2151,null,3580,null,1124,null,872,null,481,null,0400000US17,Illinois,17
28815,null,2444,null,2953,null,1016,null,2259,null,785,null,4383,null,1053,null,5333,null,1223,null,5302,null,1039,null,4153,null,1000,null,2578,null,923,null,1357,null,618,null,497,null,305,null,0,null,269,null,0400000US18,Indiana,18
10099,null,1341,null,877,null,556,null,325,null,319,null,1401,null,677,null,1507,null,893,null,2733,null,981,null,1468,null,600,null,865,null,472,null,729,null,425,null,68,null,102,null,126,null,141,null,0400000US19,Iowa,19
14400,null,1940,null,814,null,539,null,733,null,416,null,1893,null,914,null,2320,null,775,null,2616,null,913,null,2901,null,879,null,1719,null,688,null,1037,null,535,null,102,null,126,null,265,null,231,null,0400000US20,Kansas,20
6892,null,1508,null,499,null,385,null,1225,null,666,null,892,null,484,null,1180,null,687,null,892,null,542,null,1123,null,590,null,548,null,323,null,418,null,337,null,115,null,202,null,0,null,273,null,0400000US21,Kentucky,21
8788,null,1510,null,576,null,329,null,654,null,431,null,921,null,440,null,1434,null,740,null,1814,null,798,null,1278,null,581,null,1099,null,585,null,573,null,337,null,371,null,357,null,68,null,82,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
33011,null,3234,null,992,null,666,null,788,null,467,null,3852,null,1126,null,3865,null,1179,null,6076,null,1601,null,6732,null,1662,null,3540,null,897,null,4484,null,1149,null,1866,null,863,null,816,null,449,null,0400000US24,Maryland,24
52561,null,3485,null,7554,null,1685,null,5537,null,1442,null,7578,null,1582,null,6820,null,1463,null,8815,null,1730,null,8336,null,1681,null,4005,null,946,null,2402,null,832,null,1015,null,622,null,499,null,374,null,0400000US25,Massachusetts,25
25501,null,2838,null,2946,null,987,null,1250,null,577,null,4647,null,1235,null,4181,null,1075,null,4215,null,1271,null,3437,null,940,null,2660,null,1072,null,1523,null,680,null,499,null,315,null,143,null,137,null,0400000US26,Michigan,26
14333,null,1673,null,809,null,479,null,884,null,524,null,2020,null,789,null,1835,null,702,null,3580,null,927,null,2360,null,724,null,1622,null,661,null,842,null,434,null,252,null,199,null,129,null,152,null,0400000US27,Minnesota,27
3965,null,1036,null,700,null,573,null,351,null,372,null,325,null,207,null,605,null,498,null,854,null,455,null,196,null,201,null,660,null,385,null,76,null,123,null,45,null,29,null,153,null,264,null,0400000US28,Mississippi,28
12095,null,1875,null,1632,null,869,null,971,null,611,null,1752,null,692,null,1836,null,683,null,1456,null,644,null,1998,null,866,null,1189,null,596,null,1110,null,463,null,151,null,206,null,0,null,259,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
10783,null,1590,null,898,null,512,null,112,null,111,null,2372,null,754,null,1989,null,791,null,1807,null,654,null,2316,null,740,null,813,null,477,null,476,null,430,null,0,null,228,null,0,null,228,null,0400000US31,Nebraska,31
25342,null,2524,null,1006,null,491,null,869,null,552,null,2004,null,799,null,4381,null,1197,null,4006,null,989,null,6121,null,1184,null,3492,null,1013,null,2393,null,905,null,842,null,645,null,228,null,199,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
105851,null,5160,null,6718,null,1615,null,4719,null,1136,null,15304,null,2026,null,12338,null,1756,null,17225,null,2362,null,23318,null,2835,null,11449,null,1852,null,10283,null,1686,null,3018,null,836,null,1479,null,696,null,0400000US34,New Jersey,34
56539,null,3892,null,4653,null,1196,null,4000,null,1210,null,8716,null,1830,null,6807,null,1657,null,10253,null,1788,null,11556,null,1932,null,5190,null,1173,null,3907,null,1011,null,1036,null,512,null,421,null,311,null,0400000US35,New Mexico,35
314609,null,8150,null,38106,null,3518,null,28589,null,2932,null,46717,null,3654,null,43166,null,3192,null,48659,null,3940,null,48716,null,3757,null,27580,null,2964,null,22739,null,2829,null,6962,null,1596,null,3375,null,969,null,0400000US36,New York,36
61391,null,3227,null,7142,null,1675,null,5594,null,1356,null,13824,null,2211,null,12746,null,1994,null,10503,null,1677,null,7381,null,1704,null,2361,null,715,null,1386,null,916,null,171,null,164,null,283,null,268,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
15100,null,1873,null,2287,null,825,null,933,null,411,null,3604,null,978,null,1507,null,571,null,1770,null,574,null,2338,null,696,null,1269,null,513,null,1056,null,551,null,67,null,112,null,269,null,180,null,0400000US39,Ohio,39
21278,null,2400,null,1906,null,652,null,1366,null,664,null,4209,null,908,null,3595,null,1093,null,4645,null,1131,null,3321,null,868,null,1707,null,712,null,338,null,242,null,183,null,176,null,8,null,15,null,0400000US40,Oklahoma,40
29661,null,2895,null,2548,null,1276,null,1934,null,784,null,6079,null,1107,null,4728,null,1173,null,4826,null,1145,null,4301,null,1082,null,2596,null,790,null,1972,null,806,null,306,null,296,null,371,null,286,null,0400000US41,Oregon,41
46695,null,3553,null,6408,null,1314,null,5800,null,1566,null,7749,null,1622,null,6927,null,1379,null,6977,null,1592,null,7370,null,1666,null,3073,null,922,null,1919,null,709,null,427,null,324,null,45,null,73,null,0400000US42,Pennsylvania,42
16139,null,1829,null,2311,null,862,null,2164,null,855,null,2419,null,868,null,2039,null,835,null,3010,null,881,null,1694,null,675,null,1468,null,699,null,321,null,301,null,307,null,379,null,406,null,474,null,0400000US44,Rhode Island,44
10631,null,1635,null,1450,null,668,null,1421,null,625,null,2367,null,890,null,1657,null,771,null,1493,null,697,null,1083,null,420,null,547,null,380,null,375,null,274,null,0,null,289,null,238,null,311,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
14620,null,2264,null,1592,null,810,null,1694,null,1003,null,2345,null,904,null,1756,null,685,null,3004,null,1014,null,2345,null,921,null,1065,null,479,null,461,null,259,null,31,null,50,null,327,null,266,null,0400000US47,Tennessee,47
461037,null,10716,null,45746,null,3225,null,32984,null,3412,null,74345,null,4861,null,67903,null,4336,null,83086,null,4990,null,79908,null,4660,null,41489,null,3435,null,26738,null,2782,null,5869,null,1183,null,2969,null,884,null,0400000US48,Texas,48
18284,null,1983,null,1275,null,613,null,1335,null,642,null,2343,null,871,null,3117,null,1152,null,4007,null,1060,null,3652,null,1139,null,1411,null,520,null,894,null,462,null,250,null,205,null,0,null,265,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
33907,null,2906,null,1136,null,553,null,1421,null,626,null,3798,null,1359,null,3289,null,1043,null,6271,null,1551,null,6960,null,1443,null,4303,null,1110,null,4125,null,1094,null,1622,null,854,null,982,null,597,null,0400000US51,Virginia,51
49610,null,3557,null,4226,null,1339,null,3363,null,1157,null,6162,null,1213,null,6548,null,1568,null,9077,null,1888,null,10396,null,1791,null,4682,null,1088,null,3648,null,968,null,899,null,421,null,609,null,351,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
12719,null,1563,null,354,null,270,null,1322,null,740,null,2052,null,726,null,1372,null,501,null,2496,null,746,null,3044,null,816,null,866,null,354,null,901,null,428,null,192,null,167,null,120,null,108,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
73219,null,3515,null,21560,null,2062,null,9995,null,1486,null,13359,null,1501,null,9884,null,1275,null,8828,null,1357,null,5115,null,1218,null,2860,null,745,null,1289,null,533,null,177,null,177,null,152,null,144,null,0400000US72,Puerto Rico,72
