C19037C_001E,C19037C_001EA,C19037C_001M,C19037C_001MA,C19037C_002E,C19037C_002EA,C19037C_002M,C19037C_002MA,C19037C_003E,C19037C_003EA,C19037C_003M,C19037C_003MA,C19037C_004E,C19037C_004EA,C19037C_004M,C19037C_004MA,C19037C_005E,C19037C_005EA,C19037C_005M,C19037C_005MA,C19037C_006E,C19037C_006EA,C19037C_006M,C19037C_006MA,C19037C_007E,C19037C_007EA,C19037C_007M,C19037C_007MA,C19037C_008E,C19037C_008EA,C19037C_008M,C19037C_008MA,C19037C_009E,C19037C_009EA,C19037C_009M,C19037C_009MA,C19037C_010E,C19037C_010EA,C19037C_010M,C19037C_010MA,C19037C_011E,C19037C_011EA,C19037C_011M,C19037C_011MA,C19037C_012E,C19037C_012EA,C19037C_012M,C19037C_012MA,C19037C_013E,C19037C_013EA,C19037C_013M,C19037C_013MA,C19037C_014E,C19037C_014EA,C19037C_014M,C19037C_014MA,C19037C_015E,C19037C_015EA,C19037C_015M,C19037C_015MA,C19037C_016E,C19037C_016EA,C19037C_016M,C19037C_016MA,C19037C_017E,C19037C_017EA,C19037C_017M,C19037C_017MA,C19037C_018E,C19037C_018EA,C19037C_018M,C19037C_018MA,C19037C_019E,C19037C_019EA,C19037C_019M,C19037C_019MA,C19037C_020E,C19037C_020EA,C19037C_020M,C19037C_020MA,C19037C_021E,C19037C_021EA,C19037C_021M,C19037C_021MA,C19037C_022E,C19037C_022EA,C19037C_022M,C19037C_022MA,C19037C_023E,C19037C_023EA,C19037C_023M,C19037C_023MA,C19037C_024E,C19037C_024EA,C19037C_024M,C19037C_024MA,C19037C_025E,C19037C_025EA,C19037C_025M,C19037C_025MA,C19037C_026E,C19037C_026EA,C19037C_026M,C19037C_026MA,C19037C_027E,C19037C_027EA,C19037C_027M,C19037C_027MA,C19037C_028E,C19037C_028EA,C19037C_028M,C19037C_028MA,C19037C_029E,C19037C_029EA,C19037C_029M,C19037C_029MA,C19037C_030E,C19037C_030EA,C19037C_030M,C19037C_030MA,C19037C_031E,C19037C_031EA,C19037C_031M,C19037C_031MA,C19037C_032E,C19037C_032EA,C19037C_032M,C19037C_032MA,C19037C_033E,C19037C_033EA,C19037C_033M,C19037C_033MA,C19037C_034E,C19037C_034EA,C19037C_034M,C19037C_034MA,C19037C_035E,C19037C_035EA,C19037C_035M,C19037C_035MA,C19037C_036E,C19037C_036EA,C19037C_036M,C19037C_036MA,C19037C_037E,C19037C_037EA,C19037C_037M,C19037C_037MA,C19037C_038E,C19037C_038EA,C19037C_038M,C19037C_038MA,C19037C_039E,C19037C_039EA,C19037C_039M,C19037C_039MA,C19037C_040E,C19037C_040EA,C19037C_040M,C19037C_040MA,C19037C_041E,C19037C_041EA,C19037C_041M,C19037C_041MA,C19037C_042E,C19037C_042EA,C19037C_042M,C19037C_042MA,C19037C_043E,C19037C_043EA,C19037C_043M,C19037C_043MA,C19037C_044E,C19037C_044EA,C19037C_044M,C19037C_044MA,C19037C_045E,C19037C_045EA,C19037C_045M,C19037C_045MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
18536,null,1951,null,1151,null,588,null,112,null,122,null,184,null,252,null,449,null,395,null,134,null,155,null,187,null,185,null,20,null,38,null,0,null,244,null,65,null,108,null,0,null,244,null,0,null,244,null,7536,null,1244,null,1535,null,554,null,1221,null,646,null,733,null,389,null,724,null,412,null,850,null,329,null,1324,null,505,null,602,null,271,null,396,null,264,null,104,null,130,null,47,null,83,null,6769,null,1099,null,796,null,409,null,398,null,243,null,1232,null,449,null,901,null,466,null,1254,null,434,null,975,null,391,null,424,null,221,null,528,null,329,null,133,null,121,null,128,null,115,null,3080,null,677,null,471,null,365,null,538,null,322,null,886,null,370,null,277,null,189,null,506,null,342,null,91,null,70,null,102,null,112,null,157,null,133,null,44,null,72,null,8,null,14,null,0400000US26,Michigan,26
20653,null,1508,null,1858,null,679,null,553,null,366,null,62,null,105,null,247,null,232,null,252,null,222,null,448,null,362,null,106,null,125,null,113,null,141,null,77,null,127,null,0,null,213,null,0,null,213,null,8006,null,1340,null,1156,null,563,null,577,null,319,null,1112,null,667,null,1168,null,660,null,1217,null,603,null,1902,null,764,null,501,null,263,null,284,null,304,null,64,null,92,null,25,null,31,null,8921,null,949,null,1940,null,653,null,406,null,232,null,998,null,458,null,971,null,433,null,1251,null,498,null,1411,null,543,null,972,null,347,null,775,null,468,null,110,null,98,null,87,null,98,null,1868,null,515,null,377,null,233,null,158,null,97,null,346,null,210,null,295,null,186,null,232,null,168,null,258,null,313,null,159,null,165,null,0,null,213,null,0,null,213,null,43,null,67,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
17926,null,1712,null,1832,null,587,null,513,null,323,null,336,null,300,null,273,null,285,null,164,null,158,null,164,null,179,null,382,null,359,null,0,null,240,null,0,null,240,null,0,null,240,null,0,null,240,null,7054,null,1291,null,1558,null,644,null,891,null,597,null,1774,null,708,null,787,null,519,null,843,null,512,null,550,null,302,null,376,null,251,null,275,null,187,null,0,null,240,null,0,null,240,null,6575,null,1125,null,1222,null,550,null,340,null,217,null,818,null,407,null,941,null,429,null,1010,null,530,null,899,null,486,null,892,null,457,null,296,null,232,null,76,null,99,null,81,null,141,null,2465,null,567,null,413,null,237,null,423,null,292,null,641,null,293,null,394,null,208,null,257,null,173,null,240,null,221,null,53,null,56,null,44,null,64,null,0,null,240,null,0,null,240,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
