C05003E_001E,C05003E_001EA,C05003E_001M,C05003E_001MA,C05003E_002E,C05003E_002EA,C05003E_002M,C05003E_002MA,C05003E_003E,C05003E_003EA,C05003E_003M,C05003E_003MA,C05003E_004E,C05003E_004EA,C05003E_004M,C05003E_004MA,C05003E_005E,C05003E_005EA,C05003E_005M,C05003E_005MA,C05003E_006E,C05003E_006EA,C05003E_006M,C05003E_006MA,C05003E_007E,C05003E_007EA,C05003E_007M,C05003E_007MA,C05003E_008E,C05003E_008EA,C05003E_008M,C05003E_008MA,C05003E_009E,C05003E_009EA,C05003E_009M,C05003E_009MA,C05003E_010E,C05003E_010EA,C05003E_010M,C05003E_010MA,C05003E_011E,C05003E_011EA,C05003E_011M,C05003E_011MA,C05003E_012E,C05003E_012EA,C05003E_012M,C05003E_012MA,C05003E_013E,C05003E_013EA,C05003E_013M,C05003E_013MA,C05003E_014E,C05003E_014EA,C05003E_014M,C05003E_014MA,C05003E_015E,C05003E_015EA,C05003E_015M,C05003E_015MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US24,Maryland,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US25,Massachusetts,25
2693,null,1118,null,1588,null,676,null,389,null,273,null,361,null,264,null,28,null,53,null,1199,null,518,null,1096,null,504,null,103,null,101,null,1105,null,600,null,682,null,529,null,682,null,529,null,0,null,244,null,423,null,258,null,402,null,256,null,21,null,40,null,0400000US26,Michigan,26
3003,null,1397,null,1616,null,817,null,490,null,356,null,308,null,283,null,182,null,221,null,1126,null,645,null,571,null,443,null,555,null,493,null,1387,null,800,null,361,null,335,null,275,null,306,null,86,null,144,null,1026,null,595,null,636,null,469,null,390,null,305,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US31,Nebraska,31
13973,null,1074,null,7395,null,801,null,2175,null,618,null,2004,null,625,null,171,null,215,null,5220,null,606,null,4343,null,887,null,877,null,514,null,6578,null,656,null,1677,null,404,null,1566,null,448,null,111,null,192,null,4901,null,512,null,4112,null,650,null,789,null,434,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
6191,null,1513,null,2233,null,763,null,675,null,416,null,562,null,406,null,113,null,187,null,1558,null,492,null,1010,null,318,null,548,null,386,null,3958,null,1133,null,1340,null,935,null,1340,null,935,null,0,null,277,null,2618,null,951,null,1862,null,731,null,756,null,458,null,0400000US36,New York,36
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US39,Ohio,39
3150,null,1426,null,1516,null,667,null,562,null,308,null,436,null,274,null,126,null,156,null,954,null,460,null,572,null,292,null,382,null,316,null,1634,null,877,null,506,null,305,null,419,null,274,null,87,null,123,null,1128,null,682,null,623,null,544,null,505,null,363,null,0400000US40,Oklahoma,40
13705,null,1955,null,5684,null,899,null,1283,null,566,null,1057,null,518,null,226,null,165,null,4401,null,718,null,2244,null,666,null,2157,null,687,null,8021,null,1565,null,2734,null,1006,null,2101,null,920,null,633,null,347,null,5287,null,962,null,2962,null,898,null,2325,null,844,null,0400000US41,Oregon,41
3020,null,1296,null,2047,null,958,null,695,null,548,null,613,null,536,null,82,null,120,null,1352,null,633,null,1143,null,601,null,209,null,211,null,973,null,484,null,215,null,207,null,215,null,207,null,0,null,246,null,758,null,389,null,598,null,361,null,160,null,166,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US47,Tennessee,47
19339,null,2298,null,9950,null,1792,null,3155,null,973,null,2964,null,1022,null,191,null,289,null,6795,null,1451,null,5041,null,1446,null,1754,null,686,null,9389,null,1530,null,2045,null,582,null,1887,null,617,null,158,null,176,null,7344,null,1333,null,5479,null,1230,null,1865,null,761,null,0400000US48,Texas,48
22481,null,1565,null,12222,null,1323,null,4429,null,997,null,4429,null,997,null,0,null,265,null,7793,null,960,null,3791,null,788,null,4002,null,996,null,10259,null,1198,null,3406,null,656,null,3287,null,644,null,119,null,186,null,6853,null,820,null,3899,null,919,null,2954,null,905,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US51,Virginia,51
29770,null,1809,null,14662,null,1149,null,3411,null,645,null,3356,null,625,null,55,null,73,null,11251,null,1051,null,9030,null,1110,null,2221,null,832,null,15108,null,1120,null,4096,null,667,null,3868,null,627,null,228,null,180,null,11012,null,766,null,8937,null,858,null,2075,null,719,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
