B19101F_001E,B19101F_001EA,B19101F_001M,B19101F_001MA,B19101F_002E,B19101F_002EA,B19101F_002M,B19101F_002MA,B19101F_003E,B19101F_003EA,B19101F_003M,B19101F_003MA,B19101F_004E,B19101F_004EA,B19101F_004M,B19101F_004MA,B19101F_005E,B19101F_005EA,B19101F_005M,B19101F_005MA,B19101F_006E,B19101F_006EA,B19101F_006M,B19101F_006MA,B19101F_007E,B19101F_007EA,B19101F_007M,B19101F_007MA,B19101F_008E,B19101F_008EA,B19101F_008M,B19101F_008MA,B19101F_009E,B19101F_009EA,B19101F_009M,B19101F_009MA,B19101F_010E,B19101F_010EA,B19101F_010M,B19101F_010MA,B19101F_011E,B19101F_011EA,B19101F_011M,B19101F_011MA,B19101F_012E,B19101F_012EA,B19101F_012M,B19101F_012MA,B19101F_013E,B19101F_013EA,B19101F_013M,B19101F_013MA,B19101F_014E,B19101F_014EA,B19101F_014M,B19101F_014MA,B19101F_015E,B19101F_015EA,B19101F_015M,B19101F_015MA,B19101F_016E,B19101F_016EA,B19101F_016M,B19101F_016MA,B19101F_017E,B19101F_017EA,B19101F_017M,B19101F_017MA,GEO_ID,NAME,state
58439,null,4023,null,7048,null,1642,null,5419,null,1465,null,6382,null,1388,null,7079,null,1800,null,4239,null,1213,null,4000,null,1206,null,4728,null,1424,null,3843,null,1420,null,2195,null,928,null,3849,null,1201,null,3479,null,983,null,2937,null,858,null,1860,null,747,null,562,null,291,null,437,null,304,null,382,null,320,null,0400000US13,Georgia,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,Hawaii,15
6509,null,991,null,411,null,229,null,561,null,408,null,316,null,230,null,358,null,265,null,645,null,494,null,327,null,273,null,503,null,318,null,511,null,335,null,552,null,278,null,560,null,257,null,973,null,447,null,489,null,293,null,249,null,231,null,12,null,22,null,42,null,74,null,0,null,263,null,0400000US16,Idaho,16
175192,null,6263,null,10759,null,1922,null,8426,null,2008,null,11125,null,1832,null,10268,null,2015,null,13409,null,2592,null,14808,null,1956,null,9801,null,1694,null,10920,null,1746,null,10626,null,1886,null,15825,null,2520,null,20080,null,2424,null,20030,null,2192,null,10614,null,1816,null,4049,null,1101,null,3580,null,1124,null,872,null,481,null,0400000US17,Illinois,17
28815,null,2444,null,2953,null,1016,null,2259,null,785,null,2757,null,850,null,1626,null,577,null,2850,null,985,null,2483,null,966,null,2280,null,803,null,1552,null,637,null,1470,null,659,null,2156,null,760,null,1997,null,679,null,2578,null,923,null,968,null,482,null,389,null,336,null,497,null,305,null,0,null,269,null,0400000US18,Indiana,18
10099,null,1341,null,877,null,556,null,325,null,319,null,360,null,271,null,1041,null,609,null,599,null,495,null,908,null,616,null,920,null,587,null,312,null,276,null,1501,null,743,null,706,null,408,null,762,null,463,null,865,null,472,null,306,null,284,null,423,null,345,null,68,null,102,null,126,null,141,null,0400000US19,Iowa,19
14400,null,1940,null,814,null,539,null,733,null,416,null,1153,null,641,null,740,null,437,null,1656,null,699,null,664,null,354,null,785,null,487,null,1274,null,666,null,557,null,418,null,1454,null,510,null,1447,null,660,null,1719,null,688,null,772,null,468,null,265,null,202,null,102,null,126,null,265,null,231,null,0400000US20,Kansas,20
6892,null,1508,null,499,null,385,null,1225,null,666,null,423,null,311,null,469,null,363,null,466,null,482,null,714,null,496,null,357,null,419,null,535,null,359,null,0,null,273,null,635,null,483,null,488,null,367,null,548,null,323,null,418,null,337,null,0,null,273,null,115,null,202,null,0,null,273,null,0400000US21,Kentucky,21
8788,null,1510,null,576,null,329,null,654,null,431,null,365,null,240,null,556,null,389,null,1052,null,640,null,382,null,311,null,488,null,394,null,501,null,385,null,825,null,566,null,309,null,282,null,969,null,499,null,1099,null,585,null,448,null,297,null,125,null,118,null,371,null,357,null,68,null,82,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
33011,null,3234,null,992,null,666,null,788,null,467,null,1861,null,755,null,1991,null,837,null,2087,null,814,null,1778,null,797,null,1973,null,891,null,2661,null,954,null,1442,null,781,null,2987,null,1035,null,3745,null,1305,null,3540,null,897,null,2649,null,891,null,1835,null,846,null,1866,null,863,null,816,null,449,null,0400000US24,Maryland,24
52561,null,3485,null,7554,null,1685,null,5537,null,1442,null,4249,null,1153,null,3329,null,1004,null,3869,null,1105,null,2951,null,965,null,3039,null,1030,null,2767,null,822,null,3009,null,1023,null,3960,null,1035,null,4376,null,1175,null,4005,null,946,null,1488,null,520,null,914,null,551,null,1015,null,622,null,499,null,374,null,0400000US25,Massachusetts,25
25501,null,2838,null,2946,null,987,null,1250,null,577,null,2121,null,916,null,2526,null,836,null,2148,null,902,null,2033,null,648,null,1664,null,818,null,1770,null,814,null,781,null,503,null,2031,null,779,null,1406,null,624,null,2660,null,1072,null,745,null,371,null,778,null,509,null,499,null,315,null,143,null,137,null,0400000US26,Michigan,26
14333,null,1673,null,809,null,479,null,884,null,524,null,981,null,542,null,1039,null,513,null,939,null,521,null,896,null,416,null,1240,null,616,null,942,null,505,null,1398,null,695,null,1212,null,514,null,1148,null,501,null,1622,null,661,null,492,null,306,null,350,null,318,null,252,null,199,null,129,null,152,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
12095,null,1875,null,1632,null,869,null,971,null,611,null,888,null,453,null,864,null,494,null,1563,null,645,null,273,null,233,null,396,null,284,null,561,null,343,null,499,null,337,null,833,null,527,null,1165,null,659,null,1189,null,596,null,462,null,322,null,648,null,332,null,151,null,206,null,0,null,259,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
10783,null,1590,null,898,null,512,null,112,null,111,null,1091,null,533,null,1281,null,486,null,1062,null,503,null,927,null,582,null,493,null,345,null,627,null,360,null,687,null,381,null,930,null,480,null,1386,null,646,null,813,null,477,null,446,null,421,null,30,null,51,null,0,null,228,null,0,null,228,null,0400000US31,Nebraska,31
25342,null,2524,null,1006,null,491,null,869,null,552,null,877,null,431,null,1127,null,619,null,2201,null,876,null,2180,null,765,null,1456,null,719,null,1316,null,492,null,1234,null,549,null,2874,null,833,null,3247,null,904,null,3492,null,1013,null,1834,null,806,null,559,null,454,null,842,null,645,null,228,null,199,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
105851,null,5160,null,6718,null,1615,null,4719,null,1136,null,7892,null,1548,null,7412,null,1581,null,5185,null,1253,null,7153,null,1403,null,6263,null,1384,null,5842,null,1347,null,5120,null,1208,null,10517,null,1790,null,12801,null,1999,null,11449,null,1852,null,7015,null,1342,null,3268,null,874,null,3018,null,836,null,1479,null,696,null,0400000US34,New Jersey,34
56539,null,3892,null,4653,null,1196,null,4000,null,1210,null,4937,null,1256,null,3779,null,1206,null,3336,null,1043,null,3471,null,1268,null,4243,null,1188,null,2388,null,897,null,3622,null,1229,null,5668,null,1178,null,5888,null,1302,null,5190,null,1173,null,3273,null,917,null,634,null,332,null,1036,null,512,null,421,null,311,null,0400000US35,New Mexico,35
314609,null,8150,null,38106,null,3518,null,28589,null,2932,null,22174,null,2378,null,24543,null,2676,null,21074,null,2287,null,22092,null,2275,null,16984,null,2276,null,15881,null,2334,null,15794,null,2302,null,21948,null,2598,null,26768,null,2667,null,27580,null,2964,null,14417,null,1932,null,8322,null,1618,null,6962,null,1596,null,3375,null,969,null,0400000US36,New York,36
61391,null,3227,null,7142,null,1675,null,5594,null,1356,null,7187,null,1537,null,6637,null,1512,null,7148,null,1766,null,5598,null,1389,null,4562,null,1219,null,2591,null,902,null,3350,null,1098,null,4169,null,1226,null,3212,null,1083,null,2361,null,715,null,1037,null,807,null,349,null,308,null,171,null,164,null,283,null,268,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
15100,null,1873,null,2287,null,825,null,933,null,411,null,1624,null,622,null,1980,null,756,null,698,null,432,null,809,null,403,null,562,null,306,null,824,null,420,null,384,null,288,null,1145,null,437,null,1193,null,553,null,1269,null,513,null,875,null,485,null,181,null,208,null,67,null,112,null,269,null,180,null,0400000US39,Ohio,39
21278,null,2400,null,1906,null,652,null,1366,null,664,null,2413,null,757,null,1796,null,679,null,1426,null,699,null,2169,null,779,null,1937,null,777,null,1575,null,734,null,1133,null,533,null,1601,null,641,null,1720,null,667,null,1707,null,712,null,315,null,234,null,23,null,41,null,183,null,176,null,8,null,15,null,0400000US40,Oklahoma,40
29661,null,2895,null,2548,null,1276,null,1934,null,784,null,2872,null,932,null,3207,null,1054,null,2574,null,910,null,2154,null,847,null,2150,null,841,null,1329,null,723,null,1347,null,620,null,2291,null,727,null,2010,null,849,null,2596,null,790,null,1466,null,656,null,506,null,383,null,306,null,296,null,371,null,286,null,0400000US41,Oregon,41
46695,null,3553,null,6408,null,1314,null,5800,null,1566,null,3426,null,1093,null,4323,null,1384,null,3103,null,972,null,3824,null,1049,null,2976,null,1031,null,2121,null,730,null,1880,null,752,null,3332,null,1167,null,4038,null,1182,null,3073,null,922,null,1344,null,617,null,575,null,295,null,427,null,324,null,45,null,73,null,0400000US42,Pennsylvania,42
16139,null,1829,null,2311,null,862,null,2164,null,855,null,1067,null,613,null,1352,null,648,null,1070,null,585,null,969,null,533,null,1010,null,570,null,703,null,420,null,1297,null,657,null,599,null,451,null,1095,null,515,null,1468,null,699,null,230,null,256,null,91,null,150,null,307,null,379,null,406,null,474,null,0400000US44,Rhode Island,44
10631,null,1635,null,1450,null,668,null,1421,null,625,null,1230,null,582,null,1137,null,674,null,520,null,353,null,1137,null,672,null,702,null,619,null,565,null,399,null,226,null,189,null,533,null,307,null,550,null,301,null,547,null,380,null,302,null,246,null,73,null,99,null,0,null,289,null,238,null,311,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
14620,null,2264,null,1592,null,810,null,1694,null,1003,null,1233,null,596,null,1112,null,616,null,950,null,496,null,806,null,482,null,779,null,469,null,1128,null,725,null,1097,null,665,null,1243,null,671,null,1102,null,556,null,1065,null,479,null,287,null,225,null,174,null,167,null,31,null,50,null,327,null,266,null,0400000US47,Tennessee,47
461037,null,10716,null,45746,null,3225,null,32984,null,3412,null,35442,null,3266,null,38903,null,3989,null,35720,null,3427,null,32183,null,2950,null,31288,null,3443,null,24900,null,2609,null,26898,null,2875,null,40306,null,3426,null,39602,null,3335,null,41489,null,3435,null,18289,null,2110,null,8449,null,1745,null,5869,null,1183,null,2969,null,884,null,0400000US48,Texas,48
18284,null,1983,null,1275,null,613,null,1335,null,642,null,1011,null,518,null,1332,null,709,null,1582,null,714,null,1535,null,806,null,1601,null,656,null,1165,null,535,null,1241,null,535,null,1859,null,831,null,1793,null,676,null,1411,null,520,null,652,null,404,null,242,null,240,null,250,null,205,null,0,null,265,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
33907,null,2906,null,1136,null,553,null,1421,null,626,null,1305,null,776,null,2493,null,1036,null,1464,null,691,null,1825,null,700,null,2407,null,1094,null,2563,null,952,null,1301,null,638,null,3553,null,1046,null,3407,null,1011,null,4303,null,1110,null,2401,null,894,null,1724,null,726,null,1622,null,854,null,982,null,597,null,0400000US51,Virginia,51
49610,null,3557,null,4226,null,1339,null,3363,null,1157,null,2563,null,801,null,3599,null,974,null,2735,null,913,null,3813,null,1269,null,3736,null,1172,null,2958,null,833,null,2383,null,884,null,4719,null,1283,null,5677,null,1237,null,4682,null,1088,null,2393,null,794,null,1255,null,661,null,899,null,421,null,609,null,351,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
12719,null,1563,null,354,null,270,null,1322,null,740,null,1435,null,698,null,617,null,245,null,1025,null,449,null,347,null,220,null,630,null,351,null,918,null,507,null,948,null,458,null,1056,null,399,null,1988,null,730,null,866,null,354,null,647,null,371,null,254,null,193,null,192,null,167,null,120,null,108,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
73219,null,3515,null,21560,null,2062,null,9995,null,1486,null,5752,null,1040,null,7607,null,1130,null,5431,null,1016,null,4453,null,901,null,2722,null,785,null,3730,null,893,null,2376,null,633,null,2638,null,827,null,2477,null,693,null,2860,null,745,null,865,null,450,null,424,null,276,null,177,null,177,null,152,null,144,null,0400000US72,Puerto Rico,72
