B06004E_001E,B06004E_001EA,B06004E_001M,B06004E_001MA,B06004E_002E,B06004E_002EA,B06004E_002M,B06004E_002MA,B06004E_003E,B06004E_003EA,B06004E_003M,B06004E_003MA,B06004E_004E,B06004E_004EA,B06004E_004M,B06004E_004MA,B06004E_005E,B06004E_005EA,B06004E_005M,B06004E_005MA,GEO_ID,NAME,state
13973,null,1074,null,2489,null,736,null,7263,null,1549,null,2273,null,916,null,1948,null,954,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
1667,null,915,null,674,null,551,null,493,null,449,null,172,null,161,null,328,null,370,null,0400000US34,New Jersey,34
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,New Mexico,35
6191,null,1513,null,2410,null,767,null,1593,null,1092,null,771,null,585,null,1417,null,744,null,0400000US36,New York,36
3076,null,1168,null,876,null,740,null,1255,null,566,null,505,null,293,null,440,null,377,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
2299,null,782,null,273,null,323,null,924,null,542,null,248,null,215,null,854,null,699,null,0400000US39,Ohio,39
3150,null,1426,null,698,null,423,null,819,null,403,null,533,null,371,null,1100,null,700,null,0400000US40,Oklahoma,40
13705,null,1955,null,3441,null,1109,null,3254,null,1024,null,1669,null,870,null,5341,null,1613,null,0400000US41,Oregon,41
3020,null,1296,null,1007,null,638,null,927,null,465,null,635,null,658,null,451,null,410,null,0400000US42,Pennsylvania,42
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US44,Rhode Island,44
2717,null,1871,null,579,null,455,null,1179,null,936,null,263,null,273,null,696,null,941,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
2116,null,938,null,77,null,99,null,1245,null,893,null,562,null,294,null,232,null,198,null,0400000US47,Tennessee,47
19339,null,2298,null,4439,null,1352,null,6303,null,1595,null,4629,null,1361,null,3968,null,1418,null,0400000US48,Texas,48
22481,null,1565,null,7765,null,1651,null,4219,null,1091,null,3422,null,1901,null,7075,null,1489,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
6147,null,2220,null,1016,null,539,null,2333,null,1319,null,2107,null,988,null,691,null,497,null,0400000US51,Virginia,51
29770,null,1809,null,6006,null,1282,null,8498,null,1454,null,10687,null,1550,null,4579,null,1476,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US72,Puerto Rico,72
