B05003G_001E,B05003G_001EA,B05003G_001M,B05003G_001MA,B05003G_002E,B05003G_002EA,B05003G_002M,B05003G_002MA,B05003G_003E,B05003G_003EA,B05003G_003M,B05003G_003MA,B05003G_004E,B05003G_004EA,B05003G_004M,B05003G_004MA,B05003G_005E,B05003G_005EA,B05003G_005M,B05003G_005MA,B05003G_006E,B05003G_006EA,B05003G_006M,B05003G_006MA,B05003G_007E,B05003G_007EA,B05003G_007M,B05003G_007MA,B05003G_008E,B05003G_008EA,B05003G_008M,B05003G_008MA,B05003G_009E,B05003G_009EA,B05003G_009M,B05003G_009MA,B05003G_010E,B05003G_010EA,B05003G_010M,B05003G_010MA,B05003G_011E,B05003G_011EA,B05003G_011M,B05003G_011MA,B05003G_012E,B05003G_012EA,B05003G_012M,B05003G_012MA,B05003G_013E,B05003G_013EA,B05003G_013M,B05003G_013MA,B05003G_014E,B05003G_014EA,B05003G_014M,B05003G_014MA,B05003G_015E,B05003G_015EA,B05003G_015M,B05003G_015MA,B05003G_016E,B05003G_016EA,B05003G_016M,B05003G_016MA,B05003G_017E,B05003G_017EA,B05003G_017M,B05003G_017MA,B05003G_018E,B05003G_018EA,B05003G_018M,B05003G_018MA,B05003G_019E,B05003G_019EA,B05003G_019M,B05003G_019MA,B05003G_020E,B05003G_020EA,B05003G_020M,B05003G_020MA,B05003G_021E,B05003G_021EA,B05003G_021M,B05003G_021MA,B05003G_022E,B05003G_022EA,B05003G_022M,B05003G_022MA,B05003G_023E,B05003G_023EA,B05003G_023M,B05003G_023MA,GEO_ID,NAME,state
159867,null,10645,null,78682,null,6698,null,42556,null,4415,null,42283,null,4344,null,273,null,232,null,0,null,296,null,273,null,232,null,36126,null,3920,null,32193,null,3846,null,3933,null,1069,null,1108,null,586,null,2825,null,879,null,81185,null,6785,null,39295,null,3881,null,39150,null,3866,null,145,null,158,null,61,null,103,null,84,null,117,null,41890,null,4334,null,35918,null,4021,null,5972,null,1264,null,3317,null,957,null,2655,null,922,null,0400000US13,Georgia,13
306306,null,12667,null,155140,null,7343,null,60326,null,3637,null,59727,null,3670,null,599,null,539,null,70,null,96,null,529,null,516,null,94814,null,5519,null,91640,null,5450,null,3174,null,1160,null,1952,null,1004,null,1222,null,689,null,151166,null,7290,null,59480,null,3683,null,59178,null,3766,null,302,null,484,null,0,null,275,null,302,null,484,null,91686,null,5174,null,88525,null,5036,null,3161,null,996,null,2022,null,747,null,1139,null,483,null,0400000US15,Hawaii,15
39068,null,3805,null,19473,null,2375,null,10238,null,1773,null,10082,null,1786,null,156,null,190,null,156,null,190,null,0,null,263,null,9235,null,1347,null,8745,null,1348,null,490,null,274,null,232,null,201,null,258,null,193,null,19595,null,2311,null,9709,null,1707,null,9668,null,1698,null,41,null,65,null,41,null,65,null,0,null,263,null,9886,null,1580,null,9003,null,1424,null,883,null,535,null,495,null,412,null,388,null,258,null,0400000US16,Idaho,16
231440,null,12445,null,117952,null,7227,null,68280,null,5850,null,67805,null,5860,null,475,null,511,null,120,null,133,null,355,null,484,null,49672,null,3684,null,40879,null,3197,null,8793,null,1528,null,5321,null,1112,null,3472,null,918,null,113488,null,7094,null,60315,null,5142,null,59891,null,5065,null,424,null,340,null,114,null,120,null,310,null,303,null,53173,null,3739,null,45430,null,3370,null,7743,null,1373,null,4046,null,996,null,3697,null,862,null,0400000US17,Illinois,17
117672,null,6879,null,57756,null,4409,null,30632,null,3181,null,30410,null,3194,null,222,null,199,null,77,null,91,null,145,null,175,null,27124,null,2497,null,24300,null,2595,null,2824,null,820,null,755,null,323,null,2069,null,743,null,59916,null,4145,null,32943,null,3134,null,32527,null,3029,null,416,null,359,null,77,null,85,null,339,null,350,null,26973,null,2730,null,25370,null,2559,null,1603,null,597,null,667,null,366,null,936,null,446,null,0400000US18,Indiana,18
54253,null,4619,null,27674,null,2689,null,16301,null,1837,null,16202,null,1849,null,99,null,126,null,0,null,228,null,99,null,126,null,11373,null,1732,null,9487,null,1564,null,1886,null,884,null,238,null,194,null,1648,null,880,null,26579,null,3001,null,15463,null,2370,null,15216,null,2332,null,247,null,200,null,0,null,228,null,247,null,200,null,11116,null,1765,null,9236,null,1562,null,1880,null,854,null,519,null,350,null,1361,null,791,null,0400000US19,Iowa,19
81903,null,6204,null,41123,null,3887,null,21242,null,2701,null,21207,null,2702,null,35,null,56,null,35,null,56,null,0,null,244,null,19881,null,2268,null,18418,null,2064,null,1463,null,881,null,416,null,356,null,1047,null,776,null,40780,null,3473,null,21778,null,2248,null,21678,null,2258,null,100,null,163,null,0,null,244,null,100,null,163,null,19002,null,1861,null,17603,null,1734,null,1399,null,782,null,248,null,254,null,1151,null,766,null,0400000US20,Kansas,20
70631,null,5616,null,33583,null,3202,null,19811,null,2608,null,19678,null,2584,null,133,null,144,null,0,null,273,null,133,null,144,null,13772,null,1835,null,12712,null,1758,null,1060,null,581,null,214,null,197,null,846,null,539,null,37048,null,3464,null,20268,null,2330,null,20183,null,2342,null,85,null,118,null,0,null,273,null,85,null,118,null,16780,null,2210,null,15745,null,2051,null,1035,null,639,null,39,null,52,null,996,null,636,null,0400000US21,Kentucky,21
62322,null,5954,null,31869,null,3027,null,16883,null,2168,null,16751,null,2146,null,132,null,198,null,0,null,281,null,132,null,198,null,14986,null,1836,null,13447,null,1784,null,1539,null,622,null,615,null,411,null,924,null,453,null,30453,null,4013,null,14797,null,2885,null,14670,null,2903,null,127,null,160,null,48,null,86,null,79,null,133,null,15656,null,2087,null,14120,null,1893,null,1536,null,672,null,587,null,407,null,949,null,627,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
129206,null,8900,null,64107,null,5528,null,32388,null,3615,null,31802,null,3544,null,586,null,453,null,0,null,285,null,586,null,453,null,31719,null,2943,null,25943,null,2746,null,5776,null,1421,null,2067,null,652,null,3709,null,1096,null,65099,null,5259,null,30903,null,3410,null,29792,null,3225,null,1111,null,577,null,110,null,130,null,1001,null,558,null,34196,null,3202,null,28212,null,2803,null,5984,null,1550,null,2548,null,738,null,3436,null,1319,null,0400000US24,Maryland,24
153545,null,9306,null,77329,null,5959,null,36309,null,3411,null,35153,null,3442,null,1156,null,562,null,387,null,262,null,769,null,463,null,41020,null,4149,null,25260,null,3218,null,15760,null,3020,null,3631,null,960,null,12129,null,2755,null,76216,null,5513,null,36335,null,3510,null,34740,null,3489,null,1595,null,723,null,252,null,201,null,1343,null,669,null,39881,null,3272,null,27549,null,2752,null,12332,null,2070,null,4181,null,978,null,8151,null,1816,null,0400000US25,Massachusetts,25
197515,null,9872,null,98708,null,5798,null,49003,null,3648,null,48406,null,3539,null,597,null,398,null,196,null,234,null,401,null,274,null,49705,null,3950,null,46615,null,3721,null,3090,null,1206,null,1705,null,884,null,1385,null,650,null,98807,null,5777,null,49583,null,4158,null,48911,null,4124,null,672,null,464,null,190,null,205,null,482,null,384,null,49224,null,3210,null,46435,null,3080,null,2789,null,773,null,1230,null,525,null,1559,null,568,null,0400000US26,Michigan,26
104274,null,5376,null,53088,null,3466,null,32139,null,2476,null,31886,null,2501,null,253,null,299,null,242,null,300,null,11,null,21,null,20949,null,2145,null,19266,null,1986,null,1683,null,575,null,837,null,382,null,846,null,427,null,51186,null,3531,null,27782,null,2364,null,27697,null,2364,null,85,null,83,null,48,null,70,null,37,null,38,null,23404,null,2353,null,21791,null,2338,null,1613,null,688,null,836,null,418,null,777,null,466,null,0400000US27,Minnesota,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,Mississippi,28
126878,null,7738,null,63538,null,4973,null,31193,null,3272,null,30820,null,3206,null,373,null,510,null,0,null,259,null,373,null,510,null,32345,null,3194,null,29725,null,2943,null,2620,null,1007,null,211,null,216,null,2409,null,974,null,63340,null,4527,null,31056,null,3068,null,30999,null,3057,null,57,null,75,null,0,null,259,null,57,null,75,null,32284,null,2766,null,30575,null,2585,null,1709,null,839,null,475,null,296,null,1234,null,764,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
37594,null,3291,null,18469,null,2027,null,6967,null,1368,null,6753,null,1297,null,214,null,250,null,114,null,144,null,100,null,154,null,11502,null,1628,null,9909,null,1623,null,1593,null,790,null,725,null,572,null,868,null,513,null,19125,null,2111,null,9889,null,1568,null,9861,null,1569,null,28,null,45,null,0,null,228,null,28,null,45,null,9236,null,1341,null,8582,null,1267,null,654,null,371,null,179,null,227,null,475,null,324,null,0400000US31,Nebraska,31
88095,null,7261,null,44827,null,4061,null,21788,null,2829,null,21507,null,2789,null,281,null,263,null,186,null,238,null,95,null,115,null,23039,null,2386,null,19715,null,2261,null,3324,null,904,null,1367,null,431,null,1957,null,827,null,43268,null,4551,null,20064,null,2931,null,19789,null,2943,null,275,null,311,null,46,null,77,null,229,null,303,null,23204,null,2696,null,19318,null,2218,null,3886,null,1054,null,2061,null,662,null,1825,null,714,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
187057,null,11751,null,92894,null,6807,null,41342,null,3935,null,40135,null,3783,null,1207,null,719,null,369,null,292,null,838,null,627,null,51552,null,4778,null,30719,null,3361,null,20833,null,3169,null,8200,null,1481,null,12633,null,2825,null,94163,null,7360,null,39904,null,4357,null,38696,null,4108,null,1208,null,715,null,239,null,244,null,969,null,685,null,54259,null,4752,null,36077,null,3943,null,18182,null,2611,null,9390,null,1387,null,8792,null,2213,null,0400000US34,New Jersey,34
61009,null,6380,null,30254,null,3479,null,12872,null,2250,null,12872,null,2250,null,0,null,283,null,0,null,283,null,0,null,283,null,17382,null,2380,null,16633,null,2399,null,749,null,395,null,282,null,270,null,467,null,296,null,30755,null,3916,null,13656,null,2511,null,13656,null,2511,null,0,null,283,null,0,null,283,null,0,null,283,null,17099,null,2462,null,15892,null,2191,null,1207,null,694,null,392,null,279,null,815,null,610,null,0400000US35,New Mexico,35
391649,null,15945,null,192148,null,8373,null,86015,null,5352,null,84406,null,5345,null,1609,null,620,null,572,null,314,null,1037,null,481,null,106133,null,6089,null,73860,null,4629,null,32273,null,3620,null,17043,null,2154,null,15230,null,2615,null,199501,null,10082,null,85099,null,6297,null,83025,null,6091,null,2074,null,770,null,670,null,414,null,1404,null,697,null,114402,null,6726,null,81066,null,5554,null,33336,null,3315,null,20541,null,2364,null,12795,null,2057,null,0400000US36,New York,36
192865,null,11190,null,92175,null,6969,null,47732,null,4070,null,46968,null,3965,null,764,null,487,null,231,null,284,null,533,null,356,null,44443,null,4918,null,39452,null,4787,null,4991,null,1312,null,1636,null,605,null,3355,null,1042,null,100690,null,6528,null,50426,null,4224,null,49038,null,4127,null,1388,null,642,null,541,null,393,null,847,null,529,null,50264,null,3736,null,44928,null,3464,null,5336,null,1312,null,1665,null,690,null,3671,null,1137,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
204522,null,9116,null,99773,null,5044,null,53948,null,3861,null,53496,null,3793,null,452,null,340,null,18,null,30,null,434,null,337,null,45825,null,3257,null,42575,null,3128,null,3250,null,1043,null,1432,null,542,null,1818,null,827,null,104749,null,5692,null,56455,null,4045,null,56201,null,4045,null,254,null,194,null,50,null,83,null,204,null,176,null,48294,null,3727,null,45403,null,3529,null,2891,null,783,null,1883,null,569,null,1008,null,463,null,0400000US39,Ohio,39
263307,null,8630,null,132351,null,5827,null,55004,null,4044,null,54748,null,4012,null,256,null,242,null,0,null,251,null,256,null,242,null,77347,null,3716,null,73436,null,3594,null,3911,null,1605,null,1098,null,631,null,2813,null,1312,null,130956,null,5741,null,51899,null,3374,null,51740,null,3405,null,159,null,175,null,0,null,251,null,159,null,175,null,79057,null,3954,null,77009,null,3901,null,2048,null,827,null,478,null,331,null,1570,null,727,null,0400000US40,Oklahoma,40
133227,null,7826,null,66212,null,4517,null,31326,null,2971,null,31126,null,2923,null,200,null,203,null,46,null,77,null,154,null,193,null,34886,null,3103,null,32155,null,2979,null,2731,null,1232,null,1014,null,511,null,1717,null,1059,null,67015,null,4929,null,29417,null,2996,null,29104,null,3014,null,313,null,216,null,129,null,139,null,184,null,163,null,37598,null,3321,null,35698,null,3232,null,1900,null,777,null,753,null,413,null,1147,null,553,null,0400000US41,Oregon,41
193482,null,9500,null,95391,null,6110,null,50508,null,4361,null,50040,null,4275,null,468,null,339,null,187,null,202,null,281,null,282,null,44883,null,3637,null,38901,null,3471,null,5982,null,1338,null,2694,null,822,null,3288,null,1024,null,98091,null,6370,null,50866,null,4011,null,50452,null,4055,null,414,null,285,null,180,null,211,null,234,null,204,null,47225,null,3841,null,42226,null,3649,null,4999,null,1031,null,2818,null,748,null,2181,null,808,null,0400000US42,Pennsylvania,42
19108,null,3080,null,8996,null,1926,null,4326,null,1362,null,4243,null,1356,null,83,null,135,null,83,null,135,null,0,null,287,null,4670,null,1395,null,3607,null,1060,null,1063,null,660,null,419,null,336,null,644,null,463,null,10112,null,1724,null,4455,null,1115,null,4388,null,1135,null,67,null,125,null,0,null,287,null,67,null,125,null,5657,null,1305,null,4623,null,1126,null,1034,null,526,null,464,null,285,null,570,null,411,null,0400000US44,Rhode Island,44
67629,null,5702,null,33400,null,3238,null,18897,null,2694,null,18768,null,2676,null,129,null,222,null,0,null,289,null,129,null,222,null,14503,null,2123,null,13758,null,2036,null,745,null,418,null,158,null,219,null,587,null,358,null,34229,null,3778,null,18425,null,2819,null,18291,null,2830,null,134,null,162,null,0,null,289,null,134,null,162,null,15804,null,2136,null,14376,null,1973,null,1428,null,622,null,484,null,366,null,944,null,440,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
101778,null,7096,null,50273,null,4313,null,24827,null,3064,null,24731,null,3064,null,96,null,113,null,0,null,283,null,96,null,113,null,25446,null,3023,null,23107,null,2708,null,2339,null,1148,null,295,null,233,null,2044,null,1125,null,51505,null,4190,null,25448,null,2823,null,25222,null,2806,null,226,null,231,null,49,null,90,null,177,null,187,null,26057,null,2566,null,24071,null,2509,null,1986,null,734,null,768,null,406,null,1218,null,660,null,0400000US47,Tennessee,47
531152,null,17047,null,270165,null,10281,null,128354,null,6563,null,126059,null,6539,null,2295,null,889,null,589,null,372,null,1706,null,787,null,141811,null,6865,null,115197,null,5960,null,26614,null,3123,null,9275,null,1449,null,17339,null,2668,null,260987,null,10608,null,123948,null,6948,null,121018,null,6965,null,2930,null,1190,null,410,null,315,null,2520,null,1093,null,137039,null,6618,null,114457,null,5668,null,22582,null,2577,null,9427,null,1482,null,13155,null,2066,null,0400000US48,Texas,48
60873,null,5523,null,32391,null,3811,null,19574,null,3019,null,19029,null,2943,null,545,null,503,null,0,null,265,null,545,null,503,null,12817,null,1942,null,10559,null,1917,null,2258,null,786,null,1038,null,493,null,1220,null,515,null,28482,null,2665,null,16114,null,2018,null,16071,null,2013,null,43,null,72,null,0,null,265,null,43,null,72,null,12368,null,1695,null,10853,null,1670,null,1515,null,571,null,541,null,391,null,974,null,414,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
190421,null,12486,null,96138,null,7409,null,51589,null,4864,null,50899,null,4895,null,690,null,450,null,54,null,88,null,636,null,463,null,44549,null,4202,null,37445,null,3872,null,7104,null,1977,null,2984,null,1063,null,4120,null,1513,null,94283,null,6506,null,47888,null,4440,null,46702,null,4382,null,1186,null,782,null,198,null,215,null,988,null,702,null,46395,null,3856,null,37686,null,3241,null,8709,null,2033,null,4632,null,1350,null,4077,null,1511,null,0400000US51,Virginia,51
283433,null,11425,null,143236,null,6210,null,72559,null,4591,null,72003,null,4568,null,556,null,303,null,118,null,140,null,438,null,275,null,70677,null,3926,null,64899,null,3864,null,5778,null,1594,null,2381,null,732,null,3397,null,1322,null,140197,null,7484,null,66412,null,4940,null,65698,null,4900,null,714,null,469,null,0,null,273,null,714,null,469,null,73785,null,4674,null,68724,null,4500,null,5061,null,1048,null,2398,null,688,null,2663,null,911,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
88355,null,6139,null,43665,null,3421,null,24192,null,2408,null,24077,null,2381,null,115,null,128,null,61,null,104,null,54,null,79,null,19473,null,2194,null,18478,null,2084,null,995,null,535,null,267,null,282,null,728,null,453,null,44690,null,3796,null,25736,null,3020,null,25396,null,3038,null,340,null,253,null,173,null,154,null,167,null,201,null,18954,null,2148,null,18141,null,2030,null,813,null,368,null,148,null,124,null,665,null,350,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
437740,null,14852,null,218978,null,9023,null,60414,null,4071,null,60330,null,4070,null,84,null,140,null,0,null,289,null,84,null,140,null,158564,null,6668,null,153155,null,6393,null,5409,null,1353,null,1100,null,466,null,4309,null,1360,null,218762,null,9112,null,61007,null,4288,null,60485,null,4311,null,522,null,329,null,271,null,269,null,251,null,241,null,157755,null,7128,null,151640,null,7190,null,6115,null,1642,null,1648,null,563,null,4467,null,1405,null,0400000US72,Puerto Rico,72
