B13002B_001E,B13002B_001EA,B13002B_001M,B13002B_001MA,B13002B_002E,B13002B_002EA,B13002B_002M,B13002B_002MA,B13002B_003E,B13002B_003EA,B13002B_003M,B13002B_003MA,B13002B_004E,B13002B_004EA,B13002B_004M,B13002B_004MA,B13002B_005E,B13002B_005EA,B13002B_005M,B13002B_005MA,B13002B_006E,B13002B_006EA,B13002B_006M,B13002B_006MA,B13002B_007E,B13002B_007EA,B13002B_007M,B13002B_007MA,GEO_ID,NAME,state
367829,null,3915,null,23875,null,2341,null,4978,null,1180,null,18897,null,2119,null,343954,null,4210,null,82533,null,4299,null,261421,null,4972,null,0400000US39,Ohio,39
71458,null,2386,null,4814,null,1069,null,1375,null,694,null,3439,null,931,null,66644,null,2382,null,19413,null,2149,null,47231,null,2688,null,0400000US40,Oklahoma,40
17535,null,1398,null,1009,null,648,null,73,null,122,null,936,null,613,null,16526,null,1426,null,4241,null,1041,null,12285,null,1387,null,0400000US41,Oregon,41
361884,null,3388,null,18704,null,2625,null,4034,null,1111,null,14670,null,2492,null,343180,null,3895,null,79245,null,4599,null,263935,null,5276,null,0400000US42,Pennsylvania,42
17015,null,1408,null,903,null,456,null,710,null,417,null,193,null,237,null,16112,null,1414,null,4612,null,939,null,11500,null,1541,null,0400000US44,Rhode Island,44
351569,null,3203,null,21720,null,2802,null,5821,null,1478,null,15899,null,2724,null,329849,null,3915,null,97106,null,4011,null,232743,null,4825,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
292467,null,3238,null,29952,null,2753,null,7723,null,1436,null,22229,null,2622,null,262515,null,4299,null,70612,null,3780,null,191903,null,5183,null,0400000US47,Tennessee,47
806711,null,6617,null,48158,null,4367,null,18964,null,2618,null,29194,null,3213,null,758553,null,7748,null,240448,null,8212,null,518105,null,9910,null,0400000US48,Texas,48
5725,null,987,null,328,null,253,null,82,null,121,null,246,null,241,null,5397,null,1014,null,1681,null,761,null,3716,null,888,null,0400000US49,Utah,49
1447,null,558,null,139,null,122,null,139,null,122,null,0,null,211,null,1308,null,601,null,681,null,532,null,627,null,354,null,0400000US50,Vermont,50
431281,null,4876,null,23649,null,3453,null,9688,null,1994,null,13961,null,2555,null,407632,null,5972,null,133332,null,5737,null,274300,null,6996,null,0400000US51,Virginia,51
58462,null,2477,null,4153,null,1224,null,2098,null,896,null,2055,null,727,null,54309,null,2772,null,17884,null,2130,null,36425,null,2738,null,0400000US53,Washington,53
12529,null,1383,null,678,null,349,null,460,null,316,null,218,null,186,null,11851,null,1387,null,3280,null,775,null,8571,null,1354,null,0400000US54,West Virginia,54
96063,null,1697,null,5701,null,1255,null,1593,null,670,null,4108,null,994,null,90362,null,2031,null,16780,null,2279,null,73582,null,2387,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
72666,null,4711,null,4023,null,933,null,2015,null,741,null,2008,null,756,null,68643,null,4618,null,20289,null,1876,null,48354,null,3824,null,0400000US72,Puerto Rico,72
