C19101B_001E,C19101B_001EA,C19101B_001M,C19101B_001MA,C19101B_002E,C19101B_002EA,C19101B_002M,C19101B_002MA,C19101B_003E,C19101B_003EA,C19101B_003M,C19101B_003MA,C19101B_004E,C19101B_004EA,C19101B_004M,C19101B_004MA,C19101B_005E,C19101B_005EA,C19101B_005M,C19101B_005MA,C19101B_006E,C19101B_006EA,C19101B_006M,C19101B_006MA,C19101B_007E,C19101B_007EA,C19101B_007M,C19101B_007MA,C19101B_008E,C19101B_008EA,C19101B_008M,C19101B_008MA,C19101B_009E,C19101B_009EA,C19101B_009M,C19101B_009MA,C19101B_010E,C19101B_010EA,C19101B_010M,C19101B_010MA,C19101B_011E,C19101B_011EA,C19101B_011M,C19101B_011MA,GEO_ID,NAME,state
377741,null,7620,null,20818,null,2678,null,13356,null,2244,null,29824,null,3112,null,32813,null,2728,null,46440,null,4298,null,71790,null,3837,null,55923,null,4041,null,63032,null,4013,null,27711,null,2892,null,16034,null,2144,null,0400000US24,Maryland,24
84450,null,3695,null,7257,null,1482,null,5008,null,1227,null,9521,null,1674,null,8449,null,1453,null,12070,null,1904,null,15033,null,1968,null,10288,null,1703,null,10636,null,1464,null,3470,null,1114,null,2718,null,699,null,0400000US25,Massachusetts,25
305103,null,6484,null,47700,null,4186,null,25870,null,2778,null,46466,null,3732,null,37173,null,3045,null,44622,null,3733,null,47432,null,3374,null,26938,null,2162,null,20531,null,2138,null,4244,null,1083,null,4127,null,1040,null,0400000US26,Michigan,26
47056,null,2255,null,7487,null,1675,null,3062,null,914,null,8433,null,1582,null,6021,null,1129,null,7209,null,1316,null,6320,null,1180,null,3790,null,1013,null,3312,null,965,null,858,null,375,null,564,null,253,null,0400000US27,Minnesota,27
252067,null,6423,null,38515,null,2873,null,26219,null,2523,null,49204,null,3897,null,33848,null,3433,null,38945,null,3439,null,37159,null,3473,null,17146,null,2074,null,8055,null,1651,null,1825,null,784,null,1151,null,558,null,0400000US28,Mississippi,28
155856,null,4459,null,21448,null,2271,null,12804,null,1892,null,22781,null,2599,null,22733,null,2668,null,24446,null,2323,null,25174,null,2082,null,12343,null,1674,null,10624,null,1396,null,2103,null,731,null,1400,null,512,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
16509,null,1578,null,3052,null,873,null,968,null,517,null,3609,null,986,null,2388,null,877,null,1423,null,628,null,2214,null,798,null,1361,null,431,null,1222,null,613,null,204,null,167,null,68,null,110,null,0400000US31,Nebraska,31
45261,null,2652,null,5211,null,1355,null,2514,null,870,null,4315,null,1476,null,5701,null,1331,null,7076,null,1489,null,9319,null,1531,null,5347,null,1172,null,4732,null,1078,null,459,null,321,null,587,null,351,null,0400000US32,Nevada,32
3205,null,847,null,320,null,459,null,219,null,205,null,502,null,452,null,161,null,212,null,845,null,422,null,724,null,382,null,270,null,224,null,164,null,153,null,0,null,255,null,0,null,255,null,0400000US33,New Hampshire,33
267862,null,6563,null,22984,null,2589,null,12058,null,1746,null,24102,null,3011,null,30829,null,3006,null,34010,null,3112,null,47030,null,3418,null,38150,null,3213,null,38651,null,3232,null,12666,null,1903,null,7382,null,1420,null,0400000US34,New Jersey,34
8961,null,1518,null,1138,null,612,null,281,null,279,null,859,null,621,null,829,null,586,null,982,null,547,null,2403,null,693,null,1038,null,877,null,1311,null,457,null,120,null,163,null,0,null,283,null,0400000US35,New Mexico,35
662867,null,9303,null,69200,null,4627,null,35346,null,3303,null,72325,null,4014,null,69692,null,4067,null,93324,null,4871,null,116291,null,5764,null,78743,null,4517,null,84887,null,4286,null,25518,null,2358,null,17541,null,2097,null,0400000US36,New York,36
492429,null,7896,null,56536,null,4038,null,36945,null,3485,null,76407,null,4576,null,69481,null,4532,null,81721,null,5549,null,85855,null,5363,null,43062,null,3007,null,32965,null,2973,null,5434,null,1196,null,4023,null,928,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
311721,null,7232,null,47487,null,3410,null,26873,null,2982,null,48409,null,3148,null,42428,null,3577,null,47352,null,3530,null,49120,null,3189,null,24778,null,2719,null,18778,null,1984,null,4418,null,1112,null,2078,null,644,null,0400000US39,Ohio,39
61354,null,2541,null,8735,null,1306,null,4415,null,1127,null,10041,null,1530,null,9547,null,1424,null,8679,null,1428,null,9907,null,1386,null,5223,null,1065,null,3962,null,957,null,600,null,429,null,245,null,237,null,0400000US40,Oklahoma,40
14312,null,1685,null,1518,null,754,null,916,null,630,null,2321,null,899,null,2079,null,732,null,2199,null,864,null,2506,null,776,null,909,null,464,null,1175,null,479,null,640,null,372,null,49,null,83,null,0400000US41,Oregon,41
278107,null,7042,null,34679,null,3464,null,19737,null,2510,null,41410,null,3575,null,38288,null,3599,null,40472,null,3080,null,45054,null,3360,null,26761,null,2739,null,23038,null,2192,null,5558,null,1103,null,3110,null,790,null,0400000US42,Pennsylvania,42
12707,null,1054,null,1617,null,809,null,931,null,579,null,1588,null,579,null,1946,null,798,null,1464,null,507,null,2065,null,669,null,1794,null,610,null,870,null,410,null,155,null,144,null,277,null,272,null,0400000US44,Rhode Island,44
302789,null,6378,null,39889,null,3630,null,23022,null,3212,null,51456,null,4079,null,41267,null,3555,null,48793,null,3010,null,50111,null,3977,null,26439,null,2389,null,16774,null,2173,null,3717,null,1045,null,1321,null,620,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
241450,null,5923,null,36075,null,3112,null,16746,null,2213,null,38559,null,3151,null,31332,null,3210,null,35066,null,3100,null,39765,null,3064,null,21452,null,2429,null,16405,null,1894,null,3553,null,849,null,2497,null,852,null,0400000US47,Tennessee,47
664318,null,7704,null,66448,null,4980,null,42955,null,3750,null,87856,null,4734,null,84188,null,5557,null,103381,null,5763,null,120636,null,5907,null,74533,null,4795,null,63091,null,3733,null,14841,null,1871,null,6389,null,1201,null,0400000US48,Texas,48
4490,null,1127,null,440,null,387,null,22,null,37,null,1183,null,697,null,642,null,519,null,556,null,421,null,795,null,518,null,283,null,249,null,473,null,288,null,96,null,135,null,0,null,265,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
362409,null,7156,null,27743,null,2934,null,20551,null,2763,null,39473,null,3452,null,37908,null,3413,null,58760,null,3925,null,72141,null,4470,null,45120,null,3816,null,39016,null,3252,null,12907,null,1742,null,8790,null,1296,null,0400000US51,Virginia,51
49130,null,2637,null,4526,null,1077,null,3262,null,1170,null,6291,null,1504,null,5078,null,1487,null,7375,null,1567,null,6812,null,1513,null,6510,null,1415,null,6814,null,1469,null,1764,null,751,null,698,null,426,null,0400000US53,Washington,53
11918,null,1425,null,1686,null,695,null,896,null,429,null,2207,null,769,null,1655,null,753,null,1863,null,713,null,1813,null,653,null,753,null,452,null,792,null,372,null,118,null,147,null,135,null,122,null,0400000US54,West Virginia,54
69648,null,3041,null,11527,null,1949,null,7105,null,1279,null,12185,null,1825,null,10313,null,1535,null,8704,null,1584,null,9617,null,1449,null,5287,null,1271,null,3741,null,804,null,631,null,332,null,538,null,377,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
66002,null,3269,null,17603,null,1807,null,7562,null,1187,null,13456,null,1691,null,8832,null,1210,null,8591,null,1179,null,5762,null,848,null,2242,null,630,null,1449,null,465,null,336,null,220,null,169,null,170,null,0400000US72,Puerto Rico,72
