C21001B_001E,C21001B_001EA,C21001B_001M,C21001B_001MA,C21001B_002E,C21001B_002EA,C21001B_002M,C21001B_002MA,C21001B_003E,C21001B_003EA,C21001B_003M,C21001B_003MA,C21001B_004E,C21001B_004EA,C21001B_004M,C21001B_004MA,C21001B_005E,C21001B_005EA,C21001B_005M,C21001B_005MA,C21001B_006E,C21001B_006EA,C21001B_006M,C21001B_006MA,C21001B_007E,C21001B_007EA,C21001B_007M,C21001B_007MA,C21001B_008E,C21001B_008EA,C21001B_008M,C21001B_008MA,C21001B_009E,C21001B_009EA,C21001B_009M,C21001B_009MA,C21001B_010E,C21001B_010EA,C21001B_010M,C21001B_010MA,C21001B_011E,C21001B_011EA,C21001B_011M,C21001B_011MA,C21001B_012E,C21001B_012EA,C21001B_012M,C21001B_012MA,C21001B_013E,C21001B_013EA,C21001B_013M,C21001B_013MA,C21001B_014E,C21001B_014EA,C21001B_014M,C21001B_014MA,C21001B_015E,C21001B_015EA,C21001B_015M,C21001B_015MA,GEO_ID,NAME,state
2083504,null,8302,null,940497,null,5223,null,862016,null,5455,null,126011,null,7039,null,736005,null,8073,null,78481,null,1998,null,27543,null,2444,null,50938,null,2806,null,1143007,null,5001,null,1011689,null,5172,null,30940,null,3024,null,980749,null,5442,null,131318,null,1900,null,882,null,496,null,130436,null,1905,null,0400000US13,Georgia,13
14133,null,2323,null,7453,null,1661,null,6783,null,1650,null,3704,null,1448,null,3079,null,1092,null,670,null,478,null,523,null,463,null,147,null,168,null,6680,null,1370,null,6087,null,1407,null,797,null,901,null,5290,null,1597,null,593,null,414,null,0,null,275,null,593,null,414,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
1348429,null,5842,null,610534,null,3845,null,541556,null,4195,null,63085,null,4835,null,478471,null,6351,null,68978,null,1072,null,28729,null,1981,null,40249,null,1979,null,737895,null,3587,null,627272,null,3510,null,8843,null,1429,null,618429,null,3778,null,110623,null,915,null,321,null,224,null,110302,null,963,null,0400000US17,Illinois,17
397869,null,3520,null,182702,null,2517,null,164405,null,2481,null,23335,null,2710,null,141070,null,3301,null,18297,null,895,null,7453,null,922,null,10844,null,1154,null,215167,null,2747,null,185043,null,2831,null,2449,null,943,null,182594,null,2809,null,30124,null,1165,null,492,null,311,null,29632,null,1241,null,0400000US18,Indiana,18
53182,null,2091,null,27389,null,1790,null,25164,null,1746,null,2203,null,801,null,22961,null,1680,null,2225,null,674,null,963,null,477,null,1262,null,586,null,25793,null,1555,null,22994,null,1645,null,382,null,289,null,22612,null,1682,null,2799,null,730,null,0,null,228,null,2799,null,730,null,0400000US19,Iowa,19
110532,null,2714,null,54902,null,2027,null,49916,null,1987,null,8378,null,1571,null,41538,null,2345,null,4986,null,728,null,2568,null,716,null,2418,null,744,null,55630,null,1870,null,48017,null,1903,null,2228,null,852,null,45789,null,1991,null,7613,null,733,null,0,null,244,null,7613,null,733,null,0400000US20,Kansas,20
231962,null,3913,null,109736,null,3067,null,98733,null,3141,null,16243,null,1869,null,82490,null,3122,null,11003,null,1098,null,5156,null,854,null,5847,null,920,null,122226,null,2674,null,104856,null,2588,null,2404,null,781,null,102452,null,2727,null,17370,null,1281,null,168,null,175,null,17202,null,1283,null,0400000US21,Kentucky,21
1013957,null,3746,null,462142,null,2325,null,413693,null,2414,null,52694,null,3731,null,360999,null,4302,null,48449,null,1320,null,14866,null,1581,null,33583,null,1731,null,551815,null,2335,null,475849,null,2361,null,7570,null,1634,null,468279,null,2766,null,75966,null,1029,null,127,null,118,null,75839,null,1048,null,0400000US22,Louisiana,22
9466,null,1839,null,5370,null,1130,null,4943,null,914,null,472,null,287,null,4471,null,953,null,427,null,346,null,141,null,189,null,286,null,289,null,4096,null,1005,null,3889,null,1011,null,271,null,338,null,3618,null,1039,null,207,null,198,null,0,null,230,null,207,null,198,null,0400000US23,Maine,23
1218452,null,6003,null,549346,null,3649,null,492670,null,3457,null,78708,null,4853,null,413962,null,5683,null,56676,null,1057,null,28300,null,1570,null,28376,null,1638,null,669106,null,4065,null,578645,null,3871,null,16568,null,2447,null,562077,null,4855,null,90461,null,1115,null,908,null,481,null,89553,null,1210,null,0400000US24,Maryland,24
300798,null,5232,null,142955,null,3290,null,130891,null,3311,null,7343,null,1667,null,123548,null,3436,null,12064,null,756,null,3220,null,726,null,8844,null,884,null,157843,null,3426,null,137905,null,3153,null,1298,null,507,null,136607,null,3253,null,19938,null,940,null,90,null,110,null,19848,null,950,null,0400000US25,Massachusetts,25
1000327,null,5027,null,458425,null,3972,null,408682,null,3854,null,43868,null,3258,null,364814,null,4607,null,49743,null,744,null,22556,null,1838,null,27187,null,1857,null,541902,null,2538,null,463034,null,2486,null,6305,null,1407,null,456729,null,2774,null,78868,null,647,null,386,null,232,null,78482,null,724,null,0400000US26,Michigan,26
156209,null,2304,null,82997,null,1633,null,78875,null,1657,null,3859,null,849,null,75016,null,1879,null,4122,null,366,null,814,null,361,null,3308,null,419,null,73212,null,1572,null,67996,null,1575,null,433,null,223,null,67563,null,1590,null,5216,null,337,null,58,null,72,null,5158,null,347,null,0400000US27,Minnesota,27
758567,null,4240,null,344845,null,3077,null,310453,null,3501,null,33496,null,3135,null,276957,null,4293,null,34392,null,1649,null,8448,null,1253,null,25944,null,1637,null,413722,null,2589,null,358050,null,2513,null,7685,null,1552,null,350365,null,2917,null,55672,null,999,null,116,null,143,null,55556,null,1008,null,0400000US28,Mississippi,28
472651,null,3745,null,215617,null,2758,null,193576,null,2630,null,26457,null,2098,null,167119,null,3311,null,22041,null,883,null,9457,null,1224,null,12584,null,1041,null,257034,null,2445,null,221793,null,2347,null,5154,null,1311,null,216639,null,2465,null,35241,null,850,null,205,null,181,null,35036,null,877,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
51779,null,1877,null,25978,null,1501,null,23744,null,1389,null,3953,null,938,null,19791,null,1593,null,2234,null,441,null,1016,null,461,null,1218,null,334,null,25801,null,1017,null,22781,null,999,null,624,null,410,null,22157,null,1009,null,3020,null,294,null,0,null,228,null,3020,null,294,null,0400000US31,Nebraska,31
142349,null,2581,null,69906,null,1693,null,62390,null,1653,null,11035,null,1830,null,51355,null,2178,null,7516,null,346,null,4145,null,686,null,3371,null,626,null,72443,null,1537,null,62922,null,1513,null,1285,null,602,null,61637,null,1695,null,9521,null,372,null,86,null,101,null,9435,null,387,null,0400000US32,Nevada,32
10685,null,817,null,5624,null,664,null,5534,null,664,null,343,null,201,null,5191,null,631,null,90,null,88,null,79,null,86,null,11,null,21,null,5061,null,804,null,4719,null,786,null,117,null,141,null,4602,null,801,null,342,null,211,null,0,null,255,null,342,null,211,null,0400000US33,New Hampshire,33
869795,null,5676,null,398712,null,3502,null,355129,null,3479,null,35264,null,3733,null,319865,null,5368,null,43583,null,984,null,17319,null,1597,null,26264,null,1803,null,471083,null,3659,null,399289,null,3528,null,5463,null,1530,null,393826,null,3605,null,71794,null,1285,null,229,null,191,null,71565,null,1292,null,0400000US34,New Jersey,34
29726,null,1910,null,16024,null,1611,null,13603,null,1620,null,3227,null,924,null,10376,null,1484,null,2421,null,682,null,1048,null,439,null,1373,null,758,null,13702,null,1197,null,10690,null,1196,null,1014,null,639,null,9676,null,1140,null,3012,null,961,null,0,null,283,null,3012,null,961,null,0400000US35,New Mexico,35
2260056,null,11853,null,1014226,null,7188,null,899444,null,6930,null,62950,null,4590,null,836494,null,7823,null,114782,null,1688,null,32415,null,2266,null,82367,null,2759,null,1245830,null,7549,null,1049509,null,6449,null,8271,null,1590,null,1041238,null,6619,null,196321,null,2840,null,745,null,321,null,195576,null,2802,null,0400000US36,New York,36
1427816,null,7179,null,646506,null,5394,null,576944,null,5615,null,96627,null,5016,null,480317,null,6387,null,69562,null,1737,null,23814,null,1631,null,45748,null,2042,null,781310,null,4021,null,666784,null,4007,null,18172,null,2289,null,648612,null,4333,null,114526,null,1828,null,684,null,329,null,113842,null,1864,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
982065,null,4593,null,454718,null,3133,null,403089,null,3222,null,51990,null,3475,null,351099,null,4061,null,51629,null,1353,null,27268,null,1863,null,24361,null,1784,null,527347,null,3634,null,443777,null,3505,null,6470,null,1629,null,437307,null,3926,null,83570,null,1499,null,705,null,366,null,82865,null,1581,null,0400000US39,Ohio,39
187120,null,3589,null,91194,null,2362,null,81261,null,2218,null,12048,null,1582,null,69213,null,2972,null,9933,null,911,null,4861,null,810,null,5072,null,925,null,95926,null,2296,null,82857,null,2240,null,1744,null,671,null,81113,null,2092,null,13069,null,1075,null,234,null,174,null,12835,null,1114,null,0400000US40,Oklahoma,40
48221,null,2126,null,25589,null,1540,null,23716,null,1453,null,3348,null,720,null,20368,null,1476,null,1873,null,341,null,1121,null,307,null,752,null,368,null,22632,null,1418,null,20202,null,1431,null,214,null,181,null,19988,null,1427,null,2430,null,220,null,0,null,275,null,2430,null,220,null,0400000US41,Oregon,41
951931,null,5124,null,438778,null,4052,null,391338,null,3765,null,49678,null,3500,null,341660,null,5444,null,47440,null,1183,null,22001,null,1770,null,25439,null,1915,null,513153,null,2889,null,432035,null,3066,null,6853,null,1523,null,425182,null,3508,null,81118,null,1156,null,307,null,289,null,80811,null,1123,null,0400000US42,Pennsylvania,42
43783,null,2305,null,21743,null,1518,null,20752,null,1746,null,1371,null,606,null,19381,null,1682,null,991,null,569,null,212,null,210,null,779,null,548,null,22040,null,1537,null,19593,null,1386,null,370,null,255,null,19223,null,1392,null,2447,null,546,null,89,null,146,null,2358,null,573,null,0400000US44,Rhode Island,44
924409,null,4099,null,418861,null,3541,null,372708,null,3805,null,54334,null,3582,null,318374,null,4789,null,46153,null,1083,null,15331,null,1674,null,30822,null,1817,null,505548,null,2535,null,428108,null,2667,null,10418,null,1949,null,417690,null,3099,null,77440,null,1142,null,277,null,197,null,77163,null,1178,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
739566,null,4515,null,335441,null,3443,null,304502,null,3297,null,45949,null,3107,null,258553,null,4434,null,30939,null,1221,null,13141,null,1225,null,17798,null,1500,null,404125,null,2772,null,352271,null,3088,null,7479,null,1397,null,344792,null,3428,null,51854,null,1419,null,346,null,312,null,51508,null,1511,null,0400000US47,Tennessee,47
2027392,null,7441,null,952622,null,6585,null,869764,null,6558,null,126927,null,5485,null,742837,null,7904,null,82858,null,2093,null,36603,null,2224,null,46255,null,2385,null,1074770,null,5779,null,945009,null,6003,null,23986,null,2664,null,921023,null,6908,null,129761,null,1998,null,1239,null,464,null,128522,null,1986,null,0400000US48,Texas,48
16051,null,1290,null,9573,null,1280,null,8974,null,1323,null,716,null,342,null,8258,null,1348,null,599,null,355,null,177,null,224,null,422,null,303,null,6478,null,1097,null,5541,null,980,null,169,null,185,null,5372,null,1020,null,937,null,631,null,0,null,265,null,937,null,631,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
1112840,null,7638,null,511895,null,5462,null,455922,null,5223,null,90923,null,5271,null,364999,null,7579,null,55973,null,2069,null,26137,null,2016,null,29836,null,1930,null,600945,null,4980,null,513872,null,5175,null,26411,null,2599,null,487461,null,6125,null,87073,null,1856,null,588,null,387,null,86485,null,1901,null,0400000US51,Virginia,51
158640,null,3664,null,85634,null,2367,null,78794,null,2299,null,13754,null,1857,null,65040,null,2510,null,6840,null,536,null,4136,null,661,null,2704,null,617,null,73006,null,2669,null,66094,null,2651,null,1891,null,663,null,64203,null,2660,null,6912,null,389,null,0,null,273,null,6912,null,389,null,0400000US53,Washington,53
42570,null,2268,null,22814,null,1698,null,20958,null,1626,null,3563,null,960,null,17395,null,1652,null,1856,null,574,null,1255,null,480,null,601,null,318,null,19756,null,1481,null,15658,null,1382,null,81,null,155,null,15577,null,1377,null,4098,null,895,null,0,null,269,null,4098,null,895,null,0400000US54,West Virginia,54
228141,null,2513,null,107974,null,2343,null,100416,null,2324,null,10743,null,1590,null,89673,null,2520,null,7558,null,496,null,2793,null,556,null,4765,null,728,null,120167,null,1325,null,107217,null,1320,null,1753,null,722,null,105464,null,1469,null,12950,null,616,null,377,null,398,null,12573,null,752,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
220895,null,10214,null,105545,null,6099,null,89375,null,5511,null,4868,null,1014,null,84507,null,5565,null,16170,null,1864,null,3614,null,711,null,12556,null,1664,null,115350,null,6078,null,94212,null,5274,null,476,null,360,null,93736,null,5223,null,21138,null,2024,null,95,null,165,null,21043,null,2013,null,0400000US72,Puerto Rico,72
