B12002D_001E,B12002D_001EA,B12002D_001M,B12002D_001MA,B12002D_002E,B12002D_002EA,B12002D_002M,B12002D_002MA,B12002D_003E,B12002D_003EA,B12002D_003M,B12002D_003MA,B12002D_004E,B12002D_004EA,B12002D_004M,B12002D_004MA,B12002D_005E,B12002D_005EA,B12002D_005M,B12002D_005MA,B12002D_006E,B12002D_006EA,B12002D_006M,B12002D_006MA,B12002D_007E,B12002D_007EA,B12002D_007M,B12002D_007MA,B12002D_008E,B12002D_008EA,B12002D_008M,B12002D_008MA,B12002D_009E,B12002D_009EA,B12002D_009M,B12002D_009MA,B12002D_010E,B12002D_010EA,B12002D_010M,B12002D_010MA,B12002D_011E,B12002D_011EA,B12002D_011M,B12002D_011MA,B12002D_012E,B12002D_012EA,B12002D_012M,B12002D_012MA,B12002D_013E,B12002D_013EA,B12002D_013M,B12002D_013MA,GEO_ID,NAME,state
228760,null,3928,null,111471,null,2981,null,37260,null,2614,null,69457,null,2512,null,588,null,500,null,1816,null,747,null,2350,null,785,null,117289,null,2450,null,26781,null,2338,null,73091,null,2567,null,1553,null,587,null,7302,null,1444,null,8562,null,1576,null,0400000US13,Georgia,13
425600,null,7714,null,195728,null,4638,null,61142,null,3400,null,114461,null,3978,null,1996,null,769,null,5172,null,1015,null,12957,null,1488,null,229872,null,4473,null,46293,null,3433,null,129443,null,4341,null,1985,null,782,null,32596,null,1817,null,19555,null,2321,null,0400000US15,Hawaii,15
13688,null,1058,null,6214,null,777,null,2303,null,705,null,3411,null,638,null,0,null,263,null,178,null,190,null,322,null,292,null,7474,null,885,null,874,null,493,null,5246,null,694,null,295,null,372,null,594,null,447,null,465,null,298,null,0400000US16,Idaho,16
451632,null,3452,null,219861,null,2463,null,73788,null,2991,null,135102,null,3139,null,2159,null,688,null,2810,null,822,null,6002,null,1402,null,231771,null,2384,null,63141,null,3264,null,141634,null,3987,null,1814,null,645,null,15369,null,1677,null,9813,null,1486,null,0400000US17,Illinois,17
70597,null,1944,null,32678,null,1552,null,12399,null,1530,null,18834,null,1374,null,54,null,84,null,346,null,256,null,1045,null,547,null,37919,null,1844,null,9219,null,1272,null,23811,null,1501,null,509,null,402,null,1766,null,620,null,2614,null,972,null,0400000US18,Indiana,18
36427,null,1818,null,16114,null,1485,null,5520,null,790,null,9419,null,1090,null,309,null,378,null,148,null,142,null,718,null,492,null,20313,null,1395,null,5150,null,1137,null,12689,null,1109,null,134,null,143,null,663,null,309,null,1677,null,760,null,0400000US19,Iowa,19
48816,null,1422,null,22800,null,1053,null,8094,null,1045,null,13528,null,1016,null,53,null,68,null,38,null,71,null,1087,null,418,null,26016,null,967,null,7676,null,1097,null,15437,null,1259,null,236,null,284,null,866,null,276,null,1801,null,585,null,0400000US20,Kansas,20
32267,null,1511,null,14678,null,927,null,4534,null,1011,null,9249,null,909,null,181,null,196,null,31,null,52,null,683,null,383,null,17589,null,1314,null,2711,null,934,null,12703,null,1382,null,273,null,187,null,684,null,366,null,1218,null,620,null,0400000US21,Kentucky,21
51329,null,2083,null,23984,null,1529,null,8532,null,1259,null,14312,null,1261,null,357,null,325,null,308,null,315,null,475,null,310,null,27345,null,1266,null,6496,null,1224,null,16930,null,1498,null,197,null,267,null,1880,null,792,null,1842,null,934,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
235186,null,2615,null,112366,null,1576,null,34770,null,2123,null,71771,null,2198,null,716,null,380,null,1093,null,503,null,4016,null,1180,null,122820,null,1633,null,28894,null,1778,null,78263,null,2488,null,1572,null,574,null,7156,null,965,null,6935,null,1261,null,0400000US24,Maryland,24
264431,null,2502,null,128144,null,1612,null,44273,null,2504,null,78526,null,2721,null,1221,null,528,null,1251,null,580,null,2873,null,783,null,136287,null,1878,null,42478,null,2290,null,78257,null,2805,null,2189,null,831,null,8024,null,1099,null,5339,null,1242,null,0400000US25,Massachusetts,25
187369,null,2640,null,90744,null,1821,null,30739,null,2053,null,57158,null,2107,null,382,null,242,null,779,null,446,null,1686,null,633,null,96625,null,1729,null,24280,null,1606,null,61733,null,2063,null,695,null,501,null,5026,null,992,null,4891,null,1038,null,0400000US26,Michigan,26
144462,null,1944,null,69059,null,1354,null,28034,null,1475,null,37718,null,1685,null,689,null,459,null,487,null,299,null,2131,null,654,null,75403,null,1609,null,23688,null,1548,null,41935,null,2136,null,1168,null,572,null,4395,null,965,null,4217,null,1070,null,0400000US27,Minnesota,27
19621,null,2097,null,9533,null,1340,null,4204,null,1135,null,4681,null,1000,null,184,null,187,null,0,null,291,null,464,null,324,null,10088,null,1527,null,1988,null,748,null,5909,null,1169,null,62,null,102,null,892,null,564,null,1237,null,750,null,0400000US28,Mississippi,28
68907,null,2252,null,33688,null,1618,null,11976,null,1878,null,19241,null,1513,null,272,null,290,null,125,null,156,null,2074,null,900,null,35219,null,1610,null,8695,null,1452,null,21305,null,1411,null,396,null,304,null,2262,null,629,null,2561,null,922,null,0400000US29,Missouri,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,Montana,30
22585,null,1432,null,11164,null,952,null,4817,null,921,null,5806,null,849,null,98,null,138,null,47,null,75,null,396,null,282,null,11421,null,854,null,2557,null,610,null,7449,null,898,null,274,null,260,null,262,null,201,null,879,null,302,null,0400000US31,Nebraska,31
144601,null,2431,null,63639,null,1515,null,21710,null,1808,null,34217,null,1859,null,1275,null,630,null,891,null,473,null,5546,null,1047,null,80962,null,1622,null,18095,null,1990,null,44502,null,2456,null,1900,null,891,null,6354,null,1079,null,10111,null,1441,null,0400000US32,Nevada,32
18848,null,1072,null,9255,null,872,null,3052,null,698,null,5815,null,790,null,0,null,255,null,202,null,332,null,186,null,172,null,9593,null,765,null,2854,null,689,null,5941,null,894,null,0,null,255,null,473,null,315,null,325,null,270,null,0400000US33,New Hampshire,33
535323,null,2465,null,264556,null,1651,null,76529,null,3295,null,178261,null,3468,null,1635,null,708,null,2777,null,856,null,5354,null,1123,null,270767,null,1708,null,59581,null,2944,null,179786,null,4019,null,2936,null,817,null,19072,null,1821,null,9392,null,1424,null,0400000US34,New Jersey,34
21784,null,1544,null,8595,null,981,null,3705,null,839,null,3848,null,763,null,0,null,283,null,0,null,283,null,1042,null,690,null,13189,null,1228,null,3591,null,1077,null,7626,null,1090,null,105,null,154,null,913,null,342,null,954,null,492,null,0400000US35,New Mexico,35
1114751,null,5435,null,541504,null,3523,null,185700,null,4871,null,325079,null,5858,null,6717,null,1517,null,9226,null,1750,null,14782,null,2038,null,573247,null,3296,null,172053,null,5137,null,320418,null,5984,null,10229,null,1696,null,38062,null,2990,null,32485,null,3356,null,0400000US36,New York,36
141952,null,2589,null,66539,null,2096,null,22316,null,2299,null,40388,null,2292,null,640,null,447,null,1394,null,619,null,1801,null,629,null,75413,null,2073,null,18925,null,1940,null,49465,null,2122,null,757,null,571,null,2907,null,645,null,3359,null,938,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
141289,null,2813,null,67601,null,1955,null,20520,null,1876,null,43630,null,2129,null,956,null,606,null,549,null,386,null,1946,null,798,null,73688,null,2132,null,17169,null,1923,null,46072,null,2007,null,1174,null,578,null,5249,null,1069,null,4024,null,1096,null,0400000US39,Ohio,39
48724,null,2114,null,23376,null,1396,null,8910,null,1132,null,13047,null,951,null,218,null,323,null,328,null,262,null,873,null,438,null,25348,null,1364,null,5335,null,966,null,16294,null,1483,null,189,null,238,null,2088,null,677,null,1442,null,592,null,0400000US40,Oklahoma,40
111177,null,2372,null,49064,null,1892,null,17042,null,1651,null,29464,null,1965,null,466,null,379,null,430,null,337,null,1662,null,444,null,62113,null,1875,null,16615,null,1691,null,35726,null,1962,null,1371,null,533,null,3120,null,693,null,5281,null,1188,null,0400000US41,Oregon,41
243541,null,3297,null,118361,null,2320,null,41491,null,2768,null,71461,null,2426,null,1677,null,705,null,1109,null,521,null,2623,null,801,null,125180,null,2156,null,35106,null,2580,null,75282,null,2857,null,1271,null,636,null,9169,null,1175,null,4352,null,1024,null,0400000US42,Pennsylvania,42
24996,null,1037,null,12871,null,772,null,6760,null,965,null,5155,null,800,null,0,null,287,null,53,null,89,null,903,null,518,null,12125,null,724,null,4658,null,1108,null,5230,null,1076,null,280,null,303,null,1364,null,530,null,593,null,413,null,0400000US44,Rhode Island,44
46446,null,2376,null,20522,null,1947,null,6917,null,1479,null,12574,null,1347,null,24,null,44,null,104,null,159,null,903,null,561,null,25924,null,1464,null,6406,null,1085,null,16336,null,1409,null,244,null,294,null,1959,null,805,null,979,null,491,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
67529,null,2488,null,31885,null,1701,null,10584,null,1633,null,19134,null,1494,null,528,null,439,null,154,null,181,null,1485,null,640,null,35644,null,1716,null,7486,null,1337,null,24376,null,1877,null,461,null,405,null,1730,null,613,null,1591,null,559,null,0400000US47,Tennessee,47
688213,null,4544,null,333869,null,3181,null,106957,null,3914,null,207448,null,4539,null,4278,null,1139,null,4887,null,1175,null,10299,null,1944,null,354344,null,2946,null,80165,null,3462,null,224300,null,4177,null,5317,null,1399,null,21950,null,2022,null,22612,null,2586,null,0400000US48,Texas,48
44650,null,1928,null,20104,null,1333,null,7455,null,1081,null,10687,null,1123,null,127,null,148,null,302,null,292,null,1533,null,818,null,24546,null,1067,null,6618,null,1092,null,14104,null,1245,null,106,null,124,null,2150,null,837,null,1568,null,669,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
316227,null,3629,null,147217,null,2234,null,45343,null,3126,null,94794,null,3243,null,1234,null,657,null,1514,null,580,null,4332,null,1114,null,169010,null,2756,null,38585,null,2524,null,109564,null,2953,null,2650,null,729,null,9804,null,1550,null,8407,null,1437,null,0400000US51,Virginia,51
365293,null,4141,null,166339,null,2649,null,56298,null,2899,null,97724,null,3217,null,2153,null,713,null,1801,null,502,null,8363,null,1460,null,198954,null,2872,null,46516,null,2875,null,119921,null,3864,null,2483,null,752,null,15512,null,1673,null,14522,null,1747,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
87592,null,2218,null,42308,null,1554,null,16008,null,1563,null,24107,null,1663,null,673,null,343,null,225,null,230,null,1295,null,675,null,45284,null,1716,null,13018,null,1484,null,26791,null,1699,null,512,null,371,null,2227,null,524,null,2736,null,787,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
10174,null,2054,null,3687,null,959,null,1483,null,591,null,1710,null,750,null,33,null,54,null,0,null,289,null,461,null,365,null,6487,null,1419,null,2588,null,816,null,1479,null,705,null,268,null,262,null,685,null,446,null,1467,null,657,null,0400000US72,Puerto Rico,72
