S1001_C02_024E,S1001_C02_024M,S1001_C03_024E,S1001_C03_024M,S1001_C01_025E,S1001_C01_025M,S1001_C02_025E,S1001_C02_025M,S1001_C03_025E,S1001_C03_025M,S1001_C01_026E,S1001_C01_026M,S1001_C02_026E,S1001_C02_026M,S1001_C03_026E,S1001_C03_026M,S1001_C01_027E,S1001_C01_027M,S1001_C02_027E,S1001_C02_027M,S1001_C03_027E,S1001_C03_027M,GEO_ID,S1001_C01_001E,S1001_C01_001M,S1001_C02_001E,S1001_C02_001M,S1001_C03_001E,S1001_C03_001M,S1001_C01_002E,S1001_C01_002M,S1001_C02_002E,S1001_C02_002M,S1001_C03_002E,S1001_C03_002M,S1001_C01_003E,S1001_C01_003M,S1001_C02_003E,S1001_C02_003M,S1001_C03_003E,S1001_C03_003M,S1001_C01_004E,S1001_C01_004M,S1001_C02_004E,S1001_C02_004M,S1001_C03_004E,S1001_C03_004M,S1001_C01_005E,S1001_C01_005M,S1001_C02_005E,S1001_C02_005M,S1001_C03_005E,S1001_C03_005M,S1001_C01_006E,S1001_C01_006M,S1001_C02_006E,S1001_C02_006M,S1001_C03_006E,S1001_C03_006M,S1001_C01_007E,S1001_C01_007M,S1001_C02_007E,S1001_C02_007M,S1001_C03_007E,S1001_C03_007M,S1001_C01_008E,S1001_C01_008M,S1001_C02_008E,S1001_C02_008M,S1001_C03_008E,S1001_C03_008M,S1001_C01_009E,S1001_C01_009M,S1001_C02_009E,S1001_C02_009M,S1001_C03_009E,S1001_C03_009M,S1001_C01_010E,S1001_C01_010M,S1001_C02_010E,S1001_C02_010M,S1001_C03_010E,S1001_C03_010M,S1001_C01_011E,S1001_C01_011M,S1001_C02_011E,S1001_C02_011M,S1001_C03_011E,S1001_C03_011M,S1001_C01_012E,S1001_C01_012M,S1001_C02_012E,S1001_C02_012M,S1001_C03_012E,S1001_C03_012M,S1001_C01_013E,S1001_C01_013M,S1001_C02_013E,S1001_C02_013M,S1001_C03_013E,S1001_C03_013M,S1001_C01_014E,S1001_C01_014M,S1001_C02_014E,S1001_C02_014M,S1001_C03_014E,S1001_C03_014M,S1001_C01_015E,S1001_C01_015M,S1001_C02_015E,S1001_C02_015M,S1001_C03_015E,S1001_C03_015M,S1001_C01_016E,S1001_C01_016M,S1001_C02_016E,S1001_C02_016M,S1001_C03_016E,S1001_C03_016M,S1001_C01_017E,S1001_C01_017M,S1001_C02_017E,S1001_C02_017M,S1001_C03_017E,S1001_C03_017M,S1001_C01_018E,S1001_C01_018M,S1001_C02_018E,S1001_C02_018M,S1001_C03_018E,S1001_C03_018M,S1001_C01_019E,S1001_C01_019M,S1001_C02_019E,S1001_C02_019M,S1001_C03_019E,S1001_C03_019M,S1001_C01_020E,S1001_C01_020M,S1001_C02_020E,S1001_C02_020M,S1001_C03_020E,S1001_C03_020M,S1001_C01_021E,S1001_C01_021M,S1001_C02_021E,S1001_C02_021M,S1001_C03_021E,S1001_C03_021M,S1001_C01_022E,S1001_C01_022M,S1001_C02_022E,S1001_C02_022M,S1001_C03_022E,S1001_C03_022M,S1001_C01_023E,S1001_C01_023M,S1001_C02_023E,S1001_C02_023M,S1001_C03_023E,S1001_C03_023M,S1001_C01_024E,S1001_C01_024M,S1001_C02_024EA,S1001_C02_024MA,S1001_C03_024EA,S1001_C03_024MA,S1001_C01_025MA,S1001_C01_025EA,S1001_C02_025MA,S1001_C02_025EA,S1001_C03_025MA,S1001_C03_025EA,S1001_C01_026EA,S1001_C01_026MA,S1001_C02_026EA,S1001_C02_026MA,S1001_C03_026EA,S1001_C03_026MA,S1001_C01_027EA,S1001_C01_027MA,S1001_C02_027MA,S1001_C02_027EA,S1001_C03_027EA,S1001_C03_027MA,NAME,S1001_C01_001EA,S1001_C01_001MA,S1001_C02_001EA,S1001_C02_001MA,S1001_C03_001EA,S1001_C03_001MA,S1001_C01_002EA,S1001_C01_002MA,S1001_C02_002EA,S1001_C02_002MA,S1001_C03_002MA,S1001_C03_002EA,S1001_C01_003MA,S1001_C01_003EA,S1001_C02_003EA,S1001_C02_003MA,S1001_C03_003EA,S1001_C03_003MA,S1001_C01_004EA,S1001_C01_004MA,S1001_C02_004MA,S1001_C02_004EA,S1001_C03_004EA,S1001_C03_004MA,S1001_C01_005EA,S1001_C01_005MA,S1001_C02_005EA,S1001_C02_005MA,S1001_C03_005EA,S1001_C03_005MA,S1001_C01_006MA,S1001_C01_006EA,S1001_C02_006MA,S1001_C02_006EA,S1001_C03_006EA,S1001_C03_006MA,S1001_C01_007EA,S1001_C01_007MA,S1001_C02_007EA,S1001_C02_007MA,S1001_C03_007EA,S1001_C03_007MA,S1001_C01_008EA,S1001_C01_008MA,S1001_C02_008EA,S1001_C02_008MA,S1001_C03_008EA,S1001_C03_008MA,S1001_C01_009MA,S1001_C01_009EA,S1001_C02_009EA,S1001_C02_009MA,S1001_C03_009EA,S1001_C03_009MA,S1001_C01_010MA,S1001_C01_010EA,S1001_C02_010MA,S1001_C02_010EA,S1001_C03_010EA,S1001_C03_010MA,S1001_C01_011EA,S1001_C01_011MA,S1001_C02_011EA,S1001_C02_011MA,S1001_C03_011MA,S1001_C03_011EA,S1001_C01_012EA,S1001_C01_012MA,S1001_C02_012EA,S1001_C02_012MA,S1001_C03_012EA,S1001_C03_012MA,S1001_C01_013EA,S1001_C01_013MA,S1001_C02_013MA,S1001_C02_013EA,S1001_C03_013MA,S1001_C03_013EA,S1001_C01_014EA,S1001_C01_014MA,S1001_C02_014EA,S1001_C02_014MA,S1001_C03_014EA,S1001_C03_014MA,S1001_C01_015EA,S1001_C01_015MA,S1001_C02_015MA,S1001_C02_015EA,S1001_C03_015EA,S1001_C03_015MA,S1001_C01_016EA,S1001_C01_016MA,S1001_C02_016EA,S1001_C02_016MA,S1001_C03_016EA,S1001_C03_016MA,S1001_C01_017EA,S1001_C01_017MA,S1001_C02_017MA,S1001_C02_017EA,S1001_C03_017MA,S1001_C03_017EA,S1001_C01_018MA,S1001_C01_018EA,S1001_C02_018EA,S1001_C02_018MA,S1001_C03_018EA,S1001_C03_018MA,S1001_C01_019MA,S1001_C01_019EA,S1001_C02_019EA,S1001_C02_019MA,S1001_C03_019EA,S1001_C03_019MA,S1001_C01_020EA,S1001_C01_020MA,S1001_C02_020EA,S1001_C02_020MA,S1001_C03_020EA,S1001_C03_020MA,S1001_C01_021MA,S1001_C01_021EA,S1001_C02_021MA,S1001_C02_021EA,S1001_C03_021EA,S1001_C03_021MA,S1001_C01_022EA,S1001_C01_022MA,S1001_C02_022EA,S1001_C02_022MA,S1001_C03_022MA,S1001_C03_022EA,S1001_C01_023EA,S1001_C01_023MA,S1001_C02_023EA,S1001_C02_023MA,S1001_C03_023EA,S1001_C03_023MA,S1001_C01_024EA,S1001_C01_024MA,state
29.4,5.0,27.5,6.6,72.0,4.2,68.5,5.5,67.2,8.6,7.0,2.2,6.9,2.5,6.4,3.3,21.0,3.7,24.6,5.0,26.4,8.1,0400000US28,84819,7117,53507,5859,21999,3772,36.9,3.2,33.7,4.2,18.3,5.0,33.8,3.0,35.7,3.5,40.4,5.4,29.3,2.9,30.6,3.7,41.3,6.2,96.9,1.1,95.9,1.7,93.6,3.6,36.6,3.2,34.1,4.2,-999999999.0,-999999999.0,57.9,3.5,58.9,4.3,-999999999.0,-999999999.0,1.0,0.6,1.4,1.0,-999999999.0,-999999999.0,0.0,0.1,0.0,0.4,-999999999.0,-999999999.0,0.0,0.2,0.0,0.4,-999999999.0,-999999999.0,1.4,0.9,1.6,1.3,-999999999.0,-999999999.0,3.1,1.1,4.1,1.7,6.4,3.6,4.4,1.7,4.1,2.2,3.7,3.6,34.1,3.2,31.6,4.4,41.4,7.5,100.0,0.2,100.0,0.4,100.0,0.9,0.0,0.2,0.0,0.4,0.0,0.9,45292,5995,42650,8688,32672,6730,84819,7117,53507,5859,21999,3772,49.2,4.4,48.9,5.5,37.2,7.3,30.3,3.5,32.4,4.7,37.8,8.0,69.7,3.5,67.6,4.7,62.2,8.0,84819,7117,53507,5859,21999,3772,70.9,3.5,70.6,5.0,72.5,6.6,29.1,3.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US09,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
31.3,1.9,31.3,3.0,80.4,1.3,77.9,1.8,74.7,4.0,9.5,1.0,12.3,1.6,14.7,3.0,10.1,1.0,9.8,1.3,10.6,2.0,0400000US48,701829,20123,330203,15067,119467,10838,43.9,1.2,40.9,1.7,22.5,2.5,32.2,1.1,32.1,1.7,34.2,2.6,23.8,1.2,27.0,1.5,43.3,2.9,95.4,0.6,94.9,0.8,95.1,1.5,69.9,1.6,67.1,1.8,61.6,3.6,17.0,1.2,19.7,1.7,26.4,3.4,0.4,0.1,0.6,0.2,0.6,0.4,0.9,0.3,0.9,0.5,0.5,0.3,0.1,0.1,0.1,0.1,0.0,0.2,7.0,0.9,6.6,1.2,6.0,1.9,4.6,0.6,5.1,0.8,4.9,1.5,56.3,1.7,51.0,2.5,39.5,3.6,23.7,1.2,26.1,1.8,30.7,3.1,98.3,0.5,98.4,0.7,99.3,0.4,1.7,0.5,1.6,0.7,0.7,0.4,63077,2119,55239,2057,39217,2707,701829,20123,330203,15067,119467,10838,44.6,1.9,47.4,2.4,38.9,3.7,19.8,1.3,22.8,2.1,30.6,3.8,80.2,1.3,77.2,2.1,69.4,3.8,701829,20123,330203,15067,119467,10838,73.2,1.4,68.7,1.9,68.7,3.0,26.8,1.4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
30.3,5.8,31.6,8.1,89.4,2.4,87.8,3.9,87.5,5.3,9.1,2.3,11.0,3.9,11.4,5.1,1.5,0.9,1.2,1.0,1.1,1.7,0400000US24,113832,9475,47646,5687,15207,2822,39.3,3.0,39.3,4.8,19.6,6.3,34.5,2.8,33.8,4.5,37.5,6.7,26.2,2.5,26.9,4.5,43.0,7.9,92.2,1.7,90.6,3.4,86.8,6.4,35.6,3.5,33.0,5.3,-999999999.0,-999999999.0,46.0,3.6,49.2,5.6,-999999999.0,-999999999.0,0.3,0.4,0.5,0.9,-999999999.0,-999999999.0,2.6,1.1,2.8,1.6,-999999999.0,-999999999.0,0.0,0.2,0.0,0.4,-999999999.0,-999999999.0,7.6,3.0,5.1,2.9,-999999999.0,-999999999.0,7.8,1.7,9.4,3.4,13.2,6.4,12.6,3.0,10.6,3.4,6.6,3.6,32.0,3.2,29.6,4.8,24.6,7.3,98.2,0.6,98.3,1.2,100.0,1.1,1.8,0.6,1.7,1.2,0.0,1.1,91987,5984,84536,6920,54074,17419,113832,9475,47646,5687,15207,2822,39.3,3.5,45.0,5.5,38.0,10.6,10.4,2.5,13.4,4.0,20.2,8.0,89.6,2.5,86.6,4.0,79.8,8.0,113832,9475,47646,5687,15207,2822,75.2,3.5,69.7,5.8,68.4,8.1,24.8,3.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
32.7,4.5,32.4,6.6,77.1,3.3,75.7,3.7,74.4,5.9,7.5,2.2,9.0,2.9,14.1,5.4,15.4,2.7,15.3,2.7,11.5,3.0,0400000US01,123155,8127,71822,6806,32826,4940,37.6,2.6,33.3,3.4,21.7,4.4,36.2,2.6,37.6,3.1,37.0,4.9,26.2,2.7,29.1,3.4,41.3,5.5,96.2,1.1,95.6,1.4,97.2,1.5,49.7,3.1,47.3,3.9,-999999999.0,-999999999.0,44.1,3.5,45.7,4.1,-999999999.0,-999999999.0,0.5,0.4,0.9,0.7,-999999999.0,-999999999.0,0.7,0.7,0.0,0.2,-999999999.0,-999999999.0,0.0,0.1,0.0,0.2,-999999999.0,-999999999.0,1.1,0.6,1.7,1.0,-999999999.0,-999999999.0,3.8,1.1,4.4,1.4,2.8,1.5,2.8,1.0,3.3,1.3,4.5,2.6,48.6,3.2,46.4,3.9,50.7,7.1,99.8,0.3,99.9,0.1,100.0,0.5,0.2,0.3,0.1,0.1,0.0,0.5,52339,2979,43085,3185,36048,6079,123155,8127,71822,6806,32826,4940,47.3,3.4,49.5,3.9,44.2,7.5,27.1,3.1,32.9,5.0,40.6,7.3,72.9,3.1,67.1,5.0,59.4,7.3,123155,8127,71822,6806,32826,4940,72.6,3.2,67.3,4.5,67.6,6.6,27.4,3.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
30.1,3.5,25.7,5.1,79.2,2.7,74.4,3.9,73.3,5.9,6.0,1.5,6.5,2.1,6.8,2.7,14.8,2.4,19.1,3.3,19.9,5.4,0400000US47,149383,8957,88817,6746,39406,4186,39.4,2.8,33.7,3.3,18.7,3.3,34.8,2.2,36.6,2.9,39.5,4.6,25.7,2.3,29.7,2.7,41.8,4.2,92.4,1.8,91.3,2.4,93.0,3.3,64.9,3.5,67.6,4.7,-999999999.0,-999999999.0,24.9,3.4,22.0,4.4,-999999999.0,-999999999.0,0.1,0.2,0.2,0.3,-999999999.0,-999999999.0,0.9,0.5,0.8,0.6,-999999999.0,-999999999.0,0.0,0.1,0.0,0.2,-999999999.0,-999999999.0,1.6,0.7,0.7,0.5,-999999999.0,-999999999.0,7.6,1.8,8.7,2.4,7.0,3.3,5.3,1.1,3.7,1.3,2.1,1.3,62.1,3.5,65.2,4.7,71.8,5.8,99.4,0.4,99.3,0.6,99.1,1.1,0.6,0.4,0.7,0.6,0.9,1.1,52622,3714,43328,4845,35883,3809,149383,8957,88817,6746,39406,4186,49.6,3.0,52.9,4.2,42.7,6.4,25.4,3.3,28.9,4.2,35.1,5.9,74.6,3.3,71.1,4.2,64.9,5.9,149383,8957,88817,6746,39406,4186,69.6,2.6,69.9,3.5,74.3,5.1,30.4,2.6,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US32,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
25.9,4.0,26.2,5.4,83.2,2.2,82.2,2.9,79.5,4.1,4.8,1.3,6.2,2.1,9.7,3.4,11.9,1.9,11.7,2.1,10.8,2.7,0400000US40,77324,4876,45410,3281,22811,2595,37.2,2.4,32.1,2.9,24.5,3.5,35.1,2.3,36.3,3.1,40.7,4.9,27.8,2.4,31.6,2.9,34.7,4.6,85.1,2.1,84.9,2.7,85.0,3.9,57.1,2.9,58.0,4.0,54.9,5.3,8.0,1.8,8.6,2.6,11.3,4.8,16.0,1.9,14.6,2.1,15.2,3.3,0.5,0.3,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,3.5,1.3,3.3,1.7,3.4,3.2,14.9,2.1,15.1,2.7,15.0,3.9,13.1,2.1,11.4,2.5,11.1,3.9,50.6,3.0,52.7,4.1,50.5,5.1,99.1,0.7,98.8,1.1,98.9,1.6,0.9,0.7,1.2,1.1,1.1,1.6,62681,2801,55589,4660,47008,5483,77324,4876,45410,3281,22811,2595,42.3,3.0,42.1,3.9,34.7,6.1,19.5,2.3,23.5,3.6,28.3,5.6,80.5,2.3,76.5,3.6,71.7,5.6,77324,4876,45410,3281,22811,2595,75.7,2.8,74.1,4.0,73.8,5.4,24.3,2.8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
