GEO_ID,B21001D_001E,B21001D_001M,B21001D_002E,B21001D_002M,B21001D_003E,B21001D_003M,B21001D_004E,B21001D_004M,B21001D_005E,B21001D_005M,B21001D_006E,B21001D_006M,B21001D_007E,B21001D_007M,B21001D_008E,B21001D_008M,B21001D_009E,B21001D_009M,B21001D_010E,B21001D_010M,B21001D_011E,B21001D_011M,B21001D_012E,B21001D_012M,B21001D_013E,B21001D_013M,B21001D_014E,B21001D_014M,B21001D_015E,B21001D_015M,B21001D_016E,B21001D_016M,B21001D_017E,B21001D_017M,B21001D_018E,B21001D_018M,B21001D_019E,B21001D_019M,B21001D_020E,B21001D_020M,B21001D_021E,B21001D_021M,B21001D_022E,B21001D_022M,B21001D_023E,B21001D_023M,B21001D_024E,B21001D_024M,B21001D_025E,B21001D_025M,B21001D_026E,B21001D_026M,B21001D_027E,B21001D_027M,B21001D_028E,B21001D_028M,B21001D_029E,B21001D_029M,B21001D_030E,B21001D_030M,B21001D_031E,B21001D_031M,B21001D_032E,B21001D_032M,B21001D_033E,B21001D_033M,NAME,B21001D_001EA,B21001D_001MA,B21001D_002EA,B21001D_002MA,B21001D_003EA,B21001D_003MA,B21001D_004EA,B21001D_004MA,B21001D_005EA,B21001D_005MA,B21001D_006EA,B21001D_006MA,B21001D_007EA,B21001D_007MA,B21001D_008EA,B21001D_008MA,B21001D_009EA,B21001D_009MA,B21001D_010EA,B21001D_010MA,B21001D_011MA,B21001D_011EA,B21001D_012MA,B21001D_012EA,B21001D_013EA,B21001D_013MA,B21001D_014EA,B21001D_014MA,B21001D_015EA,B21001D_015MA,B21001D_016EA,B21001D_016MA,B21001D_017MA,B21001D_017EA,B21001D_018MA,B21001D_018EA,B21001D_019EA,B21001D_019MA,B21001D_020EA,B21001D_020MA,B21001D_021EA,B21001D_021MA,B21001D_022MA,B21001D_022EA,B21001D_023MA,B21001D_023EA,B21001D_024EA,B21001D_024MA,B21001D_025EA,B21001D_025MA,B21001D_026EA,B21001D_026MA,B21001D_027MA,B21001D_027EA,B21001D_028MA,B21001D_028EA,B21001D_029MA,B21001D_029EA,B21001D_030EA,B21001D_030MA,B21001D_031EA,B21001D_031MA,B21001D_032MA,B21001D_032EA,B21001D_033MA,B21001D_033EA,state
0400000US13,181980,3305,89019,2216,36184,2057,526,352,35658,2107,37849,1388,777,410,37072,1420,9169,1100,762,462,8407,1088,4500,1054,651,440,3849,919,1317,647,238,255,1079,629,92961,1779,36574,1902,240,202,36334,1951,39577,1590,142,171,39435,1623,10775,1094,0,297,10775,1094,3911,839,0,297,3911,839,2124,886,0,297,2124,886,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,432427,5905,197315,3391,45637,2255,750,291,44887,2221,75958,1912,8398,1367,67560,2250,32725,1071,10710,1068,22015,1269,19477,605,9810,964,9667,1094,23518,443,11873,1100,11645,1068,235112,4035,48271,1959,418,409,47853,1995,85088,2113,695,400,84393,2147,37752,1127,320,236,37432,1114,25732,701,359,217,25373,727,38269,634,241,214,38028,651,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,393321,2891,191105,2005,71851,1696,1319,808,70532,1630,78822,1020,2617,1000,76205,1358,22970,685,1256,483,21714,705,11944,719,467,306,11477,701,5518,584,1461,535,4057,633,202216,1815,72337,1593,162,193,72175,1597,82274,1247,101,110,82173,1252,25771,602,203,267,25568,616,13712,617,145,175,13567,640,8122,490,0,266,8122,490,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,56757,1633,26993,1242,12787,1198,254,287,12533,1135,10298,945,340,247,9958,853,2283,538,89,149,2194,499,1111,308,253,224,858,264,514,306,40,60,474,302,29764,1303,12939,1027,0,264,12939,1027,11347,1071,0,264,11347,1071,3097,552,0,264,3097,552,1400,520,0,264,1400,520,981,402,0,264,981,402,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,30782,1055,14719,932,7061,694,230,202,6831,715,5445,686,246,206,5199,680,1460,451,256,205,1204,443,512,338,89,131,423,318,241,191,34,40,207,191,16063,803,7768,815,48,81,7720,821,5514,843,107,129,5407,867,1525,495,0,221,1525,495,1134,474,0,221,1134,474,122,127,0,221,122,127,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,40372,1538,19465,1084,7090,817,264,245,6826,887,9225,762,563,269,8662,793,2012,627,85,123,1927,594,970,411,0,240,970,411,168,180,0,240,168,180,20907,889,8397,785,96,164,8301,779,8704,707,245,220,8459,680,2273,544,52,86,2221,543,607,355,0,240,607,355,926,432,0,240,926,432,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,45165,1926,22261,1846,8698,1355,31,46,8667,1358,8896,1340,145,201,8751,1361,3293,625,670,393,2623,533,901,309,99,123,802,289,473,318,175,207,298,233,22904,1621,9389,1649,242,252,9147,1648,9024,947,183,256,8841,921,2353,624,0,278,2353,624,1242,496,0,278,1242,496,896,494,0,278,896,494,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,200010,2141,93946,1656,32167,1219,913,515,31254,1296,39603,1219,1634,669,37969,1350,12310,601,841,398,11469,659,6467,515,337,225,6130,515,3399,626,535,370,2864,646,106064,1547,34514,972,384,322,34130,1006,46364,1226,321,215,46043,1222,13394,451,42,71,13352,444,6912,553,72,113,6840,556,4880,618,0,282,4880,618,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,223616,1984,108953,1492,46670,1209,880,596,45790,1366,44386,789,591,402,43795,813,9293,548,527,445,8766,728,5982,759,457,260,5525,742,2622,723,502,383,2120,722,114663,1081,49464,834,0,282,49464,834,45484,723,0,282,45484,723,9347,562,0,282,9347,562,6091,604,0,282,6091,604,4277,620,0,282,4277,620,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,167360,1919,80202,1337,32707,1238,306,265,32401,1228,34516,1261,620,319,33896,1264,8136,887,423,224,7713,867,3371,425,421,230,2950,434,1472,431,289,193,1183,430,87158,1612,35569,1452,71,118,35498,1454,35766,980,11,16,35755,983,8519,776,0,238,8519,776,4477,611,0,238,4477,611,2827,644,0,238,2827,644,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,120978,2097,59831,1422,27876,1566,205,191,27671,1575,24217,1323,812,560,23405,1286,4633,527,215,172,4418,520,2108,573,460,278,1648,538,997,407,212,181,785,355,61147,1528,29114,1319,53,89,29061,1336,22697,842,139,115,22558,864,4836,442,0,209,4836,442,2399,670,0,209,2399,670,2101,522,0,209,2101,522,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,59344,1560,28735,1288,12997,1332,429,420,12568,1402,10999,886,366,259,10633,900,2764,491,372,337,2392,527,1086,495,80,134,1006,477,889,458,227,202,662,416,30609,1203,10908,953,50,82,10858,949,13330,819,0,256,13330,819,4375,900,0,256,4375,900,1499,593,0,256,1499,593,497,296,0,256,497,296,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,110367,1962,49897,1291,16897,1078,752,513,16145,1032,20695,826,1361,737,19334,996,6307,536,1493,498,4814,563,3937,444,806,311,3131,523,2061,432,701,471,1360,431,60470,1338,18346,1021,105,133,18241,993,25090,792,55,101,25035,822,8650,346,58,97,8592,358,6082,459,0,297,6082,459,2302,472,0,297,2302,472,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,469441,4343,229954,2646,78793,1682,462,327,78331,1662,105545,2120,1944,921,103601,2164,27885,662,1916,719,25969,857,13071,879,304,221,12767,902,4660,767,1125,626,3535,694,239487,2197,80210,1261,302,246,79908,1202,107610,1506,55,89,107555,1505,29356,664,210,202,29146,711,15384,801,90,150,15294,802,6927,881,0,278,6927,881,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18327,1434,7883,796,3148,627,279,316,2869,526,3226,620,229,226,2997,650,678,334,152,152,526,261,445,326,50,88,395,319,386,225,128,126,258,218,10444,1029,3399,852,44,69,3355,867,3985,682,53,88,3932,672,1777,629,0,282,1777,629,721,364,78,133,643,353,562,316,0,282,562,316,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,971709,5044,474146,3170,164746,2966,1391,627,163355,3062,206171,1971,2736,949,203435,2170,56953,878,1947,687,55006,1023,30076,861,1485,646,28591,1086,16200,812,1671,669,14529,785,497563,2917,171047,2335,279,218,170768,2274,209792,1693,731,416,209061,1685,61131,1029,104,184,61027,999,33517,1003,183,173,33334,1001,22076,655,67,106,22009,650,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,108290,2643,50209,1830,20711,1808,780,493,19931,1765,21597,1354,901,578,20696,1445,5207,692,393,257,4814,725,2065,630,283,238,1782,592,629,335,75,127,554,317,58081,1856,23036,1942,195,183,22841,1925,23734,1542,79,134,23655,1565,7513,1140,230,348,7283,1118,2542,705,44,68,2498,706,1256,538,0,284,1256,538,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,124300,2129,59980,1587,24389,1318,74,125,24315,1298,24794,1204,744,424,24050,1216,6264,836,400,300,5864,876,3737,728,155,131,3582,730,796,327,309,222,487,249,64320,1432,24731,1168,63,79,24668,1174,27165,1309,268,239,26897,1292,7289,754,113,125,7176,775,3108,799,52,92,3056,813,2027,596,0,262,2027,596,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,40907,1818,18641,976,7893,751,469,395,7424,756,7531,910,513,345,7018,960,2351,420,517,314,1834,471,572,264,141,162,431,257,294,229,0,247,294,229,22266,1237,8246,1193,184,240,8062,1208,9616,1107,80,98,9536,1116,2640,341,0,247,2640,341,1410,354,0,247,1410,354,354,242,0,247,354,242,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,96700,2058,44480,1723,17195,1362,302,278,16893,1317,18476,1098,841,451,17635,1134,4259,472,774,348,3485,522,2705,573,325,216,2380,632,1845,479,997,468,848,302,52220,1250,19138,1055,0,270,19138,1055,21518,980,0,270,21518,980,5339,553,0,270,5339,553,2928,478,0,270,2928,478,3297,633,0,270,3297,633,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,202313,2196,98885,1520,39575,1161,794,625,38781,1358,40982,1024,1041,433,39941,1102,11049,868,633,428,10416,1001,5052,674,538,410,4514,684,2227,463,399,301,1828,414,103428,1395,40104,1252,61,109,40043,1249,41352,1194,164,140,41188,1190,12858,744,165,205,12693,785,5777,631,0,242,5777,631,3337,548,0,242,3337,548,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
