GEO_ID,B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,NAME,B19101F_001EA,B19101F_001MA,B19101F_002MA,B19101F_002EA,B19101F_003EA,B19101F_003MA,B19101F_004EA,B19101F_004MA,B19101F_005MA,B19101F_005EA,B19101F_006MA,B19101F_006EA,B19101F_007MA,B19101F_007EA,B19101F_008MA,B19101F_008EA,B19101F_009EA,B19101F_009MA,B19101F_010EA,B19101F_010MA,B19101F_011MA,B19101F_011EA,B19101F_012MA,B19101F_012EA,B19101F_013MA,B19101F_013EA,B19101F_014EA,B19101F_014MA,B19101F_015EA,B19101F_015MA,B19101F_016MA,B19101F_016EA,B19101F_017MA,B19101F_017EA,state
0400000US20,25091,2070,2526,842,1016,612,2940,1063,2753,961,1957,766,1382,583,2870,1092,911,540,2173,761,1776,611,1674,590,1832,530,585,345,279,295,267,280,150,185,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,5156,1132,358,316,201,180,669,340,542,286,666,369,602,367,147,164,217,143,251,174,631,667,142,135,234,224,266,296,94,105,107,182,29,63,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,7678,1155,281,163,775,587,1049,719,449,323,364,236,675,309,658,439,378,288,289,237,619,374,816,419,427,259,422,389,146,184,330,343,0,278,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,32760,2819,874,445,1528,984,1138,744,1399,711,2901,1370,2166,940,2298,806,2316,1032,1705,585,4267,1044,2886,723,4785,1639,1798,690,972,456,1374,568,353,396,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,64692,5103,8927,2144,8257,2105,6631,1384,3995,1055,6561,1721,3391,1232,2589,839,3789,1243,2240,1134,4273,1137,5129,1468,4356,1490,2070,776,1414,1001,903,592,167,160,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,33856,2546,2723,969,732,294,2620,800,3063,1075,1968,652,3179,769,1608,770,2415,772,1961,683,3621,1072,3933,1035,3899,869,1233,561,575,327,243,209,83,89,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16696,2042,1137,651,1032,474,1376,730,1581,650,1735,948,2132,886,1288,628,571,423,614,378,1439,474,2058,1022,1125,421,304,210,86,105,11,18,207,191,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12389,1961,1375,748,1338,657,1168,702,882,546,673,348,897,499,835,468,972,523,344,256,1325,602,1027,411,955,462,321,241,71,120,206,183,0,256,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10725,1288,1053,483,759,506,687,388,909,450,954,469,1059,532,674,388,654,449,644,358,1370,613,711,357,822,398,263,200,37,63,82,95,47,78,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34069,3057,2348,1199,1718,1042,2175,826,3535,1033,2311,763,2800,946,1421,577,1673,639,2695,800,3271,1014,3840,927,4166,1085,1139,406,357,219,465,260,155,270,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,150522,5814,13619,2908,11842,2236,10829,2321,9983,2399,9923,1792,12166,2260,12273,2500,7737,1773,8996,2444,12035,2542,13360,2270,12387,2376,7863,1462,3658,1002,2504,860,1347,577,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69481,3656,6023,1384,5358,1364,5587,1307,5550,1173,4377,1039,5503,1169,4868,1114,6151,1232,2893,781,4711,1073,7936,1570,5277,1040,2586,785,1284,588,927,441,450,273,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,393415,10639,60169,4771,33863,3580,30603,3742,30333,3730,30861,3838,22285,2775,24795,3474,20836,3502,17883,2350,29676,3251,31259,3803,30059,2669,14723,2404,7597,1728,5217,1086,3256,1065,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,55939,3442,5878,1541,6237,1334,6490,1689,7555,1656,4873,1330,3176,875,4760,1231,4180,1181,2164,839,3657,874,3325,1356,2579,777,664,491,117,173,0,284,284,337,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,22970,1862,2687,775,1454,562,2046,667,2614,841,2334,758,1291,575,1272,444,1199,524,857,466,1348,481,3025,738,1441,610,668,477,494,291,100,125,140,156,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24418,1939,2335,921,1895,907,2511,1001,3786,898,1887,616,1840,668,1998,698,2340,959,2015,892,1511,612,964,416,789,301,227,200,215,157,105,130,0,247,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27072,2604,2263,947,1186,590,2021,785,3398,1582,2944,976,2836,1083,2537,1220,1721,803,1130,605,2231,775,2075,812,2261,711,173,168,74,128,178,293,44,76,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,52626,3662,8636,1690,7600,1612,4090,1092,4343,1402,3419,954,2156,713,3478,1128,3374,1288,2871,1207,4362,1201,3389,859,1819,575,1532,670,471,340,399,279,687,481,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17402,2086,3259,1240,2266,835,1094,685,1444,693,1051,566,1205,611,346,231,859,473,652,562,1345,754,1781,711,1490,838,390,339,59,99,161,252,0,284,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,11460,1522,1188,525,1127,640,1044,419,1112,585,1609,639,922,537,540,404,836,611,483,345,507,282,1159,441,465,240,270,289,67,114,50,97,81,138,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,14877,1822,1476,701,731,467,1458,855,2072,828,421,317,2017,945,1238,561,1061,558,635,392,1210,554,891,480,1027,578,327,364,128,132,97,140,88,110,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,586899,11664,55923,3896,47040,3777,55522,4506,54485,3775,49561,3478,48583,4285,40632,3796,35234,3508,30442,3209,47759,3606,48570,4910,41013,3460,18244,2472,7244,1267,3345,1089,3302,996,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22805,2272,1035,534,1257,634,2227,869,1879,720,2935,1324,1392,676,1595,670,2727,904,1565,513,1992,620,1648,628,1645,636,643,301,167,148,16,30,82,137,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,36015,3195,912,542,1223,600,1503,725,2232,908,1596,625,2745,955,3357,1077,3027,1073,1965,812,2921,911,4109,1364,5006,1135,1925,888,1246,444,1623,710,625,334,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,51408,3551,4239,957,4368,1012,3582,990,6514,1445,5525,1584,5523,1526,3450,1098,3012,983,1987,661,3596,1018,3121,891,3230,1104,1453,635,609,355,528,263,671,414,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,25813,2318,2881,905,1585,651,2163,779,2517,829,1786,675,1691,628,2019,706,1784,958,1166,439,3092,1139,2274,658,1684,758,761,413,98,115,260,301,52,92,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,104785,4415,32364,2390,13613,1820,10936,1452,7730,1194,8410,1359,6403,1110,4072,939,3386,774,3393,775,4802,865,3937,935,3688,991,1137,528,490,321,424,314,0,280,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
