GEO_ID,B13004B_001E,B13004B_001M,B13004B_002E,B13004B_002M,B13004B_003E,B13004B_003M,B13004B_004E,B13004B_004M,B13004B_005E,B13004B_005M,B13004B_006E,B13004B_006M,B13004B_007E,B13004B_007M,NAME,B13004B_001MA,B13004B_001EA,B13004B_002EA,B13004B_002MA,B13004B_003EA,B13004B_003MA,B13004B_004EA,B13004B_004MA,B13004B_005MA,B13004B_005EA,B13004B_006EA,B13004B_006MA,B13004B_007EA,B13004B_007MA,state
0400000US38,1497,392,190,175,190,175,0,203,1307,366,612,271,695,271,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,359087,3500,20812,2488,7104,1336,13708,2159,338275,4258,96700,5295,241575,5977,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,69079,2485,4478,1154,1223,541,3255,1086,64601,2474,18309,2481,46292,3319,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,14524,1269,1223,556,648,472,575,381,13301,1346,5138,1151,8163,1300,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,339001,3632,21132,2673,5296,1709,15836,2344,317869,4483,89285,5072,228584,6023,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14875,1421,1282,674,519,476,763,481,13593,1609,4998,1256,8595,1538,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,333711,2749,19533,2640,6670,1748,12863,2234,314178,3831,109494,5361,204684,5509,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,1411,224,309,246,190,207,119,179,1102,310,487,270,615,311,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,278649,2791,17493,2927,5603,1459,11890,2634,261156,4047,83379,3387,177777,4718,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,721590,4611,42712,4015,16322,2402,26390,2998,678878,6081,243489,7721,435389,8497,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4292,700,615,392,317,249,298,297,3677,743,1535,620,2142,605,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,401606,3837,21260,2516,10895,2133,10365,1646,380346,4457,138374,4814,241972,6067,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,51370,2074,2299,850,1439,664,860,535,49071,2139,20365,2284,28706,2174,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13169,1555,342,238,257,196,85,142,12827,1558,4469,1284,8358,1327,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,91932,2124,6930,1550,1157,602,5773,1524,85002,2502,21412,2279,63590,3092,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,74797,4582,3973,982,1610,536,2363,804,70824,4374,28035,2712,42789,3187,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
