GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001EA,B17010F_001MA,B17010F_002MA,B17010F_002EA,B17010F_003MA,B17010F_003EA,B17010F_004MA,B17010F_004EA,B17010F_005EA,B17010F_005MA,B17010F_006EA,B17010F_006MA,B17010F_007EA,B17010F_007MA,B17010F_008EA,B17010F_008MA,B17010F_009EA,B17010F_009MA,B17010F_010MA,B17010F_010EA,B17010F_011EA,B17010F_011MA,B17010F_012EA,B17010F_012MA,B17010F_013EA,B17010F_013MA,B17010F_014EA,B17010F_014MA,B17010F_015MA,B17010F_015EA,B17010F_016MA,B17010F_016EA,B17010F_017MA,B17010F_017EA,B17010F_018MA,B17010F_018EA,B17010F_019EA,B17010F_019MA,B17010F_020EA,B17010F_020MA,B17010F_021MA,B17010F_021EA,B17010F_022MA,B17010F_022EA,B17010F_023MA,B17010F_023EA,B17010F_024EA,B17010F_024MA,B17010F_025EA,B17010F_025MA,B17010F_026MA,B17010F_026EA,B17010F_027MA,B17010F_027EA,B17010F_028MA,B17010F_028EA,B17010F_029EA,B17010F_029MA,B17010F_030EA,B17010F_030MA,B17010F_031MA,B17010F_031EA,B17010F_032MA,B17010F_032EA,B17010F_033MA,B17010F_033EA,B17010F_034EA,B17010F_034MA,B17010F_035EA,B17010F_035MA,B17010F_036MA,B17010F_036EA,B17010F_037MA,B17010F_037EA,B17010F_038MA,B17010F_038EA,B17010F_039EA,B17010F_039MA,B17010F_040EA,B17010F_040MA,B17010F_041MA,B17010F_041EA,state
0400000US13,68695,3927,14365,2336,6765,1386,6048,1358,1619,716,2091,753,2338,907,717,536,7600,1814,3031,1100,2666,1104,554,538,1261,783,851,933,365,259,4569,1401,4057,1267,1101,714,1550,772,1406,575,512,413,54330,3817,38218,3554,31408,3391,9002,1761,10512,2292,11894,2212,6810,1448,16112,2435,9115,2034,4361,1301,1023,810,433,377,2905,989,4754,1611,6997,1653,4957,1312,596,534,1379,687,2982,985,2040,991,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10995,1339,2923,866,1628,661,1557,646,376,380,622,413,559,404,71,111,1295,557,125,138,125,138,0,256,11,22,114,137,0,256,1170,527,1170,527,422,365,329,247,419,284,0,256,8072,1147,6157,1076,4619,1008,798,358,1031,489,2790,888,1538,675,1915,725,980,558,829,520,617,470,32,58,180,172,151,239,935,499,747,422,119,132,295,290,333,214,188,262,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,198905,6267,36901,3897,17609,2660,14745,2296,2510,876,7575,1717,4660,1436,2864,1444,19292,2763,3313,1090,2848,911,635,455,934,624,1279,613,465,454,15979,2602,14470,2536,3402,1364,5079,1633,5989,2057,1509,696,162004,6258,111389,5368,79994,4881,12854,2254,24102,2682,43038,3757,31395,2916,50615,3614,23198,2887,13200,2421,3419,1394,2582,975,7199,1856,9998,1796,27417,2719,20527,2603,2374,769,4710,1398,13443,2293,6890,1223,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,32457,2790,7162,1459,3449,1131,2682,1002,369,306,1916,926,397,282,767,647,3713,1027,1233,570,1189,566,581,434,318,373,290,317,44,77,2480,799,2480,799,1067,407,227,138,1186,689,0,264,25295,2560,17243,2274,12241,2061,2388,814,4101,955,5752,1370,5002,1232,8052,1353,4061,1155,2557,934,1023,522,636,578,898,470,1504,651,3991,977,2829,887,760,515,524,456,1545,686,1162,564,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10488,1555,2503,926,1382,781,1226,759,0,221,142,153,1084,766,156,143,1121,444,300,197,300,197,49,89,139,91,112,154,0,221,821,427,821,427,116,145,505,345,200,187,0,221,7985,1392,5620,1081,4159,904,659,359,1597,641,1903,640,1461,664,2365,850,1070,620,918,571,434,363,220,247,264,407,152,167,1295,578,979,519,214,222,224,258,541,349,316,242,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,25091,2070,5771,1430,3286,1129,3003,1080,335,314,1989,950,679,419,283,238,2485,922,520,401,443,381,283,297,160,255,0,240,77,129,1965,803,1904,799,454,414,544,381,906,629,61,109,19320,2044,14570,1684,9979,1734,2070,799,2285,820,5624,1176,4591,1044,4750,1166,2254,798,1372,630,529,372,404,419,439,285,882,470,2496,843,1914,896,517,500,900,590,497,335,582,342,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,32760,2819,2633,1022,1091,896,562,317,33,57,272,209,257,243,529,860,1542,651,551,405,551,405,148,240,108,178,295,372,0,282,991,562,991,562,344,340,508,470,139,149,0,282,30127,2573,18808,2172,13420,1967,4048,1425,4319,1059,5053,1161,5388,1080,11319,1856,5056,1411,2708,1149,827,620,408,334,1473,1109,2348,1126,6263,1386,4083,1285,615,561,586,379,2882,1027,2180,875,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,64692,5103,19530,3180,4719,1704,3353,1521,358,248,1122,711,1873,1463,1366,769,14811,2679,2559,1365,1177,596,198,247,158,267,821,497,1382,1212,12252,2303,11455,2238,2261,1158,2785,930,6409,1508,797,561,45162,4460,22082,3090,14348,2600,1905,742,4130,1487,8313,1959,7734,1563,23080,3260,6212,1980,3273,1240,1231,803,52,86,1990,870,2939,1365,16868,2433,12529,2223,1528,647,2933,1165,8068,1944,4339,1022,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,33856,2546,5967,1352,2246,678,2141,661,184,174,1114,507,843,449,105,114,3721,1255,1399,989,982,860,0,238,801,801,181,207,417,394,2322,698,2203,682,232,229,1100,483,871,438,119,142,27889,2211,19819,2130,13949,1814,2778,809,4713,1287,6458,1182,5870,1112,8070,1403,3456,909,2066,752,505,368,496,406,1065,491,1390,623,4614,1078,3269,908,828,535,217,221,2224,764,1345,668,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16696,2042,3148,1032,1372,734,1227,727,362,484,589,436,276,282,145,167,1776,787,396,367,396,367,103,127,265,343,28,44,0,209,1380,673,1277,639,192,248,856,498,229,191,103,180,13548,1899,9268,1543,7463,1477,1271,548,3267,1216,2925,817,1805,678,4280,1217,1592,962,882,526,322,332,96,154,464,425,710,788,2688,815,2239,774,452,331,648,549,1139,523,449,436,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,12389,1961,2936,1069,1440,671,1251,638,575,462,344,391,332,230,189,172,1496,726,475,376,475,376,238,282,0,256,237,235,0,256,1021,620,950,615,301,320,361,383,288,336,71,132,9453,1487,6548,1088,3714,842,1062,433,1058,496,1594,540,2834,856,2905,883,1819,730,632,334,249,246,40,78,343,240,1187,676,1086,463,738,358,417,309,0,256,321,244,348,307,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10725,1288,2074,696,801,343,682,325,81,110,396,230,205,189,119,140,1273,606,200,254,134,217,134,217,0,216,0,216,66,125,1073,547,1024,540,185,236,453,389,386,262,49,86,8651,1239,6704,1188,4097,906,1101,538,1074,400,1922,577,2607,757,1947,529,952,446,463,293,117,133,185,211,161,161,489,426,995,361,786,328,91,106,164,134,531,281,209,183,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34069,3057,6132,1850,3062,1380,3062,1380,240,236,1900,1211,922,475,0,297,3070,1094,581,617,581,617,92,155,433,579,56,90,0,297,2489,930,2295,853,430,392,694,475,1171,555,194,316,27937,2363,19554,1899,15199,1635,2724,825,3665,926,8810,1278,4355,1029,8383,1480,3499,949,2532,891,529,390,494,567,1509,663,967,411,4884,1029,3754,872,550,440,1016,546,2188,740,1130,545,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
