GEO_ID,B19101B_001E,B19101B_001M,B19101B_002E,B19101B_002M,B19101B_003E,B19101B_003M,B19101B_004E,B19101B_004M,B19101B_005E,B19101B_005M,B19101B_006E,B19101B_006M,B19101B_007E,B19101B_007M,B19101B_008E,B19101B_008M,B19101B_009E,B19101B_009M,B19101B_010E,B19101B_010M,B19101B_011E,B19101B_011M,B19101B_012E,B19101B_012M,B19101B_013E,B19101B_013M,B19101B_014E,B19101B_014M,B19101B_015E,B19101B_015M,B19101B_016E,B19101B_016M,B19101B_017E,B19101B_017M,NAME,B19101B_001MA,B19101B_001EA,B19101B_002EA,B19101B_002MA,B19101B_003MA,B19101B_003EA,B19101B_004MA,B19101B_004EA,B19101B_005EA,B19101B_005MA,B19101B_006EA,B19101B_006MA,B19101B_007MA,B19101B_007EA,B19101B_008EA,B19101B_008MA,B19101B_009MA,B19101B_009EA,B19101B_010MA,B19101B_010EA,B19101B_011EA,B19101B_011MA,B19101B_012MA,B19101B_012EA,B19101B_013EA,B19101B_013MA,B19101B_014MA,B19101B_014EA,B19101B_015MA,B19101B_015EA,B19101B_016EA,B19101B_016MA,B19101B_017EA,B19101B_017MA,state
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,378712,6728,27935,3434,17308,2984,12904,2159,19163,2308,18050,2289,18759,3010,20013,3043,21602,2724,16349,2668,28864,3180,40318,3514,56482,4817,36466,3401,20750,2628,16516,2030,7233,1193,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86597,3746,10080,1728,4950,1520,5726,1610,7033,1501,5516,1392,5213,1388,2561,817,4366,1212,4751,1224,6555,1406,10255,1756,10144,2312,3752,1084,2194,772,2472,760,1029,571,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,323991,6612,49724,4199,22497,2545,21990,2320,24571,2707,19801,2278,18479,2258,14344,2148,17334,2369,14048,2173,24098,2238,30631,3288,32101,2520,16117,2299,7367,1637,7140,1696,3749,1208,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,44440,2546,7139,1418,3654,1199,4472,1190,5046,1675,4033,1450,2141,700,2179,666,1693,646,1572,748,2964,1093,3050,865,3307,886,1353,498,742,431,837,525,258,194,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,256274,5550,49877,3946,24404,2229,27443,2914,24208,2393,21893,2910,18553,2542,13527,2102,12370,1884,9925,1728,18218,2332,16098,2261,12471,2156,4981,1274,1248,473,638,590,420,280,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,153928,5079,21421,2614,11254,2125,14602,2369,13115,2121,10452,2033,9257,1762,8799,1596,7837,1419,8297,1482,11826,1740,13667,2010,12580,1951,5691,1307,2745,1081,1663,675,722,488,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17159,1210,4428,926,1472,580,1120,561,1583,714,527,360,1103,468,679,399,999,474,822,474,1221,497,1170,426,1057,591,623,372,144,123,148,147,63,103,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40825,2772,6142,1934,1689,830,2689,1149,2022,748,3704,1479,2270,855,2060,970,2805,925,1774,680,3216,960,3569,928,4277,1247,2067,588,1788,747,158,158,595,377,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,271936,6116,25439,3271,14290,2522,15643,2479,15538,2172,15122,2724,12215,2047,14928,2320,11794,1512,10835,1401,23847,2583,27832,3355,38220,3463,20416,2410,11825,1909,9074,1919,4918,1180,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7986,1256,922,539,288,218,679,553,653,393,432,319,317,290,602,333,145,175,323,229,801,574,1491,673,784,439,233,180,73,143,159,167,84,135,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,678740,9750,84452,5568,40454,3793,40615,4106,35504,3594,41269,3904,38725,3548,33078,3628,34020,3278,31265,3163,56126,4423,74107,5444,74360,5314,45594,4059,20421,2280,18535,3045,10215,1751,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,464665,7275,63691,4079,40767,3479,35036,3805,38848,3926,36897,4051,34434,3403,26343,2712,26705,3221,23227,2226,42286,3470,38817,3906,32495,3173,14247,1700,5709,1157,3905,973,1258,515,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,325500,6229,54087,3922,27301,3112,28987,2944,23501,3226,23224,2886,22206,2995,18177,2196,14955,2039,15395,2153,22664,2527,27048,2890,24904,2486,12434,2002,5648,1316,3054,960,1915,713,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,62088,2747,9188,1520,6534,1696,4183,1049,4665,1153,4657,1117,4295,975,2879,951,2930,921,2664,1005,4972,1030,7448,2080,4026,1042,2181,843,1004,681,462,358,0,247,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,13156,1478,1421,658,1581,635,313,312,818,532,1139,620,1551,792,689,417,557,390,787,497,1016,607,1350,695,794,400,533,326,240,230,257,278,110,136,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,285975,5883,43267,4031,22603,2965,19541,2529,23409,2664,21485,2719,20025,2440,14480,2036,13655,2176,13121,2341,21764,2555,25474,2446,25750,3107,10850,1705,5251,1447,3436,1407,1864,633,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,12301,1283,2348,826,1137,549,611,428,1055,538,648,537,706,395,569,490,423,267,598,417,745,442,904,473,1065,541,688,370,634,344,170,181,0,284,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,302697,5652,43514,3595,28094,3151,28440,3538,30347,3199,22768,2823,22632,2660,18272,2609,15768,2157,14005,1961,22760,2690,26379,2749,18969,2587,6640,1474,2589,762,929,464,591,312,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,244532,6742,34659,4299,18245,2638,20262,2763,21319,2839,21106,3126,15213,2862,13977,2036,12397,1859,12918,2432,17094,2198,20975,2567,21524,2388,7876,1306,3706,1229,2327,924,934,416,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,601244,9881,70509,4586,52742,3920,48675,4338,40187,4068,43944,3300,38393,3989,34246,3696,29979,3322,27549,3086,47242,3422,59281,4006,56105,4198,28090,2778,11209,2063,6648,1163,6445,1266,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,4918,1132,324,317,119,187,327,247,259,288,181,133,511,361,299,220,185,212,224,258,55,63,678,426,550,336,212,217,230,200,714,937,50,83,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,355608,7366,33687,2867,20240,2579,20839,2204,25248,3019,21524,3019,21268,2630,21788,2606,17873,2156,18231,2287,30086,2828,36242,3053,45481,3830,21023,2452,10196,1647,8854,1570,3028,816,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,47201,3081,3870,1322,4500,1279,2099,1012,2786,875,3724,1286,2244,829,3065,979,2543,727,2935,1201,3718,1111,4376,1101,4525,1709,2972,827,1749,740,1086,820,1009,725,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,14166,1415,1696,773,1063,457,1350,562,925,396,1312,668,836,553,651,372,1307,587,412,302,1002,422,1224,531,990,499,1115,607,283,270,0,266,0,266,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,75759,3064,13213,2524,6038,1444,7576,1703,6411,1640,5863,1313,5769,1261,5811,1848,2349,766,2594,835,5430,1427,6024,1317,5072,1450,2241,1075,462,308,655,412,251,234,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,75848,4036,20748,2082,9778,1502,5679,1213,6122,1151,6916,1159,5357,1066,3847,895,3132,767,3227,847,3439,892,3912,852,2260,757,967,371,162,161,218,193,84,103,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
