GEO_ID,B25032G_001E,B25032G_001M,B25032G_002E,B25032G_002M,B25032G_003E,B25032G_003M,B25032G_004E,B25032G_004M,B25032G_005E,B25032G_005M,B25032G_006E,B25032G_006M,B25032G_007E,B25032G_007M,B25032G_008E,B25032G_008M,B25032G_009E,B25032G_009M,B25032G_010E,B25032G_010M,B25032G_011E,B25032G_011M,NAME,B25032G_001MA,B25032G_001EA,B25032G_002EA,B25032G_002MA,B25032G_003EA,B25032G_003MA,B25032G_004MA,B25032G_004EA,B25032G_005EA,B25032G_005MA,B25032G_006MA,B25032G_006EA,B25032G_007MA,B25032G_007EA,B25032G_008EA,B25032G_008MA,B25032G_009MA,B25032G_009EA,B25032G_010EA,B25032G_010MA,B25032G_011MA,B25032G_011EA,state
0400000US15,55963,3563,33765,2701,2477,658,2089,816,3716,1086,4002,1269,2946,1019,2367,697,4340,1174,50,82,211,306,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,42065,3027,21801,2327,2810,1168,3115,831,2899,980,3715,1142,2474,830,1662,591,2655,844,893,452,41,71,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,22555,2199,13994,1828,676,367,1290,676,853,445,1542,814,1398,682,722,485,743,395,1337,448,0,264,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,8003,1364,4405,954,75,109,606,397,325,256,972,490,289,228,515,363,221,187,595,387,0,221,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14954,1489,9129,1245,812,392,491,292,1096,590,671,346,648,448,988,489,75,89,1044,491,0,240,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11684,1664,7341,1222,251,249,611,597,667,389,410,267,677,461,275,330,245,333,1207,578,0,270,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,14188,1914,8234,1455,575,325,1607,822,638,360,849,349,451,485,412,412,298,305,1124,374,0,278,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5078,912,2339,590,71,121,474,319,896,519,285,300,249,211,120,171,102,142,542,339,0,229,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,23400,2745,9599,1499,5801,1257,409,312,350,288,2217,827,2385,792,344,250,1814,780,481,364,0,282,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,21264,2285,6251,1128,1903,680,2415,783,4478,1107,2046,831,1517,822,934,409,1482,559,238,225,0,282,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,38975,2659,24769,2439,1822,605,1406,600,871,426,2335,825,2215,850,895,504,1501,511,3161,894,0,238,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,14491,1705,8071,985,1013,498,628,335,265,226,565,346,1843,881,770,445,478,283,858,300,0,209,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,24564,1938,14958,1582,690,374,1295,624,1287,614,1043,552,1348,772,934,623,323,210,2657,695,29,54,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,15973,1990,8176,1298,876,556,177,182,1727,594,1415,698,1309,953,920,598,655,435,718,412,0,297,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,28542,3265,11195,1842,3456,1201,3768,1154,1504,593,2914,911,2602,1699,1301,512,1350,428,395,335,57,99,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,14230,1962,8418,1354,939,557,238,196,286,232,381,289,285,285,800,847,279,221,2191,751,413,424,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,75905,4711,20355,2201,3451,927,6935,1316,7835,1372,5711,1657,5347,1212,9679,1722,14973,2036,1619,646,0,274,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,33643,2983,17120,2363,1882,786,1030,481,1121,612,2355,1260,2456,1165,1014,731,759,380,5906,1361,0,284,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,42200,3810,22896,2641,1795,934,2896,1004,2975,737,3303,1141,3018,1054,1028,537,2469,897,1820,507,0,262,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,64386,3456,44246,3209,1910,846,1137,527,2202,662,4156,1290,3307,1261,882,435,1044,476,5491,986,11,15,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27680,2403,13379,1642,1316,645,1900,654,1939,913,1687,729,2102,865,542,323,1617,668,3152,986,46,76,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,30416,2045,11029,1461,7209,1166,2909,813,2723,891,1622,664,1776,687,981,438,1037,430,1130,469,0,242,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,18994,2480,10624,1596,654,327,261,253,555,312,1622,759,929,551,75,96,990,590,3284,1037,0,282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,94441,4981,55973,3442,2489,672,2203,909,4430,1258,6580,1608,7567,2082,1968,772,5476,1091,7702,1647,53,87,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,31658,3438,15756,2099,4583,1187,593,345,991,499,3088,1097,2769,1070,492,395,2305,969,1081,591,0,284,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,55152,3892,29910,3088,2074,845,2114,758,2576,793,3604,963,4307,1359,2976,920,3376,998,3414,951,801,647,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,14196,1523,7012,1146,334,228,2443,911,595,324,1052,574,1183,673,675,398,470,419,432,223,0,211,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,58686,3577,38928,2972,8485,1663,2081,689,1529,611,2062,660,1661,664,492,333,3410,967,38,62,0,280,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
