GEO_ID,B16003_001E,B16003_001M,B16003_002E,B16003_002M,B16003_003E,B16003_003M,B16003_004E,B16003_004M,B16003_005E,B16003_005M,B16003_006E,B16003_006M,B16003_007E,B16003_007M,B16003_008E,B16003_008M,B16003_009E,B16003_009M,B16003_010E,B16003_010M,B16003_011E,B16003_011M,B16003_012E,B16003_012M,NAME,B16003_001MA,B16003_001EA,B16003_002MA,B16003_002EA,B16003_003MA,B16003_003EA,B16003_004EA,B16003_004MA,B16003_005EA,B16003_005MA,B16003_006EA,B16003_006MA,B16003_007MA,B16003_007EA,B16003_008MA,B16003_008EA,B16003_009EA,B16003_009MA,B16003_010EA,B16003_010MA,B16003_011EA,B16003_011MA,B16003_012MA,B16003_012EA,state
0400000US13,311714,15125,55675,4619,2580,1260,40075,3850,5917,1973,6663,1504,440,363,256039,12584,193372,10868,26138,4275,32480,5073,4049,1806,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,54006,6634,6819,1519,2218,878,503,372,0,264,4098,1175,0,264,47187,5931,2475,1417,1009,569,43703,5883,0,264,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,34460,4520,7866,1962,880,581,6416,1616,131,214,319,310,120,204,26594,3056,22055,3224,1577,976,2518,1331,444,315,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,678838,27946,136734,9116,5096,1767,103795,8320,17690,3385,7333,1940,2820,1549,542104,22554,346885,18276,130787,11706,55497,6081,8935,2726,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,111063,8399,22845,3083,1275,525,14945,2310,4397,1677,2130,716,98,162,88218,6358,59728,4997,14684,2869,12741,2262,1065,735,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,41874,4349,9198,1748,1388,626,6354,1527,541,333,860,454,55,74,32676,3187,20509,2718,4201,1298,7040,1465,926,669,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,68863,7257,15045,2407,490,408,12564,2325,814,589,918,581,259,327,53818,5509,37750,4509,4485,1306,9318,1960,2265,1386,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,34506,4941,6604,2282,959,914,2085,777,2380,1741,842,404,338,185,27902,3413,15804,2323,6256,1909,4941,1454,901,731,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,52036,6165,6315,1770,1353,763,2014,840,513,374,2363,943,72,117,45721,5057,16760,3491,15542,2163,11007,2329,2412,1745,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,11717,2695,2689,1296,1039,909,62,102,249,255,582,619,757,721,9028,1677,262,207,6421,1244,1625,845,720,562,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,168237,10724,31255,3744,2965,1166,17372,2830,3864,1635,5734,1409,1320,932,136982,8340,70972,6946,24314,3643,35585,4239,6111,1810,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,315364,18780,52295,5938,3959,1272,23014,3456,12881,3974,10311,2244,2130,1240,263069,15650,93485,7095,109483,12402,52752,6403,7349,2549,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,182610,12053,38189,4129,4202,1423,14635,2198,5233,1286,6924,1997,7195,3059,144421,9329,52648,5830,39622,3963,31038,3249,21113,3961,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,113099,8697,27553,3577,2444,946,9114,1752,1617,740,9253,2083,5125,1753,85546,6079,33576,4032,12928,2698,25793,3238,13249,2191,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18958,3141,3043,798,616,395,1239,542,227,255,631,482,330,311,15915,2850,12066,2720,754,482,2384,989,711,411,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,56972,6917,10287,2371,709,488,4076,1031,3657,1877,1628,515,217,201,46685,5187,20930,2653,13485,3405,11250,2427,1020,514,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,50551,3966,11103,1748,232,229,8975,1442,393,335,924,1052,579,504,39448,3252,30122,2830,4011,1385,3955,1364,1360,666,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,178507,13871,38874,4560,620,339,36719,4367,345,293,960,499,230,300,139633,10742,116230,9577,5483,1949,15708,2933,2212,1248,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14909,2871,2154,1040,97,101,543,630,573,406,237,198,704,649,12755,2280,3047,1783,6261,1588,2508,1312,939,705,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,526764,19150,90166,6475,7351,1938,56442,5523,13903,2236,10833,1901,1637,767,436598,15010,259090,10814,106720,8141,60428,6057,10360,2392,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,118714,9781,25281,3715,3718,1362,18232,3459,246,250,681,583,2404,1462,93433,7205,73176,6623,1674,747,3384,1349,15199,2227,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1336396,30367,223679,11668,19180,5244,122012,8508,40096,5396,35770,4653,6621,2094,1112717,23702,578688,18477,284984,13116,216775,11917,32270,4366,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,259464,13056,54037,4661,3509,949,41384,3762,2753,1531,5588,1554,803,799,205427,9971,167299,9748,11085,2769,22342,3245,4701,2194,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,121035,7781,21589,3453,2664,1129,7562,1787,4723,1546,3272,934,3368,1986,99446,5938,32149,3251,34685,3470,22355,2526,10257,2430,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,78049,7171,17750,2601,1047,520,13053,2096,721,969,2125,852,804,695,60299,5150,45000,4280,3527,1856,8630,2100,3142,1006,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,153487,11437,39356,4769,1568,947,27801,3740,4039,1412,5341,1395,607,475,114131,7877,75780,6953,13384,2493,24067,3392,900,659,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,232581,12211,46778,4645,3746,982,19458,2983,10373,2231,10373,2100,2828,1658,185803,9528,69009,6375,58475,6178,46869,5432,11450,3502,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,49177,5733,8245,1886,836,586,6173,1774,706,504,530,382,0,284,40932,4925,23897,3928,12579,2449,4153,1172,303,357,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,71253,6166,12671,2099,805,558,9083,1520,706,531,1710,894,367,453,58582,5112,42163,3474,7573,2846,7763,1875,1083,682,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9296,3307,2750,1810,159,249,134,125,1518,1569,258,287,681,744,6546,1836,2074,807,2087,1154,709,380,1676,930,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,82692,7054,14575,2181,835,480,10470,1947,961,744,2074,800,235,244,68117,6003,49306,5285,6258,2105,9600,2030,2953,1197,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1876227,42134,436739,14135,18088,3098,390428,13368,5187,1641,21143,3038,1893,974,1439488,32212,1289071,30411,37157,4521,102502,8362,10758,3035,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,78074,7678,17852,2652,444,299,15806,2548,283,255,1175,571,144,236,60222,5763,49837,5355,2467,778,6127,1734,1791,1192,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,214453,10701,39368,3890,4551,1405,20646,2815,3942,1696,8102,1796,2127,1068,175085,8649,97544,7223,21182,3380,46645,4266,9714,2950,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,267571,11353,56954,5324,2465,886,30898,4004,11077,3671,12033,2425,481,335,210617,8118,99780,7323,37584,5650,65881,5699,7372,1724,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3537,947,421,331,52,70,146,192,24,48,199,181,0,266,3116,801,806,333,889,414,1038,578,383,351,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,86500,8680,17725,3269,903,466,11833,2552,1173,393,3816,1652,0,211,68775,6571,45035,5228,12016,1956,10335,2113,1389,821,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2388428,24428,517549,9690,3295,1003,514212,9715,42,73,0,280,0,280,1870879,17331,1869471,17402,741,409,667,599,0,280,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
