GEO_ID,B10051I_001E,B10051I_001M,B10051I_002E,B10051I_002M,B10051I_003E,B10051I_003M,B10051I_004E,B10051I_004M,B10051I_005E,B10051I_005M,B10051I_006E,B10051I_006M,B10051I_007E,B10051I_007M,B10051I_008E,B10051I_008M,B10051I_009E,B10051I_009M,B10051I_010E,B10051I_010M,B10051I_011E,B10051I_011M,NAME,B10051I_001MA,B10051I_001EA,B10051I_002MA,B10051I_002EA,B10051I_003MA,B10051I_003EA,B10051I_004MA,B10051I_004EA,B10051I_005MA,B10051I_005EA,B10051I_006EA,B10051I_006MA,B10051I_007MA,B10051I_007EA,B10051I_008MA,B10051I_008EA,B10051I_009MA,B10051I_009EA,B10051I_010MA,B10051I_010EA,B10051I_011EA,B10051I_011MA,state
0400000US25,9028,2042,2979,1110,1471,736,1082,652,389,378,1508,832,1200,747,308,290,6049,1422,4257,1312,1792,598,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7229,1622,3135,1279,440,304,381,272,59,99,2695,1247,2333,1170,362,255,4094,1085,2518,794,1576,657,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4239,981,1373,588,484,437,348,369,136,220,889,457,826,444,63,100,2866,839,1641,653,1225,578,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2259,834,903,496,380,370,180,192,200,216,523,319,523,319,0,256,1356,700,718,539,638,422,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,15398,2273,4314,1094,957,593,345,343,612,420,3357,983,2659,1001,698,342,11084,1982,6931,1899,4153,1479,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,34146,3502,13464,2257,4056,1439,1559,631,2497,1235,9408,1978,7836,1960,1572,580,20682,2718,10333,2018,10349,2048,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,26284,3439,14253,2449,6483,1495,4000,1204,2483,714,7770,1842,6091,1590,1679,689,12031,1826,7084,1401,4947,1223,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,84406,6051,26872,3556,5462,1241,3285,1133,2177,727,21410,3252,15774,2639,5636,1700,57534,4946,31077,3873,26457,2675,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9277,1928,3207,1176,1495,823,1110,672,385,436,1712,842,1619,793,93,153,6070,1557,3420,1153,2650,1117,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,5065,1024,2520,811,1169,582,960,579,209,258,1351,530,982,509,369,279,2545,777,1195,555,1350,570,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,4586,1215,2326,839,954,523,573,435,381,238,1372,691,1170,654,202,203,2260,670,1462,617,798,379,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,7997,1784,3484,1399,695,502,156,148,539,487,2789,1252,2626,1238,163,207,4513,1224,3684,1210,829,342,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,14487,2791,6200,2151,2133,997,1146,517,987,790,4067,2020,3172,1439,895,875,8287,1905,5686,1745,2601,795,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3766,1052,1695,881,790,631,667,603,123,176,905,545,663,493,242,284,2071,699,1389,701,682,405,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,295374,11287,127016,9305,30136,3548,20102,3151,10034,1563,96880,8006,79711,7585,17169,2932,168358,8604,100806,6911,67552,5291,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,6128,1338,2134,859,502,414,340,353,162,211,1632,729,1118,599,514,393,3994,953,2516,772,1478,543,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8726,1892,2770,1031,334,359,334,359,0,284,2436,1042,1820,893,616,450,5956,1596,3454,1343,2502,897,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,9821,2004,2469,800,576,295,189,169,387,256,1893,764,1560,693,333,249,7352,1767,4650,1463,2702,1019,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5145,1310,2591,1002,741,542,542,476,199,235,1850,873,1529,872,321,234,2554,770,1177,459,1377,623,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,129278,6770,64851,4390,19061,2275,10241,1606,8820,1594,45790,3584,29247,2978,16543,2031,64427,4026,31792,3060,32635,2836,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
