GEO_ID,B08505F_001E,B08505F_001M,B08505F_002E,B08505F_002M,B08505F_003E,B08505F_003M,B08505F_004E,B08505F_004M,B08505F_005E,B08505F_005M,B08505F_006E,B08505F_006M,B08505F_007E,B08505F_007M,NAME,B08505F_001EA,B08505F_001MA,B08505F_002EA,B08505F_002MA,B08505F_003EA,B08505F_003MA,B08505F_004MA,B08505F_004EA,B08505F_005EA,B08505F_005MA,B08505F_006MA,B08505F_006EA,B08505F_007EA,B08505F_007MA,state
0400000US13,162453,9168,97477,6727,42392,6409,10226,2669,4798,1442,5463,1585,2097,1201,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,9399,2308,6670,1837,1205,689,203,162,531,404,354,308,436,407,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,22473,2591,14240,1899,5751,1635,122,168,511,346,1291,748,558,472,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,403315,15256,247826,11247,80927,8111,47479,5731,14480,3075,7859,2099,4744,1229,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,55730,4083,40792,3265,11123,1958,723,485,1636,978,1153,431,303,244,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,18934,2703,12333,2401,4397,1256,129,190,723,555,1110,762,242,217,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,48495,3842,34459,3191,9307,2044,241,292,1475,729,2331,1024,682,399,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,12611,2104,6439,1093,4799,1316,229,244,891,782,0,268,253,318,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,18291,2639,11992,1927,4545,1487,71,116,477,367,963,600,243,221,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,72675,5073,35912,3789,20447,3452,10129,2221,3214,1527,1019,428,1954,792,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,118335,11545,70494,7911,20833,3255,15675,3657,7692,3092,2153,1003,1488,687,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,64513,4190,47610,3792,11403,2223,1027,795,2326,770,1125,813,1022,451,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,44762,5029,27604,3801,10238,2671,3763,1473,1489,724,539,389,1129,635,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,10267,2102,5750,1374,4082,1345,0,268,221,226,214,171,0,268,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,27459,2901,17164,1924,6677,1680,350,329,1102,681,558,548,1608,683,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20888,2295,14486,1836,4780,1245,151,187,948,613,308,261,215,248,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,65933,6147,44052,4145,14387,2637,3092,1020,2406,977,788,471,1208,712,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5092,1758,3155,1467,792,588,197,316,401,375,419,451,128,162,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,295325,11121,154504,7111,56181,5649,44948,4448,22015,3854,12610,2962,5067,1600,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,118568,6869,89980,5820,22012,3063,996,561,1063,482,791,398,3726,1040,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,688533,18890,187483,8472,54097,5595,357900,13960,53837,5324,14715,2315,20501,3087,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,120168,7363,70272,5312,40231,4362,1059,588,3688,1684,3157,1643,1761,1068,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,50434,3909,33710,3036,12338,2489,1037,427,1385,559,1019,596,945,439,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,45158,4488,32399,3917,10080,1957,259,360,892,724,557,375,971,647,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,56368,5768,34901,4234,15549,3305,3061,1132,1395,745,702,367,760,537,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,82828,5905,50451,4466,14360,2212,10256,2466,5287,1521,1287,661,1187,593,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26956,4021,16228,2945,5427,2043,2325,1304,1647,1247,636,530,693,475,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,28982,3507,12741,1596,13828,2563,136,228,1030,752,979,526,268,228,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,34195,3806,22080,3095,11051,2410,43,86,578,537,278,234,165,166,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1057287,20595,783062,16759,195834,10015,21182,3719,14293,2101,25058,4005,17858,2433,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,46389,4207,32832,3723,7605,1692,2235,1079,1569,661,516,417,1632,716,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,87934,6138,47519,4690,27620,4113,4661,1408,3495,1314,1636,799,3003,1407,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,106099,6977,68512,5354,26262,3867,5800,1901,2242,878,1877,738,1406,568,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,46753,3720,33184,3147,8412,1920,1786,737,2209,959,575,370,587,308,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,133111,7218,95406,6106,17356,2183,5610,1300,6029,1274,6242,1400,2468,840,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
