GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001EA,B19001F_001MA,B19001F_002EA,B19001F_002MA,B19001F_003MA,B19001F_003EA,B19001F_004MA,B19001F_004EA,B19001F_005EA,B19001F_005MA,B19001F_006EA,B19001F_006MA,B19001F_007EA,B19001F_007MA,B19001F_008MA,B19001F_008EA,B19001F_009MA,B19001F_009EA,B19001F_010MA,B19001F_010EA,B19001F_011EA,B19001F_011MA,B19001F_012EA,B19001F_012MA,B19001F_013MA,B19001F_013EA,B19001F_014MA,B19001F_014EA,B19001F_015MA,B19001F_015EA,B19001F_016EA,B19001F_016MA,B19001F_017EA,B19001F_017MA,state
0400000US13,90705,4955,5774,1374,5892,1910,8422,1986,8299,1895,7943,1640,6589,1624,8667,2026,4907,1656,5661,1396,6640,1719,7642,1597,7758,1802,4381,1694,1295,562,552,363,283,254,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,6161,1426,122,116,100,111,584,444,150,154,218,191,358,277,583,547,631,456,388,211,246,218,884,408,993,609,667,534,191,247,0,264,46,74,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14058,1503,1856,863,2051,607,1251,657,661,354,970,447,1738,648,904,416,895,475,830,470,624,322,1426,630,518,321,334,205,0,256,0,256,0,256,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,239382,6830,21032,2541,13917,3148,16186,2341,19395,2886,17742,2577,18237,2568,15369,2211,17877,3336,11427,1956,21340,2540,27234,3761,22070,3173,9151,1477,5085,1492,2428,793,892,505,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,39866,2986,4564,1384,2858,1016,2288,716,3979,1022,3994,1224,3553,1107,2588,778,2066,884,2422,919,3729,1385,3294,898,2866,927,754,360,462,312,146,185,303,437,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,13566,1851,1641,808,292,251,2178,1081,1565,532,1242,603,463,257,1032,449,389,285,690,523,1656,633,818,423,918,551,653,373,29,50,0,221,0,221,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,32396,2382,3553,966,1375,623,3556,1231,3275,1048,2891,950,2021,689,3641,1131,1260,708,2279,759,2486,777,2291,1005,2433,672,639,356,279,295,267,280,150,185,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,7007,1312,782,516,326,276,477,304,860,480,763,381,651,384,476,350,166,124,412,254,980,710,298,206,305,254,266,296,94,105,122,185,29,63,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,13356,1818,883,493,1026,663,3001,1109,1161,433,753,397,675,309,1108,655,889,468,533,477,787,421,901,434,706,326,457,392,146,184,330,343,0,278,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,40012,3194,926,450,1276,889,1312,685,1738,809,3495,1515,2382,1105,1989,782,1820,783,2516,820,4638,1071,3363,901,6912,1667,3342,1161,2326,999,1476,510,501,357,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,85196,5039,14450,2284,10682,2403,6933,1586,4934,1205,6418,1460,5152,1432,3154,979,3854,1155,2340,918,6126,1682,7810,2029,7097,2006,3373,1267,1684,1037,946,595,243,235,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,46208,3108,3498,1021,3581,1372,3842,964,3857,1143,3075,1002,3857,962,2415,1001,2652,771,2751,910,4120,1166,5002,1034,5100,1082,1527,676,575,327,273,210,83,89,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,23226,2506,1966,828,1524,708,2044,776,1632,599,2639,1111,3044,1385,1457,616,657,332,931,496,1969,646,2550,1094,1673,540,617,355,258,294,58,78,207,191,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4981,1049,463,372,429,421,645,349,418,476,522,323,264,288,464,378,175,165,29,46,759,410,491,238,180,178,142,187,0,288,0,288,0,288,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,16917,2311,1964,887,1700,773,1383,683,1990,809,1067,535,1063,453,1049,470,1092,508,425,316,1729,712,1650,664,1089,499,427,277,71,120,218,183,0,256,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,13364,1328,1205,524,800,512,891,445,1348,541,1413,612,1079,544,916,497,865,499,768,390,1564,604,1123,417,924,412,263,200,76,86,82,95,47,78,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41562,3464,2806,1308,2269,1101,2306,969,4153,1121,2772,903,3560,1071,2298,778,2208,752,3459,1010,3723,995,4847,1059,4799,1172,1329,478,365,210,513,271,155,270,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,190499,6359,22373,3696,12767,2560,12708,2488,11641,2575,11635,1809,14597,2730,15557,3066,11876,2379,10217,2566,16383,2734,17532,2630,16126,2719,8753,1633,3906,1106,2743,948,1685,708,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,93546,4324,12334,2087,7927,1455,7961,1485,7108,1406,5745,1231,7415,1249,5892,1199,7906,1463,3985,802,5822,1213,9506,1690,6021,1026,2970,921,1514,622,990,451,450,273,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,521724,12097,100060,5593,43827,4747,40657,4719,40210,4163,37350,4416,29697,3765,29071,3416,25363,3594,22046,2798,35477,3808,39806,4211,39186,3566,18929,2800,8823,1828,7523,1327,3699,1140,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,71078,4231,5669,1740,5278,1261,7379,1773,10297,2206,7520,1812,3497,1042,6594,1737,5186,1309,3631,1219,5930,1492,5027,1570,3567,958,989,678,230,223,0,284,284,337,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,33298,2418,5379,1333,2253,721,3009,855,3651,993,2670,736,2192,764,1569,473,1953,720,886,448,2366,599,3617,889,1861,683,1079,581,573,319,100,125,140,156,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,29940,2458,2366,883,2707,1119,2983,1030,4341,1085,2884,826,2115,748,2197,720,3504,1087,2194,890,1789,682,1343,517,970,332,227,200,215,157,105,130,0,247,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31955,2982,2746,1011,1714,719,2213,752,3779,1600,2487,874,3602,1410,3135,1390,2370,978,1377,702,2772,960,2509,951,2782,834,173,168,74,128,178,293,44,76,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,67442,3920,11807,1938,9261,1557,4975,1249,5146,1500,4027,1078,3843,966,4841,1275,4078,1367,3219,857,4572,1070,4817,1383,2842,804,2404,1159,524,342,399,279,687,481,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22473,2378,3837,1309,2798,1151,1622,701,1748,850,1301,589,1886,914,701,372,655,448,631,469,2190,1049,2181,725,2008,997,695,493,59,99,161,252,0,284,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,15697,1741,2099,834,1348,685,1368,652,1433,684,1868,770,982,572,676,459,1195,668,613,396,1278,632,1287,475,709,374,551,437,114,135,95,119,81,138,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21483,2262,2851,1423,2131,1022,2258,1085,2608,894,1020,709,2547,1011,1184,558,1204,594,717,418,1920,887,1253,553,1116,586,361,365,85,109,140,160,88,110,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,732416,12448,83982,5033,63197,4169,67064,4931,66043,4323,61856,4162,60338,4729,51038,4831,47022,4073,35536,3321,56104,3947,57730,5430,46970,3904,20089,2543,7738,1342,4211,1117,3498,999,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,27915,2777,1074,447,1823,774,2132,836,2431,774,1925,744,1983,790,2001,832,4214,1669,2555,822,3003,965,2120,624,1664,634,725,331,167,148,16,30,82,137,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,48168,4056,2496,1131,1567,707,2214,916,2514,1133,2700,975,4119,1330,3691,1184,3237,957,2307,864,4447,1354,5364,1372,6732,1238,2672,923,1665,514,1648,719,795,368,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,64959,3868,5531,1436,5012,1138,5660,1550,8009,1577,5812,1468,6661,1754,4623,1330,3153,968,2768,781,4495,1223,5665,1380,3990,1244,1688,648,492,293,729,367,671,414,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,34715,2770,4568,1150,2999,992,3197,853,2928,862,2987,855,2467,946,2508,852,1980,914,1383,516,3715,1157,2569,706,2034,811,846,422,171,169,311,309,52,92,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,136568,5043,48200,2889,18366,2160,12927,1501,9879,1434,10475,1600,6999,1141,5062,983,4085,872,3654,781,5608,901,4561,1011,4130,1002,1254,552,614,350,648,414,106,166,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
