GEO_ID,B17010C_001E,B17010C_001M,B17010C_002E,B17010C_002M,B17010C_003E,B17010C_003M,B17010C_004E,B17010C_004M,B17010C_005E,B17010C_005M,B17010C_006E,B17010C_006M,B17010C_007E,B17010C_007M,B17010C_008E,B17010C_008M,B17010C_009E,B17010C_009M,B17010C_010E,B17010C_010M,B17010C_011E,B17010C_011M,B17010C_012E,B17010C_012M,B17010C_013E,B17010C_013M,B17010C_014E,B17010C_014M,B17010C_015E,B17010C_015M,B17010C_016E,B17010C_016M,B17010C_017E,B17010C_017M,B17010C_018E,B17010C_018M,B17010C_019E,B17010C_019M,B17010C_020E,B17010C_020M,B17010C_021E,B17010C_021M,B17010C_022E,B17010C_022M,B17010C_023E,B17010C_023M,B17010C_024E,B17010C_024M,B17010C_025E,B17010C_025M,B17010C_026E,B17010C_026M,B17010C_027E,B17010C_027M,B17010C_028E,B17010C_028M,B17010C_029E,B17010C_029M,B17010C_030E,B17010C_030M,B17010C_031E,B17010C_031M,B17010C_032E,B17010C_032M,B17010C_033E,B17010C_033M,B17010C_034E,B17010C_034M,B17010C_035E,B17010C_035M,B17010C_036E,B17010C_036M,B17010C_037E,B17010C_037M,B17010C_038E,B17010C_038M,B17010C_039E,B17010C_039M,B17010C_040E,B17010C_040M,B17010C_041E,B17010C_041M,NAME,B17010C_001MA,B17010C_001EA,B17010C_002EA,B17010C_002MA,B17010C_003EA,B17010C_003MA,B17010C_004MA,B17010C_004EA,B17010C_005MA,B17010C_005EA,B17010C_006MA,B17010C_006EA,B17010C_007EA,B17010C_007MA,B17010C_008EA,B17010C_008MA,B17010C_009MA,B17010C_009EA,B17010C_010MA,B17010C_010EA,B17010C_011MA,B17010C_011EA,B17010C_012MA,B17010C_012EA,B17010C_013EA,B17010C_013MA,B17010C_014EA,B17010C_014MA,B17010C_015MA,B17010C_015EA,B17010C_016MA,B17010C_016EA,B17010C_017MA,B17010C_017EA,B17010C_018EA,B17010C_018MA,B17010C_019EA,B17010C_019MA,B17010C_020MA,B17010C_020EA,B17010C_021MA,B17010C_021EA,B17010C_022MA,B17010C_022EA,B17010C_023MA,B17010C_023EA,B17010C_024EA,B17010C_024MA,B17010C_025EA,B17010C_025MA,B17010C_026MA,B17010C_026EA,B17010C_027MA,B17010C_027EA,B17010C_028MA,B17010C_028EA,B17010C_029EA,B17010C_029MA,B17010C_030EA,B17010C_030MA,B17010C_031EA,B17010C_031MA,B17010C_032EA,B17010C_032MA,B17010C_033EA,B17010C_033MA,B17010C_034MA,B17010C_034EA,B17010C_035EA,B17010C_035MA,B17010C_036EA,B17010C_036MA,B17010C_037EA,B17010C_037MA,B17010C_038EA,B17010C_038MA,B17010C_039MA,B17010C_039EA,B17010C_040MA,B17010C_040EA,B17010C_041MA,B17010C_041EA,state
0400000US36,16030,1909,2514,885,479,316,231,185,49,81,0,274,182,164,248,248,2035,819,216,217,180,205,0,274,0,274,180,205,36,66,1819,794,1712,795,572,636,292,310,848,390,107,125,13516,1743,8454,1543,5246,1143,654,450,1457,606,3135,947,3208,784,5062,998,1684,576,766,445,116,171,183,170,467,360,918,437,3378,949,1996,783,444,412,359,413,1193,516,1382,586,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,28232,2027,5348,1440,1680,727,1113,620,70,85,354,340,689,510,567,297,3668,1106,559,353,427,319,30,51,219,202,178,203,132,152,3109,1027,2851,990,294,291,703,491,1854,768,258,231,22884,2105,15725,2076,7055,1448,1284,588,1129,591,4642,1122,8670,1284,7159,1050,2417,749,1132,574,528,447,42,72,562,426,1285,531,4742,1084,3376,1194,263,244,213,263,2900,1086,1366,587,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6603,789,1860,504,485,303,250,158,127,141,65,75,58,77,235,234,1375,413,225,167,162,130,0,203,112,112,50,61,63,106,1150,385,1123,373,109,118,406,241,608,312,27,54,4743,757,2819,634,1828,577,212,182,353,233,1263,479,991,326,1924,534,735,340,735,340,450,341,69,98,216,144,0,203,1189,446,726,335,161,153,143,161,422,312,463,346,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,65462,3388,12487,1590,5244,1015,3550,855,567,336,1353,613,1630,549,1694,676,7243,1284,1489,587,1186,505,189,170,396,297,601,377,303,246,5754,1013,5016,902,852,444,1063,421,3101,823,738,407,52975,3220,40286,3102,20390,2452,3367,1020,5157,1292,11866,1820,19896,1814,12689,1599,3853,962,2633,702,505,334,134,178,1994,533,1220,574,8836,1372,5828,1160,920,447,749,441,4159,925,3008,833,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,11426,1643,2663,834,841,424,744,414,16,29,234,252,494,360,97,107,1822,605,236,234,0,270,0,270,0,270,0,270,236,234,1586,559,1356,556,123,132,699,514,534,305,230,165,8763,1617,6169,1439,3116,1257,931,887,671,379,1514,594,3053,828,2594,735,1002,495,523,343,73,111,51,86,399,331,479,371,1592,464,847,395,188,155,213,245,446,251,745,337,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14283,1250,6021,984,1044,470,843,430,49,60,313,265,481,348,201,182,4977,968,759,313,656,284,206,209,231,182,219,202,103,123,4218,929,3930,914,1431,796,1318,561,1181,402,288,219,8262,949,3994,752,2348,640,180,204,497,336,1671,530,1646,487,4268,886,1314,519,950,458,25,48,123,106,802,442,364,318,2954,827,2275,750,476,263,428,268,1371,674,679,378,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,30845,2839,5936,1796,2038,856,1398,737,454,398,779,616,165,136,640,376,3898,1429,275,216,258,216,54,90,110,141,94,147,17,31,3623,1406,3077,1380,206,217,2006,1288,865,419,546,378,24909,2430,18875,2066,9676,1850,1311,658,2671,893,5694,1245,9199,1457,6034,1384,1986,790,1075,561,215,227,244,343,616,396,911,547,4048,1185,2695,1016,540,475,360,425,1795,731,1353,607,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,21128,1918,5636,1109,1615,692,1045,616,189,307,452,399,404,337,570,349,4021,975,1171,555,1102,556,100,188,397,396,605,421,69,70,2850,755,2552,741,408,272,952,561,1192,575,298,231,15492,1886,9723,1450,4685,1097,975,505,905,487,2805,826,5038,971,5769,1203,2453,742,1373,568,315,242,149,141,909,477,1080,569,3316,1072,2587,1034,659,436,234,186,1694,840,729,331,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,11000,1009,2014,581,327,181,201,171,0,211,16,29,185,170,126,91,1687,546,528,377,353,291,40,27,30,52,283,286,175,235,1159,420,1019,442,469,328,318,246,232,151,140,155,8986,965,5200,924,2853,621,400,263,952,424,1501,447,2347,619,3786,810,1010,392,932,385,157,188,12,20,763,331,78,73,2776,752,2100,721,90,97,710,541,1300,498,676,318,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
