GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001MA,B25032F_001EA,B25032F_002EA,B25032F_002MA,B25032F_003EA,B25032F_003MA,B25032F_004MA,B25032F_004EA,B25032F_005EA,B25032F_005MA,B25032F_006MA,B25032F_006EA,B25032F_007MA,B25032F_007EA,B25032F_008EA,B25032F_008MA,B25032F_009MA,B25032F_009EA,B25032F_010EA,B25032F_010MA,B25032F_011MA,B25032F_011EA,state
0400000US29,16917,2311,9459,1601,455,316,838,549,1725,724,992,648,1208,711,540,396,167,168,1533,668,0,256,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,13364,1328,8212,1207,723,424,353,353,792,482,593,368,830,441,614,376,0,216,1247,561,0,216,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41562,3464,21957,2455,1707,551,545,422,3463,1106,3799,1257,3183,1006,1941,791,1771,678,3103,910,93,154,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,190499,6359,41134,3595,15548,2007,43291,3950,34037,3913,15861,2493,14921,2759,11006,2296,13449,2756,1252,722,0,278,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,93546,4324,60458,3597,2399,780,1757,776,2793,796,1926,915,2173,996,1567,631,1525,614,18948,2122,0,282,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,521724,12097,61146,4197,23499,2820,54419,4323,49419,4790,42936,4036,40454,4087,119727,6005,128642,6997,1162,657,320,339,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,71078,4231,27103,2806,2387,947,2203,1015,4047,1091,5743,1606,6354,1942,1885,866,222,167,21134,2702,0,284,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,33298,2418,16894,1822,1220,506,3907,1100,2821,936,2970,1143,3187,855,1112,514,278,225,909,469,0,262,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,29940,2458,20615,2068,1222,796,788,379,1067,539,1153,612,1032,781,223,199,269,163,3571,908,0,247,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31955,2982,14723,2282,1962,1148,1873,958,2026,888,3583,1644,2159,981,1504,710,1697,627,2428,822,0,270,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,67442,3920,15041,1926,29609,2757,6332,1475,5670,1160,4453,1234,3008,1140,585,335,1790,674,954,492,0,242,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22473,2378,3549,1169,347,319,5039,1488,9314,1977,2274,923,921,732,34,59,995,548,0,284,0,284,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,15697,1741,5388,1093,734,442,325,361,778,451,1607,740,955,661,271,242,555,442,5084,1257,0,286,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21483,2262,7973,1541,753,598,2069,1097,2387,1237,2401,875,1767,837,281,365,470,461,3382,1138,0,282,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,732416,12448,463463,11434,20362,2409,18144,2461,26004,2691,40631,4275,43853,4343,20752,2649,37822,3648,60733,4784,652,387,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,27915,2777,15449,2362,1418,661,860,530,3105,973,1532,704,1992,852,1380,593,414,268,1724,796,41,75,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,48168,4056,17910,2364,10839,1856,1070,600,2732,881,3548,1126,6654,1766,1066,597,2389,1126,1823,698,137,171,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,64959,3868,27470,2835,2633,797,2772,1104,3960,1115,5354,1532,5380,1414,4053,1195,3500,1218,9735,1619,102,118,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,34715,2770,14047,2077,1011,386,7635,1743,3440,1045,2709,929,2164,884,1043,453,1333,680,1333,551,0,211,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,136568,5043,97119,4307,16746,2024,3522,782,4131,829,5316,1021,3975,889,2385,755,3244,845,130,151,0,280,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
