GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001EA,B19001D_001MA,B19001D_002EA,B19001D_002MA,B19001D_003MA,B19001D_003EA,B19001D_004MA,B19001D_004EA,B19001D_005MA,B19001D_005EA,B19001D_006EA,B19001D_006MA,B19001D_007EA,B19001D_007MA,B19001D_008MA,B19001D_008EA,B19001D_009MA,B19001D_009EA,B19001D_010MA,B19001D_010EA,B19001D_011MA,B19001D_011EA,B19001D_012EA,B19001D_012MA,B19001D_013EA,B19001D_013MA,B19001D_014MA,B19001D_014EA,B19001D_015MA,B19001D_015EA,B19001D_016MA,B19001D_016EA,B19001D_017EA,B19001D_017MA,state
0400000US13,72738,2936,4954,1423,1798,587,2453,790,3062,1087,3260,1075,3369,950,3914,1044,3895,908,3593,938,5665,1205,9019,1962,11291,1888,6489,1197,2924,861,4350,1037,2702,942,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,185802,3492,13122,1986,8492,1406,6659,1076,8966,1649,7200,1220,7725,1262,9854,1852,7041,1202,8953,1336,14360,1707,22382,2179,26731,2377,18175,1952,10933,1462,9878,1347,5331,1003,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,6078,937,464,327,295,278,312,266,294,228,195,180,432,427,447,467,122,159,138,132,695,440,939,532,691,432,356,298,417,436,161,157,120,145,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,168992,4086,12190,1845,7583,1848,5870,1306,5575,1193,5546,1268,7785,1682,5704,1232,7145,1394,6201,1217,11862,1571,18996,2203,26109,2779,17813,2301,10940,1971,9950,1487,9723,1881,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27192,2047,4201,1126,1043,558,1482,890,640,338,906,456,1242,600,1720,773,1217,735,1197,553,2118,651,2638,753,2874,898,2807,889,1121,456,1027,441,959,404,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,13389,1101,1534,570,389,283,601,383,800,433,794,371,625,325,788,369,531,467,374,274,1044,485,1487,493,2019,757,1382,517,274,198,422,271,325,222,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,17989,1540,2174,883,420,457,606,412,901,427,1070,482,875,450,625,400,1278,669,738,463,1158,595,2579,810,1818,574,1567,423,943,540,441,275,796,400,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,12572,1336,1026,401,809,520,566,340,435,310,716,418,591,312,205,167,1137,562,630,372,671,483,1122,548,1942,800,1106,419,140,177,467,258,1009,413,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,20439,1844,2533,981,1464,638,1384,731,796,866,1781,833,727,390,871,635,506,322,918,531,3065,925,1591,701,1873,920,1191,599,743,396,478,337,518,344,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3488,596,246,293,418,313,23,39,438,385,159,145,108,101,197,185,299,216,56,80,149,157,345,332,222,194,482,357,97,136,186,174,63,85,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,86598,3267,4070,1197,2967,973,1999,938,2996,1112,2468,862,3485,937,2419,802,3446,902,3312,1014,5726,1121,10060,1629,14066,1889,10403,1530,5852,1005,7251,1157,6078,1000,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,97945,3453,13467,2623,3676,1211,3052,838,3392,887,3567,1163,1958,777,3656,1113,3643,1206,2703,810,5190,1227,10391,1675,13330,2051,9312,1452,6159,1372,6786,1384,7663,1652,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,78017,2756,8808,1519,3396,1015,3337,890,2529,627,3740,1142,2193,719,2900,751,2238,571,2719,799,5668,1610,9106,1149,9509,1221,8332,1204,4355,1052,4549,888,4638,1128,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,49814,2378,4957,1191,2100,606,1300,474,2863,1161,2504,771,1477,560,2345,771,3021,903,2025,709,5583,1171,6462,1066,6448,1190,3793,1029,1888,588,1530,498,1518,533,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6450,1183,667,523,311,310,375,328,562,494,155,182,351,295,349,216,380,308,451,337,404,341,837,513,686,493,341,259,247,252,83,139,251,202,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,28041,1656,3153,833,1061,457,579,319,2034,886,946,426,1295,582,1849,750,2237,866,1821,841,1807,706,3274,898,2862,729,2283,719,887,389,982,425,971,426,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8009,828,602,344,409,383,368,240,531,336,283,298,245,238,347,287,166,144,389,290,947,457,1421,576,713,338,308,303,408,260,459,335,413,314,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,48057,2474,2770,751,1711,668,2093,937,1268,460,2539,715,2089,658,3375,1107,2760,777,2719,798,5360,1132,6459,1167,9221,1813,2418,722,1362,577,1005,415,908,416,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7473,1140,926,549,159,213,358,425,0,253,222,191,186,221,232,299,207,177,294,225,957,710,973,580,637,496,620,390,255,248,830,410,617,387,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,191182,3905,7917,1507,3791,1112,4706,1324,4564,1053,4642,1164,6247,1424,4918,1172,7446,1591,5991,1653,12078,1962,21084,2914,29164,2816,25524,2505,16452,1759,18858,1848,17800,2097,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7637,916,570,400,701,486,387,394,337,224,238,172,452,400,641,404,281,158,386,335,497,310,879,428,779,357,484,243,477,347,219,209,309,254,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,399771,5687,41225,2796,23455,2519,18312,2257,20316,2993,18009,2373,19860,2769,14757,1846,16412,2357,15339,2839,29106,2450,43895,3877,46576,3380,34373,3018,16449,2028,20694,2693,20993,2181,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,46336,2423,3007,859,2051,854,2097,835,1892,677,2201,916,3445,1066,3110,894,2954,1075,2062,821,3068,858,5702,1249,5605,1043,2982,834,2116,710,1885,614,2159,700,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,58174,2354,6047,1289,2218,850,2623,796,2247,704,2725,875,2682,852,2623,708,3166,803,3004,980,3915,909,6085,1111,8021,1251,4674,975,2434,698,3023,702,2687,622,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,17802,1744,2350,879,557,269,1191,557,1639,710,1181,659,2307,818,821,467,1042,536,715,369,1354,451,1466,569,1525,531,806,376,168,163,226,221,454,350,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,42122,2054,4894,1178,2414,815,2554,833,2038,744,1880,591,2447,764,1772,645,1560,566,2187,858,4479,1162,3878,945,4702,931,3425,864,1308,508,1749,808,835,401,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,90051,3531,8836,1441,4267,1328,3631,1001,4885,1157,4032,1360,3999,933,2885,901,5921,1463,4740,1400,5590,1331,8389,1449,12586,1727,7141,1680,4259,837,4871,1015,4019,984,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7674,1066,1215,639,285,215,168,238,299,229,53,94,663,559,240,228,285,246,191,190,596,442,759,486,636,431,543,324,802,424,418,292,521,369,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14349,1124,1378,581,382,282,1395,622,1153,545,460,224,592,308,710,380,416,270,685,460,1201,444,2118,529,1697,633,1145,479,349,195,240,195,428,285,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,23842,1788,1357,606,946,480,1283,603,1699,817,1106,601,1775,721,784,425,797,412,1331,609,1862,581,2572,732,3008,869,2500,921,695,320,995,464,1132,581,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,236414,5228,21288,2756,10273,1983,11453,1883,12824,2307,8824,1511,12663,2127,9921,1668,10709,1991,9126,1737,18769,2269,25262,2604,30711,2681,20521,1803,10892,1822,12498,1614,10680,1564,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14117,1351,2055,846,579,342,400,267,785,483,1072,371,662,309,877,387,1027,399,463,267,1663,514,1834,582,1423,557,491,314,365,290,305,237,116,184,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,112312,3040,6485,1691,2622,985,2877,970,3766,926,3467,1077,4141,1077,3304,1081,4325,1292,4616,1170,7457,1454,12624,1827,16395,2246,16501,2029,9922,1626,8200,1316,5610,1235,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,137874,4093,12927,1807,4844,1353,5147,1162,7766,1535,4925,1090,6350,1319,6988,1536,7454,1700,5986,1308,12352,2023,14391,2157,17831,2128,13948,1736,6570,1223,6177,1335,4218,1021,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,3424,775,521,424,96,113,186,186,219,214,105,103,97,136,383,357,132,146,74,95,158,197,475,357,121,95,161,134,133,147,307,232,256,196,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31312,1698,3847,1121,1339,579,2288,959,1600,635,2525,1075,1063,442,1678,665,1312,535,733,365,2349,649,4672,987,2670,723,1905,569,832,357,853,363,1646,546,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
