GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001MA,B21001C_001EA,B21001C_002EA,B21001C_002MA,B21001C_003EA,B21001C_003MA,B21001C_004EA,B21001C_004MA,B21001C_005MA,B21001C_005EA,B21001C_006MA,B21001C_006EA,B21001C_007MA,B21001C_007EA,B21001C_008EA,B21001C_008MA,B21001C_009EA,B21001C_009MA,B21001C_010MA,B21001C_010EA,B21001C_011MA,B21001C_011EA,B21001C_012MA,B21001C_012EA,B21001C_013EA,B21001C_013MA,B21001C_014EA,B21001C_014MA,B21001C_015MA,B21001C_015EA,B21001C_016MA,B21001C_016EA,B21001C_017MA,B21001C_017EA,B21001C_018EA,B21001C_018MA,B21001C_019EA,B21001C_019MA,B21001C_020MA,B21001C_020EA,B21001C_021MA,B21001C_021EA,B21001C_022MA,B21001C_022EA,B21001C_023EA,B21001C_023MA,B21001C_024EA,B21001C_024MA,B21001C_025MA,B21001C_025EA,B21001C_026MA,B21001C_026EA,B21001C_027MA,B21001C_027EA,B21001C_028EA,B21001C_028MA,B21001C_029EA,B21001C_029MA,B21001C_030EA,B21001C_030MA,B21001C_031MA,B21001C_031EA,B21001C_032MA,B21001C_032EA,B21001C_033EA,B21001C_033MA,state
0400000US13,15897,2051,7435,1599,2467,891,323,274,2144,849,2630,786,877,449,1753,622,882,421,432,257,450,338,853,623,314,268,539,511,603,465,466,438,137,136,8462,1307,2395,803,0,297,2395,803,3681,835,275,262,3406,802,1747,637,0,297,1747,637,315,228,0,297,315,228,324,317,0,297,324,317,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,11351,1443,5723,1129,2482,849,0,256,2482,849,2210,674,60,80,2150,679,561,328,228,200,333,236,413,244,171,148,242,183,57,87,46,83,11,21,5628,932,1865,529,0,256,1865,529,2316,584,0,256,2316,584,841,418,0,256,841,418,403,318,0,256,403,318,203,197,0,256,203,197,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,17776,1895,8109,1074,2026,575,60,98,1966,560,4853,943,613,368,4240,851,561,250,257,178,304,217,396,241,227,198,169,143,273,247,273,247,0,266,9667,1453,2559,758,0,266,2559,758,3960,837,229,172,3731,825,1485,582,153,182,1332,559,1011,618,0,266,1011,618,652,543,0,266,652,543,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,11986,1462,5778,1002,1459,646,66,85,1393,639,3015,626,922,326,2093,612,893,441,402,228,491,355,287,204,239,191,48,70,124,132,59,100,65,82,6208,992,2096,581,0,264,2096,581,2819,627,80,96,2739,608,864,471,0,264,864,471,288,136,0,264,288,136,141,150,0,264,141,150,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,16348,2014,7564,1440,2946,1254,109,112,2837,1217,3272,719,441,277,2831,648,801,336,342,255,459,227,428,314,211,177,217,252,117,99,103,98,14,25,8784,1248,3137,871,0,240,3137,871,3927,863,0,240,3927,863,1082,471,0,240,1082,471,400,218,0,240,400,218,238,191,0,240,238,191,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,18971,1916,9104,1043,1957,733,271,351,1686,588,4783,780,723,475,4060,747,1279,438,336,204,943,433,821,433,77,77,744,432,264,243,161,196,103,145,9867,1376,2538,747,72,133,2466,747,5121,1157,46,57,5075,1156,1195,434,0,278,1195,434,518,234,0,278,518,234,495,316,0,278,495,316,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,12528,2274,6817,1538,2454,1129,0,282,2454,1129,2553,784,428,278,2125,689,1039,515,492,415,547,306,333,218,279,194,54,97,438,305,256,238,182,218,5711,1246,963,473,0,282,963,473,2945,906,62,102,2883,917,939,485,109,201,830,429,483,264,0,282,483,264,381,253,0,282,381,253,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,10454,1541,4504,1043,1304,517,304,363,1000,418,1519,611,425,291,1094,508,961,580,649,555,312,274,421,258,61,94,360,258,299,248,129,159,170,213,5950,1235,1056,484,0,282,1056,484,3131,1134,0,282,3131,1134,1134,475,64,107,1070,463,170,149,0,282,170,149,459,276,0,282,459,276,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,43886,2145,21679,1547,7956,1233,571,388,7385,1144,10240,1156,2138,650,8102,1108,2195,499,1126,357,1069,330,610,244,268,156,342,187,678,315,420,227,258,211,22207,1435,7451,1135,0,238,7451,1135,9676,1007,240,199,9436,1003,2963,629,28,45,2935,624,1370,467,12,20,1358,467,747,329,0,238,747,329,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,35729,1781,17009,1304,6072,837,367,283,5705,827,7409,923,1657,552,5752,877,2227,677,1005,388,1222,532,1063,432,548,272,515,317,238,179,124,81,114,160,18720,1386,7169,1264,55,83,7114,1260,8039,837,109,102,7930,820,1857,696,0,209,1857,696,1220,405,0,209,1220,405,435,265,34,60,401,261,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18416,2187,8541,1405,2560,724,90,104,2470,736,4124,908,929,399,3195,845,1341,511,566,301,775,443,365,267,138,119,227,234,151,139,79,89,72,104,9875,1437,2698,797,0,256,2698,797,4606,1015,159,165,4447,1030,1482,485,93,127,1389,455,791,379,0,256,791,379,298,242,0,256,298,242,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,37226,1471,17125,1084,7232,950,458,397,6774,1039,6317,821,1279,485,5038,824,2271,638,1125,435,1146,514,852,344,480,263,372,240,453,293,402,287,51,85,20101,1160,7703,907,110,163,7593,906,8149,1042,258,304,7891,1092,2134,535,0,231,2134,535,1655,548,0,231,1655,548,460,285,0,231,460,285,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,19761,1913,9501,1330,3636,761,66,122,3570,760,3923,777,869,546,3054,744,1234,538,498,273,736,454,379,253,182,136,197,187,329,219,164,176,165,137,10260,1192,3080,797,0,297,3080,797,4101,908,0,297,4101,908,1925,489,223,261,1702,456,790,463,0,297,790,463,364,224,13,23,351,222,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,13963,2626,5898,1484,1124,635,52,62,1072,625,3151,1218,319,266,2832,1132,839,404,182,170,657,358,530,274,253,193,277,232,254,153,193,155,61,69,8065,1577,2413,797,0,278,2413,797,3138,1008,0,278,3138,1008,1126,529,0,278,1126,529,918,503,0,278,918,503,470,399,0,278,470,399,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,121051,2163,55420,1505,22527,1232,1733,993,20794,1646,21906,1403,2126,692,19780,1335,5147,472,1221,553,3926,662,3599,763,1002,405,2597,672,2241,662,635,310,1606,653,65631,1688,25112,1328,176,264,24936,1341,24781,1146,529,438,24252,1115,7899,641,87,72,7812,643,5378,544,85,125,5293,543,2461,509,44,67,2417,495,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,50772,3165,24390,1979,7192,1242,52,66,7140,1244,10408,1400,2064,815,8344,1307,3791,986,1003,496,2788,843,1549,627,992,508,557,362,1450,675,1137,632,313,219,26382,2314,7339,1352,0,274,7339,1352,10717,1445,178,176,10539,1441,4504,1060,0,274,4504,1060,2127,757,121,167,2006,778,1695,629,122,203,1573,570,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,77530,3368,39284,2918,15246,2268,841,500,14405,2150,15461,1455,2281,852,13180,1527,4634,561,1171,428,3463,524,2563,745,1027,463,1536,618,1380,524,642,389,738,407,38246,1874,12421,1183,84,133,12337,1208,15837,1502,340,236,15497,1555,5262,959,0,284,5262,959,2921,629,41,69,2880,640,1805,369,0,284,1805,369,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,20321,944,9596,629,4143,611,162,184,3981,622,4026,630,890,372,3136,681,637,207,283,159,354,171,440,233,230,168,210,185,350,192,61,83,289,208,10725,764,4288,658,269,297,4019,735,4429,557,255,173,4174,582,935,253,63,122,872,239,602,350,0,203,602,350,471,274,0,203,471,274,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,16546,1933,7625,1162,2025,578,69,107,1956,588,3646,1039,767,464,2879,938,838,388,435,254,403,339,1039,506,315,230,724,471,77,89,33,59,44,69,8921,1531,2820,881,0,262,2820,881,4299,1061,74,128,4225,1052,1112,652,0,262,1112,652,543,321,0,262,543,321,147,135,0,262,147,135,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,174830,4228,81990,2596,32090,2212,2016,705,30074,2273,31181,1605,3994,762,27187,1606,9539,914,4605,735,4934,809,5778,838,3067,634,2711,749,3402,821,2846,832,556,255,92840,2914,35191,2001,437,357,34754,2038,34460,1843,380,285,34080,1789,11395,1236,151,157,11244,1218,7635,1195,49,82,7586,1179,4159,676,15,31,4144,669,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,34490,3558,16316,2495,5931,1349,802,581,5129,1165,7361,1589,1485,457,5876,1556,1773,586,770,396,1003,432,1149,461,725,354,424,248,102,123,102,123,0,270,18174,1928,7023,1291,0,270,7023,1291,7960,1633,88,111,7872,1631,1437,422,91,106,1346,386,1151,457,0,270,1151,457,603,287,85,148,518,276,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12891,1486,6664,1071,1759,673,145,146,1614,646,3245,668,1051,511,2194,653,1118,458,576,291,542,326,542,440,54,77,488,432,0,242,0,242,0,242,6227,981,1718,575,0,242,1718,575,2431,687,0,242,2431,687,1386,524,77,128,1309,518,418,269,0,242,418,269,274,199,0,242,274,199,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
