GEO_ID,B17010I_001E,B17010I_001M,B17010I_002E,B17010I_002M,B17010I_003E,B17010I_003M,B17010I_004E,B17010I_004M,B17010I_005E,B17010I_005M,B17010I_006E,B17010I_006M,B17010I_007E,B17010I_007M,B17010I_008E,B17010I_008M,B17010I_009E,B17010I_009M,B17010I_010E,B17010I_010M,B17010I_011E,B17010I_011M,B17010I_012E,B17010I_012M,B17010I_013E,B17010I_013M,B17010I_014E,B17010I_014M,B17010I_015E,B17010I_015M,B17010I_016E,B17010I_016M,B17010I_017E,B17010I_017M,B17010I_018E,B17010I_018M,B17010I_019E,B17010I_019M,B17010I_020E,B17010I_020M,B17010I_021E,B17010I_021M,B17010I_022E,B17010I_022M,B17010I_023E,B17010I_023M,B17010I_024E,B17010I_024M,B17010I_025E,B17010I_025M,B17010I_026E,B17010I_026M,B17010I_027E,B17010I_027M,B17010I_028E,B17010I_028M,B17010I_029E,B17010I_029M,B17010I_030E,B17010I_030M,B17010I_031E,B17010I_031M,B17010I_032E,B17010I_032M,B17010I_033E,B17010I_033M,B17010I_034E,B17010I_034M,B17010I_035E,B17010I_035M,B17010I_036E,B17010I_036M,B17010I_037E,B17010I_037M,B17010I_038E,B17010I_038M,B17010I_039E,B17010I_039M,B17010I_040E,B17010I_040M,B17010I_041E,B17010I_041M,NAME,B17010I_001EA,B17010I_001MA,B17010I_002MA,B17010I_002EA,B17010I_003MA,B17010I_003EA,B17010I_004MA,B17010I_004EA,B17010I_005MA,B17010I_005EA,B17010I_006EA,B17010I_006MA,B17010I_007EA,B17010I_007MA,B17010I_008MA,B17010I_008EA,B17010I_009MA,B17010I_009EA,B17010I_010MA,B17010I_010EA,B17010I_011EA,B17010I_011MA,B17010I_012EA,B17010I_012MA,B17010I_013MA,B17010I_013EA,B17010I_014MA,B17010I_014EA,B17010I_015MA,B17010I_015EA,B17010I_016EA,B17010I_016MA,B17010I_017EA,B17010I_017MA,B17010I_018MA,B17010I_018EA,B17010I_019MA,B17010I_019EA,B17010I_020MA,B17010I_020EA,B17010I_021EA,B17010I_021MA,B17010I_022EA,B17010I_022MA,B17010I_023MA,B17010I_023EA,B17010I_024MA,B17010I_024EA,B17010I_025MA,B17010I_025EA,B17010I_026EA,B17010I_026MA,B17010I_027EA,B17010I_027MA,B17010I_028MA,B17010I_028EA,B17010I_029MA,B17010I_029EA,B17010I_030MA,B17010I_030EA,B17010I_031EA,B17010I_031MA,B17010I_032EA,B17010I_032MA,B17010I_033EA,B17010I_033MA,B17010I_034EA,B17010I_034MA,B17010I_035EA,B17010I_035MA,B17010I_036EA,B17010I_036MA,B17010I_037EA,B17010I_037MA,B17010I_038EA,B17010I_038MA,B17010I_039EA,B17010I_039MA,B17010I_040EA,B17010I_040MA,B17010I_041MA,B17010I_041EA,state
0400000US13,123732,4294,21343,2696,9820,1748,9006,1655,2335,894,3287,951,3384,1050,814,555,11523,2247,3820,1415,3039,1316,941,694,1218,786,880,564,781,477,7703,1651,7083,1555,2075,911,2613,932,2395,775,620,437,102389,4744,74487,4586,55736,3864,14875,2114,18372,2483,22489,2849,18751,2257,27902,2991,15807,2425,7665,1649,2195,1084,1447,767,4023,1123,8142,1915,12095,1795,8168,1450,800,548,2031,887,5337,1160,3927,1158,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,18457,1490,2655,785,908,374,776,369,124,159,294,264,358,277,132,132,1747,698,156,171,135,179,0,264,46,76,89,167,21,37,1591,687,1495,683,182,147,349,349,964,566,96,123,15802,1564,11627,1572,7424,1470,1402,685,2500,943,3522,929,4203,854,4175,1029,2032,890,1188,671,300,306,0,264,888,700,844,566,2143,791,1470,610,228,205,118,161,1124,603,673,429,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,26753,1549,7913,1212,3748,1048,3677,996,415,390,1731,805,1531,648,71,111,4165,1105,454,382,454,382,301,362,11,22,142,144,0,256,3711,1032,3711,1032,1508,801,1207,626,996,559,0,256,18840,1561,13847,1658,9761,1319,2545,872,2368,707,4848,1146,4086,998,4993,1322,2469,822,1908,793,1057,720,343,213,508,249,561,462,2524,898,2168,852,145,133,1040,689,983,419,356,357,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,372453,6190,60215,4671,29146,3179,24859,2986,3999,1136,12266,2352,8594,1659,4287,1480,31069,3603,5414,1286,4344,1162,1114,585,1469,791,1761,680,1070,588,25655,3410,22497,3265,5043,1602,7402,1900,10052,2612,3158,1210,312238,7106,220699,6777,156833,6524,26730,3178,43550,4098,86553,5011,63866,3651,91539,5339,43188,4217,23889,3174,5852,1837,4272,1163,13765,2608,19299,2936,48351,4237,36179,3870,5615,1460,8451,1865,22113,3098,12172,1816,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,61374,3146,11861,1854,5285,1445,4149,1263,972,490,2467,991,710,341,1136,785,6576,1431,1802,726,1758,721,756,501,536,471,466,374,44,77,4774,1183,4335,1136,1492,616,1147,499,1696,757,439,327,49513,3142,35339,3044,22537,2947,4284,1032,7674,1886,10579,1827,12802,1554,14174,1710,7117,1412,4413,1243,1348,630,1085,681,1980,751,2704,815,7057,1180,5119,1097,1161,530,787,487,3171,1040,1938,741,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,23174,1267,5742,1157,2958,985,2329,934,587,478,461,288,1281,787,629,422,2784,802,504,325,504,325,49,89,334,262,121,154,0,221,2280,743,2247,739,538,372,1000,497,709,438,33,59,17432,1355,12572,1215,8739,1194,1718,517,3354,786,3667,904,3833,988,4860,949,2217,704,1747,632,550,370,298,283,899,522,470,270,2643,681,1772,647,348,267,256,264,1168,512,871,373,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,49383,2180,11213,1811,5123,1240,4162,1199,546,368,2605,937,1011,520,961,525,6090,1394,1412,910,1335,909,947,965,250,281,138,211,77,129,4678,1126,4531,1126,1381,590,1497,709,1653,707,147,151,38170,2467,28934,2107,19208,2193,3877,910,4545,1062,10786,1699,9726,1318,9236,1472,4417,1087,3232,1020,915,545,669,475,1648,875,1185,528,4819,1035,3450,1060,801,558,1185,687,1464,552,1369,478,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,14965,1335,2901,724,1389,447,1194,455,140,156,446,316,608,346,195,170,1512,566,368,321,368,321,0,270,47,80,321,315,0,270,1144,493,1122,489,198,166,601,389,323,252,22,42,12064,1358,9015,1326,6552,1284,2198,966,1605,617,2749,968,2463,670,3049,851,2253,691,1074,476,266,282,0,270,808,436,1179,553,796,405,533,368,236,206,64,93,233,204,263,313,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,28659,2070,5131,1077,2691,864,2358,785,852,521,581,383,925,688,333,412,2440,789,325,296,325,296,0,278,113,143,212,254,0,278,2115,714,1835,681,455,330,536,444,844,488,280,248,23528,1934,16005,1914,8913,1415,1166,505,2211,708,5536,1186,7092,1188,7523,1272,2964,1096,1637,837,614,485,0,278,1023,652,1327,683,4559,860,2523,740,252,234,72,86,2199,649,2036,764,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,65748,2632,5663,1668,2713,1521,1024,467,258,227,419,215,347,340,1689,1466,2950,934,435,375,435,375,148,240,216,258,71,119,0,282,2515,899,2478,895,600,523,1105,622,773,585,37,60,60085,2987,40726,2833,28040,2616,7798,1597,8366,1397,11876,1763,12686,1784,19359,2451,8759,1728,4939,1453,1529,761,1361,770,2049,1188,3820,1180,10600,1932,7317,1808,1134,665,819,438,5364,1518,3283,1045,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,111078,4397,32525,3299,6308,1572,4146,1246,548,352,1758,816,1840,699,2162,849,26217,3106,3134,1410,1647,633,198,247,158,267,1291,575,1487,1235,23083,2835,21756,2799,3969,1357,6208,1441,11579,2024,1327,668,78553,3961,41973,3316,28806,3130,5568,1510,6921,1300,16317,2502,13167,1851,36580,3790,9388,2363,5637,1989,1499,859,325,303,3813,1767,3751,1352,27192,2891,19527,2459,2410,804,3804,1123,13313,2058,7665,1995,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,79657,3328,14789,2230,5445,1210,4728,1071,510,286,2771,887,1447,568,717,460,9344,1833,2750,1191,1947,1039,36,68,1159,891,752,427,803,556,6594,1373,6472,1366,932,397,3076,909,2464,1000,122,113,64868,2987,47733,2970,29420,2409,5596,1218,9372,1694,14452,1756,18313,1978,17135,1766,7529,1255,4281,1082,1172,618,579,457,2530,763,3248,760,9606,1444,7259,1283,1208,559,918,483,5133,1038,2347,764,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,36360,1824,6652,1422,2735,842,2556,836,629,564,1213,559,714,408,179,178,3917,1065,684,435,684,435,103,127,325,358,256,211,0,209,3233,915,3078,903,1054,680,1576,574,448,290,155,210,29708,2092,19650,1910,14972,1864,2373,713,5068,1365,7531,1536,4678,973,10058,1492,3415,929,2363,699,838,561,402,339,1123,546,1052,567,6643,1191,5650,1138,1173,571,1300,672,3177,772,993,567,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,31807,2235,4717,1148,2080,676,1828,635,757,453,690,488,381,249,252,196,2637,997,721,534,721,534,334,340,0,256,387,344,0,256,1916,811,1845,798,472,387,894,686,479,279,71,132,27090,2120,21345,1948,13042,1913,3802,1071,2717,628,6523,1292,8303,1466,5745,1128,2706,810,1072,398,343,270,97,130,632,379,1634,709,3039,818,2174,674,591,335,425,344,1158,537,865,502,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,27511,1466,5733,1167,2305,689,2169,683,625,346,905,400,639,421,136,142,3428,1096,337,302,257,250,204,240,53,85,0,216,80,128,3091,1043,3005,1034,716,451,906,486,1383,589,86,108,21778,1480,16869,1414,11147,1227,3071,782,3714,915,4362,832,5722,1101,4909,964,2159,719,925,427,117,133,295,251,513,340,1234,643,2750,708,2215,612,271,169,546,338,1398,533,535,313,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,120668,3195,17906,3143,9543,2464,9045,2440,2020,1171,4445,1702,2580,1028,498,361,8363,1692,1765,959,1765,959,250,248,814,586,701,763,0,297,6598,1396,6271,1280,1049,635,1906,716,3316,978,327,381,102762,3391,74054,3797,51430,3198,9964,1905,14004,2070,27462,2407,22624,2708,28708,2804,13724,2018,10117,1865,3277,1324,1441,858,5399,1465,3607,848,14984,1907,11349,1814,1565,737,2098,1005,7686,1497,3635,940,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
