GEO_ID,B17020D_001E,B17020D_001M,B17020D_002E,B17020D_002M,B17020D_003E,B17020D_003M,B17020D_004E,B17020D_004M,B17020D_005E,B17020D_005M,B17020D_006E,B17020D_006M,B17020D_007E,B17020D_007M,B17020D_008E,B17020D_008M,B17020D_009E,B17020D_009M,B17020D_010E,B17020D_010M,B17020D_011E,B17020D_011M,B17020D_012E,B17020D_012M,B17020D_013E,B17020D_013M,B17020D_014E,B17020D_014M,B17020D_015E,B17020D_015M,B17020D_016E,B17020D_016M,B17020D_017E,B17020D_017M,NAME,B17020D_001MA,B17020D_001EA,B17020D_002MA,B17020D_002EA,B17020D_003MA,B17020D_003EA,B17020D_004EA,B17020D_004MA,B17020D_005EA,B17020D_005MA,B17020D_006EA,B17020D_006MA,B17020D_007MA,B17020D_007EA,B17020D_008MA,B17020D_008EA,B17020D_009EA,B17020D_009MA,B17020D_010EA,B17020D_010MA,B17020D_011EA,B17020D_011MA,B17020D_012MA,B17020D_012EA,B17020D_013MA,B17020D_013EA,B17020D_014EA,B17020D_014MA,B17020D_015EA,B17020D_015MA,B17020D_016EA,B17020D_016MA,B17020D_017MA,B17020D_017EA,state
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,258238,3572,16360,3463,777,568,213,201,1059,641,1469,740,10004,2178,1203,609,1635,873,241878,4812,16065,1200,2910,691,17258,1444,17368,1468,169457,2829,12176,844,6644,1109,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,290907,3355,48344,7841,1851,968,347,297,4093,1827,4354,1808,32565,4828,3623,1260,1511,407,242563,7786,18727,1238,2377,703,19375,2387,16167,1865,172079,5110,8450,1310,5388,883,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,227533,2816,31391,4275,1629,726,554,437,2158,806,3243,988,21859,2772,1105,669,843,476,196142,4566,16188,1091,3759,822,18194,1547,14448,1460,133354,3009,6743,903,3456,651,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,176901,3189,30413,4994,2956,995,513,303,4484,1079,5115,1336,16195,2737,631,330,519,393,146488,5044,12351,1121,2037,567,14593,1521,13874,1735,97178,2895,3876,879,2579,681,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,21461,3170,2510,1112,0,288,0,288,0,288,319,441,1877,849,249,400,65,90,18951,3189,965,504,454,339,2542,1203,1765,630,12024,1985,895,480,306,273,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,78520,2405,9564,1919,576,393,37,36,803,404,640,312,7147,1335,151,184,210,198,68956,2823,4702,573,1102,528,5715,1000,5350,997,48477,2043,2434,684,1176,555,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,24786,1323,2873,1169,90,141,0,216,279,338,0,216,2390,961,114,115,0,216,21913,1717,1957,515,245,201,2115,571,1591,465,14959,1293,936,348,110,112,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,137484,2927,10272,2010,236,225,0,297,765,394,733,432,7377,1594,988,482,173,180,127212,3409,8629,999,477,311,8413,1009,7814,1053,88658,2253,9031,850,4190,692,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,620547,5977,38547,5645,2125,918,438,347,3708,1082,3824,1193,25505,3424,1174,538,1773,923,582000,8001,43170,1468,8644,1660,46853,2651,42061,2364,404177,5269,27281,1289,9814,1440,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,22362,1556,3314,1387,111,140,0,282,412,490,273,240,1943,837,203,205,372,490,19048,1874,1156,386,112,135,1347,511,558,335,14336,1551,963,456,576,325,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1244349,6515,200666,16092,14270,3199,2487,997,17976,3274,18779,2852,125002,9625,12766,1736,9386,1643,1043683,16478,68367,3799,12802,2123,69812,4550,67418,3357,745567,10166,50827,2466,28890,1826,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,146672,3920,20448,4281,2108,992,782,502,1631,704,2056,901,13517,2722,340,273,14,26,126224,5527,10349,1660,1979,687,10281,1123,9021,1454,88456,3351,4267,984,1871,668,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,161894,3261,20995,2901,2203,646,413,211,1650,693,573,365,15222,2356,553,366,381,298,140899,4368,10113,1183,2110,565,10315,1387,9998,1331,99629,3142,6292,1234,2442,759,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,53924,2481,7666,2006,538,367,45,72,438,289,401,257,5668,1578,468,350,108,128,46258,2468,3348,652,579,322,3564,686,3426,759,33287,1659,1514,470,540,257,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,124914,3152,21958,3740,1198,651,240,297,2024,952,2112,694,14345,2530,1135,580,904,511,102956,3976,6706,1064,1443,732,7313,1301,6896,1270,71862,3108,4498,872,4238,714,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,266112,3193,32798,4374,1900,826,428,275,2659,871,3324,953,21585,2825,1561,674,1341,501,233314,5838,17944,1119,3891,868,18082,1327,15571,1680,164335,3914,9268,1075,4223,815,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,26803,1839,3026,1708,123,201,0,284,418,462,627,585,1812,787,46,84,0,284,23777,2220,1682,534,679,419,2337,574,1872,637,15210,1587,1575,670,422,327,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,44560,2211,6251,1856,988,751,73,75,595,491,364,209,3848,1115,158,180,225,200,38309,2893,2433,759,886,402,3318,828,1850,512,27295,1932,1888,614,639,341,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,73211,2958,6817,1630,96,155,48,82,473,373,603,427,4986,1267,218,162,393,302,66394,2869,5255,770,912,395,5657,904,4395,918,46639,2187,2943,664,593,377,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,725364,6541,84557,9370,4798,1378,1032,556,9306,2031,8242,1993,55144,5418,3200,1075,2835,1058,640807,9449,51200,2233,9870,1397,48536,2952,46272,2492,447305,5436,27272,1861,10352,1427,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,46812,2116,6419,1816,80,127,0,258,332,375,360,375,5153,1473,141,218,353,296,40393,2539,2736,561,302,233,3040,717,3376,896,28509,1599,1647,440,783,411,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,342157,4858,28848,4598,1516,769,606,496,2670,903,2947,1217,18467,3077,1804,746,838,499,313309,5689,24227,1442,4363,963,23140,2104,18020,1826,222737,3973,15336,1252,5486,803,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,403476,5659,42383,4762,2386,903,375,224,3841,1236,2326,732,26695,3295,4284,1094,2476,1071,361093,7368,21752,1943,5381,1527,24050,2253,25831,1854,255582,4439,16986,1215,11511,1280,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,107341,2758,18541,3703,2303,932,173,199,1763,799,3390,1151,10296,1828,445,413,171,271,88800,4231,7171,908,798,362,9198,1647,10818,1805,56847,2418,2888,697,1080,568,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9461,2748,3571,1560,123,154,182,212,438,466,802,582,1647,688,150,192,229,199,5890,2000,413,418,0,280,607,442,542,488,3866,1249,136,195,326,258,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
