S2201_C01_011M,S2201_C01_012E,S2201_C01_012M,S2201_C01_013E,S2201_C01_013M,S2201_C01_014E,S2201_C01_014M,S2201_C01_015E,S2201_C01_015M,S2201_C01_016E,S2201_C01_016M,S2201_C01_017E,S2201_C01_017M,S2201_C01_018E,S2201_C01_018M,S2201_C01_019E,S2201_C01_019M,S2201_C01_020E,S2201_C01_020M,S2201_C01_021E,S2201_C01_021M,S2201_C02_001E,S2201_C02_001M,S2201_C02_002E,S2201_C02_002M,S2201_C02_003E,S2201_C02_003M,S2201_C02_004E,S2201_C02_004M,S2201_C02_005E,S2201_C02_005M,S2201_C02_006E,S2201_C02_006M,S2201_C02_007E,S2201_C02_007M,S2201_C02_008E,S2201_C02_008M,S2201_C02_009E,S2201_C02_009M,S2201_C02_010E,S2201_C02_010M,S2201_C02_011E,S2201_C02_011M,S2201_C02_012E,S2201_C02_012M,S2201_C02_013E,S2201_C02_013M,S2201_C02_014E,S2201_C02_014M,S2201_C02_015E,S2201_C02_015M,S2201_C02_016E,S2201_C02_016M,S2201_C02_017E,S2201_C02_017M,S2201_C02_018E,S2201_C02_018M,S2201_C02_019E,S2201_C02_019M,S2201_C02_020E,S2201_C02_020M,S2201_C02_021E,S2201_C02_021M,S2201_C03_001E,S2201_C03_001M,S2201_C03_002E,S2201_C03_002M,S2201_C03_003E,S2201_C03_003M,S2201_C03_004E,S2201_C03_004M,S2201_C03_005E,S2201_C03_005M,S2201_C03_006E,S2201_C03_006M,S2201_C03_007E,S2201_C03_007M,S2201_C03_008E,S2201_C03_008M,S2201_C03_009E,S2201_C03_009M,S2201_C03_010E,S2201_C03_010M,S2201_C03_011E,S2201_C03_011M,S2201_C03_012E,S2201_C03_012M,S2201_C03_013E,S2201_C03_013M,S2201_C03_014E,S2201_C03_014M,S2201_C03_015M,S2201_C03_015E,S2201_C03_016E,S2201_C03_016M,S2201_C03_017M,S2201_C03_018E,S2201_C03_018M,S2201_C03_019E,S2201_C03_019M,S2201_C03_020E,S2201_C03_020M,S2201_C03_021E,S2201_C03_021M,GEO_ID,S2201_C01_001E,S2201_C01_001M,S2201_C01_002E,S2201_C01_002M,S2201_C01_003E,S2201_C01_003M,S2201_C01_004E,S2201_C01_004M,S2201_C01_005E,S2201_C01_005M,S2201_C01_006E,S2201_C01_006M,S2201_C01_007E,S2201_C01_007M,S2201_C01_008E,S2201_C01_008M,S2201_C01_009E,S2201_C01_009M,S2201_C01_010E,S2201_C01_010M,S2201_C01_011E,S2201_C03_017E,S2201_C01_011MA,S2201_C01_012EA,S2201_C01_012MA,S2201_C01_013EA,S2201_C01_013MA,S2201_C01_014EA,S2201_C01_014MA,S2201_C01_015MA,S2201_C01_015EA,S2201_C01_016MA,S2201_C01_016EA,S2201_C01_017EA,S2201_C01_017MA,S2201_C01_018EA,S2201_C01_018MA,S2201_C01_019MA,S2201_C01_019EA,S2201_C01_020MA,S2201_C01_020EA,S2201_C01_021MA,S2201_C01_021EA,S2201_C02_001EA,S2201_C02_001MA,S2201_C02_002MA,S2201_C02_002EA,S2201_C02_003MA,S2201_C02_003EA,S2201_C02_004MA,S2201_C02_004EA,S2201_C02_005EA,S2201_C02_005MA,S2201_C02_006MA,S2201_C02_006EA,S2201_C02_007EA,S2201_C02_007MA,S2201_C02_008EA,S2201_C02_008MA,S2201_C02_009MA,S2201_C02_009EA,S2201_C02_010MA,S2201_C02_010EA,S2201_C02_011EA,S2201_C02_011MA,S2201_C02_012EA,S2201_C02_012MA,S2201_C02_013MA,S2201_C02_013EA,S2201_C02_014EA,S2201_C02_014MA,S2201_C02_015EA,S2201_C02_015MA,S2201_C02_016MA,S2201_C02_016EA,S2201_C02_017MA,S2201_C02_017EA,S2201_C02_018EA,S2201_C02_018MA,S2201_C02_019EA,S2201_C02_019MA,S2201_C02_020EA,S2201_C02_020MA,S2201_C02_021MA,S2201_C02_021EA,S2201_C03_001MA,S2201_C03_001EA,S2201_C03_002EA,S2201_C03_002MA,S2201_C03_003EA,S2201_C03_003MA,S2201_C03_004EA,S2201_C03_004MA,S2201_C03_005EA,S2201_C03_005MA,S2201_C03_006MA,S2201_C03_006EA,S2201_C03_007MA,S2201_C03_007EA,S2201_C03_008EA,S2201_C03_008MA,S2201_C03_009EA,S2201_C03_009MA,S2201_C03_010EA,S2201_C03_010MA,S2201_C03_011MA,S2201_C03_011EA,S2201_C03_012MA,S2201_C03_012EA,S2201_C03_013EA,S2201_C03_013MA,S2201_C03_014MA,S2201_C03_014EA,S2201_C03_015MA,S2201_C03_015EA,S2201_C03_016EA,S2201_C03_016MA,S2201_C03_017MA,S2201_C03_018EA,S2201_C03_018MA,S2201_C03_019MA,S2201_C03_019EA,S2201_C03_020EA,S2201_C03_020MA,S2201_C03_021EA,S2201_C03_021MA,NAME,S2201_C01_001MA,S2201_C01_001EA,S2201_C01_002EA,S2201_C01_002MA,S2201_C01_003EA,S2201_C01_003MA,S2201_C01_004EA,S2201_C01_004MA,S2201_C01_005MA,S2201_C01_005EA,S2201_C01_006EA,S2201_C01_006MA,S2201_C01_007EA,S2201_C01_007MA,S2201_C01_008EA,S2201_C01_008MA,S2201_C01_009MA,S2201_C01_009EA,S2201_C01_010MA,S2201_C01_010EA,S2201_C01_011EA,S2201_C03_017EA,state
-999999999.0,2.1,0.1,1.2,0.1,6.3,0.2,60.0,0.3,47209,378,2406226,16700,15.2,0.4,37.0,0.5,47.8,0.6,1.9,-888888888.0,582724,11277,26.0,0.8,57.1,1.1,54.1,1.1,40.7,0.9,-999999999.0,-999999999.0,40.8,0.9,52.6,1.0,0.4,0.2,1.0,0.2,-999999999.0,-999999999.0,3.3,0.5,1.8,0.3,9.3,0.7,35.8,0.9,18218,532,442004,11215,24.9,0.9,49.1,1.1,26.0,1.1,-888888888,-888888888,2950184,16729,33.1,0.3,31.2,0.4,10.2,0.3,21.2,0.4,-999999999.0,-999999999.0,68.1,0.3,25.6,0.3,0.2,0.1,3.1,0.1,-999999999.0,-999999999.0,1.8,0.1,1.1,0.1,5.7,0.2,0.3,64.7,54469,584,15950,13.0,0.4,34.3,0.6,52.7,0.6,-888888888,-888888888,0400000US13,3532908,15691,31.9,0.2,35.5,0.4,17.4,0.3,24.4,0.3,-999999999.0,-999999999.0,63.6,0.2,30.0,0.2,0.2,0.1,2.8,0.1,-999999999.0,1964222,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Georgia,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,13
0.4,1.0,0.2,15.6,0.8,7.3,0.5,31.3,0.6,66259,1628,309165,5759,12.5,0.8,30.4,1.2,57.1,1.2,1.2,-888888888.0,50600,3052,40.0,3.2,53.4,3.4,40.5,3.4,40.6,2.8,72.8,2.7,22.5,2.9,1.2,0.7,0.9,0.7,25.7,2.8,20.9,2.3,1.6,1.0,27.2,2.7,11.0,2.1,20.2,2.8,28224,4112,37155,2534,17.3,3.2,42.4,3.8,40.4,3.7,-888888888,-888888888,397148,4412,42.9,0.8,30.6,1.1,7.4,0.7,22.3,0.9,85.9,0.9,35.3,0.8,2.4,0.3,0.3,0.1,40.7,0.8,6.2,0.5,1.0,0.2,14.1,0.9,6.8,0.5,0.7,32.7,71252,1359,5657,11.9,0.7,28.8,1.2,59.4,1.3,-888888888,-888888888,0400000US15,447748,4282,42.6,0.7,33.2,1.0,11.2,0.7,24.4,0.9,84.4,0.8,33.9,0.7,2.2,0.3,0.4,0.1,39.0,0.7,7.8,272010,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0.1,1.9,0.3,1.5,0.2,7.7,0.4,88.4,0.4,45489,929,405908,6386,15.0,0.8,32.9,1.2,52.2,1.2,1.5,-888888888.0,80755,4839,20.5,2.3,59.3,2.8,52.4,2.9,43.2,3.1,97.2,0.8,89.9,1.6,0.6,0.5,1.9,0.7,1.0,0.6,0.2,0.2,3.6,1.2,2.8,0.8,17.0,2.2,77.6,2.2,20088,1249,59090,4163,15.8,2.6,48.5,3.6,35.7,3.5,-888888888,-888888888,502351,7035,37.7,0.7,30.0,1.0,8.9,0.6,23.5,0.9,98.7,0.2,94.5,0.4,0.5,0.2,1.0,0.2,1.0,0.2,0.0,0.1,1.7,0.3,1.3,0.2,6.2,0.4,0.5,90.2,51046,799,6903,14.8,0.8,30.2,1.3,55.0,1.4,-888888888,-888888888,0400000US16,583106,5317,35.3,0.6,34.1,0.8,14.9,0.8,26.2,0.9,98.5,0.2,93.8,0.4,0.5,0.2,1.1,0.2,1.0,0.2,0.1,346818,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
-999999999.0,3.8,0.1,1.2,0.1,11.0,0.2,69.8,0.2,55137,408,3121020,16046,13.4,0.2,32.3,0.4,54.4,0.4,1.1,-888888888.0,613928,9806,26.4,0.8,54.3,0.8,51.8,1.0,38.9,0.9,-999999999.0,-999999999.0,52.0,0.7,35.8,0.7,0.4,0.1,2.4,0.3,-999999999.0,-999999999.0,7.3,0.5,2.1,0.3,18.9,0.7,41.3,0.7,19357,532,440306,8992,21.9,1.0,46.8,1.1,31.3,1.1,-888888888,-888888888,4156266,14755,35.6,0.2,29.2,0.3,8.1,0.2,19.5,0.2,-999999999.0,-999999999.0,80.3,0.2,10.6,0.2,0.2,0.1,4.5,0.1,-999999999.0,-999999999.0,3.3,0.1,1.1,0.1,9.9,0.2,0.2,74.0,61722,339,17200,12.0,0.2,29.9,0.4,58.1,0.4,-888888888,-888888888,0400000US17,4770194,13140,34.4,0.2,32.4,0.3,13.8,0.2,22.0,0.2,-999999999.0,-999999999.0,76.6,0.2,13.8,0.1,0.2,0.1,4.2,0.1,-999999999.0,2680714,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Illinois,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,17
0.1,1.7,0.1,1.0,0.1,4.2,0.1,84.2,0.2,46974,421,1648172,14329,14.6,0.3,33.3,0.6,52.1,0.5,1.0,-888888888.0,316634,7183,21.2,0.9,56.5,1.2,55.7,1.2,45.5,1.4,97.9,0.4,72.1,1.1,21.9,1.0,0.3,0.1,0.6,0.2,0.1,0.1,2.7,0.4,2.1,0.4,6.5,0.6,68.9,1.2,17272,493,223300,6385,21.0,1.4,53.2,1.7,25.9,1.4,-888888888,-888888888,2163443,12139,36.5,0.3,28.8,0.4,8.1,0.3,22.7,0.3,99.1,0.1,88.7,0.2,7.1,0.2,0.2,0.1,1.6,0.1,0.0,0.1,1.5,0.1,0.9,0.1,3.9,0.2,0.2,86.5,52120,413,14240,13.6,0.3,30.2,0.6,56.2,0.5,-888888888,-888888888,0400000US18,2480077,10833,34.5,0.3,32.3,0.4,14.2,0.3,25.6,0.3,99.0,0.1,86.6,0.2,9.0,0.2,0.2,0.1,1.5,0.1,0.0,1424872,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0.1,0.8,0.1,0.9,0.1,3.3,0.2,91.8,0.3,50957,431,796744,7245,13.5,0.4,28.4,0.7,58.2,0.6,0.8,-888888888.0,152621,5764,20.9,1.4,53.4,1.9,50.2,1.9,40.4,1.7,97.5,0.5,83.4,1.3,9.5,0.9,1.0,0.3,1.6,0.4,0.2,0.2,1.7,0.6,2.5,0.5,7.7,1.0,77.9,1.5,19714,1036,101542,4387,18.2,2.0,51.3,2.3,30.5,2.1,-888888888,-888888888,1074427,6983,37.8,0.4,27.2,0.5,7.1,0.3,19.4,0.4,99.3,0.1,95.6,0.2,1.6,0.2,0.1,0.1,1.3,0.1,0.0,0.1,0.6,0.1,0.7,0.1,2.7,0.2,0.3,93.7,56067,714,6853,12.8,0.4,25.0,0.7,62.2,0.7,-888888888,-888888888,0400000US19,1227048,6132,35.7,0.3,30.5,0.5,12.5,0.4,22.0,0.4,99.1,0.1,94.1,0.3,2.6,0.2,0.2,0.1,1.3,0.1,0.0,695202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
-999999999.0,1.5,0.2,1.9,0.2,7.0,0.2,83.0,0.3,50241,520,727171,6574,12.2,0.4,31.9,0.9,55.9,0.9,0.9,-888888888.0,110536,4034,20.6,1.7,53.0,2.2,56.7,1.9,47.0,2.0,-999999999.0,-999999999.0,75.5,1.6,15.1,1.7,1.4,0.5,1.9,0.5,-999999999.0,-999999999.0,2.6,0.7,3.5,0.7,11.5,1.4,67.3,1.9,16762,975,71524,3263,17.3,1.8,50.7,2.6,32.0,2.5,-888888888,-888888888,1003375,7231,34.8,0.4,30.5,0.5,8.0,0.4,21.6,0.4,-999999999.0,-999999999.0,89.6,0.3,4.7,0.2,0.7,0.1,1.9,0.1,-999999999.0,-999999999.0,1.3,0.2,1.7,0.2,6.5,0.3,0.3,84.7,54116,700,6598,11.6,0.4,29.9,0.8,58.5,0.9,-888888888,-888888888,0400000US20,1113911,5555,33.4,0.3,32.8,0.5,12.8,0.4,24.1,0.5,-999999999.0,-999999999.0,88.2,0.3,5.8,0.2,0.8,0.1,1.9,0.1,-999999999.0,655647,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Kansas,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,20
-999999999.0,0.6,0.1,1.1,0.1,2.1,0.1,87.8,0.2,41724,419,1140771,10522,19.2,0.5,33.5,0.6,47.3,0.5,1.0,-888888888.0,310680,8142,25.3,0.9,49.5,1.3,61.5,1.3,52.5,1.4,-999999999.0,-999999999.0,81.7,1.0,14.6,0.9,0.3,0.2,0.5,0.2,-999999999.0,-999999999.0,0.8,0.3,2.1,0.3,3.3,0.4,79.7,1.0,14816,480,208507,6979,32.4,1.6,45.7,1.6,21.8,1.4,-888888888,-888888888,1396324,10438,37.6,0.3,27.8,0.5,9.4,0.4,27.7,0.5,-999999999.0,-999999999.0,90.8,0.3,6.4,0.3,0.2,0.1,1.1,0.1,-999999999.0,-999999999.0,0.5,0.1,0.9,0.1,1.8,0.1,0.3,89.6,49951,545,11173,16.2,0.4,30.8,0.7,53.0,0.6,-888888888,-888888888,0400000US21,1707004,8109,35.4,0.3,31.8,0.5,18.9,0.5,32.2,0.4,-999999999.0,-999999999.0,89.2,0.2,7.9,0.2,0.2,0.1,1.0,0.1,-999999999.0,932264,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Kentucky,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,21
0.1,0.9,0.1,1.2,0.1,3.6,0.2,63.6,0.3,42944,680,1125659,9109,15.8,0.5,37.7,0.6,46.5,0.7,1.1,-888888888.0,302676,8495,25.8,1.1,52.9,1.4,54.5,1.4,45.1,1.3,98.3,0.4,38.5,1.5,57.6,1.4,0.6,0.2,0.7,0.2,0.1,0.1,0.8,0.2,1.7,0.4,3.2,0.4,36.5,1.4,16974,551,214142,6077,23.7,1.3,50.2,1.8,26.1,1.6,-888888888,-888888888,1416797,9388,36.1,0.4,28.9,0.6,11.5,0.4,26.0,0.5,99.0,0.1,72.0,0.5,24.0,0.4,0.5,0.1,1.4,0.1,0.0,0.1,0.9,0.1,1.0,0.1,3.7,0.2,0.4,69.4,50570,485,8882,13.9,0.5,34.7,0.7,51.3,0.7,-888888888,-888888888,0400000US22,1719473,9205,34.3,0.4,33.1,0.5,19.1,0.5,29.3,0.4,98.8,0.1,66.1,0.4,29.9,0.3,0.5,0.1,1.3,0.1,0.1,911517,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
-999999999.0,-999999999.0,-999999999.0,1.2,0.2,0.9,0.1,95.8,0.3,46709,898,346950,5393,17.0,0.9,29.7,1.1,53.3,1.2,0.7,-888888888.0,98551,3918,25.7,1.8,44.8,2.3,49.7,2.3,53.0,2.5,-999999999.0,-999999999.0,91.9,1.3,1.6,0.5,2.3,0.7,1.5,0.7,-999999999.0,-999999999.0,-999999999.0,-999999999.0,2.4,0.7,1.6,0.6,90.8,1.4,17389,950,58703,3167,26.3,2.8,47.1,3.0,26.6,3.0,-888888888,-888888888,455992,5390,42.4,0.6,22.8,0.7,6.3,0.5,24.6,0.7,-999999999.0,-999999999.0,97.5,0.4,0.5,0.2,0.3,0.1,0.7,0.2,-999999999.0,-999999999.0,-999999999.0,-999999999.0,0.9,0.2,0.8,0.2,0.4,96.9,54476,858,4995,15.1,0.8,26.1,1.1,58.8,1.2,-888888888,-888888888,0400000US23,554543,4451,39.5,0.6,26.7,0.7,14.0,0.7,29.7,0.8,-999999999.0,-999999999.0,96.5,0.3,0.7,0.1,0.6,0.2,0.8,0.2,-999999999.0,288247,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Maine,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,23
-999999999.0,2.2,0.1,1.8,0.1,5.7,0.2,59.0,0.3,71122,579,1437113,10814,11.1,0.3,30.8,0.5,58.1,0.5,1.6,-888888888.0,239685,7080,28.9,1.6,53.2,1.6,42.7,1.7,42.7,1.6,-999999999.0,-999999999.0,39.1,1.3,52.4,1.2,0.5,0.2,2.7,0.4,-999999999.0,-999999999.0,2.9,0.6,2.2,0.4,7.4,0.9,35.6,1.4,24236,1221,171638,6320,21.3,1.6,47.4,1.9,31.3,1.7,-888888888,-888888888,1918032,8555,36.0,0.3,30.6,0.4,5.6,0.2,18.5,0.4,-999999999.0,-999999999.0,64.8,0.4,26.0,0.3,0.3,0.1,5.1,0.1,-999999999.0,-999999999.0,2.1,0.2,1.7,0.1,5.5,0.2,0.4,61.9,78370,966,10045,9.8,0.3,28.5,0.5,61.7,0.5,-888888888,-888888888,0400000US24,2157717,7667,35.2,0.3,33.1,0.4,9.7,0.3,21.2,0.4,-999999999.0,-999999999.0,62.0,0.3,28.9,0.2,0.3,0.1,4.8,0.1,-999999999.0,1265475,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Maryland,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,24
-999999999.0,3.3,0.2,1.8,0.1,7.9,0.2,80.1,0.2,65339,645,1598867,12256,13.3,0.4,28.3,0.5,58.4,0.5,1.2,-888888888.0,325306,7158,33.5,1.2,45.2,1.2,49.2,1.5,51.1,1.3,-999999999.0,-999999999.0,65.4,1.3,14.5,1.0,0.7,0.2,5.1,0.6,-999999999.0,-999999999.0,10.6,0.9,3.7,0.5,25.5,1.0,54.2,1.2,16980,510,204783,6565,29.7,1.6,42.7,1.8,27.5,1.3,-888888888,-888888888,2197088,9202,37.0,0.3,28.0,0.4,6.9,0.3,18.9,0.4,-999999999.0,-999999999.0,86.6,0.3,4.8,0.2,0.1,0.1,4.7,0.1,-999999999.0,-999999999.0,2.2,0.1,1.5,0.1,5.2,0.2,0.3,83.9,74061,735,11536,10.9,0.4,26.2,0.5,62.9,0.6,-888888888,-888888888,0400000US25,2522394,9088,36.6,0.2,30.2,0.4,12.3,0.3,23.1,0.4,-999999999.0,-999999999.0,83.9,0.2,6.1,0.2,0.2,0.1,4.8,0.1,-999999999.0,1394084,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Massachusetts,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,25
-999999999.0,0.7,0.1,1.4,0.1,3.2,0.1,79.6,0.2,46859,331,2482612,15037,18.2,0.3,33.3,0.4,48.5,0.4,1.6,-888888888.0,679475,11224,25.4,0.6,47.9,0.8,52.4,0.9,47.6,0.8,-999999999.0,-999999999.0,63.8,0.7,30.8,0.6,0.8,0.1,1.0,0.1,-999999999.0,-999999999.0,1.1,0.2,2.6,0.2,5.4,0.4,60.1,0.7,17385,292,450920,7959,25.0,0.9,49.3,1.2,25.6,1.0,-888888888,-888888888,3139593,13440,39.3,0.2,26.4,0.3,7.9,0.2,22.6,0.3,-999999999.0,-999999999.0,85.9,0.2,9.7,0.2,0.5,0.1,2.2,0.1,-999999999.0,-999999999.0,0.6,0.1,1.1,0.1,2.7,0.1,0.2,83.8,54639,397,15245,16.7,0.3,29.7,0.4,53.6,0.4,-888888888,-888888888,0400000US26,3819068,10789,36.8,0.2,30.3,0.3,15.8,0.3,27.1,0.3,-999999999.0,-999999999.0,81.9,0.2,13.4,0.2,0.5,0.1,2.0,0.1,-999999999.0,2031692,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Michigan,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,26
-999999999.0,0.9,0.1,1.2,0.1,3.1,0.1,87.4,0.2,58906,668,1374436,9338,12.4,0.3,27.0,0.5,60.6,0.5,1.0,-888888888.0,193271,5334,22.0,1.4,52.9,1.5,53.6,1.4,44.9,1.6,-999999999.0,-999999999.0,66.9,1.5,19.9,1.3,3.1,0.4,5.1,0.7,-999999999.0,-999999999.0,1.9,0.5,2.9,0.5,7.2,0.8,62.2,1.6,17021,572,126402,4597,20.7,1.9,50.7,2.2,28.6,1.7,-888888888,-888888888,1918672,7377,34.0,0.3,29.1,0.4,6.6,0.2,18.2,0.3,-999999999.0,-999999999.0,91.8,0.2,3.1,0.2,0.7,0.1,2.6,0.1,-999999999.0,-999999999.0,0.7,0.1,1.0,0.1,2.7,0.1,0.3,89.9,63628,656,9413,11.6,0.3,24.6,0.5,63.8,0.5,-888888888,-888888888,0400000US27,2111943,6274,32.9,0.3,31.3,0.4,10.9,0.3,20.6,0.3,-999999999.0,-999999999.0,89.5,0.2,4.6,0.1,0.9,0.1,2.9,0.1,-999999999.0,1248034,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),null,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,(X),(X),Minnesota,null,null,null,null,null,null,null,null,null,null,N,N,null,null,null,null,null,null,null,null,N,null,27
