S2507_C01_018E,S2507_C01_019M,S2507_C01_033M,S2507_C01_034E,S2507_C01_035M,S2507_C01_061E,S2507_C01_061M,S2507_C01_062E,S2507_C01_062M,GEO_ID,S2507_C01_001E,S2507_C01_001M,S2507_C01_002E,S2507_C01_002M,S2507_C01_003E,S2507_C01_003M,S2507_C01_004E,S2507_C01_004M,S2507_C01_005E,S2507_C01_005M,S2507_C01_006E,S2507_C01_006M,S2507_C01_007E,S2507_C01_007M,S2507_C01_008E,S2507_C01_008M,S2507_C01_009E,S2507_C01_010M,S2507_C01_011M,S2507_C01_012E,S2507_C01_013E,S2507_C01_013M,S2507_C01_014E,S2507_C01_015E,S2507_C01_015M,S2507_C01_016E,S2507_C01_016M,S2507_C01_017M,S2507_C01_018M,S2507_C01_019E,S2507_C01_020E,S2507_C01_020M,S2507_C01_021E,S2507_C01_021M,S2507_C01_022E,S2507_C01_022M,S2507_C01_023E,S2507_C01_024E,S2507_C01_024M,S2507_C01_025E,S2507_C01_026E,S2507_C01_027E,S2507_C01_027M,S2507_C01_028E,S2507_C01_028M,S2507_C01_029E,S2507_C01_029M,S2507_C01_030E,S2507_C01_030M,S2507_C01_031E,S2507_C01_032E,S2507_C01_009M,S2507_C01_010E,S2507_C01_011E,S2507_C01_012M,S2507_C01_014M,S2507_C01_017E,S2507_C01_023M,S2507_C01_025M,S2507_C01_026M,S2507_C01_031M,S2507_C01_032M,S2507_C01_033E,S2507_C01_034M,S2507_C01_035E,S2507_C01_036E,S2507_C01_036M,S2507_C01_037E,S2507_C01_037M,S2507_C01_038E,S2507_C01_038M,S2507_C01_039E,S2507_C01_039M,S2507_C01_040E,S2507_C01_040M,S2507_C01_041E,S2507_C01_041M,S2507_C01_042E,S2507_C01_042M,S2507_C01_043E,S2507_C01_043M,S2507_C01_044E,S2507_C01_044M,S2507_C01_045E,S2507_C01_045M,S2507_C01_046E,S2507_C01_046M,S2507_C01_047E,S2507_C01_047M,S2507_C01_048E,S2507_C01_048M,S2507_C01_049E,S2507_C01_049M,S2507_C01_050E,S2507_C01_050M,S2507_C01_051E,S2507_C01_051M,S2507_C01_052E,S2507_C01_052M,S2507_C01_053E,S2507_C01_053M,S2507_C01_054E,S2507_C01_054M,S2507_C01_055E,S2507_C01_055M,S2507_C01_056E,S2507_C01_056M,S2507_C01_057E,S2507_C01_057M,S2507_C01_058E,S2507_C01_058M,S2507_C01_059E,S2507_C01_059M,S2507_C01_060E,S2507_C01_060M,S2507_C01_018MA,S2507_C01_018EA,S2507_C01_019MA,S2507_C01_033MA,S2507_C01_034MA,S2507_C01_034EA,S2507_C01_035MA,S2507_C01_061MA,S2507_C01_061EA,S2507_C01_062MA,S2507_C01_062EA,NAME,S2507_C01_001MA,S2507_C01_001EA,S2507_C01_002MA,S2507_C01_002EA,S2507_C01_003EA,S2507_C01_003MA,S2507_C01_004MA,S2507_C01_004EA,S2507_C01_005EA,S2507_C01_005MA,S2507_C01_006MA,S2507_C01_006EA,S2507_C01_007MA,S2507_C01_007EA,S2507_C01_008EA,S2507_C01_008MA,S2507_C01_009EA,S2507_C01_009MA,S2507_C01_010MA,S2507_C01_011MA,S2507_C01_012MA,S2507_C01_012EA,S2507_C01_013EA,S2507_C01_013MA,S2507_C01_014EA,S2507_C01_014MA,S2507_C01_015MA,S2507_C01_015EA,S2507_C01_016EA,S2507_C01_016MA,S2507_C01_017MA,S2507_C01_019EA,S2507_C01_020MA,S2507_C01_020EA,S2507_C01_021EA,S2507_C01_021MA,S2507_C01_022EA,S2507_C01_022MA,S2507_C01_023MA,S2507_C01_023EA,S2507_C01_024MA,S2507_C01_024EA,S2507_C01_025EA,S2507_C01_025MA,S2507_C01_026MA,S2507_C01_026EA,S2507_C01_027MA,S2507_C01_027EA,S2507_C01_028EA,S2507_C01_028MA,S2507_C01_029MA,S2507_C01_029EA,S2507_C01_030MA,S2507_C01_030EA,S2507_C01_031EA,S2507_C01_031MA,S2507_C01_032MA,S2507_C01_032EA,S2507_C01_010EA,S2507_C01_011EA,S2507_C01_017EA,S2507_C01_033EA,S2507_C01_035EA,S2507_C01_036MA,S2507_C01_036EA,S2507_C01_037EA,S2507_C01_037MA,S2507_C01_038MA,S2507_C01_038EA,S2507_C01_039MA,S2507_C01_039EA,S2507_C01_040MA,S2507_C01_040EA,S2507_C01_041MA,S2507_C01_041EA,S2507_C01_042EA,S2507_C01_042MA,S2507_C01_043EA,S2507_C01_043MA,S2507_C01_044EA,S2507_C01_044MA,S2507_C01_045MA,S2507_C01_045EA,S2507_C01_046EA,S2507_C01_046MA,S2507_C01_047EA,S2507_C01_047MA,S2507_C01_048MA,S2507_C01_048EA,S2507_C01_049MA,S2507_C01_049EA,S2507_C01_050EA,S2507_C01_050MA,S2507_C01_051MA,S2507_C01_051EA,S2507_C01_052EA,S2507_C01_052MA,S2507_C01_053EA,S2507_C01_053MA,S2507_C01_054MA,S2507_C01_054EA,S2507_C01_055EA,S2507_C01_055MA,S2507_C01_056MA,S2507_C01_056EA,S2507_C01_057MA,S2507_C01_057EA,S2507_C01_058EA,S2507_C01_058MA,S2507_C01_059MA,S2507_C01_059EA,S2507_C01_060EA,S2507_C01_060MA,state
40736,0.9,0.4,10.2,3,907,18,31.7,-888888888.0,0400000US13,688122,12099,22.4,0.7,23.3,0.7,15.6,0.6,13.4,0.5,12.5,0.6,8.3,0.5,4.5,0.3,111500,0.5,0.8,12.7,15.7,0.7,17.0,9.4,0.5,8.2,0.5,0.5,793,40.4,16.4,0.7,10.8,0.6,30.7,0.8,1.8,1.0,0.2,3.2,6.2,10.1,0.5,11.9,0.6,11.8,0.6,11.8,0.6,17.1,10.4,2155,8.2,22.6,0.5,0.6,6.3,0.2,0.3,0.5,0.6,0.6,6.3,0.5,375,21.2,0.8,4.7,0.3,5.8,0.4,10.7,0.6,20.5,0.8,14.6,0.6,4.2,0.3,1.7,0.2,15.7,0.7,14.3,0.6,1.1,0.2,0.3,0.1,17.0,0.6,16.6,0.6,0.4,0.1,0.1,0.1,23.8,0.8,23.7,0.8,0.2,0.1,0.0,0.1,1.8,0.2,43.1,0.8,22.7,0.7,28.9,0.7,5.4,0.3,null,null,null,null,null,null,null,null,null,(X),null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
60250,1.5,1.4,24.3,15,1295,57,23.7,-888888888.0,0400000US15,81971,3305,3.5,0.8,2.8,0.7,4.7,1.1,4.6,1.2,10.9,1.5,23.7,2.1,49.7,2.5,497600,1.7,1.6,8.7,13.0,1.5,18.5,13.0,1.4,14.8,1.4,1.6,3051,9.0,8.1,1.1,8.3,1.0,72.7,1.9,1.8,2.0,0.9,2.1,3.4,5.7,1.5,5.5,1.1,7.9,1.4,7.5,1.2,13.9,16.1,20585,8.0,11.9,1.5,1.6,12.1,0.7,0.7,0.9,1.6,1.6,11.5,2.0,513,13.3,1.8,2.4,0.8,1.6,0.5,9.4,1.6,13.5,1.8,6.2,1.3,4.4,1.1,2.9,0.8,13.0,1.5,10.4,1.4,2.1,0.6,0.5,0.3,18.5,1.6,17.3,1.5,1.0,0.5,0.2,0.2,39.9,2.1,39.4,2.1,0.3,0.2,0.1,0.1,1.8,0.7,31.2,2.4,25.4,2.4,40.8,2.4,2.7,0.6,null,null,null,null,null,null,null,null,null,(X),null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
40582,1.9,1.0,6.3,7,1075,31,30.1,-888888888.0,0400000US16,128293,4525,15.8,1.4,17.2,1.5,19.3,1.5,16.6,1.5,16.1,1.6,10.4,1.5,4.6,0.7,143900,1.0,1.6,15.2,16.5,1.2,18.6,8.6,1.2,8.1,1.3,0.7,1286,33.1,16.6,1.7,12.6,1.3,36.9,1.8,0.9,2.1,0.6,4.2,7.8,14.3,1.3,14.8,1.4,15.0,1.3,10.9,1.2,13.7,6.8,5132,6.4,21.9,1.4,1.5,4.7,0.4,0.8,1.1,1.3,1.0,4.1,0.9,323,19.9,1.5,6.0,0.9,5.2,1.0,8.7,1.3,22.7,1.5,19.0,1.4,2.3,0.5,1.4,0.5,16.5,1.2,15.8,1.2,0.6,0.3,0.1,0.1,18.6,1.5,18.5,1.5,0.1,0.1,0.0,0.1,21.4,1.6,21.4,1.6,0.0,0.1,0.0,0.1,0.9,0.4,30.1,1.5,36.6,1.8,25.9,1.6,7.4,1.1,null,null,null,null,null,null,null,null,null,(X),null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
47808,0.6,0.4,30.5,4,2985,38,28.9,-888888888.0,0400000US17,1023595,11279,13.1,0.4,19.2,0.5,16.6,0.5,16.0,0.5,17.6,0.6,11.7,0.4,5.9,0.3,152800,0.3,0.4,12.4,15.5,0.4,18.2,11.0,0.4,10.3,0.4,0.3,652,35.9,17.3,0.5,11.8,0.4,33.8,0.6,1.2,0.4,0.1,1.3,2.8,4.4,0.3,5.6,0.2,7.0,0.3,7.7,0.4,14.7,13.6,1732,5.4,18.7,0.5,0.5,8.5,0.1,0.1,0.2,0.4,0.5,12.0,0.6,545,16.4,0.4,2.4,0.1,3.2,0.2,10.8,0.4,18.9,0.6,9.1,0.4,5.7,0.3,4.1,0.3,15.5,0.4,11.4,0.4,3.2,0.2,0.9,0.1,18.2,0.5,16.3,0.5,1.5,0.2,0.4,0.1,29.8,0.5,29.3,0.5,0.4,0.1,0.1,0.1,1.2,0.1,14.6,0.4,11.6,0.4,70.0,0.5,3.8,0.2,null,null,null,null,null,null,null,null,null,(X),null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
41030,0.9,0.4,6.3,4,889,17,28.9,-888888888.0,0400000US18,550592,8158,19.4,0.6,28.0,0.7,20.1,0.7,14.3,0.6,11.0,0.6,4.8,0.4,2.4,0.2,105800,0.4,0.7,14.5,17.4,0.7,18.1,9.7,0.5,7.4,0.5,0.5,704,42.7,18.9,0.8,11.2,0.7,26.3,0.9,1.0,0.8,0.2,2.7,6.7,11.0,0.5,14.1,0.6,14.0,0.6,12.5,0.6,17.4,9.6,1534,5.9,21.8,0.6,0.6,5.3,0.2,0.3,0.4,0.7,0.5,4.7,0.5,353,18.5,0.7,4.5,0.3,4.7,0.4,9.3,0.6,22.6,0.7,17.3,0.6,4.1,0.4,1.2,0.2,17.4,0.7,16.3,0.6,0.9,0.2,0.2,0.1,18.1,0.6,17.9,0.6,0.1,0.1,0.0,0.1,22.4,0.7,22.3,0.7,0.1,0.1,0.0,0.1,1.0,0.2,44.2,0.8,25.5,0.9,26.5,0.7,3.8,0.4,null,null,null,null,null,null,null,null,null,(X),null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
44336,0.9,0.5,9.0,4,1612,36,30.4,-888888888.0,0400000US19,336802,6166,18.1,0.8,27.2,0.9,20.5,0.8,15.4,0.9,10.9,0.6,5.4,0.6,2.6,0.3,109700,0.5,0.9,13.4,16.5,0.8,19.2,10.1,0.7,9.0,0.7,0.6,973,44.8,17.5,0.7,11.2,0.7,25.6,0.9,0.8,0.6,0.1,1.8,4.2,6.6,0.5,10.2,0.6,12.7,0.6,13.2,0.7,22.0,12.7,2011,5.0,20.5,0.9,0.8,6.2,0.2,0.2,0.4,0.8,0.6,6.9,0.6,403,17.0,0.7,3.2,0.3,5.0,0.4,8.9,0.5,21.1,1.0,13.8,0.7,5.7,0.5,1.5,0.3,16.5,0.8,15.3,0.8,0.9,0.2,0.3,0.1,19.2,0.8,18.7,0.7,0.4,0.1,0.1,0.1,25.4,0.9,25.3,0.9,0.1,0.1,0.0,0.1,0.8,0.2,21.4,0.8,24.4,0.9,52.0,1.0,2.2,0.3,null,null,null,null,null,null,null,null,null,(X),null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
44882,1.1,0.6,12.4,6,1465,29,29.3,-888888888.0,0400000US20,277249,4891,24.7,1.0,25.8,1.1,17.0,0.9,13.7,0.7,11.1,0.7,4.9,0.6,2.7,0.3,98600,0.5,1.0,13.5,16.7,0.8,19.2,10.0,0.7,9.1,0.6,0.6,1062,48.9,18.1,1.0,10.6,0.6,21.6,0.9,0.8,0.8,0.2,2.2,4.5,6.9,0.5,9.2,0.7,10.3,0.7,11.5,0.8,20.6,14.0,2850,4.8,20.3,0.9,0.9,6.4,0.2,0.3,0.5,1.1,0.7,7.8,0.8,423,16.3,0.9,3.3,0.4,4.4,0.4,8.7,0.6,21.5,0.9,13.6,0.8,5.6,0.5,2.3,0.4,16.7,0.8,15.4,0.7,1.0,0.2,0.2,0.1,19.2,0.9,18.8,0.9,0.4,0.1,0.0,0.1,25.4,0.9,25.4,0.9,0.1,0.1,0.0,0.1,0.8,0.2,25.2,1.0,24.8,1.0,47.5,1.1,2.6,0.4,null,null,null,null,null,null,null,null,null,(X),null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
35847,1.0,0.4,4.2,4,709,16,29.3,-888888888.0,0400000US21,448093,6959,27.7,1.0,25.9,0.8,17.5,0.8,11.3,0.6,10.3,0.6,4.7,0.4,2.6,0.3,90400,0.7,0.8,14.0,15.3,0.7,16.9,8.2,0.5,6.8,0.5,0.3,703,43.4,17.8,0.6,10.7,0.5,26.8,0.8,1.3,2.4,0.3,6.1,10.3,13.8,0.7,14.2,0.6,13.7,0.7,10.5,0.6,13.6,7.4,2418,9.8,25.1,0.6,0.7,3.9,0.2,0.5,0.5,0.7,0.5,3.7,0.4,311,25.5,0.9,8.3,0.5,7.0,0.5,10.2,0.7,22.2,0.7,18.3,0.7,3.3,0.4,0.6,0.1,15.3,0.7,14.8,0.7,0.4,0.1,0.1,0.1,16.9,0.7,16.8,0.7,0.1,0.1,0.0,0.1,18.9,0.8,18.9,0.8,0.0,0.1,0.0,0.1,1.3,0.2,48.9,0.9,22.0,0.8,17.6,0.7,11.5,0.6,null,null,null,null,null,null,null,null,null,(X),null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
38456,0.9,0.4,6.0,4,386,18,28.3,-888888888.0,0400000US22,503313,7795,24.8,0.9,23.4,0.8,15.6,0.6,14.0,0.7,12.9,0.7,6.3,0.5,3.0,0.4,104900,0.6,0.7,12.8,14.0,0.7,16.3,9.6,0.7,7.7,0.5,0.4,1064,41.6,16.2,0.8,10.6,0.5,30.0,0.9,1.6,3.4,0.3,7.8,12.5,13.2,0.7,14.2,0.7,11.5,0.6,9.1,0.6,12.0,6.6,2338,9.4,24.3,0.6,0.7,6.1,0.3,0.6,0.6,0.6,0.5,3.6,0.4,296,24.3,0.7,9.4,0.6,5.7,0.4,9.2,0.6,20.5,0.7,17.1,0.8,2.6,0.3,0.8,0.2,14.0,0.7,13.3,0.7,0.5,0.1,0.1,0.1,16.3,0.7,16.1,0.7,0.2,0.1,0.0,0.1,23.3,0.8,23.2,0.8,0.0,0.1,0.1,0.1,1.6,0.3,43.5,1.0,10.5,0.6,11.5,0.7,34.5,0.9,null,null,null,null,null,null,null,null,null,(X),null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
40500,1.2,0.9,17.8,7,1854,47,29.3,-888888888.0,0400000US23,143149,3603,13.9,1.2,19.2,1.1,13.8,1.2,16.2,1.0,18.8,1.2,11.7,1.2,6.4,0.7,157800,0.8,1.2,14.0,15.5,1.0,20.1,8.8,0.9,7.8,1.0,0.7,1157,28.0,17.7,1.1,13.0,0.9,39.9,1.2,1.4,1.1,0.4,1.4,4.1,5.4,0.8,7.1,0.7,9.3,0.8,10.6,0.9,19.4,14.6,3514,7.1,22.0,1.1,1.2,4.6,0.4,0.4,0.7,1.3,1.2,9.1,1.4,456,20.1,1.1,3.7,0.7,4.2,0.7,12.2,0.9,21.6,1.3,11.1,1.2,6.8,0.7,3.7,0.6,15.5,1.0,12.6,1.0,2.5,0.5,0.5,0.2,20.1,1.2,19.2,1.2,0.8,0.3,0.1,0.1,21.3,1.3,21.2,1.2,0.1,0.1,0.0,0.1,1.4,0.4,18.5,1.1,20.8,1.2,59.3,1.3,1.5,0.3,null,null,null,null,null,null,null,null,null,(X),null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
56317,0.8,0.7,30.0,6,2741,40,29.2,-888888888.0,0400000US24,356034,6422,6.7,0.5,7.6,0.5,8.9,0.7,12.5,0.7,24.2,1.1,23.8,0.9,16.4,0.8,255900,0.4,0.7,10.2,13.0,0.7,17.0,11.9,0.7,12.9,0.7,0.7,1392,20.1,15.7,0.9,12.8,0.7,50.2,1.2,1.2,0.9,0.3,0.6,1.3,2.1,0.3,4.3,0.4,5.8,0.5,8.0,0.6,18.1,16.1,4695,4.8,17.0,0.7,0.7,13.2,0.3,0.2,0.3,0.8,0.7,12.9,1.1,556,14.4,0.6,1.5,0.4,2.2,0.3,10.6,0.6,16.4,0.8,6.7,0.5,5.6,0.6,4.1,0.4,13.0,0.7,9.8,0.7,2.5,0.4,0.7,0.2,17.0,0.7,15.8,0.8,1.0,0.2,0.2,0.1,38.0,0.9,37.7,0.9,0.2,0.1,0.0,0.1,1.2,0.3,6.9,0.5,10.9,0.7,77.5,1.0,4.7,0.5,null,null,null,null,null,null,null,null,null,(X),null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
56002,0.7,0.8,47.1,5,3739,39,31.4,-888888888.0,0400000US25,448134,10031,3.6,0.3,3.3,0.4,5.6,0.5,9.7,0.6,24.3,0.8,33.1,1.0,20.4,0.7,316300,0.5,0.8,10.6,13.5,0.7,16.9,12.4,0.7,12.6,0.7,0.7,1449,14.0,13.8,0.7,11.4,0.7,59.9,1.1,0.9,0.5,0.1,0.3,0.7,1.1,0.2,1.4,0.2,2.4,0.3,3.7,0.4,11.9,15.9,4050,4.3,17.0,0.6,0.8,12.7,0.2,0.1,0.2,0.6,0.8,15.1,0.9,681,13.7,0.7,0.7,0.2,1.5,0.3,11.5,0.6,17.3,0.8,3.9,0.4,5.7,0.5,7.7,0.6,13.5,0.7,7.3,0.5,4.3,0.4,1.9,0.3,16.9,0.8,14.1,0.8,2.2,0.3,0.6,0.1,37.7,0.9,36.6,0.9,1.0,0.2,0.2,0.1,0.9,0.2,3.1,0.4,4.8,0.5,88.7,0.7,3.4,0.4,null,null,null,null,null,null,null,null,null,(X),null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
40325,0.7,0.4,13.4,3,1822,19,28.9,-888888888.0,0400000US26,987195,11398,25.1,0.5,26.3,0.4,17.5,0.5,12.7,0.3,10.4,0.4,5.1,0.2,2.9,0.2,96800,0.3,0.5,14.3,17.3,0.4,17.8,9.3,0.4,7.6,0.3,0.3,469,45.9,16.7,0.5,10.6,0.4,25.4,0.5,1.3,0.6,0.1,1.4,3.4,5.7,0.3,8.4,0.3,10.4,0.4,11.6,0.4,20.8,14.8,1192,7.1,21.6,0.5,0.5,4.9,0.1,0.2,0.2,0.6,0.4,9.4,0.4,441,19.7,0.5,2.6,0.2,4.2,0.2,12.9,0.4,22.0,0.5,12.3,0.4,6.9,0.3,2.7,0.2,17.3,0.4,15.0,0.4,2.0,0.2,0.2,0.1,17.8,0.5,17.3,0.5,0.5,0.1,0.1,0.1,21.8,0.5,21.7,0.5,0.1,0.1,0.0,0.1,1.3,0.1,12.9,0.4,23.3,0.5,55.3,0.6,8.6,0.4,null,null,null,null,null,null,null,null,null,(X),null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
49510,0.6,0.5,14.1,3,1908,27,29.3,-888888888.0,0400000US27,472400,6161,11.9,0.5,14.6,0.5,17.1,0.6,19.5,0.7,20.2,0.7,11.4,0.5,5.3,0.3,163700,0.4,0.6,12.0,15.9,0.5,19.6,11.9,0.6,10.2,0.5,0.4,813,32.4,18.3,0.6,12.8,0.6,35.8,0.7,0.8,0.6,0.1,1.3,3.0,4.9,0.3,8.0,0.4,9.7,0.5,11.3,0.5,22.6,15.1,1682,5.3,17.2,0.5,0.7,7.8,0.1,0.2,0.2,0.7,0.6,9.5,0.6,450,15.7,0.6,2.3,0.2,3.4,0.3,10.0,0.5,18.0,0.6,10.2,0.5,5.5,0.3,2.4,0.3,15.9,0.5,14.1,0.5,1.4,0.2,0.4,0.1,19.6,0.7,19.0,0.6,0.5,0.1,0.1,0.1,29.9,0.7,29.8,0.7,0.1,0.1,0.0,0.1,0.8,0.1,17.8,0.7,20.0,0.6,60.1,0.8,2.0,0.2,null,null,null,null,null,null,null,null,null,(X),null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
34216,1.3,0.5,5.5,5,564,20,29.7,-888888888.0,0400000US28,350014,7430,30.9,1.1,29.8,1.1,14.5,0.8,10.4,0.8,8.7,0.7,3.9,0.5,1.9,0.3,79700,0.7,1.1,12.7,15.5,1.1,16.6,7.3,0.6,6.0,0.6,0.5,1063,45.9,16.7,0.9,9.6,0.7,26.2,1.1,1.6,1.8,0.3,4.9,10.7,13.5,0.9,14.9,0.9,12.9,0.8,10.0,0.8,14.9,7.4,1615,11.1,27.1,0.8,0.9,3.8,0.4,0.5,0.8,1.0,0.7,3.5,0.5,317,28.3,1.0,8.2,0.7,7.6,0.6,12.5,0.8,21.0,1.0,17.2,1.0,2.9,0.4,0.9,0.2,15.5,1.1,14.7,1.0,0.6,0.2,0.2,0.1,16.6,0.9,16.3,0.9,0.3,0.2,0.0,0.1,17.0,0.9,17.0,0.9,0.0,0.1,0.0,0.1,1.6,0.4,44.5,1.3,14.5,0.8,11.4,0.8,29.5,1.0,null,null,null,null,null,null,null,null,null,(X),null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
