GEO_ID,C17010F_001E,C17010F_001M,C17010F_002E,C17010F_002M,C17010F_003E,C17010F_003M,C17010F_004E,C17010F_004M,C17010F_005E,C17010F_005M,C17010F_006E,C17010F_006M,C17010F_007E,C17010F_007M,C17010F_008E,C17010F_008M,C17010F_009E,C17010F_009M,C17010F_010E,C17010F_010M,C17010F_011E,C17010F_011M,C17010F_012E,C17010F_012M,C17010F_013E,C17010F_013M,C17010F_014E,C17010F_014M,C17010F_015E,C17010F_015M,C17010F_016E,C17010F_016M,C17010F_017E,C17010F_017M,NAME,C17010F_001EA,C17010F_001MA,C17010F_002EA,C17010F_002MA,C17010F_003MA,C17010F_003EA,C17010F_004MA,C17010F_004EA,C17010F_005MA,C17010F_005EA,C17010F_006EA,C17010F_006MA,C17010F_007EA,C17010F_007MA,C17010F_008EA,C17010F_008MA,C17010F_009EA,C17010F_009MA,C17010F_010EA,C17010F_010MA,C17010F_011MA,C17010F_011EA,C17010F_012EA,C17010F_012MA,C17010F_013EA,C17010F_013MA,C17010F_014EA,C17010F_014MA,C17010F_015MA,C17010F_015EA,C17010F_016EA,C17010F_016MA,C17010F_017MA,C17010F_017EA,state
0400000US13,53348,3835,13541,2109,6703,1567,5568,1452,6838,1525,793,503,793,503,6045,1459,5655,1477,39807,3310,26225,2848,18661,2246,13582,2134,5827,1572,2980,1096,7755,1608,5970,1514,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,5151,1287,315,275,60,98,0,187,255,255,0,187,0,187,255,255,255,255,4836,1259,3891,1073,2706,755,945,710,569,568,332,513,376,314,356,311,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,14006,2042,1834,1031,972,806,624,683,862,540,145,218,145,218,717,485,717,485,12172,2089,8688,1685,5876,1513,3484,1281,1847,829,836,441,1637,897,1267,845,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,166840,6306,22844,2705,10312,1849,8040,1541,12532,2121,3185,945,2718,990,9347,1769,8285,1668,143996,6282,98725,5643,63675,3975,45271,3293,20916,2411,13635,2273,24355,2478,15687,2115,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25831,2257,5899,1379,2022,888,1934,874,3877,1064,962,615,810,570,2915,862,2915,862,19932,1933,13791,1668,7893,1604,6141,1438,2296,778,1598,630,3845,1135,3067,993,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,9092,1410,1130,570,506,394,413,415,624,370,209,218,209,218,415,294,415,294,7962,1271,5259,1077,3559,867,2703,962,1173,683,946,607,1530,685,950,579,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14479,1730,2379,677,1308,591,950,498,1071,471,136,164,136,164,935,453,790,419,12100,1637,7631,1456,5086,1293,4469,1138,2242,775,982,584,2227,810,1687,721,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,7228,1375,1736,817,774,514,691,511,962,585,243,285,243,285,719,571,719,571,5492,1363,4087,1141,2654,929,1405,656,924,518,378,418,481,370,194,142,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15613,1976,5163,1261,2986,1010,2852,994,2177,824,373,310,336,298,1804,763,1649,713,10450,1766,7185,1390,4064,915,3265,1151,1733,783,1157,575,1532,744,873,494,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,59486,3070,8148,1494,2373,1000,2233,985,5775,1126,773,465,700,473,5002,1139,4864,1121,51338,2938,32761,2904,23002,2658,18577,2229,9607,1538,6658,1441,8970,1689,6221,1493,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,56543,3835,12831,1997,3167,1106,2212,997,9664,1795,1946,1016,1430,918,7718,1517,7159,1522,43712,3980,24030,2885,13927,2422,19682,2624,6650,1673,3564,1463,13032,2094,8490,1722,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,24689,2243,4441,1076,1474,622,1259,502,2967,859,625,336,625,336,2342,776,2152,733,20248,2113,12743,1790,7133,1401,7505,1623,3122,1125,1862,857,4383,1129,3046,917,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,22435,1800,5024,1216,1787,725,1755,721,3237,992,654,599,654,599,2583,959,2556,959,17411,1544,12579,1423,9284,1445,4832,1174,2258,800,1310,595,2574,874,2069,767,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4841,977,1093,524,366,350,366,350,727,378,242,246,143,191,485,306,326,296,3748,933,2727,876,1925,807,1021,484,526,320,358,257,495,322,456,316,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,15356,2163,3071,869,723,357,569,309,2348,814,263,278,263,278,2085,833,2061,838,12285,2254,9451,2073,6898,1689,2834,882,1069,565,746,509,1765,653,1204,600,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7480,1316,1378,755,275,297,275,297,1103,689,465,459,465,459,638,533,608,529,6102,1212,3943,1049,2919,895,2159,804,912,505,542,350,1247,561,827,441,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,70516,4213,11160,1651,4258,963,3671,938,6902,1218,1110,463,776,389,5792,1193,5193,1064,59356,4319,35288,3462,21212,2749,24068,2659,9256,1712,4619,1249,14812,2015,9888,1934,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,120071,4931,22613,2539,6844,1483,5058,1254,15769,2162,3083,1235,2455,1030,12686,1848,11320,1750,97458,4678,55633,3919,33678,2780,41825,3555,14331,2268,7131,1640,27494,2610,17747,2311,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,34874,3108,7356,1230,3250,881,1986,704,4106,1095,1073,675,987,671,3033,1038,2476,918,27518,2753,17777,2348,7537,1294,9741,1618,4147,1219,1557,846,5594,1391,2765,943,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,384941,10806,85414,4588,21774,2081,14708,2088,63640,4252,6348,1487,4484,1203,57292,4227,45954,4107,299527,9861,159670,7011,92136,5204,139857,6178,46081,4108,21972,2910,93776,4914,54320,3659,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,63531,4056,16777,2383,7027,1453,5915,1295,9750,1854,2290,846,2290,846,7460,1763,7347,1769,46754,3838,32787,3369,22715,2903,13967,2035,7963,1615,5676,1264,6004,1286,4408,1163,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,21365,2238,5553,1376,1638,801,1537,767,3915,1074,810,561,667,511,3105,936,2814,885,15812,2100,10440,1623,7043,1408,5372,1261,2695,933,2069,882,2677,706,1714,617,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22249,1990,4063,845,1655,494,1311,464,2408,680,655,329,567,314,1753,585,1620,565,18186,1866,12306,1507,8256,1451,5880,1247,3282,965,1987,747,2598,771,1855,781,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,23807,2996,3521,1203,1474,617,1151,599,2047,965,595,621,595,621,1452,733,1452,733,20286,2730,14290,2250,10408,2081,5996,1622,2341,978,1509,827,3655,1190,2973,1047,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,48086,3527,12307,2104,2810,998,2072,809,9497,1930,1152,715,1152,715,8345,1811,6770,1698,35779,2906,19546,2278,12309,1980,16233,2316,6913,1669,4165,1359,9320,1524,6255,1366,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10651,1768,1683,823,389,350,239,288,1294,759,67,108,67,108,1227,711,1227,711,8968,1634,3900,1072,2109,714,5068,1296,1241,658,692,451,3827,1075,2042,829,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,15845,2273,4284,1258,2084,694,1949,709,2200,928,53,99,53,99,2147,945,1350,697,11561,1953,9217,1909,6188,1440,2344,926,987,612,488,342,1357,643,1152,619,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17496,1947,5071,1326,3075,1054,2622,953,1996,827,304,225,160,197,1692,798,1575,792,12425,1730,8069,1446,5754,1345,4356,1010,2762,852,1330,554,1594,561,846,429,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,358816,11501,68574,5154,30840,3173,22680,2697,37734,4205,5484,1386,4269,1242,32250,3922,28220,3431,290242,10482,203275,8788,122497,6927,86967,5127,35924,3658,19271,3356,51043,3796,32794,3243,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,35678,2496,4655,974,2370,765,2214,771,2285,746,648,445,538,401,1637,610,1637,610,31023,2420,20695,2191,13671,1849,10328,2143,5120,1567,2760,1020,5208,1386,3943,1280,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,43883,3614,7242,1563,3491,1138,2891,981,3751,1177,726,509,726,509,3025,1004,2939,980,36641,3152,26231,2523,18168,2283,10410,1700,4200,1348,2392,1127,6210,1505,4446,1212,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,68934,4089,13291,2152,5449,1505,4414,1336,7842,1760,970,663,926,654,6872,1565,6699,1531,55643,3718,35656,3445,24186,3060,19987,2466,10546,1818,6156,1638,9441,1824,7609,1680,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26799,2652,5434,1097,1509,700,1387,703,3925,896,605,334,580,333,3320,891,3215,864,21365,2380,14562,2033,9409,1578,6803,1348,2841,848,2180,744,3962,1097,2910,998,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,127027,6166,60537,3874,22320,2782,8532,1905,38217,3668,8355,1634,5106,1331,29862,3451,20535,2751,66490,4787,42913,3656,13701,2076,23577,2859,6451,1647,2939,1157,17126,2484,8215,1742,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
