B20005D_075E,B20005D_075M,B20005D_076E,B20005D_076M,B20005D_077E,B20005D_077M,B20005D_078E,B20005D_078M,B20005D_079E,B20005D_079M,B20005D_080E,B20005D_080M,B20005D_081E,B20005D_081M,B20005D_082E,B20005D_082M,B20005D_083E,B20005D_083M,B20005D_084E,B20005D_084M,B20005D_085E,B20005D_085M,B20005D_086E,B20005D_086M,B20005D_087E,B20005D_087M,B20005D_088E,B20005D_088M,B20005D_089E,B20005D_089M,B20005D_090E,B20005D_090M,B20005D_091E,B20005D_091M,B20005D_092E,B20005D_092M,B20005D_093E,B20005D_093M,B20005D_094E,B20005D_094M,B20005D_095E,B20005D_095M,GEO_ID,B20005D_001E,B20005D_001M,B20005D_002E,B20005D_002M,B20005D_003E,B20005D_003M,B20005D_004E,B20005D_004M,B20005D_005E,B20005D_005M,B20005D_006E,B20005D_006M,B20005D_007E,B20005D_007M,B20005D_008E,B20005D_008M,B20005D_009E,B20005D_009M,B20005D_010E,B20005D_010M,B20005D_011E,B20005D_011M,B20005D_012E,B20005D_012M,B20005D_013E,B20005D_013M,B20005D_014E,B20005D_014M,B20005D_015E,B20005D_015M,B20005D_016E,B20005D_016M,B20005D_017E,B20005D_017M,B20005D_018E,B20005D_018M,B20005D_019E,B20005D_019M,B20005D_020E,B20005D_020M,B20005D_021E,B20005D_021M,B20005D_022E,B20005D_022M,B20005D_023E,B20005D_023M,B20005D_024E,B20005D_024M,B20005D_025E,B20005D_025M,B20005D_026E,B20005D_026M,B20005D_027E,B20005D_027M,B20005D_028E,B20005D_028M,B20005D_029E,B20005D_029M,B20005D_030E,B20005D_030M,B20005D_031E,B20005D_031M,B20005D_032E,B20005D_032M,B20005D_033E,B20005D_033M,B20005D_034E,B20005D_034M,B20005D_035E,B20005D_035M,B20005D_036E,B20005D_036M,B20005D_037E,B20005D_037M,B20005D_038E,B20005D_038M,B20005D_039E,B20005D_039M,B20005D_040E,B20005D_040M,B20005D_041E,B20005D_041M,B20005D_042E,B20005D_042M,B20005D_043E,B20005D_043M,B20005D_044E,B20005D_044M,B20005D_045E,B20005D_045M,B20005D_046E,B20005D_046M,B20005D_047E,B20005D_047M,B20005D_048E,B20005D_048M,B20005D_049E,B20005D_049M,B20005D_050E,B20005D_050M,B20005D_051E,B20005D_051M,B20005D_052E,B20005D_052M,B20005D_053E,B20005D_053M,B20005D_054E,B20005D_054M,B20005D_055E,B20005D_055M,B20005D_056E,B20005D_056M,B20005D_057E,B20005D_057M,B20005D_058E,B20005D_058M,B20005D_059E,B20005D_059M,B20005D_060E,B20005D_060M,B20005D_061E,B20005D_061M,B20005D_062E,B20005D_062M,B20005D_063E,B20005D_063M,B20005D_064E,B20005D_064M,B20005D_065E,B20005D_065M,B20005D_066E,B20005D_066M,B20005D_067E,B20005D_067M,B20005D_068E,B20005D_068M,B20005D_069E,B20005D_069M,B20005D_070E,B20005D_070M,B20005D_071E,B20005D_071M,B20005D_072E,B20005D_072M,B20005D_073E,B20005D_073M,B20005D_074E,B20005D_074M,B20005D_075EA,B20005D_075MA,B20005D_076EA,B20005D_076MA,B20005D_077EA,B20005D_077MA,B20005D_078MA,B20005D_078EA,B20005D_079MA,B20005D_079EA,B20005D_080EA,B20005D_080MA,B20005D_081EA,B20005D_081MA,B20005D_082EA,B20005D_082MA,B20005D_083EA,B20005D_083MA,B20005D_084MA,B20005D_084EA,B20005D_085EA,B20005D_085MA,B20005D_086EA,B20005D_086MA,B20005D_087EA,B20005D_087MA,B20005D_088MA,B20005D_088EA,B20005D_089MA,B20005D_089EA,B20005D_090MA,B20005D_090EA,B20005D_091EA,B20005D_091MA,B20005D_092EA,B20005D_092MA,B20005D_093EA,B20005D_093MA,B20005D_094EA,B20005D_094MA,B20005D_095MA,B20005D_095EA,NAME,B20005D_001MA,B20005D_001EA,B20005D_002MA,B20005D_002EA,B20005D_003EA,B20005D_003MA,B20005D_004MA,B20005D_004EA,B20005D_005EA,B20005D_005MA,B20005D_006EA,B20005D_006MA,B20005D_007MA,B20005D_007EA,B20005D_008MA,B20005D_008EA,B20005D_009MA,B20005D_009EA,B20005D_010EA,B20005D_010MA,B20005D_011EA,B20005D_011MA,B20005D_012MA,B20005D_012EA,B20005D_013MA,B20005D_013EA,B20005D_014EA,B20005D_014MA,B20005D_015EA,B20005D_015MA,B20005D_016EA,B20005D_016MA,B20005D_017EA,B20005D_017MA,B20005D_018MA,B20005D_018EA,B20005D_019MA,B20005D_019EA,B20005D_020EA,B20005D_020MA,B20005D_021EA,B20005D_021MA,B20005D_022EA,B20005D_022MA,B20005D_023MA,B20005D_023EA,B20005D_024MA,B20005D_024EA,B20005D_025EA,B20005D_025MA,B20005D_026EA,B20005D_026MA,B20005D_027EA,B20005D_027MA,B20005D_028EA,B20005D_028MA,B20005D_029MA,B20005D_029EA,B20005D_030EA,B20005D_030MA,B20005D_031EA,B20005D_031MA,B20005D_032EA,B20005D_032MA,B20005D_033MA,B20005D_033EA,B20005D_034MA,B20005D_034EA,B20005D_035MA,B20005D_035EA,B20005D_036EA,B20005D_036MA,B20005D_037EA,B20005D_037MA,B20005D_038MA,B20005D_038EA,B20005D_039EA,B20005D_039MA,B20005D_040MA,B20005D_040EA,B20005D_041EA,B20005D_041MA,B20005D_042EA,B20005D_042MA,B20005D_043EA,B20005D_043MA,B20005D_044EA,B20005D_044MA,B20005D_045MA,B20005D_045EA,B20005D_046MA,B20005D_046EA,B20005D_047EA,B20005D_047MA,B20005D_048EA,B20005D_048MA,B20005D_049EA,B20005D_049MA,B20005D_050EA,B20005D_050MA,B20005D_051MA,B20005D_051EA,B20005D_052MA,B20005D_052EA,B20005D_053EA,B20005D_053MA,B20005D_054EA,B20005D_054MA,B20005D_055MA,B20005D_055EA,B20005D_056MA,B20005D_056EA,B20005D_057MA,B20005D_057EA,B20005D_058EA,B20005D_058MA,B20005D_059EA,B20005D_059MA,B20005D_060MA,B20005D_060EA,B20005D_061EA,B20005D_061MA,B20005D_062MA,B20005D_062EA,B20005D_063EA,B20005D_063MA,B20005D_064EA,B20005D_064MA,B20005D_065EA,B20005D_065MA,B20005D_066MA,B20005D_066EA,B20005D_067MA,B20005D_067EA,B20005D_068MA,B20005D_068EA,B20005D_069EA,B20005D_069MA,B20005D_070MA,B20005D_070EA,B20005D_071MA,B20005D_071EA,B20005D_072EA,B20005D_072MA,B20005D_073MA,B20005D_073EA,B20005D_074EA,B20005D_074MA,state
38669,3693,5917,1561,3261,1249,5078,1386,3184,1061,4949,1326,1636,647,2716,961,1173,504,2206,868,660,457,1680,707,1569,670,596,372,314,269,381,283,126,153,924,616,605,394,611,405,1083,462,0400000US13,330415,4766,156677,3173,91278,3763,0,224,91278,3763,42,79,0,224,478,324,373,373,1927,975,616,342,2667,1056,1801,977,4493,1488,3367,1095,5146,1339,4962,1439,5086,1600,3756,1303,4165,1207,4283,1263,5776,1273,5908,1530,12649,2634,23783,2261,65399,3756,34754,3027,30645,3015,4547,1079,2777,1064,3511,1236,1707,813,1385,673,1472,806,1757,778,822,382,1078,536,493,395,1498,696,1594,599,463,409,520,354,927,497,210,258,1366,621,638,344,921,469,2959,794,173738,3206,65575,3807,0,224,65575,3807,93,118,0,224,85,129,257,221,2645,1142,2371,1233,2304,915,1741,746,4158,1402,3476,1565,2968,879,3962,1015,5196,1301,3021,986,2168,860,3044,907,4603,1362,3214,984,9572,1884,10697,1982,108163,4526,69494,3976,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
49103,3574,5943,1029,4601,1127,4224,1188,4367,1048,5170,1280,1872,675,3650,992,1793,540,3011,783,1395,505,1683,575,2603,760,1381,452,1617,525,923,398,955,599,1517,604,695,404,776,270,927,370,0400000US15,480322,6235,219239,4042,111107,4178,0,187,111107,4178,67,113,135,164,893,496,798,557,985,431,768,466,1334,510,1920,623,5288,1218,2398,824,7302,1339,6791,1109,7043,1233,9786,1374,6237,1286,7808,1608,10779,1574,10395,1437,14361,1546,16019,1835,108132,4552,70003,3492,38129,3392,4228,1038,4154,1160,4509,1028,2010,786,3521,969,1275,458,2528,739,1168,506,1547,469,628,383,1226,617,2683,811,1350,514,1027,328,1164,432,986,400,1217,459,496,257,1288,519,1124,535,261083,4171,107701,4251,0,187,107701,4251,286,363,59,98,875,556,657,506,2545,924,1382,574,1734,674,2585,838,5418,1322,3575,1315,6588,1496,12005,1500,10629,1780,12074,1876,5946,1060,7463,1316,10679,1599,6397,1033,9856,1514,6948,1115,153382,4711,104279,3021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
74634,4040,11257,1469,8385,1830,9560,1501,4746,1142,6485,1607,2647,687,3169,871,2257,905,3559,1038,1278,486,2714,694,2516,823,1619,547,2303,728,1509,527,1720,608,1787,650,1282,646,2706,845,3135,781,0400000US17,575198,4455,274165,2860,147591,4271,0,190,147591,4271,256,260,130,169,773,400,987,487,1268,504,855,525,1842,792,1529,616,3871,1111,3371,1179,6332,1490,7952,1700,4945,1263,7545,1671,5047,1113,7434,1433,13391,2044,11606,2012,23828,2299,44629,2833,126574,4241,67377,3489,59197,3427,8161,1164,4932,1148,5385,1242,2359,612,5647,1289,3269,822,2802,1092,2025,643,3012,772,1442,541,3199,869,2687,825,1674,659,1925,713,858,402,1697,622,1402,513,1330,478,1975,532,3416,794,301033,3237,111545,4187,0,190,111545,4187,68,79,70,111,611,300,472,308,1054,476,185,159,2521,891,2274,989,5070,942,3415,1030,6311,1254,6777,1155,5700,1329,6458,1269,3033,789,5588,1213,12376,2017,8367,1377,17070,2012,24125,2409,189488,4708,114854,3957,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
18383,2362,3784,825,1642,580,2978,1371,767,335,2243,852,549,329,657,397,708,464,869,452,863,730,852,472,42,55,449,440,76,124,118,148,176,187,284,362,0,197,301,272,1025,642,0400000US18,118236,3110,56847,2379,28268,1870,0,197,28268,1870,48,60,828,908,142,154,21,41,566,372,68,105,185,220,589,511,1053,792,1121,794,2390,1022,1665,750,976,529,791,363,814,428,993,548,2233,908,2126,850,4091,878,7568,1473,28579,1975,14651,1807,13928,1905,2675,1073,1157,525,1244,535,1029,608,977,468,444,279,528,490,589,361,279,213,673,494,227,182,351,358,240,221,300,254,215,238,209,268,225,221,465,338,778,507,1323,618,61389,2287,19696,1813,0,197,19696,1813,0,197,40,79,19,38,0,197,249,260,313,228,638,569,420,323,2014,926,1103,521,2047,804,1315,484,593,363,1375,639,727,497,1440,680,1746,836,525,307,2093,705,3039,806,41693,2566,23310,2135,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
8694,1448,1532,655,1384,655,1081,510,265,264,929,551,205,224,660,462,212,197,629,361,382,297,224,210,94,94,511,467,28,76,32,66,0,163,72,95,80,100,108,101,266,265,0400000US19,63921,2189,32691,1763,16985,1399,0,163,16985,1399,14,30,0,163,165,223,303,324,549,343,98,161,290,244,203,261,308,250,240,192,1995,775,2150,796,1270,514,852,363,923,558,324,242,1907,722,564,506,2795,1070,2035,740,15706,1901,8513,1532,7193,1224,1357,587,843,440,503,415,385,214,547,280,367,344,107,150,213,213,376,292,280,341,202,238,288,303,0,163,0,163,0,163,245,309,533,710,262,270,342,242,343,258,31230,1428,11996,1556,0,163,11996,1556,0,163,0,163,42,78,170,179,111,125,97,142,360,314,397,260,1063,531,323,425,1370,683,1061,612,681,396,417,248,379,331,914,396,952,474,444,254,2238,895,977,660,19234,1929,10540,1454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
10318,1501,1702,630,1705,638,1571,798,725,397,1090,449,298,256,460,403,157,193,761,464,87,131,157,156,409,368,76,122,348,287,66,108,0,177,148,131,249,317,131,99,178,219,0400000US20,69166,2785,33578,1905,20096,1944,0,177,20096,1944,0,177,0,177,99,155,74,120,63,66,11,18,274,212,170,147,829,511,425,332,1550,642,1258,590,2358,1159,1312,562,689,396,831,341,1557,854,1423,514,4144,1141,3029,707,13482,1370,6530,1135,6952,1206,1230,622,447,327,824,381,564,432,342,262,299,276,532,456,182,246,171,183,74,132,457,299,179,178,111,151,361,296,51,65,38,65,112,176,318,328,58,97,602,380,35588,1461,11265,1512,0,177,11265,1512,0,177,0,177,212,222,117,151,389,243,72,92,277,234,414,303,1470,649,482,256,1364,570,1458,615,851,439,584,392,179,236,783,448,468,311,410,265,555,359,1180,612,24323,1793,14005,1599,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
8532,1381,1563,608,843,481,877,408,832,593,986,698,242,353,1037,621,14,26,617,349,409,392,206,240,342,358,57,97,0,195,191,208,87,128,49,87,0,195,0,195,180,218,0400000US21,48838,2206,22085,1310,12129,1228,0,195,12129,1228,128,163,0,195,61,102,280,258,384,406,68,92,767,543,42,76,519,342,578,388,814,472,919,444,746,361,340,253,205,209,645,436,989,498,990,454,943,440,2711,793,9956,1271,4525,1072,5431,958,540,291,427,331,352,254,187,164,667,369,191,216,492,392,268,302,192,236,116,149,367,309,235,226,119,154,488,374,0,195,404,388,0,195,287,224,17,49,82,103,26753,1649,8127,1154,0,195,8127,1154,0,195,34,58,512,500,18,38,124,145,82,136,63,77,133,130,625,310,459,358,626,432,1178,529,209,186,557,346,521,299,865,398,276,210,514,287,605,282,726,470,18626,1697,10094,1434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
7393,1211,1195,553,893,471,735,455,655,536,477,323,185,193,476,370,573,385,162,154,443,408,193,155,274,241,8,15,191,195,191,228,119,149,74,138,172,204,170,276,207,283,0400000US22,67918,2144,33366,1595,15241,1607,0,214,15241,1607,0,214,60,126,75,116,102,147,299,278,309,354,176,178,397,410,739,422,240,358,1228,569,817,753,426,281,908,659,1600,577,534,352,994,540,1109,711,1765,664,3463,965,18125,1607,9910,1589,8215,1535,1441,567,632,313,935,544,365,313,587,335,115,122,299,229,207,204,988,678,286,252,481,362,357,215,138,184,323,279,40,42,263,229,94,118,36,60,285,419,343,217,34552,1566,11528,1619,0,214,11528,1619,0,214,0,214,185,190,82,129,643,474,982,706,261,304,635,460,601,504,761,408,1091,479,408,271,392,346,633,379,605,411,605,451,1182,588,490,421,452,421,1520,696,23024,2144,15631,2041,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
42466,3271,6381,1255,3265,838,2527,690,3282,931,4101,922,1695,632,2454,724,1613,603,2746,734,756,478,2197,645,1906,906,790,439,736,475,740,390,1448,628,1756,666,736,318,1760,626,1577,521,0400000US24,320875,3706,148982,2576,87142,3192,171,165,86971,3176,151,235,0,203,886,510,31,61,890,409,108,146,1940,731,1341,836,2862,1093,1569,710,3558,1112,4439,1177,4536,1633,3898,974,2634,782,4319,1236,5504,1066,5276,1240,12579,1613,30450,2174,61840,3220,31425,2276,30415,2880,4282,1323,2054,634,2506,799,1046,604,3082,948,1096,479,1806,699,1021,413,883,419,314,236,1980,802,1747,552,1043,487,932,421,1007,555,447,391,1292,540,511,354,1539,700,1827,544,171893,2141,68006,3463,43,71,67963,3455,0,203,152,191,453,344,137,144,1398,603,380,231,649,305,1440,629,2938,1007,1451,543,3722,1083,3494,958,3435,1144,3234,793,3680,932,5113,1291,5633,1158,3935,822,11937,1643,14782,1816,103887,3289,61421,3184,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
55564,3346,9146,1395,5495,1037,5971,1027,3894,1081,4487,1073,1343,614,4181,1235,1928,765,2843,888,835,362,1425,662,2960,1086,1517,652,1084,533,760,433,1257,723,834,483,1684,578,2014,641,1906,584,0400000US25,376964,3907,176500,2679,89534,3308,0,210,89534,3308,45,77,0,210,1039,486,826,695,955,541,0,210,958,388,706,465,3403,1092,1055,754,2894,982,5147,1234,4923,1305,4029,966,3020,980,3237,876,5848,1325,5010,1183,10805,1669,35634,2806,86966,3054,47127,2760,39839,3355,5553,1242,3574,831,4330,1199,2984,1084,2945,852,1957,786,2110,858,727,429,1347,592,667,336,1590,733,1828,620,909,542,1351,647,704,331,744,389,2056,925,596,319,1126,428,2741,789,200464,2399,73125,4060,0,210,73125,4060,49,95,456,346,547,326,360,500,1100,570,176,204,264,229,843,647,1727,815,1813,745,4074,1099,4368,1255,4020,1297,3534,871,3163,956,3800,938,6075,1213,7042,1804,11143,1510,18571,2186,127339,3900,71775,3306,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
