GEO_ID,B19001D_001E,B19001D_001M,B19001D_002E,B19001D_002M,B19001D_003E,B19001D_003M,B19001D_004E,B19001D_004M,B19001D_005E,B19001D_005M,B19001D_006E,B19001D_006M,B19001D_007E,B19001D_007M,B19001D_008E,B19001D_008M,B19001D_009E,B19001D_009M,B19001D_010E,B19001D_010M,B19001D_011E,B19001D_011M,B19001D_012E,B19001D_012M,B19001D_013E,B19001D_013M,B19001D_014E,B19001D_014M,B19001D_015E,B19001D_015M,B19001D_016E,B19001D_016M,B19001D_017E,B19001D_017M,NAME,B19001D_001MA,B19001D_001EA,B19001D_002EA,B19001D_002MA,B19001D_003MA,B19001D_003EA,B19001D_004MA,B19001D_004EA,B19001D_005MA,B19001D_005EA,B19001D_006EA,B19001D_006MA,B19001D_007EA,B19001D_007MA,B19001D_008EA,B19001D_008MA,B19001D_009MA,B19001D_009EA,B19001D_010MA,B19001D_010EA,B19001D_011EA,B19001D_011MA,B19001D_012MA,B19001D_012EA,B19001D_013EA,B19001D_013MA,B19001D_014MA,B19001D_014EA,B19001D_015MA,B19001D_015EA,B19001D_016EA,B19001D_016MA,B19001D_017EA,B19001D_017MA,state
0400000US16,7283,1328,1102,547,114,133,65,89,1068,704,82,128,367,358,322,286,261,206,110,154,331,324,276,251,833,404,818,612,527,352,818,526,189,198,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,231272,4176,17726,2350,5824,1015,6471,1434,8210,1549,5970,1268,7311,1240,6137,1175,6014,1144,5959,1316,11673,1707,21775,2347,29293,2541,26121,2428,17240,1795,23888,2364,31660,2357,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,44540,2452,5020,1270,884,337,1437,770,2569,1103,2035,772,1401,782,1055,443,1611,693,630,379,3068,933,4629,1235,4615,1099,5728,1370,2057,731,3311,903,4490,1052,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,23182,1580,2341,768,360,316,526,298,596,389,597,289,956,463,405,310,811,375,172,133,2515,1157,3739,864,3370,1098,2139,835,880,408,1967,806,1808,796,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,26934,2296,2755,948,654,452,604,355,1255,696,777,467,610,300,1176,620,1511,676,614,362,1357,598,2872,971,4544,1214,3004,814,1416,548,2095,751,1690,539,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,19361,1485,1182,626,519,336,847,579,1273,590,1139,599,588,362,625,394,758,553,978,514,2068,735,2332,793,1786,685,1739,583,604,286,892,394,2031,681,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,23665,1662,2215,753,1305,669,625,505,1489,686,832,464,994,511,285,206,919,492,959,384,1735,625,2766,676,2216,790,2049,672,1099,477,1603,634,2574,849,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,3889,594,416,277,112,158,182,177,126,161,158,139,494,464,207,229,0,175,393,246,214,157,402,317,282,227,298,197,93,130,26,42,486,356,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,124741,3363,5789,1333,2654,665,2087,605,3443,1074,3423,982,3051,833,2784,825,4314,966,3597,977,7778,1328,9740,1584,13691,1824,14775,2082,9857,1456,15160,1682,22598,1861,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,147437,2921,15996,1955,4444,1161,3937,930,3660,933,3527,1065,4526,1277,3679,1046,4001,1201,3413,798,5453,1167,10131,1636,15733,1914,16015,2298,11612,1717,15717,2025,25593,2544,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,101448,3042,5933,1023,2339,785,2306,838,3010,901,2835,745,3372,1033,2518,729,3777,1008,4174,1022,6568,1361,9173,1386,15547,1982,10757,1401,6966,1188,11117,1439,11056,1585,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,76139,2578,5060,1244,2439,741,1672,531,2699,807,2281,692,2279,707,2456,735,3015,919,3010,879,5011,1126,8226,1267,10374,1619,9798,1549,4457,1090,6873,1505,6489,1297,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,7625,1214,581,548,356,406,359,450,150,181,407,352,459,427,650,471,199,219,255,195,577,446,1045,516,1218,451,753,463,147,155,154,204,315,264,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,41018,2024,4048,971,1667,635,1712,748,2155,785,1629,662,1789,603,824,389,1830,728,1606,929,1903,674,3580,1061,5736,1217,3270,850,2263,788,3261,807,3745,828,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,14426,1345,1478,670,396,287,681,427,660,374,216,141,1276,811,299,251,497,324,307,246,1375,529,1192,500,2046,596,1158,455,916,449,1010,493,919,387,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,81096,3083,4990,1173,2490,773,2520,922,3229,787,3548,935,4553,1042,2309,749,3709,1085,2800,751,7502,1343,9303,1580,11932,1533,7647,1497,4278,1054,5466,971,4820,1185,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,10658,1346,751,349,204,211,118,136,187,208,655,559,447,363,546,458,24,45,0,192,393,297,1331,528,2217,901,1073,478,477,260,843,409,1392,509,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,278878,4198,10652,1754,5465,1172,4875,1064,6158,1406,5685,1248,5309,1310,4643,1152,5605,1114,5497,1204,12797,2111,17683,2072,32830,3123,31671,2446,26393,2648,41406,2992,62209,3076,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,10109,1232,454,296,118,178,368,212,604,391,184,166,1219,818,547,422,540,378,239,249,344,251,789,562,1451,631,1356,582,462,394,612,377,822,487,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,531348,6650,41035,3304,18867,2083,22551,2592,24288,2641,21604,2321,22666,2313,18202,2748,17848,2498,15142,1984,32114,2918,42604,4260,56413,3983,49056,3351,35897,3035,46828,3277,66233,3688,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,92509,3271,4203,920,2739,991,2895,1027,3971,1002,5345,1303,3085,974,2058,757,4208,1053,2050,660,5754,1424,7826,1409,12702,1856,10419,1694,6904,1356,8458,1256,9892,1525,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,85390,2860,7427,1355,2734,831,2938,822,3107,764,2448,819,2290,590,2835,933,3743,1111,2879,996,4965,951,9022,1611,10554,1520,8379,1308,5200,1062,7631,1100,9238,1639,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,24306,1641,1610,591,520,363,813,354,875,388,1159,475,1658,724,1350,507,998,381,1310,458,2024,717,3103,968,2842,776,2508,773,726,451,1449,487,1361,517,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,60227,3145,6519,1155,1711,742,1763,739,2664,912,1221,445,1722,677,1429,608,2527,867,2300,854,3453,880,4264,943,8749,1543,5804,966,3348,885,6654,1192,6099,948,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,141236,3850,12376,1555,4346,1170,3083,923,5311,1292,5323,1342,4060,935,3997,1242,4857,1181,4796,1264,10573,1746,12593,1521,16303,1839,12454,1440,8487,1214,14097,1852,18580,1849,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,11504,1108,509,368,803,479,523,367,412,436,187,186,285,230,450,401,369,437,672,522,529,382,1584,754,1440,492,963,569,521,373,838,437,1419,563,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,24052,1862,1450,571,480,381,706,410,1327,619,972,466,2319,1067,868,565,614,377,1066,549,1946,680,2761,917,2999,750,2226,779,948,573,1365,586,2005,722,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,37744,2523,1939,812,989,649,967,495,1094,482,2030,778,1879,599,434,297,1917,665,1040,563,2860,1063,4889,1037,5011,948,4271,1126,2149,843,2915,839,3360,844,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,428516,7204,27196,3450,10438,1805,11424,1538,14376,2133,10850,1571,14255,2367,13040,2170,15156,2082,11510,1719,22040,2025,39157,3427,56504,3695,49958,4174,32752,2856,45430,3616,54430,3621,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,23234,1808,1491,673,947,524,641,457,578,339,447,310,1037,666,1142,638,1083,584,451,284,2093,751,2907,867,3556,953,2535,783,1437,493,1413,636,1476,652,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,172020,3934,7510,1224,3234,1073,3296,845,3826,953,4359,1202,3298,878,3549,968,3073,894,5387,1259,11181,1731,14020,1989,21011,2514,18565,2338,13247,1606,21374,2309,35090,2494,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,216773,4713,12199,1948,5981,1367,6916,1591,5502,1277,4199,1260,5582,1216,6166,1501,5145,1155,5357,1316,15291,1966,18669,2178,26777,2830,23322,2739,18095,2308,24833,2624,32739,2730,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,4462,919,617,339,88,126,463,282,680,630,316,275,118,149,311,390,0,200,155,165,311,226,140,162,257,239,198,180,226,222,132,162,450,228,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,47290,2170,3953,1051,1689,692,1813,777,1463,690,1274,633,1701,701,1946,620,1188,491,2307,752,2788,823,5850,1061,6993,1324,4409,1129,2692,741,3827,766,3397,718,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
