GEO_ID,B28009D_001E,B28009D_001M,B28009D_002E,B28009D_002M,B28009D_003E,B28009D_003M,B28009D_004E,B28009D_004M,B28009D_005E,B28009D_005M,B28009D_006E,B28009D_006M,NAME,B28009D_001EA,B28009D_001MA,B28009D_002MA,B28009D_002EA,B28009D_003EA,B28009D_003MA,B28009D_004EA,B28009D_004MA,B28009D_005MA,B28009D_005EA,B28009D_006EA,B28009D_006MA,state
0400000US25,429408,5619,410904,7483,672,862,393976,8765,16256,7141,18504,4428,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,300866,5428,295839,5876,78,113,279551,7147,16210,4077,5027,1987,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,267874,4258,260473,4653,262,331,244333,5111,15878,3683,7401,2157,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27112,2760,25007,2042,0,217,23448,1996,1559,963,2105,1557,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,121502,4558,116350,4599,270,414,107952,4814,8128,2384,5152,1708,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,45744,2009,45416,1997,61,105,41523,2886,3832,2082,328,239,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,253606,4650,246994,4993,102,173,232220,5905,14672,3666,6612,2264,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33661,1925,33159,1955,0,192,32500,1965,659,448,502,619,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,869928,5727,861902,6200,78,124,840948,7166,20876,3496,8026,1984,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,28721,1851,28191,1694,39,59,25611,1888,2541,1273,530,441,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1697099,11793,1624715,13312,1440,836,1545252,13208,78023,9089,72384,8106,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,289490,5035,281197,6138,130,150,267095,7449,13972,4860,8293,2969,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,12559,1990,11498,1912,0,161,7921,1925,3577,1785,1061,696,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,252124,4865,246023,5216,141,139,235967,6047,9915,3047,6101,1860,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,83684,3206,81016,3422,133,201,77711,3876,3172,1271,2668,1107,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,177782,4484,174191,4521,295,426,165723,4794,8173,2119,3591,1262,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,430932,4940,421046,6074,489,490,403739,6643,16818,3857,9886,3014,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35554,1767,35084,1779,0,217,34123,1870,961,771,470,479,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74852,3786,73386,3779,16,31,67488,4388,5882,2738,1466,717,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,116095,3966,114714,4044,92,156,109568,4428,5054,1930,1381,609,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1346128,12088,1328911,12938,1390,1028,1277889,15201,49632,7438,17217,4349,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,74172,3757,73385,3962,32,53,69607,3890,3746,1442,787,521,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,536948,7382,531805,7599,1226,1168,514007,7736,16572,3880,5143,1425,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,621293,8569,607329,9149,950,553,589482,9579,16897,3346,13964,3205,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,13474,1819,12213,1723,0,200,11341,1666,872,537,1261,895,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,155245,3278,151688,3492,205,334,143963,3760,7520,2254,3557,1562,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
