GEO_ID,B17010F_001E,B17010F_001M,B17010F_002E,B17010F_002M,B17010F_003E,B17010F_003M,B17010F_004E,B17010F_004M,B17010F_005E,B17010F_005M,B17010F_006E,B17010F_006M,B17010F_007E,B17010F_007M,B17010F_008E,B17010F_008M,B17010F_009E,B17010F_009M,B17010F_010E,B17010F_010M,B17010F_011E,B17010F_011M,B17010F_012E,B17010F_012M,B17010F_013E,B17010F_013M,B17010F_014E,B17010F_014M,B17010F_015E,B17010F_015M,B17010F_016E,B17010F_016M,B17010F_017E,B17010F_017M,B17010F_018E,B17010F_018M,B17010F_019E,B17010F_019M,B17010F_020E,B17010F_020M,B17010F_021E,B17010F_021M,B17010F_022E,B17010F_022M,B17010F_023E,B17010F_023M,B17010F_024E,B17010F_024M,B17010F_025E,B17010F_025M,B17010F_026E,B17010F_026M,B17010F_027E,B17010F_027M,B17010F_028E,B17010F_028M,B17010F_029E,B17010F_029M,B17010F_030E,B17010F_030M,B17010F_031E,B17010F_031M,B17010F_032E,B17010F_032M,B17010F_033E,B17010F_033M,B17010F_034E,B17010F_034M,B17010F_035E,B17010F_035M,B17010F_036E,B17010F_036M,B17010F_037E,B17010F_037M,B17010F_038E,B17010F_038M,B17010F_039E,B17010F_039M,B17010F_040E,B17010F_040M,B17010F_041E,B17010F_041M,NAME,B17010F_001MA,B17010F_001EA,B17010F_002MA,B17010F_002EA,B17010F_003MA,B17010F_003EA,B17010F_004MA,B17010F_004EA,B17010F_005MA,B17010F_005EA,B17010F_006EA,B17010F_006MA,B17010F_007MA,B17010F_007EA,B17010F_008MA,B17010F_008EA,B17010F_009MA,B17010F_009EA,B17010F_010MA,B17010F_010EA,B17010F_011EA,B17010F_011MA,B17010F_012MA,B17010F_012EA,B17010F_013MA,B17010F_013EA,B17010F_014MA,B17010F_014EA,B17010F_015MA,B17010F_015EA,B17010F_016EA,B17010F_016MA,B17010F_017EA,B17010F_017MA,B17010F_018MA,B17010F_018EA,B17010F_019MA,B17010F_019EA,B17010F_020MA,B17010F_020EA,B17010F_021EA,B17010F_021MA,B17010F_022EA,B17010F_022MA,B17010F_023EA,B17010F_023MA,B17010F_024MA,B17010F_024EA,B17010F_025MA,B17010F_025EA,B17010F_026EA,B17010F_026MA,B17010F_027EA,B17010F_027MA,B17010F_028EA,B17010F_028MA,B17010F_029MA,B17010F_029EA,B17010F_030MA,B17010F_030EA,B17010F_031MA,B17010F_031EA,B17010F_032EA,B17010F_032MA,B17010F_033EA,B17010F_033MA,B17010F_034MA,B17010F_034EA,B17010F_035MA,B17010F_035EA,B17010F_036MA,B17010F_036EA,B17010F_037EA,B17010F_037MA,B17010F_038EA,B17010F_038MA,B17010F_039EA,B17010F_039MA,B17010F_040MA,B17010F_040EA,B17010F_041MA,B17010F_041EA,state
0400000US13,53348,3835,13541,2109,6703,1567,5568,1452,113,179,2064,848,3391,1214,1135,782,6838,1525,793,503,793,503,26,43,234,216,533,482,0,224,6045,1459,5655,1477,599,541,1765,858,3291,1150,390,391,39807,3310,26225,2848,18661,2246,2093,821,4888,1262,11680,2026,7564,1694,13582,2134,5827,1572,2980,1096,376,391,625,465,1979,861,2847,1123,7755,1608,5970,1514,953,626,407,277,4610,1487,1785,739,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,166840,6306,22844,2705,10312,1849,8040,1541,396,307,3338,986,4306,1101,2272,886,12532,2121,3185,945,2718,990,541,548,883,449,1294,649,467,287,9347,1769,8285,1668,866,497,3415,985,4004,1117,1062,656,143996,6282,98725,5643,63675,3975,7793,1411,15310,2119,40572,3150,35050,3590,45271,3293,20916,2411,13635,2273,2491,926,2571,925,8573,1724,7281,1432,24355,2478,15687,2115,1484,656,3046,957,11157,1763,8668,1599,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25831,2257,5899,1379,2022,888,1934,874,469,400,943,569,522,377,88,104,3877,1064,962,615,810,570,0,197,389,465,421,340,152,206,2915,862,2915,862,624,393,325,257,1966,853,0,197,19932,1933,13791,1668,7893,1604,871,406,1356,695,5666,1459,5898,1205,6141,1438,2296,778,1598,630,306,287,151,151,1141,544,698,418,3845,1135,3067,993,505,368,597,377,1965,863,778,461,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14479,1730,2379,677,1308,591,950,498,65,108,464,366,421,330,358,366,1071,471,136,164,136,164,0,177,44,80,92,147,0,177,935,453,790,419,76,90,257,249,457,333,145,167,12100,1637,7631,1456,5086,1293,401,322,709,412,3976,1081,2545,749,4469,1138,2242,775,982,584,258,362,149,179,575,413,1260,629,2227,810,1687,721,184,225,488,393,1015,550,540,313,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,15613,1976,5163,1261,2986,1010,2852,994,637,550,985,570,1230,788,134,160,2177,824,373,310,336,298,0,214,86,145,250,257,37,68,1804,763,1649,713,409,315,533,499,707,436,155,234,10450,1766,7185,1390,4064,915,431,278,206,206,3427,955,3121,946,3265,1151,1733,783,1157,575,493,302,189,201,475,398,576,568,1532,744,873,494,293,321,147,195,433,335,659,539,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,59486,3070,8148,1494,2373,1000,2233,985,148,171,875,568,1210,742,140,180,5775,1126,773,465,700,473,233,269,311,348,156,147,73,95,5002,1139,4864,1121,649,418,1451,559,2764,937,138,208,51338,2938,32761,2904,23002,2658,4113,1154,5987,1487,12902,2233,9759,1756,18577,2229,9607,1538,6658,1441,1520,560,2179,928,2959,1099,2949,958,8970,1689,6221,1493,765,523,2070,901,3386,981,2749,848,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,56543,3835,12831,1997,3167,1106,2212,997,316,494,584,430,1312,528,955,499,9664,1795,1946,1016,1430,918,655,612,176,278,599,480,516,449,7718,1517,7159,1522,872,554,2081,782,4206,1176,559,375,43712,3980,24030,2885,13927,2422,3314,1179,2124,917,8489,1793,10103,1607,19682,2624,6650,1673,3564,1463,1061,739,353,312,2150,1115,3086,976,13032,2094,8490,1722,690,567,1723,819,6077,1460,4542,1180,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,24689,2243,4441,1076,1474,622,1259,502,35,60,500,298,724,403,215,253,2967,859,625,336,625,336,106,170,272,224,247,230,0,170,2342,776,2152,733,272,202,842,541,1038,460,190,227,20248,2113,12743,1790,7133,1401,1900,699,2141,791,3092,886,5610,1247,7505,1623,3122,1125,1862,857,350,331,664,549,848,438,1260,742,4383,1129,3046,917,351,296,194,235,2501,843,1337,628,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,22435,1800,5024,1216,1787,725,1755,721,41,68,647,410,1067,628,32,55,3237,992,654,599,654,599,0,153,56,103,598,594,0,153,2583,959,2556,959,219,221,1018,598,1319,720,27,46,17411,1544,12579,1423,9284,1445,925,507,2267,628,6092,1284,3295,843,4832,1174,2258,800,1310,595,213,224,438,280,659,448,948,545,2574,874,2069,767,234,308,541,378,1294,514,505,366,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,70516,4213,11160,1651,4258,963,3671,938,92,109,1954,731,1625,579,587,390,6902,1218,1110,463,776,389,290,298,164,158,322,267,334,315,5792,1193,5193,1064,300,258,2810,857,2083,722,599,485,59356,4319,35288,3462,21212,2749,3091,1049,4925,1367,13196,2016,14076,2083,24068,2659,9256,1712,4619,1249,629,445,947,507,3043,942,4637,1078,14812,2015,9888,1934,1443,668,1597,646,6848,1661,4924,1042,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
