GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001EA,C21001B_001MA,C21001B_002EA,C21001B_002MA,C21001B_003MA,C21001B_003EA,C21001B_004MA,C21001B_004EA,C21001B_005EA,C21001B_005MA,C21001B_006EA,C21001B_006MA,C21001B_007EA,C21001B_007MA,C21001B_008MA,C21001B_008EA,C21001B_009MA,C21001B_009EA,C21001B_010EA,C21001B_010MA,C21001B_011EA,C21001B_011MA,C21001B_012EA,C21001B_012MA,C21001B_013EA,C21001B_013MA,C21001B_014EA,C21001B_014MA,C21001B_015EA,C21001B_015MA,state
0400000US23,11104,1048,7178,927,6595,947,375,223,6220,965,583,381,156,226,427,310,3926,553,3783,488,148,134,3635,467,143,138,56,99,87,102,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1387698,7087,629727,3580,542810,3469,58672,3775,484138,4769,86917,1333,34148,2134,52769,2292,757971,5462,625380,5142,15672,1847,609708,5308,132591,1220,1344,399,131247,1259,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,400210,6994,188746,4572,167438,4129,8400,1539,159038,4296,21308,988,4852,1081,16456,1065,211464,3659,180256,3577,1770,647,178486,3714,31208,1268,173,141,31035,1292,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1030983,5467,480739,3473,412760,3437,27612,2291,385148,3854,67979,916,25085,1980,42894,2094,550244,3831,449359,3849,5355,1202,444004,4318,100885,1222,1006,472,99879,1334,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,235125,3039,120567,2430,111935,2496,5876,1328,106059,2713,8632,719,1748,612,6884,874,114558,2089,104440,2174,319,249,104121,2187,10118,795,191,170,9927,785,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,825922,4140,376431,3474,326958,3607,27019,2978,299939,3658,49473,1707,12329,1535,37144,2104,449491,2734,375421,2814,5536,1411,369885,3104,74070,1114,727,385,73343,1204,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,511574,5788,234663,3444,202041,3073,16630,2158,185411,3605,32622,1437,15658,1506,16964,1710,276911,3757,228876,3815,3628,986,225248,4008,48035,1085,526,293,47509,1123,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,63269,1910,32061,1667,29451,1699,2450,660,27001,1840,2610,276,1248,405,1362,347,31208,1213,26997,1142,551,379,26446,1169,4211,511,36,50,4175,515,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,203677,3148,100121,2329,87347,2247,10138,1702,77209,2531,12774,843,4884,862,7890,1033,103556,1868,87626,1842,1738,573,85888,1860,15930,789,118,114,15812,782,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,16713,1913,10427,1342,9808,1345,223,220,9585,1341,619,441,266,257,353,353,6286,1243,5706,1190,0,192,5706,1190,580,427,0,192,580,427,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,936283,7707,432594,5029,376412,4949,19141,2088,357271,5327,56182,1003,15172,1804,41010,2015,503689,4285,414000,4255,3324,889,410676,4272,89689,1118,911,444,88778,1191,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,34007,2076,20755,2003,17733,1757,5415,1414,12318,1349,3022,976,1984,981,1038,391,13252,1586,10471,1475,327,350,10144,1526,2781,592,251,266,2530,561,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2419644,13972,1100905,8374,946468,8107,38908,3727,907560,8277,154437,2337,27097,2226,127340,3032,1318739,8927,1067655,8953,7043,1490,1060612,8942,251084,2575,1734,795,249350,2637,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1669762,7258,757357,4785,646827,4850,79670,4666,567157,6199,110530,1938,36301,2507,74229,3142,912405,5322,748513,5042,20443,2298,728070,5211,163892,1699,3033,1210,160859,1956,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1065986,6701,498865,4938,430145,4676,37103,3228,393042,5727,68720,1320,28307,1940,40413,1967,567121,4621,463553,4458,5305,1187,458248,4535,103568,1486,1196,502,102372,1565,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,207454,3026,100885,2448,89213,2467,10803,1537,78410,2797,11672,663,5863,788,5809,777,106569,1932,89205,2045,2739,943,86466,2076,17364,921,276,204,17088,900,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,57065,2433,31150,1770,27560,1730,2462,917,25098,1915,3590,744,1058,606,2532,531,25915,1606,21982,1644,456,349,21526,1671,3933,770,57,97,3876,764,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1068252,8647,506350,5381,443478,5387,32155,3086,411323,6231,62872,1385,23601,1899,39271,1960,561902,5127,462108,4615,5320,1387,456788,4526,99794,1911,1891,724,97903,1933,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,48661,3793,23142,2043,20638,1899,939,530,19699,1936,2504,606,264,222,2240,642,25519,2471,22384,2230,228,296,22156,2245,3135,521,0,217,3135,521,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1016298,5440,460997,3371,388691,3156,42101,3581,346590,4806,72306,880,22805,2137,49501,2402,555301,3275,451077,3192,12445,2281,438632,3998,104224,682,553,316,103671,769,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,831435,4620,382266,3212,336256,3491,32970,3333,303286,4284,46010,1335,16703,1769,29307,1733,449169,3446,378634,3774,6971,1540,371663,3791,70535,1415,1204,472,69331,1476,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2518803,11107,1196532,7363,1066099,7131,124682,7087,941417,8952,130433,2798,50178,3325,80255,3592,1322271,7299,1133770,6779,31541,3148,1102229,7156,188501,2364,1865,680,186636,2350,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,24816,1979,15831,1472,14579,1389,1911,861,12668,1526,1252,527,846,413,406,303,8985,991,8517,1029,319,308,8198,1038,468,313,0,192,468,313,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1230691,8382,575398,5481,493210,5254,86034,4945,407176,6442,82188,2227,30642,2459,51546,2375,655293,5149,538666,5107,25255,2617,513411,5468,116627,1593,1927,714,114700,1629,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,202677,5961,109785,3947,99328,3883,16980,2505,82348,4442,10457,676,5384,769,5073,780,92892,3468,81386,3416,3823,984,77563,3505,11506,672,273,198,11233,670,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,55346,2696,30565,1891,26576,1836,1840,646,24736,1766,3989,656,1502,502,2487,603,24781,1828,19556,1894,0,200,19556,1894,5225,675,44,56,5181,668,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,257485,2632,124211,2345,112274,2393,6432,1201,105842,2656,11937,743,2926,645,9011,771,133274,2294,115307,2148,1126,537,114181,2249,17967,610,42,48,17925,611,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,327626,15024,155703,8081,122391,6980,3020,1027,119371,6757,33312,2597,3897,794,29415,2509,171923,10132,128571,8495,699,594,127872,8396,43352,3636,0,262,43352,3636,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
