GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001EA,B25032F_001MA,B25032F_002EA,B25032F_002MA,B25032F_003MA,B25032F_003EA,B25032F_004EA,B25032F_004MA,B25032F_005EA,B25032F_005MA,B25032F_006EA,B25032F_006MA,B25032F_007MA,B25032F_007EA,B25032F_008MA,B25032F_008EA,B25032F_009MA,B25032F_009EA,B25032F_010EA,B25032F_010MA,B25032F_011EA,B25032F_011MA,state
0400000US26,33219,2533,21585,2150,1593,525,2112,835,1203,581,1830,585,1126,631,320,258,777,448,2611,862,62,103,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,27519,1832,11917,1298,1470,667,1926,721,1273,586,2320,810,1799,622,2177,834,2338,915,2299,735,0,153,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21054,2425,13028,1731,939,598,564,495,2170,965,1351,683,1273,662,615,416,306,223,789,475,19,36,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10415,1414,6240,1123,346,305,421,381,330,352,1001,560,1022,622,141,143,291,253,623,342,0,163,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,93317,5037,47487,3114,3561,857,1818,742,11099,1944,11176,2162,6317,1823,2648,911,4009,1254,5174,1246,28,47,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,154878,5371,38195,3209,12632,1863,36553,3090,25569,2527,13854,2201,8843,1778,7716,1548,9980,1807,1536,732,0,206,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,55785,3955,29797,2956,2213,760,1041,565,2327,940,2576,1159,2517,978,862,571,1075,534,13370,2047,7,12,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,520072,10936,68149,4167,21568,2471,65190,4249,55233,4289,36140,4081,31442,3611,99877,5329,139949,7523,2331,1046,193,218,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,80180,4554,36694,3236,2604,907,2166,822,1787,771,5933,1457,5461,1298,4134,1332,824,514,20577,2414,0,207,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,33720,2674,18063,1993,1971,856,2929,1054,2237,740,1905,876,2187,952,1143,640,1838,783,1447,677,0,193,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,29247,2181,21051,1888,357,248,293,231,1243,637,1346,661,925,473,264,266,257,200,3511,927,0,161,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30006,3190,17781,2534,1734,609,1216,722,2419,1038,1630,891,1245,438,1024,569,1173,578,1498,539,286,370,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,70786,4016,13590,1852,35018,3668,5440,1338,5637,1567,3772,1210,2182,821,1444,811,2763,1063,940,362,0,179,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14566,1785,2992,837,188,215,2638,982,4731,1163,1441,611,827,469,527,482,1222,535,0,217,0,217,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,21047,2532,9298,1867,99,102,484,377,478,368,1703,927,924,594,48,77,138,173,7785,1504,90,156,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22375,2561,12641,1851,655,315,1545,816,1488,584,1798,871,1132,503,609,505,362,438,2145,770,0,208,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,472532,13460,274428,10438,12151,2072,11107,1768,21184,2618,31363,2779,35456,3699,20468,3344,19189,2307,46593,4214,593,425,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,44104,2671,21661,2259,2043,855,2152,818,3288,1078,3335,1193,3185,1092,2074,1052,1126,658,5240,1458,0,192,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,53212,3599,20059,2555,11194,1927,840,490,2041,932,6120,1469,7095,1765,923,635,1517,557,3423,1200,0,204,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,90311,4369,36702,3221,2875,904,3871,1165,8059,2045,7153,1572,7212,1640,6469,1954,3373,1131,14488,2375,109,185,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,37308,3133,15082,1714,958,487,6902,1287,3640,1227,3242,1133,1719,746,2545,991,1032,534,2188,835,0,151,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,189131,7143,132463,6112,22995,2884,3380,896,4337,1105,7591,1609,7972,1490,4603,1193,5295,1390,495,448,0,262,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
