B17001B_019M,B17001B_020E,B17001B_020M,B17001B_021E,B17001B_021M,B17001B_022E,B17001B_022M,B17001B_023E,B17001B_023M,B17001B_024E,B17001B_024M,B17001B_025E,B17001B_025M,B17001B_026E,B17001B_026M,B17001B_027E,B17001B_027M,B17001B_028E,B17001B_028M,B17001B_029E,B17001B_029M,B17001B_030E,B17001B_030M,B17001B_031E,B17001B_031M,B17001B_032E,B17001B_032M,B17001B_033E,B17001B_033M,B17001B_034E,B17001B_034M,B17001B_035E,B17001B_035M,B17001B_036E,B17001B_036M,B17001B_037E,B17001B_037M,B17001B_038E,B17001B_038M,B17001B_039E,B17001B_039M,B17001B_040E,B17001B_040M,B17001B_041E,B17001B_041M,B17001B_042E,B17001B_042M,B17001B_043E,B17001B_043M,B17001B_044E,B17001B_044M,B17001B_045E,B17001B_045M,B17001B_046E,B17001B_046M,B17001B_047E,B17001B_047M,B17001B_048E,B17001B_048M,B17001B_049E,B17001B_049M,B17001B_050E,B17001B_050M,B17001B_051E,B17001B_051M,B17001B_052E,B17001B_052M,B17001B_053E,B17001B_053M,B17001B_054E,B17001B_054M,B17001B_055E,B17001B_055M,B17001B_056E,B17001B_056M,B17001B_057E,B17001B_057M,B17001B_058E,B17001B_058M,B17001B_059E,B17001B_059M,GEO_ID,B17001B_001E,B17001B_001M,B17001B_002E,B17001B_002M,B17001B_003E,B17001B_003M,B17001B_004E,B17001B_004M,B17001B_005E,B17001B_005M,B17001B_006E,B17001B_006M,B17001B_007E,B17001B_007M,B17001B_008E,B17001B_008M,B17001B_009E,B17001B_009M,B17001B_010E,B17001B_010M,B17001B_011E,B17001B_011M,B17001B_012E,B17001B_012M,B17001B_013E,B17001B_013M,B17001B_014E,B17001B_014M,B17001B_015E,B17001B_015M,B17001B_016E,B17001B_016M,B17001B_017E,B17001B_017M,B17001B_018E,B17001B_018M,B17001B_019E,B17001B_019MA,B17001B_020MA,B17001B_020EA,B17001B_021MA,B17001B_021EA,B17001B_022EA,B17001B_022MA,B17001B_023EA,B17001B_023MA,B17001B_024EA,B17001B_024MA,B17001B_025EA,B17001B_025MA,B17001B_026MA,B17001B_026EA,B17001B_027EA,B17001B_027MA,B17001B_028EA,B17001B_028MA,B17001B_029EA,B17001B_029MA,B17001B_030EA,B17001B_030MA,B17001B_031MA,B17001B_031EA,B17001B_032MA,B17001B_032EA,B17001B_033MA,B17001B_033EA,B17001B_034EA,B17001B_034MA,B17001B_035EA,B17001B_035MA,B17001B_036MA,B17001B_036EA,B17001B_037MA,B17001B_037EA,B17001B_038MA,B17001B_038EA,B17001B_039EA,B17001B_039MA,B17001B_040EA,B17001B_040MA,B17001B_041MA,B17001B_041EA,B17001B_042MA,B17001B_042EA,B17001B_043MA,B17001B_043EA,B17001B_044EA,B17001B_044MA,B17001B_045EA,B17001B_045MA,B17001B_046MA,B17001B_046EA,B17001B_047MA,B17001B_047EA,B17001B_048MA,B17001B_048EA,B17001B_049EA,B17001B_049MA,B17001B_050EA,B17001B_050MA,B17001B_051MA,B17001B_051EA,B17001B_052MA,B17001B_052EA,B17001B_053MA,B17001B_053EA,B17001B_054MA,B17001B_054EA,B17001B_055EA,B17001B_055MA,B17001B_056MA,B17001B_056EA,B17001B_057MA,B17001B_057EA,B17001B_058MA,B17001B_058EA,B17001B_059MA,B17001B_059EA,NAME,B17001B_001MA,B17001B_001EA,B17001B_002MA,B17001B_002EA,B17001B_003MA,B17001B_003EA,B17001B_004MA,B17001B_004EA,B17001B_005EA,B17001B_005MA,B17001B_006EA,B17001B_006MA,B17001B_007MA,B17001B_007EA,B17001B_008MA,B17001B_008EA,B17001B_009MA,B17001B_009EA,B17001B_010MA,B17001B_010EA,B17001B_011EA,B17001B_011MA,B17001B_012EA,B17001B_012MA,B17001B_013EA,B17001B_013MA,B17001B_014EA,B17001B_014MA,B17001B_015MA,B17001B_015EA,B17001B_016EA,B17001B_016MA,B17001B_017EA,B17001B_017MA,B17001B_018EA,B17001B_018MA,B17001B_019EA,state
2182,47732,5229,17301,2956,6944,1479,10990,1750,46449,3973,58304,5496,47497,4004,38213,3810,35446,2772,21312,2175,14725,1858,2492400,28359,1165111,15298,69219,4456,14830,2397,97428,6116,53932,4841,17204,2428,35283,3362,122123,4618,178579,5748,168895,5078,173179,4649,128245,4266,75871,2494,30323,2129,1327289,18245,65932,4289,14901,2564,99199,5771,50288,4544,23163,3171,35511,3170,114439,4810,196939,6362,199894,4479,200264,4890,170212,3139,102285,2671,54262,2837,0400000US13,3173691,15293,681291,29410,292329,14134,39531,4204,6627,1737,46243,4011,20520,3150,6272,1813,11694,1950,37021,4545,26328,3339,24409,3333,25213,3018,32259,3100,10444,1728,5768,1273,388962,18229,36366,4144,7683,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
1078,31888,3228,11235,1991,4065,1212,8221,1433,30491,3241,40431,3947,29001,2890,24982,2445,26021,2186,15048,1725,11682,1545,1283803,20479,601231,11281,33133,3572,6144,1505,46988,3750,25057,3036,7328,1667,21755,2310,62764,3367,95600,3860,78745,3012,79822,2989,73217,2370,46107,1852,24571,1174,682572,12472,33605,3140,5591,1351,43434,3969,25577,2746,8759,1420,17400,1974,62021,3602,94962,3802,93478,3306,97199,3032,94829,2353,62446,2084,43271,1629,0400000US17,1738515,11071,454712,18698,192272,9878,26661,3507,4372,1104,27152,3031,12131,1757,3209,885,6435,1485,25672,2997,18944,3027,14616,2438,19131,2277,21673,2102,7987,1419,4289,824,262440,11472,24929,2690,4446,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
1059,10356,2167,4670,1209,1586,707,4465,1162,11221,1904,12847,2021,11478,2133,8445,1344,8663,1451,3435,834,2016,629,435244,10983,209895,6771,11660,1852,3452,1078,18409,2243,9316,1753,3497,980,7083,1260,21334,2232,34795,2474,26009,1762,28450,2299,23491,1331,14712,964,7687,722,225349,7375,10933,1918,2505,974,16671,2569,9902,2094,2784,844,5286,1189,20869,2206,34367,2286,32089,2455,29615,2030,29142,1753,19395,1395,11791,1171,0400000US18,595841,7385,160597,10069,69458,4989,11571,1884,2278,839,11278,1820,5372,1143,780,415,3325,1131,6575,1638,7933,1531,7054,1309,5682,1139,5281,941,1761,609,568,358,91139,6952,9540,1591,2417,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
621,2117,741,727,443,193,153,364,253,2238,821,3605,897,1682,707,1562,537,1439,537,558,298,0,163,67182,5395,35291,3016,2165,771,284,286,3081,1332,1297,731,417,354,694,382,5517,1279,6688,1467,6184,1219,4102,795,2430,509,1492,645,940,414,31891,3381,1592,618,361,276,3683,906,1968,864,502,357,1524,761,3208,893,5550,1211,3830,874,4353,1318,3126,697,1119,436,1075,372,0400000US19,99289,4597,32107,4522,14232,2505,2813,1216,161,179,1986,794,1349,669,157,165,449,478,2330,823,784,467,1343,573,922,468,1255,515,590,378,93,97,17875,2833,2312,839,1078,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
829,2871,1043,526,318,434,322,190,227,2318,907,3761,996,2555,704,1914,726,1745,707,854,359,441,246,115306,6270,59742,3268,3894,1105,498,361,4424,1093,1986,722,810,358,1567,646,7192,1211,9393,1217,9474,1021,7411,1218,6963,1109,4435,482,1695,268,55564,3808,2526,843,509,418,5118,1324,2668,814,329,271,1579,645,5938,1060,9150,1339,6238,986,6768,970,7800,900,4559,789,2382,453,0400000US20,155960,5372,40654,4926,18800,2811,2338,845,241,282,3906,1232,1230,559,352,275,921,422,2089,881,2720,1294,1043,573,1629,668,2066,609,236,171,29,51,21854,3036,3078,744,1167,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
358,5662,1367,2638,895,559,436,1522,503,5666,1275,7511,1540,5384,1097,4736,1104,5215,1161,2027,732,855,362,254893,8008,121546,4900,7785,1090,1110,552,10293,1775,4591,1285,1265,692,4149,1294,13416,2069,18499,1830,15825,1555,15963,1576,16125,1625,7785,926,4740,797,133347,5060,7782,1781,1206,490,11049,2123,4471,1068,2371,815,3181,734,11361,1563,18121,1812,18804,1923,19171,1637,17024,1280,11552,1320,7254,959,0400000US21,342946,6368,88053,7209,41456,3784,3319,968,1659,821,7147,1716,1635,705,458,281,1905,718,7278,1904,4272,1474,3878,1125,3450,1053,4616,1137,1341,755,498,356,46597,4787,4396,1179,426,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
1197,30568,3111,16174,2675,5174,1408,9705,1486,33443,3275,42367,3875,32984,3625,25526,2403,22385,2440,16877,1928,8587,1477,977546,21558,470855,12625,26483,3099,5409,1207,35927,3158,22204,3123,6539,1415,15988,2272,50534,3651,76141,3570,60969,3584,58152,2841,57473,2556,38589,2089,16447,1604,506691,12301,23933,2880,5071,1489,38406,3652,17105,2240,6679,1567,11908,1647,46592,3522,73593,4416,67184,3936,68127,2671,75145,2684,44955,2149,27993,1700,0400000US22,1461656,7661,484110,19837,204522,11061,28942,3300,4679,1467,32883,3382,13514,2346,5107,1593,9751,1792,24466,3437,19833,2615,18147,2451,15938,2204,19311,2309,9259,1559,2692,865,279588,11509,31065,2818,4733,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
1068,13557,2644,6664,1552,1751,794,3066,978,14168,2177,20103,2333,14410,2249,12709,1866,15531,1783,9214,1600,7225,1107,1517830,17810,704043,9021,40835,2494,8077,1633,57523,3494,30420,3105,8796,1801,20657,1904,67241,2986,109539,2948,94756,2121,103704,2946,86971,2265,49734,1470,25790,1337,813787,11112,42617,2519,8141,1608,57624,3408,25340,2428,10932,1794,18397,1782,65818,2909,118650,3122,113834,2660,127703,2698,113520,2149,70742,1926,40469,1563,0400000US24,1751406,12044,233576,14687,100452,7908,11717,2353,1174,682,13587,2483,6169,1557,1697,688,5909,1558,8735,1838,10579,1989,8592,1583,12331,2364,12049,1906,5465,854,2448,745,133124,9246,12025,2244,2701,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
973,4485,1204,1752,746,1067,596,2238,866,3880,958,9280,2017,5269,1314,6185,1507,4869,1072,3555,852,2658,1048,417640,12641,202334,7504,13713,2187,2654,1087,15013,2119,8710,1609,3055,1076,6207,1375,19198,2130,37885,2091,30461,2054,27641,2231,21663,1407,11292,1263,4842,704,215306,7037,13468,1933,2855,1068,17646,2292,6828,1406,2105,858,5286,1262,21097,1817,36529,2328,31714,1915,28842,1616,25207,1611,14164,1064,9565,1205,0400000US25,508968,11356,91328,8398,39752,4645,4534,1434,711,475,5608,1758,1413,670,1120,574,1526,662,7033,1473,2298,961,3837,1151,3344,1288,3796,1137,2988,947,1544,619,51576,5279,4580,1578,1758,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
907,21874,2439,10217,1866,3297,852,7619,1397,24540,2359,31045,2655,22926,2452,20507,2410,19689,1773,10000,1233,7278,1079,942162,16521,440921,9954,22647,2678,5130,1091,33118,3202,17878,2380,5636,1061,15425,1695,49485,3243,71526,2850,53809,2289,58323,1995,53357,2404,36046,1571,18541,993,501241,9494,24447,2375,4392,1357,32489,2971,16725,1876,6294,1259,13276,1681,46687,2802,69012,3002,64803,2579,74666,2777,68353,1941,49677,1553,30420,1508,0400000US26,1322214,9650,380052,14723,174931,8900,23822,2670,2859,916,21666,2414,12265,2315,2303,743,6315,1348,21720,2977,20009,2476,17785,2273,17715,1818,17902,2073,7358,1308,3212,718,205121,8563,23224,2288,2905,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
997,8775,1985,2475,940,794,462,2095,647,5694,1307,10281,1968,5870,1336,3591,962,3211,830,1118,491,580,277,251295,10318,130328,5724,10806,1871,1883,863,12965,1835,8201,1595,2825,889,3706,897,14389,1773,24037,2135,21498,1650,15084,1617,9047,1045,4916,790,971,427,120967,6237,10603,1871,2424,893,13624,1864,6293,1428,1357,526,3778,843,11191,1502,21579,2405,19026,1449,13173,1086,9895,1159,5208,836,2816,488,0400000US27,350036,6348,98741,8958,45550,4230,6784,1443,731,447,6958,1906,4236,1118,977,465,1732,617,4364,1082,5331,1241,3835,1040,4358,1296,3764,840,1554,552,926,426,53191,5988,6470,1746,2237,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
877,25595,2440,12157,2040,3527,1383,7392,1643,25557,2957,24323,2447,23252,2729,17750,2440,21140,1810,11967,1207,9030,1398,748746,12985,365300,7643,24154,2323,4428,1178,33073,3262,15018,2251,5473,1434,11839,1729,39702,3177,51329,3526,49465,3566,47872,2886,43982,1879,27110,1793,11855,1459,383446,8527,22120,2442,4537,1244,27886,2340,12213,2360,5257,1174,7551,1389,34732,3095,51885,3677,59710,3053,55097,2649,51289,2113,33706,2050,17463,1688,0400000US28,1090612,6942,341866,12216,142434,6707,16133,2442,2575,804,22452,2540,9773,1576,3636,1229,7222,1414,19911,2600,12475,2375,12541,2310,11647,2144,15093,1757,5809,1322,3167,1067,199432,7969,15685,1656,2057,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
591,11741,1926,4998,1432,1289,674,4330,1124,7822,1650,15902,2946,8825,1826,9943,1749,9304,1304,3830,798,3415,822,498450,13007,235852,7260,15163,2245,1547,648,19649,2732,10895,2220,2530,1094,9096,1226,28548,2184,33751,2219,30156,2251,30366,1703,26835,1846,18678,1437,8638,741,262598,8042,14537,2198,2552,905,16840,2463,9358,1595,3084,832,5130,1137,26124,2255,37881,2768,37163,2031,37125,2606,34180,1586,24345,1068,14279,840,0400000US29,661669,8892,163219,11441,70810,5796,9400,2181,1907,874,12026,2348,4408,1279,1514,744,3748,1352,7938,1439,8104,2033,4818,1601,6821,1433,7105,1422,2214,705,807,336,92409,7459,9705,2157,1305,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
146,1157,473,279,272,93,119,627,408,1144,592,1414,673,1759,611,928,375,1097,526,456,439,69,84,63984,4709,32633,2638,1994,908,111,115,2871,790,2030,729,520,323,1040,450,4057,593,5240,1047,5044,1104,4353,628,3237,775,1524,318,612,273,31351,2990,2055,601,456,301,3181,833,1153,581,211,215,996,474,3106,803,5881,1013,3639,890,3829,722,3451,617,1997,450,1396,348,0400000US31,83525,3441,19541,3382,9137,1810,1064,577,142,151,2017,822,449,324,0,163,360,343,551,366,1444,549,956,553,1030,494,809,431,121,162,194,242,10404,2129,1281,554,100,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
371,3871,1632,2797,1177,1213,701,980,600,4511,1438,8215,1691,3534,1004,4281,974,2942,918,1183,506,515,390,191280,8064,94328,5157,4364,1281,684,415,6649,1395,4196,1154,1167,525,2951,803,9550,1500,15144,1861,15270,1360,13156,1164,10241,1027,7245,818,3711,464,96952,4834,4455,1295,1812,909,6971,1228,3094,1049,776,491,2788,912,9207,1556,14415,1791,15288,1448,12895,1298,11329,1071,9032,621,4890,644,0400000US32,264351,5229,73071,8653,35125,4796,5217,1165,602,579,6091,1538,1605,853,521,347,1456,522,3981,1165,5274,1453,2457,847,2960,959,3308,970,1333,629,320,319,37946,5093,3470,1204,434,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
749,9584,1670,5904,1607,2151,923,4371,1464,12098,2340,14591,2132,14655,2363,14600,2082,14328,1891,8412,1585,6529,1061,958447,15844,453236,9084,26258,2505,4907,1340,35185,3375,17860,2048,6243,1419,14313,1765,52841,2783,66211,2512,62190,2978,66100,2510,54693,1714,28522,1149,17913,1219,505211,9501,23118,2667,5251,1214,34069,2591,18283,2392,5630,1345,11386,1642,47310,2639,73331,3061,71353,2874,79019,2260,65990,2051,42275,1698,28196,1392,0400000US34,1170136,10548,211689,14381,90295,7384,10667,2475,1513,744,12460,2235,4471,1485,1585,662,2906,1011,11081,2236,9567,1982,8965,1949,10151,1720,9884,1688,5225,949,1820,612,121394,8790,12309,2192,1862,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
