GEO_ID,B17020D_001E,B17020D_001M,B17020D_002E,B17020D_002M,B17020D_003E,B17020D_003M,B17020D_004E,B17020D_004M,B17020D_005E,B17020D_005M,B17020D_006E,B17020D_006M,B17020D_007E,B17020D_007M,B17020D_008E,B17020D_008M,B17020D_009E,B17020D_009M,B17020D_010E,B17020D_010M,B17020D_011E,B17020D_011M,B17020D_012E,B17020D_012M,B17020D_013E,B17020D_013M,B17020D_014E,B17020D_014M,B17020D_015E,B17020D_015M,B17020D_016E,B17020D_016M,B17020D_017E,B17020D_017M,NAME,B17020D_001EA,B17020D_001MA,B17020D_002MA,B17020D_002EA,B17020D_003MA,B17020D_003EA,B17020D_004MA,B17020D_004EA,B17020D_005EA,B17020D_005MA,B17020D_006EA,B17020D_006MA,B17020D_007MA,B17020D_007EA,B17020D_008MA,B17020D_008EA,B17020D_009MA,B17020D_009EA,B17020D_010EA,B17020D_010MA,B17020D_011EA,B17020D_011MA,B17020D_012EA,B17020D_012MA,B17020D_013MA,B17020D_013EA,B17020D_014MA,B17020D_014EA,B17020D_015MA,B17020D_015EA,B17020D_016EA,B17020D_016MA,B17020D_017EA,B17020D_017MA,state
0400000US25,427425,5356,67068,6839,4032,1175,3298,1131,5258,1366,42009,4315,7812,1729,3517,949,1142,644,360357,8185,22121,1859,24610,2549,24037,2414,242275,5857,35157,2443,9163,1494,2994,769,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,300216,5451,34617,5190,2280,900,2780,999,2099,767,23913,3373,2028,803,1225,574,292,305,265599,7141,17421,1643,17489,1720,22490,2096,170285,4570,27496,1785,9145,1380,1273,554,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,268050,4276,31824,4409,2555,941,3275,1100,3679,960,18618,2599,2196,728,1038,564,463,340,236226,5498,21371,1740,22139,2401,20587,2048,150476,3707,16528,1454,3832,1021,1293,531,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27161,2751,4673,2190,911,914,495,535,335,291,2577,1356,290,295,65,82,0,217,22488,2620,1260,519,1740,725,1663,677,13273,1914,3512,961,756,452,284,303,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,121521,4594,20370,2991,734,421,915,572,1728,700,14752,2146,1648,548,408,370,185,214,101151,4717,7015,1464,7312,1267,7301,1433,63637,3542,12057,1359,3267,918,562,384,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,45744,2009,9395,2781,882,472,895,540,1297,778,5784,1581,537,396,0,163,0,163,36349,3137,3340,723,3069,754,3125,885,23153,2126,2577,661,903,363,182,135,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,252927,4582,24746,4521,1216,661,2200,1178,1712,705,16325,2876,2268,810,966,500,59,100,228181,6391,10149,1502,11472,1625,13586,1692,139826,4412,39491,2039,10703,985,2954,884,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33786,1935,3779,1386,254,273,123,125,321,329,2587,822,324,417,129,145,41,67,30007,2374,1341,563,2240,807,2157,805,21243,1747,2515,575,302,213,209,235,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,870366,5734,57795,6190,2463,889,2617,822,4479,1305,35567,4438,7831,1725,3728,1242,1110,586,812571,8343,56553,2898,61425,3042,59013,3461,503091,5673,101114,3351,25515,1911,5860,1234,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,28866,1858,1544,779,0,201,246,332,121,189,950,532,151,187,76,91,0,201,27322,1965,1078,537,1465,632,1719,603,17651,1652,4599,897,546,406,264,232,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1697640,11865,258368,13518,20047,3043,16364,2066,17844,2076,146452,7914,36504,4006,15011,2313,6146,1541,1439272,16374,92859,4354,88687,3508,89658,3890,915973,10688,192393,5269,46667,3050,13035,2047,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,289417,5038,35292,5679,4101,1205,3144,1110,3828,1365,21522,3154,2047,914,484,383,166,194,254125,6173,20869,1968,20614,2071,18844,1966,163651,4148,23341,2122,5331,1055,1475,621,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,252439,4876,36113,5419,3171,1205,1764,919,2296,1047,24587,3480,3486,1177,474,384,335,298,216326,6336,17660,2020,16970,2356,14665,1746,140306,4037,20552,2032,5165,1116,1008,417,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,83756,3190,12165,3221,1660,801,1534,884,744,340,7634,1793,463,349,130,134,0,161,71591,4209,4401,928,5363,963,5624,1095,46222,2786,7461,1105,2128,515,392,315,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,177952,4474,24954,3905,1283,881,1222,586,1425,762,16361,2176,3413,1165,1115,643,135,167,152998,5141,7669,1254,10462,1473,10213,1433,102231,3569,16691,1470,3616,724,2116,637,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,430498,4932,57458,5999,3068,1036,3771,1274,4520,1226,36621,3916,7054,1816,2002,686,422,311,373040,7310,25707,2207,28510,2149,29921,2156,233855,4923,43351,2806,9228,1245,2468,709,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35602,1761,4674,1762,54,90,130,158,515,402,3330,1310,377,345,0,217,268,400,30928,2464,2675,617,2360,744,1462,685,20769,2087,3406,1192,256,249,0,217,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,74859,3785,9511,2827,751,372,729,494,586,447,5929,1920,1122,614,328,346,66,111,65348,4241,4262,1099,3681,831,6132,1178,41219,2617,8196,1518,1434,519,424,291,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10512,1977,2616,1424,475,496,0,163,159,161,1733,820,249,205,0,163,0,163,7896,1814,432,387,663,513,469,386,5784,1421,483,293,65,83,0,163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,116015,3961,12399,3259,1370,779,1322,769,1019,597,7419,1924,1221,784,48,87,0,208,103616,4202,8194,1370,7686,1489,6798,1352,67151,2866,11733,1450,1425,536,629,361,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1345030,12013,131430,10281,10097,1798,8299,1814,10227,1955,85021,7058,11980,2255,4242,1031,1564,738,1213600,15105,90654,4373,96961,4605,94218,5086,757302,9851,135183,3589,30348,2536,8934,2123,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,73563,3827,9080,2441,922,642,731,564,261,252,5914,1525,731,489,337,234,184,232,64483,4090,5375,925,4139,969,4789,1166,41641,2777,6544,975,1199,441,796,577,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,537307,7248,38240,3922,1476,569,2326,1098,2634,770,25907,2834,3356,880,1517,575,1024,665,499067,8119,30941,2348,37561,2816,34408,2469,315174,4887,63000,2602,13857,1503,4126,929,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,623284,8542,60287,5854,2997,1364,4127,1322,6128,1358,35714,3969,7585,1693,3040,860,696,333,562997,9179,34546,2305,31770,2654,34619,2628,364155,6133,74145,2935,18206,1444,5556,1034,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,154996,3257,23826,4283,1669,842,2296,1028,2902,850,14861,2678,1597,629,468,432,33,60,131170,4591,11476,1208,11899,1575,12514,1474,83506,3163,9196,1161,2202,561,377,183,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
