GEO_ID,B11002F_001E,B11002F_001M,B11002F_002E,B11002F_002M,B11002F_003E,B11002F_003M,B11002F_004E,B11002F_004M,B11002F_005E,B11002F_005M,B11002F_006E,B11002F_006M,B11002F_007E,B11002F_007M,B11002F_008E,B11002F_008M,B11002F_009E,B11002F_009M,B11002F_010E,B11002F_010M,B11002F_011E,B11002F_011M,B11002F_012E,B11002F_012M,NAME,B11002F_001MA,B11002F_001EA,B11002F_002MA,B11002F_002EA,B11002F_003EA,B11002F_003MA,B11002F_004EA,B11002F_004MA,B11002F_005MA,B11002F_005EA,B11002F_006MA,B11002F_006EA,B11002F_007MA,B11002F_007EA,B11002F_008MA,B11002F_008EA,B11002F_009EA,B11002F_009MA,B11002F_010EA,B11002F_010MA,B11002F_011MA,B11002F_011EA,B11002F_012MA,B11002F_012EA,state
0400000US13,257855,18020,233507,17768,147358,13056,146063,12799,1295,1079,29863,7810,25431,6628,4432,2339,56286,9331,53228,8870,3058,1289,24348,4369,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,56481,7390,51160,7145,35645,6313,35645,6313,0,201,6784,2403,5982,2145,802,591,8731,3670,7856,3233,875,698,5321,2016,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,782539,26488,724872,25969,473747,24224,470484,24027,3263,1122,106713,12527,92417,11183,14296,2801,144412,12695,136875,12105,7537,1386,57667,6044,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,116414,8496,102575,8634,62161,7872,62087,7850,74,128,13797,4453,11547,3731,2250,1026,26617,5091,25025,4961,1592,634,13839,2557,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,37604,5565,34470,5561,23089,4970,22942,4958,147,121,4550,2376,4119,2230,431,321,6831,2552,6431,2343,400,427,3134,970,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,65078,8003,59556,8042,37147,7023,36736,6915,411,360,9229,3051,8095,2722,1134,1047,13180,4483,12331,4189,849,514,5522,1581,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,37650,6944,29975,5645,20274,4698,20274,4698,0,195,4106,2128,3685,1954,421,419,5595,2840,5158,2619,437,504,7675,4074,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,68472,6798,59501,6833,39952,5749,39336,5722,616,615,8477,3285,6997,2811,1480,926,11072,3048,10721,2975,351,336,8971,2133,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,293669,13767,274749,13414,157011,15193,154452,14894,2559,1132,50793,8921,42438,7651,8355,2415,66945,10122,57222,8229,9723,2908,18920,4122,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,243186,16290,209053,15198,105424,12263,103430,12193,1994,1216,31497,6923,26166,5720,5331,2248,72132,9430,69016,8767,3116,1446,34133,4689,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,107525,8738,94988,8662,55983,7278,55590,7244,393,448,14414,4711,12523,4091,1891,1062,24591,5198,22209,4629,2382,1032,12537,2443,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,103188,7595,94202,7871,60380,7447,59335,7349,1045,845,12004,3703,9817,3043,2187,1272,21818,5868,19110,5080,2708,1215,8986,2918,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27038,4248,24259,4068,15253,4129,15095,4042,158,219,4041,2355,3213,1881,828,600,4965,2190,4532,1961,433,393,2779,1424,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,68716,8175,61366,7992,41275,7411,41275,7411,0,190,5223,2632,4854,2490,369,311,14868,4256,13831,3978,1037,588,7350,1696,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,34293,4976,30625,5074,16301,3954,16301,3954,0,163,5649,3185,5130,3000,519,402,8675,3009,7782,2806,893,664,3668,1426,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,320967,17283,287977,16188,162507,14532,161148,14439,1359,691,39977,6989,36030,6163,3947,1346,85493,9608,80586,9262,4907,1348,32990,3738,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,529689,20400,480263,20215,256055,18471,252195,18192,3860,1253,64999,10353,57034,9115,7965,1841,159209,11141,145645,10208,13564,2589,49426,5611,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,151826,11137,126120,10458,72902,8620,72487,8545,415,462,18698,4255,16724,3738,1974,751,34520,6589,32261,6302,2259,840,25706,3099,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1720120,39016,1537313,38856,761002,29205,742603,27899,18399,5015,196706,16570,168538,13849,28168,5148,579605,27336,547956,25973,31649,3915,182807,11010,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,289511,17070,263176,16999,165515,15670,164439,15548,1076,803,40363,7454,34452,6247,5911,1598,57298,9143,51230,8141,6068,2024,26335,4022,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,96956,8729,79068,8752,44562,7093,44336,7046,226,216,12699,4298,11265,3903,1434,703,21807,4242,20235,3932,1572,662,17888,2706,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,104832,7737,92561,8198,58181,6863,58110,6872,71,120,15128,4043,13503,3629,1625,602,19252,4866,18221,4584,1031,477,12271,2676,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,114644,12583,104718,12420,73657,10799,71721,10262,1936,1313,11595,4144,10577,3768,1018,645,19466,5039,18346,4822,1120,694,9926,2181,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,220551,14323,192213,14648,89778,9826,89406,9803,372,315,32655,8349,27098,7637,5557,1813,69780,10947,66579,10436,3201,1229,28338,3702,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,45856,6924,40977,6959,17239,5372,17239,5372,0,217,3939,1934,3722,1857,217,209,19799,5083,18460,4883,1339,708,4879,1484,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,76693,8583,68542,8351,50088,7698,47782,7491,2306,1773,4710,2425,3983,2109,727,564,13744,3963,13101,3966,643,533,8151,2359,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,82680,9267,75194,8328,50207,7642,49684,7491,523,463,12439,3717,10731,3166,1708,829,12548,3786,11306,3457,1242,804,7486,2271,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1629249,47825,1469475,47969,970347,40776,963942,40344,6405,2001,163785,16361,144856,14203,18929,4215,335343,21559,317232,20538,18111,3272,159774,10013,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,176006,10365,160795,10601,107342,12158,103278,10803,4064,4582,23698,6536,19122,5086,4576,1988,29755,7495,28020,6943,1735,1146,15211,3833,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,199916,14508,184033,14806,125987,11147,121442,10393,4545,2462,21874,6736,17208,5219,4666,2313,36172,6854,33043,6293,3129,1768,15883,2961,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,325598,16759,291265,17393,174723,17250,173209,17064,1514,740,48042,7097,42618,6495,5424,1424,68500,9695,63118,9014,5382,1274,34333,4747,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,121468,10309,106847,10135,64292,9511,63879,9453,413,500,12578,3459,9700,2572,2878,1241,29977,5058,26873,4622,3104,1102,14621,2685,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,538064,21714,464421,22377,224696,16033,224055,16055,641,501,61731,8672,54258,7638,7473,1658,177994,14475,171241,13974,6753,1596,73643,5276,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
