GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001MA,B19101D_001EA,B19101D_002EA,B19101D_002MA,B19101D_003EA,B19101D_003MA,B19101D_004EA,B19101D_004MA,B19101D_005MA,B19101D_005EA,B19101D_006MA,B19101D_006EA,B19101D_007EA,B19101D_007MA,B19101D_008MA,B19101D_008EA,B19101D_009EA,B19101D_009MA,B19101D_010EA,B19101D_010MA,B19101D_011MA,B19101D_011EA,B19101D_012MA,B19101D_012EA,B19101D_013EA,B19101D_013MA,B19101D_014EA,B19101D_014MA,B19101D_015EA,B19101D_015MA,B19101D_016MA,B19101D_016EA,B19101D_017MA,B19101D_017EA,state
0400000US13,97839,3384,2460,788,1480,645,2356,784,2800,843,2771,828,3157,864,4161,1232,2841,959,2398,795,8551,1765,9839,1856,14274,2089,10033,1844,6281,1315,8949,1533,15488,1742,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,127229,3010,2999,865,2153,837,1937,537,1613,610,2515,802,2012,640,2986,776,3695,913,4326,1175,6964,1128,10675,1419,20135,1918,17959,1797,15270,1968,17304,1900,14686,1592,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,166517,3546,5672,1229,2488,786,3450,924,4433,1137,3173,914,4874,1204,4360,952,4361,1023,4224,1121,7930,1345,15815,2007,21826,2260,20563,2050,14325,1587,19792,2024,29231,2248,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,29349,2112,933,527,318,234,303,292,1987,1050,1118,598,826,607,761,383,848,348,357,247,1875,806,3089,1014,3565,1012,4602,1208,1826,684,2963,803,3978,1036,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15200,1338,301,204,237,246,304,259,522,416,327,188,582,368,440,302,705,357,172,133,1259,588,2524,734,1989,684,1511,668,792,405,1874,785,1661,781,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,17677,1533,606,367,191,169,229,202,458,288,405,329,416,275,1019,566,939,478,618,394,1007,572,1753,623,2968,939,2489,630,1176,447,1960,733,1443,484,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,14328,1388,819,449,157,225,407,361,898,500,616,469,485,345,472,317,410,415,765,460,1846,695,1507,626,1470,618,1193,483,528,290,835,375,1920,648,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16898,1427,1128,589,807,443,345,321,815,453,571,390,770,447,285,209,674,367,543,283,1460,573,1874,602,1506,611,1823,629,866,418,1109,480,2322,845,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,96712,2608,2028,685,1150,459,1339,524,1970,706,1726,567,2110,792,2215,747,3495,972,2836,883,5164,970,6732,1223,10328,1523,11726,1789,9107,1505,13347,1514,21439,1796,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,105157,3186,5877,1323,2874,1005,2586,656,2759,808,2851,1012,2576,850,2462,892,2779,937,2885,768,4251,948,6485,1485,10751,1785,11478,1811,9676,1494,13435,1967,21432,2393,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,72073,2220,1498,524,912,448,1528,707,1491,597,1562,550,2538,883,1599,568,2532,888,3072,925,3654,937,6485,1152,11120,1536,8548,1263,6189,1155,9244,1450,10101,1353,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,57553,1974,1633,565,1217,537,1069,393,1749,675,1965,679,1864,563,2218,714,2365,767,2475,750,3780,925,5983,1166,8119,1540,7911,1262,4011,1106,5566,1229,5628,1183,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,26092,2042,1102,568,988,564,747,423,1205,499,769,398,848,415,320,209,942,427,668,373,763,444,2606,825,4435,1020,2492,722,2132,774,2520,708,3555,825,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10566,1197,761,505,187,178,542,397,145,149,353,252,761,694,181,133,387,291,307,246,965,443,927,460,1649,560,937,393,772,424,840,481,852,394,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,58302,2600,2479,909,1173,471,1072,550,1587,494,1975,564,2766,865,1252,533,2650,888,2108,756,5167,1129,7682,1391,9528,1417,6683,1453,3805,892,4812,919,3563,1107,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,8589,1184,249,262,25,44,118,136,91,165,578,542,447,363,352,378,24,45,124,219,322,260,1127,497,1739,882,1030,478,279,194,805,405,1279,496,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,229195,3814,4614,1088,3237,919,3476,857,4366,1144,4426,1155,3827,1168,3553,1039,4289,1035,4248,1046,10133,1926,13160,1751,26893,2833,25955,2335,21920,2471,36750,2808,58348,2968,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7359,1023,263,220,0,201,175,179,203,321,184,166,780,799,460,396,188,160,232,241,181,137,548,432,1107,497,1356,582,370,357,586,374,726,461,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,393360,5897,18310,2102,12234,1672,15425,1998,19051,2131,16831,2081,16481,2004,14738,2380,14366,2147,11825,1732,24707,2485,30863,2842,42474,2925,37866,3113,27767,2459,37874,2787,52548,3469,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,70775,2598,1027,407,1042,545,1916,681,3115,972,3688,1071,2499,823,1463,720,3177,892,1790,594,4023,1054,5445,976,9702,1573,8636,1585,6146,1254,7607,1233,9499,1442,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,59034,2641,2248,922,1490,506,1214,534,1521,663,1481,680,1371,496,1981,839,3099,1083,1719,866,3242,760,6498,1404,6941,1294,6849,1257,4754,1090,6216,1134,8410,1600,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,17640,1392,484,305,173,182,403,275,602,314,796,378,1064,528,881,433,823,382,951,370,1399,650,2253,725,2313,725,2256,736,609,422,1389,477,1244,504,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,40226,2261,1866,607,738,414,1238,700,2271,841,667,341,1168,538,872,451,1407,519,922,541,2233,781,2783,798,6314,1359,4875,898,2196,684,5293,1053,5383,939,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,102402,3039,2941,826,2386,878,2298,708,3625,1133,2865,966,2618,755,2378,789,3456,986,3378,1072,7258,1422,9359,1483,12927,1815,10008,1288,7048,1080,12473,1689,17384,1796,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8056,966,121,157,391,328,228,218,412,436,0,217,222,203,282,311,369,437,558,503,354,298,1002,646,1078,436,778,461,425,350,736,402,1100,448,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17835,1389,373,283,145,135,614,382,860,512,694,416,1652,956,536,365,291,278,766,508,1569,608,2016,787,2373,698,1982,730,979,574,1295,572,1690,676,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,27916,1919,921,535,331,288,736,452,506,339,1365,768,1616,622,325,268,1161,602,769,472,1753,650,3657,1024,3838,875,3754,1088,1680,634,2531,856,2973,784,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,331564,5971,11083,2018,5203,1258,6436,1241,9743,1800,7800,1368,9955,1987,9701,1953,11852,1992,8759,1565,15967,1861,30704,2818,43798,3206,40477,3848,29466,2946,40302,3212,50318,3641,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,16740,1671,383,293,593,444,517,441,578,339,403,309,649,547,746,594,352,263,247,199,1081,595,2278,733,3118,947,1848,652,1240,472,1354,627,1353,637,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,132977,3422,2310,649,1274,614,2433,691,2480,831,2400,890,2392,776,2777,889,2329,696,4246,1086,7388,1515,10409,1609,15760,2232,13805,1780,11116,1493,18919,2190,32939,2471,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,155171,4010,4508,1030,2840,1030,3450,1055,3383,991,2462,804,3214,899,3730,959,3996,985,4007,1172,10005,1753,14081,1817,20091,2252,17852,2374,13731,2076,20482,2215,27339,2343,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,32959,1933,953,477,815,482,1033,505,492,365,814,495,1271,612,1595,538,783,408,1492,556,2135,696,3562,776,5509,1211,3893,1029,2173,661,3479,746,2960,681,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
