GEO_ID,B17010G_001E,B17010G_001M,B17010G_002E,B17010G_002M,B17010G_003E,B17010G_003M,B17010G_004E,B17010G_004M,B17010G_005E,B17010G_005M,B17010G_006E,B17010G_006M,B17010G_007E,B17010G_007M,B17010G_008E,B17010G_008M,B17010G_009E,B17010G_009M,B17010G_010E,B17010G_010M,B17010G_011E,B17010G_011M,B17010G_012E,B17010G_012M,B17010G_013E,B17010G_013M,B17010G_014E,B17010G_014M,B17010G_015E,B17010G_015M,B17010G_016E,B17010G_016M,B17010G_017E,B17010G_017M,B17010G_018E,B17010G_018M,B17010G_019E,B17010G_019M,B17010G_020E,B17010G_020M,B17010G_021E,B17010G_021M,B17010G_022E,B17010G_022M,B17010G_023E,B17010G_023M,B17010G_024E,B17010G_024M,B17010G_025E,B17010G_025M,B17010G_026E,B17010G_026M,B17010G_027E,B17010G_027M,B17010G_028E,B17010G_028M,B17010G_029E,B17010G_029M,B17010G_030E,B17010G_030M,B17010G_031E,B17010G_031M,B17010G_032E,B17010G_032M,B17010G_033E,B17010G_033M,B17010G_034E,B17010G_034M,B17010G_035E,B17010G_035M,B17010G_036E,B17010G_036M,B17010G_037E,B17010G_037M,B17010G_038E,B17010G_038M,B17010G_039E,B17010G_039M,B17010G_040E,B17010G_040M,B17010G_041E,B17010G_041M,NAME,B17010G_001MA,B17010G_001EA,B17010G_002EA,B17010G_002MA,B17010G_003EA,B17010G_003MA,B17010G_004MA,B17010G_004EA,B17010G_005MA,B17010G_005EA,B17010G_006MA,B17010G_006EA,B17010G_007EA,B17010G_007MA,B17010G_008EA,B17010G_008MA,B17010G_009EA,B17010G_009MA,B17010G_010MA,B17010G_010EA,B17010G_011MA,B17010G_011EA,B17010G_012MA,B17010G_012EA,B17010G_013MA,B17010G_013EA,B17010G_014MA,B17010G_014EA,B17010G_015MA,B17010G_015EA,B17010G_016MA,B17010G_016EA,B17010G_017MA,B17010G_017EA,B17010G_018MA,B17010G_018EA,B17010G_019MA,B17010G_019EA,B17010G_020EA,B17010G_020MA,B17010G_021MA,B17010G_021EA,B17010G_022MA,B17010G_022EA,B17010G_023MA,B17010G_023EA,B17010G_024MA,B17010G_024EA,B17010G_025EA,B17010G_025MA,B17010G_026MA,B17010G_026EA,B17010G_027MA,B17010G_027EA,B17010G_028MA,B17010G_028EA,B17010G_029MA,B17010G_029EA,B17010G_030EA,B17010G_030MA,B17010G_031EA,B17010G_031MA,B17010G_032EA,B17010G_032MA,B17010G_033MA,B17010G_033EA,B17010G_034MA,B17010G_034EA,B17010G_035EA,B17010G_035MA,B17010G_036EA,B17010G_036MA,B17010G_037EA,B17010G_037MA,B17010G_038MA,B17010G_038EA,B17010G_039MA,B17010G_039EA,B17010G_040EA,B17010G_040MA,B17010G_041EA,B17010G_041MA,state
0400000US13,43421,2936,7852,1748,2746,1031,1824,835,387,496,938,595,499,352,922,511,5106,1338,543,472,308,270,0,224,106,162,202,232,235,388,4563,1297,3607,1156,601,500,537,441,2469,949,956,698,35569,2580,24992,2277,14086,1893,3723,965,2878,1053,7485,1573,10906,1547,10577,1749,3144,1084,1988,887,672,568,121,196,1195,772,1156,595,7433,1580,5172,1250,646,405,1565,793,2961,960,2261,766,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,52174,2876,4357,1204,1371,757,839,708,102,177,388,498,349,347,532,341,2986,866,968,499,826,485,190,188,38,64,598,439,142,107,2018,697,1589,663,201,175,499,341,889,482,429,401,47817,2946,32561,2193,17792,1557,2351,728,4822,988,10619,1394,14769,1618,15256,1850,4669,1053,2366,620,516,291,493,294,1357,488,2303,818,10587,1435,6288,1276,475,324,905,369,4908,1070,4299,828,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,44982,3365,6197,1375,1787,670,1265,579,206,188,578,412,481,298,522,327,4410,1184,660,507,544,467,60,101,0,190,484,461,116,192,3750,1035,3263,1003,796,542,955,472,1512,608,487,306,38785,3055,27299,2602,15340,1782,3495,995,3880,997,7965,1175,11959,1738,11486,1550,2992,1011,1948,886,382,535,207,191,1359,689,1044,427,8494,1437,4717,1123,660,350,779,473,3278,1004,3777,962,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,22235,2355,3883,1020,988,558,474,279,106,168,215,196,153,148,514,477,2895,850,524,313,295,282,151,214,29,46,115,167,229,143,2371,789,1912,725,840,532,380,333,692,377,459,383,18352,2132,11709,1538,6517,1317,1812,783,1148,495,3557,943,5192,1003,6643,1421,2297,958,1647,894,898,752,113,180,636,433,650,311,4346,1128,3129,1055,688,434,606,500,1835,792,1217,602,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,13310,1670,1848,705,512,313,291,245,216,224,31,55,44,63,221,201,1336,623,22,37,0,177,0,177,0,177,0,177,22,37,1314,620,1094,604,205,199,166,156,723,558,220,223,11462,1424,8189,1270,5091,990,1168,494,1266,478,2657,787,3098,753,3273,745,1133,614,681,542,443,509,130,146,108,99,452,249,2140,574,1113,390,269,204,88,145,756,290,1027,416,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,29679,3170,3031,1065,754,474,581,424,171,267,124,154,286,283,173,221,2277,919,165,271,165,271,0,203,0,203,165,271,0,203,2112,838,2047,833,311,324,646,481,1090,539,65,123,26648,2869,19017,2220,11138,1873,2495,677,1912,750,6731,1353,7879,1310,7631,1447,1901,730,928,499,50,82,0,203,878,485,973,572,5730,1299,3666,1140,585,449,512,311,2569,949,2064,782,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,33131,3349,5666,1461,703,450,305,229,0,210,87,108,218,207,398,374,4963,1441,565,418,237,271,0,210,209,269,28,47,328,330,4398,1407,4046,1333,286,204,1346,674,2414,901,352,307,27465,2770,17943,2074,9878,1554,1884,861,3116,805,4878,1165,8065,1375,9522,1945,2676,949,1388,610,539,370,135,174,714,496,1288,707,6846,1571,3842,1033,236,198,869,508,2737,886,3004,1130,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,40294,2977,8600,1405,1764,547,1480,522,468,292,523,323,489,366,284,234,6836,1309,1288,509,1012,454,272,256,127,161,613,418,276,260,5548,1330,5015,1225,1226,719,960,492,2829,952,533,406,31694,2599,22781,2279,10099,1352,2698,745,1517,442,5884,998,12682,1732,8913,1496,2916,929,1409,596,583,364,198,232,628,385,1507,632,5997,1200,3668,1082,664,456,569,357,2435,843,2329,771,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,18481,2031,2803,750,740,419,598,407,252,323,273,268,73,91,142,124,2063,703,519,358,519,358,133,215,51,86,335,286,0,153,1544,585,1485,574,372,331,430,273,683,420,59,99,15678,1868,10391,1467,6294,1228,1091,510,1593,551,3610,860,4097,632,5287,1185,1476,563,1234,546,190,166,484,437,560,319,242,181,3811,1005,3184,983,438,286,927,636,1819,631,627,313,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,23687,2653,2858,995,664,453,320,202,0,190,173,150,147,132,344,340,2194,827,436,365,283,308,0,190,0,190,283,308,153,157,1758,736,1527,711,523,509,559,409,445,312,231,198,20829,2485,14181,1762,6859,1300,1428,760,1562,467,3869,1066,7322,1339,6648,1544,2446,1045,1264,625,276,359,0,190,988,527,1182,821,4202,1450,2163,682,507,384,440,474,1216,445,2039,1198,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,20841,2532,2176,953,949,614,342,233,143,167,36,61,163,171,607,525,1227,667,57,93,57,93,0,211,57,93,0,211,0,211,1170,664,1143,659,513,431,360,412,270,198,27,41,18665,2341,13536,1996,6576,1326,956,515,1915,908,3705,836,6960,1344,5129,1243,1436,577,854,412,334,259,59,99,461,304,582,375,3693,952,2310,802,682,342,384,294,1244,610,1383,714,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,36927,3124,4695,1130,1734,613,1212,529,20,32,288,251,904,450,522,337,2961,921,100,118,37,65,37,65,0,206,0,206,63,102,2861,916,2004,789,338,278,620,541,1046,515,857,454,32232,2998,22653,2466,12263,1881,2122,708,2374,739,7767,1486,10390,1701,9579,1743,3002,958,1047,593,344,344,91,163,612,464,1955,784,6577,1416,3711,1017,567,308,739,538,2405,791,2866,840,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
