GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001EA,B10051F_001MA,B10051F_002EA,B10051F_002MA,B10051F_003EA,B10051F_003MA,B10051F_004MA,B10051F_004EA,B10051F_005MA,B10051F_005EA,B10051F_006EA,B10051F_006MA,B10051F_007EA,B10051F_007MA,state
0400000US29,1057,568,462,404,462,404,0,190,595,431,378,346,217,207,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,11650,2281,2468,934,1499,704,969,523,9182,2029,5824,1547,3358,1389,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,17052,2860,3771,1578,1914,1000,1857,1027,13281,2247,6344,1571,6937,1444,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,6431,1519,3515,1159,2162,1025,1353,591,2916,993,1874,788,1042,522,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,63147,5089,14563,2416,8596,1605,5967,1790,48584,4827,24683,3185,23901,3412,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4929,1658,862,478,813,465,49,56,4067,1578,2476,1160,1591,1080,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2913,1020,575,396,415,337,160,207,2338,1031,1031,510,1307,702,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2787,911,747,494,650,471,97,119,2040,773,976,573,1064,597,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4572,1692,763,572,763,572,0,207,3809,1452,1915,955,1894,1183,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7157,1720,2976,1163,2096,1072,880,472,4181,1304,2651,1075,1530,709,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2238,844,225,221,105,105,120,194,2013,763,1044,524,969,610,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1994,1018,786,533,655,408,131,196,1208,818,959,766,249,229,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,56486,6030,14757,2299,9969,1842,4788,1253,41729,5436,23714,4481,18015,2813,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,7556,1853,1984,1313,1984,1313,0,192,5572,1523,2822,1235,2750,1190,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5830,1751,2295,1363,1565,1105,730,691,3535,1090,2314,915,1221,598,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,10510,2671,3763,1731,3289,1625,474,430,6747,1924,4336,1485,2411,945,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1765,927,494,324,494,324,0,151,1271,822,525,383,746,703,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,12789,2318,3714,1496,2482,1135,1232,656,9075,2190,3507,1338,5568,1700,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
