GEO_ID,C17010D_001E,C17010D_001M,C17010D_002E,C17010D_002M,C17010D_003E,C17010D_003M,C17010D_004E,C17010D_004M,C17010D_005E,C17010D_005M,C17010D_006E,C17010D_006M,C17010D_007E,C17010D_007M,C17010D_008E,C17010D_008M,C17010D_009E,C17010D_009M,C17010D_010E,C17010D_010M,C17010D_011E,C17010D_011M,C17010D_012E,C17010D_012M,C17010D_013E,C17010D_013M,C17010D_014E,C17010D_014M,C17010D_015E,C17010D_015M,C17010D_016E,C17010D_016M,C17010D_017E,C17010D_017M,NAME,C17010D_001MA,C17010D_001EA,C17010D_002MA,C17010D_002EA,C17010D_003MA,C17010D_003EA,C17010D_004EA,C17010D_004MA,C17010D_005EA,C17010D_005MA,C17010D_006EA,C17010D_006MA,C17010D_007MA,C17010D_007EA,C17010D_008MA,C17010D_008EA,C17010D_009EA,C17010D_009MA,C17010D_010EA,C17010D_010MA,C17010D_011EA,C17010D_011MA,C17010D_012MA,C17010D_012EA,C17010D_013MA,C17010D_013EA,C17010D_014EA,C17010D_014MA,C17010D_015EA,C17010D_015MA,C17010D_016EA,C17010D_016MA,C17010D_017MA,C17010D_017EA,state
0400000US13,97839,3384,6554,1354,3950,1013,2383,730,2604,972,1021,545,459,341,1583,680,996,548,91285,3172,79531,3373,45482,2831,11754,1781,3726,982,1278,546,8028,1505,3621,1069,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,127229,3010,6415,1235,2941,788,548,284,3474,1006,447,250,201,137,3027,930,1333,524,120814,3018,90676,3184,36149,2619,30138,2329,9284,1526,3238,991,20854,1953,6994,1120,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,166517,3546,12064,1696,8592,1590,4241,999,3472,970,490,263,297,222,2982,940,1589,534,154453,3985,134776,3898,75010,2964,19677,2044,6230,1244,1914,702,13447,1758,6074,1169,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,29349,2112,2415,1096,1983,1000,1483,957,432,338,290,292,290,292,142,145,142,145,26934,1938,23050,2121,15723,1885,3884,950,1050,494,366,293,2834,907,1287,494,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,15200,1338,1158,616,785,581,659,564,373,225,0,163,0,163,373,225,373,225,14042,1320,12082,1329,9043,1235,1960,777,695,335,371,227,1265,694,938,592,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,17677,1533,1582,644,1069,561,786,562,513,295,119,130,119,130,394,269,348,261,16095,1625,14302,1607,7554,1181,1793,676,910,452,479,310,883,442,318,265,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,14328,1388,1826,732,1298,631,1193,604,528,355,265,234,209,191,263,262,151,153,12502,1494,10846,1284,5922,1121,1656,619,545,280,402,258,1111,517,978,502,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16898,1427,2463,716,1408,517,688,348,1055,557,11,20,11,20,1044,556,873,540,14435,1482,12569,1566,7827,1379,1866,745,767,491,403,357,1099,515,271,250,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,96712,2608,4678,1036,3411,956,1193,624,1267,519,482,376,121,122,785,359,477,270,92034,2492,78484,2591,42967,2351,13550,1619,3938,844,736,350,9612,1377,4471,937,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,105157,3186,11206,1884,7551,1381,4178,1154,3655,1175,1099,644,352,300,2556,868,2155,825,93951,2981,81260,3108,44756,2661,12691,1831,4946,1180,2101,740,7745,1282,3955,974,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,72073,2220,5106,1025,3886,999,2572,863,1220,500,582,474,209,216,638,385,610,382,66967,2395,59503,2331,35324,1919,7464,1509,2365,867,900,510,5099,1223,2275,819,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,57553,1974,5132,946,2321,651,1811,567,2811,802,811,399,688,356,2000,657,1565,545,52421,2036,39664,2008,25967,1852,12757,1710,4221,983,2341,720,8536,1391,5767,1074,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,26092,2042,3068,869,1686,668,1229,606,1382,593,841,513,597,454,541,345,279,242,23024,1945,19683,1890,11066,1352,3341,931,1227,589,437,272,2114,655,1004,485,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,10566,1197,1650,647,824,462,782,454,826,518,121,127,41,51,705,507,615,495,8916,1181,7967,1105,5251,993,949,464,580,378,428,352,369,267,331,260,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,58302,2600,4916,1165,2798,861,1268,651,2118,691,308,199,165,170,1810,668,1091,493,53386,2499,39621,2389,17793,2001,13765,1701,4564,1190,1563,768,9201,1214,4352,1019,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,8589,1184,464,324,224,168,89,113,240,272,217,258,108,161,23,43,23,43,8125,1216,7290,1126,4349,986,835,539,84,144,0,192,751,522,499,484,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,229195,3814,11093,1503,8935,1415,4125,973,2158,768,627,387,493,342,1531,678,1122,553,218102,3980,195079,3913,112447,3745,23023,2424,7424,1375,2668,810,15599,1926,6857,1363,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,393360,5897,51007,3521,36981,3185,19036,2096,14026,1787,4415,1066,2121,777,9611,1685,5987,1426,342353,6071,278520,6218,142740,4806,63833,3397,25215,2507,6256,1264,38618,2700,13582,1744,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,70775,2598,5974,1246,3787,1024,3295,971,2187,679,121,115,0,207,2066,682,1732,619,64801,2542,56966,2547,36650,2331,7835,1215,3349,884,1359,608,4486,877,2448,754,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,59034,2641,6033,1455,4429,1439,2721,1187,1604,625,479,339,427,342,1125,511,930,494,53001,2377,46743,2522,27177,1940,6258,1303,3170,1036,832,523,3088,786,2169,733,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,17640,1392,1735,614,1436,554,1220,492,299,197,113,139,14,17,186,134,186,134,15905,1356,12693,1439,7055,982,3212,745,1112,490,406,272,2100,528,983,352,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,40226,2261,4060,985,2552,730,1248,615,1508,717,500,365,225,221,1008,601,924,540,36166,2179,30269,1987,15457,1610,5897,1210,1437,543,573,405,4460,1002,1989,665,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,102402,3039,8886,1424,6207,1128,3805,851,2679,849,855,449,699,416,1824,735,1788,734,93516,3270,79672,3150,47076,2404,13844,1910,4798,1152,2100,722,9046,1565,5455,1530,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,8056,966,895,500,190,234,118,197,705,477,0,217,0,217,705,477,511,441,7161,1131,5777,1042,3393,734,1384,581,526,416,340,339,858,454,200,165,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17835,1389,1357,527,1087,528,852,461,270,195,57,78,57,78,213,179,213,179,16478,1496,14771,1444,7632,1240,1707,642,510,359,510,359,1197,554,376,276,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,27916,1919,2186,734,976,523,763,500,1210,532,265,245,175,276,945,508,827,472,25730,1947,22422,1962,13556,1516,3308,946,1305,641,602,466,2003,627,1386,581,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,331564,5971,24942,2564,14844,1836,9078,1637,10098,1948,2269,929,1254,700,7829,1696,6501,1609,306622,6279,269712,6567,159856,5397,36910,3276,12056,1903,4317,1140,24854,2647,12032,1796,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,16740,1671,1569,688,1117,629,526,449,452,314,0,192,0,192,452,314,280,242,15171,1575,12264,1327,7434,1181,2907,963,1168,689,622,556,1739,607,1078,504,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,132977,3422,6181,1327,4243,1122,2744,863,1938,742,513,344,246,192,1425,641,1148,604,126796,3535,109206,3201,65250,2377,17590,1903,4820,1163,1824,793,12770,1758,6589,1244,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,155171,4010,10631,1747,5087,1141,2746,805,5544,1298,1087,616,930,575,4457,1090,3652,977,144540,3937,123018,4043,64869,3058,21522,2312,7647,1629,3437,1008,13875,1585,5983,1137,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,32959,1933,3569,1035,1736,695,1338,640,1833,741,275,314,24,40,1558,649,1186,579,29390,1755,23514,1816,15093,1390,5876,1241,2451,736,1499,614,3425,1064,2354,872,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
