GEO_ID,B19001B_001E,B19001B_001M,B19001B_002E,B19001B_002M,B19001B_003E,B19001B_003M,B19001B_004E,B19001B_004M,B19001B_005E,B19001B_005M,B19001B_006E,B19001B_006M,B19001B_007E,B19001B_007M,B19001B_008E,B19001B_008M,B19001B_009E,B19001B_009M,B19001B_010E,B19001B_010M,B19001B_011E,B19001B_011M,B19001B_012E,B19001B_012M,B19001B_013E,B19001B_013M,B19001B_014E,B19001B_014M,B19001B_015E,B19001B_015M,B19001B_016E,B19001B_016M,B19001B_017E,B19001B_017M,NAME,B19001B_001EA,B19001B_001MA,B19001B_002MA,B19001B_002EA,B19001B_003EA,B19001B_003MA,B19001B_004MA,B19001B_004EA,B19001B_005MA,B19001B_005EA,B19001B_006EA,B19001B_006MA,B19001B_007EA,B19001B_007MA,B19001B_008EA,B19001B_008MA,B19001B_009EA,B19001B_009MA,B19001B_010MA,B19001B_010EA,B19001B_011MA,B19001B_011EA,B19001B_012EA,B19001B_012MA,B19001B_013EA,B19001B_013MA,B19001B_014EA,B19001B_014MA,B19001B_015MA,B19001B_015EA,B19001B_016MA,B19001B_016EA,B19001B_017MA,B19001B_017EA,state
0400000US13,1151542,11816,120634,5005,75117,5731,70214,5034,75296,5554,65707,5759,70312,4405,60506,4720,58308,5117,51860,5140,89885,5703,115493,6550,126107,6889,71934,5226,41139,4348,33475,3240,25555,3003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,8627,1240,570,365,350,300,254,272,457,390,365,326,902,647,378,351,318,289,210,258,893,562,860,395,1367,686,786,385,226,213,474,355,217,177,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,663609,9121,103768,5603,53169,4285,52099,4023,43792,3725,32584,2794,35494,2968,27970,2615,31190,3356,24986,3109,47228,3558,52628,3874,64874,3462,38643,3347,20220,2247,20701,2407,14263,1839,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,235622,5019,37806,3151,17691,2188,17947,2403,18908,2362,14680,2279,14290,2163,14760,2322,11574,2008,8367,1619,17527,2217,20334,2481,19645,1948,10112,2004,6264,1296,3753,1074,1964,692,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,36340,1908,5246,1127,3099,1008,3503,958,3466,913,2416,822,2080,861,1205,720,2412,847,1391,582,2813,1083,2407,669,3544,1254,1176,612,609,326,538,398,435,344,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,62449,3100,9252,1754,4416,1138,5393,1274,4981,1029,3647,940,2537,846,3736,1152,3160,849,3406,1092,4524,1223,5581,1320,5939,1285,2515,871,1823,772,1206,635,333,290,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,144848,4310,19393,2532,11034,1865,10632,1865,9562,1706,10704,1919,9172,1767,7729,1565,10048,2040,6809,1319,10708,1861,13095,2048,12491,2110,6652,1518,3189,952,2283,704,1347,470,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,530579,6647,94113,5209,51026,3997,48348,3617,43531,3622,39973,3716,32119,3041,25059,3049,23291,2474,20422,2307,29564,2712,41449,3261,36838,3671,21213,2449,9502,1593,8020,1589,6111,1525,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,4291,842,837,430,557,504,259,252,518,361,190,214,43,49,377,301,24,41,382,302,336,280,363,318,36,54,32,66,238,186,63,85,36,63,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,647863,5922,49937,4384,26587,2800,23190,2631,24193,2772,28394,3157,26645,2874,28805,2987,23901,2795,25437,2692,44452,3196,67294,4067,84931,4805,66758,3899,40980,3452,46690,3561,39669,3188,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,176086,4563,17155,2190,13797,2457,9725,1825,8722,1502,8808,2016,11949,1985,7605,1680,7981,1827,5749,1253,12502,2049,15676,2114,18403,2216,11013,1711,10420,1900,9054,1500,7527,1603,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,530430,6785,81981,5302,43883,3122,36945,3076,38143,3217,33724,2859,31796,3050,30099,2772,26781,2475,25161,2809,39042,3318,42409,3534,43161,3015,26911,2466,11282,1605,11140,1662,7972,1347,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,116805,3058,14090,2017,9557,1923,8277,1718,7165,1498,8610,1841,6573,1108,6068,1312,5631,1483,7496,1862,9313,1758,10607,1625,10028,2014,5495,1167,2849,829,2841,887,2205,736,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,398943,6097,69695,4687,40513,3140,32685,3195,32931,3366,26707,3380,24624,2337,20908,2708,18424,1993,17541,1979,29479,3159,30104,2963,27504,3102,13796,1989,6535,1573,5020,1307,2477,851,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,266110,6303,35934,3313,20587,2502,19793,2593,21369,2674,17571,2782,18444,2650,14395,2400,13659,2094,12081,2147,21971,2951,23920,2853,22197,2796,9662,1597,6972,1334,4192,1090,3363,738,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,33435,1809,5283,1215,2422,753,1995,715,2743,855,1957,692,1847,677,2722,894,1834,812,1714,731,1435,454,2622,852,3299,912,1092,529,1127,498,812,516,531,348,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,100586,3310,13940,2196,6336,1384,6684,1447,6548,1155,5366,1666,5801,1343,5620,1658,4644,1168,4099,1054,9662,1758,10842,1698,8910,1656,5256,1183,2167,810,3294,963,1417,714,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7797,1392,923,743,204,216,308,290,904,573,572,435,341,386,80,125,121,198,430,385,378,334,723,424,912,781,875,621,269,269,138,211,619,306,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,427246,6807,48962,4555,23949,2683,20837,2235,22902,2998,17812,2351,21592,2710,18150,2706,20835,2753,16689,2668,33715,3792,38180,3494,49161,3309,32229,2971,20778,2982,21828,3010,19627,2404,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,17749,1792,2114,799,1669,854,1468,634,443,316,741,463,2945,1245,495,259,501,483,670,528,1215,568,1095,542,1848,681,1654,813,328,287,342,248,221,263,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1099658,10577,150703,8265,76884,4709,59771,3795,61351,3877,49923,3653,53433,4348,48922,3825,49369,4141,41628,3739,73897,5197,92649,5465,116959,6330,77395,4390,48432,4180,54016,3628,44326,3130,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,833815,9407,96085,5199,68935,4473,56629,4281,56821,4907,49813,3699,55896,4352,45551,4304,46281,4198,38769,3146,68725,4766,77132,4146,81018,5333,38711,3480,23203,2282,19181,2489,11065,1926,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,9219,1515,1341,826,592,397,443,408,346,412,559,462,486,352,932,661,244,212,343,276,335,343,1292,1145,1286,697,699,532,74,137,215,273,32,69,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,584817,8076,96344,4843,50213,3777,43335,3343,44094,3334,37322,3237,41070,3802,33135,3436,31575,3068,22894,2647,39596,3817,44560,3273,47821,4008,24788,2789,12752,2006,9674,1547,5644,1326,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,106390,3127,15966,1945,10297,1753,7413,1362,7376,1264,6150,1169,7761,1436,5498,1504,5890,1211,4469,1149,7011,1086,8225,1382,8933,1530,4057,881,4132,1373,2276,765,936,394,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,26250,2059,4201,1212,1773,675,1689,866,1048,546,1700,786,1876,1125,1429,615,845,509,857,405,1933,655,2277,928,2678,890,1598,642,543,399,1329,696,474,210,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,500980,7198,73029,5213,41725,4020,32601,2882,34575,3438,23053,2618,27940,3013,29168,3152,22636,2767,19154,2419,37781,3473,42480,3830,46356,3486,31628,2809,15982,2208,12197,1951,10675,1553,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22788,2173,3070,1155,1441,667,2070,832,2695,1056,577,396,784,476,1309,890,574,367,732,498,1459,784,2819,1111,2663,1017,711,387,866,438,411,306,607,451,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,489601,7623,69877,4869,40531,3584,37347,3530,39304,3615,36183,2860,37013,3425,24451,2624,21762,3049,21298,2521,36689,3001,45310,3660,38264,3785,20205,2153,8640,1570,7109,1413,5618,1400,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,420806,5755,54422,4600,34437,3393,27427,3033,27789,2863,26037,2188,24867,2903,23572,2872,20057,2615,21227,2672,34406,3369,40559,3944,36420,4012,23477,2770,11849,2070,8438,1722,5822,1184,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1228405,12595,139348,6844,65646,4657,63049,4517,78982,5561,66833,5261,76961,5859,58809,4200,63534,5585,52269,5165,108360,6825,116670,7057,126841,7011,88004,5696,48592,4481,42385,3624,32122,3964,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,10665,1318,642,435,837,630,280,242,39,79,334,383,1193,703,952,551,752,454,376,303,900,529,477,327,1061,556,1439,638,99,156,721,467,563,461,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,584515,8181,51299,3708,37297,3207,30076,2460,36465,3782,28810,3248,28120,3346,28129,3598,27040,2999,27451,3496,46387,2989,56876,4428,67963,4051,44324,3641,25762,2921,28694,2616,19822,2327,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,102858,4156,8900,2213,5077,1548,5485,1633,6379,1593,6885,1729,5278,1446,3541,1149,5585,1930,4712,1172,7085,1321,10602,2136,10905,1643,8523,1882,5441,1278,4493,1431,3967,1343,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,26751,2082,3885,1207,4070,1165,1464,596,2393,970,1528,743,1775,690,1217,532,1590,790,1204,598,2010,873,1963,706,2149,756,646,330,270,182,435,364,152,182,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130900,3428,18038,2093,13906,1967,11102,1765,13480,1931,9986,1484,6827,1255,7269,1409,7131,1352,5633,1197,7749,1478,12188,1675,8107,1526,4485,979,2361,696,1766,567,872,300,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,148590,6971,44740,3889,18003,2429,14720,2064,11013,1818,11698,1958,8283,1527,6932,1514,5728,1379,3674,1178,7183,1639,7218,1492,4863,1226,2650,945,565,387,509,388,811,533,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
