GEO_ID,B10051I_001E,B10051I_001M,B10051I_002E,B10051I_002M,B10051I_003E,B10051I_003M,B10051I_004E,B10051I_004M,B10051I_005E,B10051I_005M,B10051I_006E,B10051I_006M,B10051I_007E,B10051I_007M,NAME,B10051I_001EA,B10051I_001MA,B10051I_002MA,B10051I_002EA,B10051I_003EA,B10051I_003MA,B10051I_004EA,B10051I_004MA,B10051I_005MA,B10051I_005EA,B10051I_006MA,B10051I_006EA,B10051I_007MA,B10051I_007EA,state
0400000US17,73232,5222,11431,2052,7291,1581,4140,1013,61801,5014,31722,3947,30079,3144,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,9826,2298,3116,1227,2396,1163,720,392,6710,1743,3701,1156,3009,1184,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3452,917,1139,628,742,552,397,348,2313,747,1403,675,910,464,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,7215,1310,2579,872,1558,700,1021,651,4636,1080,2722,934,1914,695,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2104,855,457,321,305,255,152,204,1647,816,1335,789,312,324,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4643,1386,1385,641,667,427,718,482,3258,1306,2071,1108,1187,604,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,21995,3324,6972,2117,3839,1578,3133,1636,15023,2585,9534,2294,5489,1399,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,19413,3004,4489,1230,3031,1068,1458,470,14924,2757,9337,2208,5587,1746,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8579,1545,2973,997,2385,980,588,342,5606,1144,3349,941,2257,701,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,6506,1553,1599,694,1469,695,130,106,4907,1381,2642,1094,2265,695,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1357,607,448,309,79,94,369,307,909,537,274,189,635,516,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4857,1282,1717,875,1128,732,589,370,3140,989,1776,716,1364,610,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,4817,1416,993,674,300,218,693,624,3824,1125,2209,893,1615,534,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27608,3303,6192,1535,3913,1259,2279,999,21416,2912,12592,2333,8824,1944,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,55518,4934,13923,2659,8666,1891,5257,1806,41595,4065,19578,3068,22017,2863,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,32681,4879,15373,3406,9675,2805,5698,1561,17308,3257,9706,2499,7602,1752,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,119592,7043,26629,3127,14786,2347,11843,2247,92963,6688,44040,4692,48923,4675,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,21323,3197,5196,1310,4211,1236,985,518,16127,2935,9042,2174,7085,2137,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8783,1614,2575,760,2018,679,557,444,6208,1400,3052,957,3156,1170,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,10618,1647,3586,1228,2720,1094,866,503,7032,1118,3159,868,3873,1077,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,11333,2296,2607,916,1875,772,732,473,8726,1904,4738,1627,3988,1197,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,22988,3616,8311,1824,6490,1549,1821,699,14677,2621,7845,2052,6832,1512,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,3215,1541,429,284,278,237,151,167,2786,1483,1738,1071,1048,786,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,5620,1360,1506,645,768,363,738,511,4114,1154,2258,801,1856,783,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6076,1549,2529,736,2286,697,243,241,3547,1320,2361,1045,1186,667,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,380677,14564,118531,8243,76310,6796,42221,4016,262146,13156,140528,8574,121618,8850,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,13166,2459,3248,1317,2618,1331,630,409,9918,2022,5046,1644,4872,1256,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,20121,3377,5237,1778,3618,1441,1619,928,14884,2870,8171,2435,6713,1553,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,25180,4098,7760,2462,6081,2089,1679,840,17420,3289,9405,2422,8015,1892,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5818,1311,1696,756,1612,748,84,80,4122,1005,2092,689,2030,782,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,80968,6911,28235,4018,15697,3097,12538,2107,52733,5604,19519,3129,33214,3879,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
