GEO_ID,B20017E_001E,B20017E_001M,B20017E_002E,B20017E_002M,B20017E_003E,B20017E_003M,B20017E_004E,B20017E_004M,B20017E_005E,B20017E_005M,B20017E_006E,B20017E_006M,B20017E_007E,B20017E_007M,NAME,B20017E_001MA,B20017E_001EA,B20017E_002MA,B20017E_002EA,B20017E_003MA,B20017E_003EA,B20017E_004MA,B20017E_004EA,B20017E_005EA,B20017E_005MA,B20017E_006EA,B20017E_006MA,B20017E_007MA,B20017E_007EA,state
0400000US24,32206,8792,31850,102930,85757,95786,-666666666,-222222222,35287,19614,35867,12977,-666666666,-222222222,Maryland,null,null,null,null,null,null,**,-,null,null,null,null,**,-,24
0400000US25,42817,81996,61431,32533,-666666666,-222222222,-666666666,-222222222,4765,1811,-666666666,-222222222,4313,1135,Massachusetts,null,null,null,null,**,-,**,-,null,null,-,**,null,null,25
0400000US26,20853,7068,24319,29475,25781,63615,17321,7223,12396,6871,21173,10321,9353,9547,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,28191,26578,57045,50224,71189,10862,23048,30008,25191,12279,26265,1118,8683,3479,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,9127,21895,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,2499,-333333333,-666666666,-222222222,-666666666,-222222222,Mississippi,null,null,**,-,**,-,**,-,"2,500-",***,-,**,**,-,28
0400000US29,13464,4429,19709,11870,26921,4004,10670,20084,12879,3344,26429,26359,12761,6037,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28465,5878,31835,8214,31729,16754,-666666666,-222222222,27708,6876,29803,12226,10779,1949,Nebraska,null,null,null,null,null,null,**,-,null,null,null,null,null,null,31
0400000US32,34441,4811,40304,6698,47783,8625,8816,2956,31541,2925,36835,8776,7359,2893,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,75585,62453,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,New Hampshire,null,null,**,-,**,-,**,-,-,**,-,**,**,-,33
0400000US34,31471,25180,21723,25700,40800,31730,16063,14378,45396,37151,45590,31839,4404,131337,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,32634,12837,33664,13070,33420,11239,-666666666,-222222222,20739,15791,-666666666,-222222222,-666666666,-222222222,New Mexico,null,null,null,null,null,null,**,-,null,null,-,**,**,-,35
0400000US36,44429,5993,44671,10634,50267,29479,9076,3750,43310,11945,48690,9115,9364,9790,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,20089,9324,35250,29127,36085,13420,4974,11656,15477,9928,17479,10529,7413,24360,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,26428,1726,26868,10298,46773,163183,26015,9335,25926,3729,27356,7593,13630,5716,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,30426,9334,25997,11559,60072,31182,4024,654,47592,43272,48297,601,11381,2504,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,24522,5907,23103,7410,29697,8773,14697,10062,25866,6042,28835,5478,9564,9314,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20925,3843,21553,13296,21557,14273,-666666666,-222222222,20088,13104,20819,7905,11825,10688,Pennsylvania,null,null,null,null,null,null,**,-,null,null,null,null,null,null,42
0400000US44,35621,23268,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Rhode Island,null,null,**,-,**,-,**,-,-,**,-,**,**,-,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,30623,8768,49321,30978,62194,33557,15054,8657,4802,16540,26865,14788,3755,1309,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22495,4280,30833,9877,34511,7097,4102,5058,16993,7870,25732,3021,10097,2545,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,30251,6729,37752,6629,44075,12146,12001,3887,22699,9387,40167,8403,7885,5907,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9544,4847,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,9544,4847,-666666666,-222222222,-666666666,-222222222,Vermont,null,null,**,-,**,-,**,-,null,null,-,**,**,-,50
0400000US51,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,31636,2793,34640,8157,45362,5710,9031,11311,30031,5038,37778,7289,11646,9898,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,West Virginia,**,-,**,-,**,-,**,-,-,**,-,**,**,-,54
0400000US55,30865,14565,41673,7881,49206,38345,40868,12164,15583,8745,24178,25769,8573,2468,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Wyoming,**,-,**,-,**,-,**,-,-,**,-,**,**,-,56
0400000US72,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,-666666666,-222222222,Puerto Rico,**,-,**,-,**,-,**,-,-,**,-,**,**,-,72
