GEO_ID,B28009B_001E,B28009B_001M,B28009B_002E,B28009B_002M,B28009B_003E,B28009B_003M,B28009B_004E,B28009B_004M,B28009B_005E,B28009B_005M,B28009B_006E,B28009B_006M,NAME,B28009B_001MA,B28009B_001EA,B28009B_002EA,B28009B_002MA,B28009B_003MA,B28009B_003EA,B28009B_004EA,B28009B_004MA,B28009B_005EA,B28009B_005MA,B28009B_006EA,B28009B_006MA,state
0400000US28,1090777,6551,941653,11250,1564,1070,775855,13407,164234,12026,149124,9161,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,662540,8864,595963,11822,363,326,526772,11601,68828,6775,66577,7990,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,83154,3348,75453,4024,55,90,68439,3834,6959,1861,7701,1794,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,264770,5227,246302,6713,257,412,206888,8611,39157,6663,18468,4157,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1165872,10552,1095082,12419,607,427,985156,15132,109319,11483,70790,6750,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41458,3156,38387,3249,185,211,33459,3549,4743,1937,3071,998,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2990267,21601,2776368,22064,3463,1361,2477001,26899,295904,16945,213899,11845,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2123509,12595,1893519,15469,2620,1801,1661737,20314,229162,13164,229990,12130,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,21754,2178,20589,2300,0,161,16563,2511,4026,1781,1165,770,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1374538,11578,1250574,13642,1891,1154,1122284,16782,126399,10429,123964,7225,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,268052,5314,237572,6323,1086,1080,206084,7167,30402,4043,30480,3539,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,74241,3702,66220,4559,72,124,63369,4774,2779,1229,8021,3950,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1349554,14575,1235027,16887,2010,976,1106675,18541,126342,11152,114527,9884,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,63667,5266,59389,5327,261,422,57039,5324,2089,1206,4278,1802,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1307880,9208,1145877,11821,1432,958,953153,19271,191292,13534,162003,8519,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16199,1913,15333,1990,290,503,12780,2440,2263,1478,866,677,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1080522,8542,939117,12363,706,556,813502,17120,124909,11896,141405,9839,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3286614,16863,3042637,20828,3108,2120,2699528,28790,340001,21154,243977,13419,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,35296,2906,32602,3137,0,192,28642,3201,3960,2147,2694,2253,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1555893,10681,1438380,14108,3009,1644,1262868,18754,172503,13761,117513,8658,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,259873,8461,250993,8076,76,105,236609,8699,14308,4480,8880,2695,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,63680,3951,57374,4282,0,200,49584,4014,7790,2274,6306,1719,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,349856,4409,294279,7126,76,99,258943,7892,35260,5236,55577,6380,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,399329,18630,308906,18363,1251,797,281019,18205,26636,5380,90423,8835,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
