GEO_ID,B21001B_001E,B21001B_001M,B21001B_002E,B21001B_002M,B21001B_003E,B21001B_003M,B21001B_004E,B21001B_004M,B21001B_005E,B21001B_005M,B21001B_006E,B21001B_006M,B21001B_007E,B21001B_007M,B21001B_008E,B21001B_008M,B21001B_009E,B21001B_009M,B21001B_010E,B21001B_010M,B21001B_011E,B21001B_011M,B21001B_012E,B21001B_012M,B21001B_013E,B21001B_013M,B21001B_014E,B21001B_014M,B21001B_015E,B21001B_015M,B21001B_016E,B21001B_016M,B21001B_017E,B21001B_017M,B21001B_018E,B21001B_018M,B21001B_019E,B21001B_019M,B21001B_020E,B21001B_020M,B21001B_021E,B21001B_021M,B21001B_022E,B21001B_022M,B21001B_023E,B21001B_023M,B21001B_024E,B21001B_024M,B21001B_025E,B21001B_025M,B21001B_026E,B21001B_026M,B21001B_027E,B21001B_027M,B21001B_028E,B21001B_028M,B21001B_029E,B21001B_029M,B21001B_030E,B21001B_030M,B21001B_031E,B21001B_031M,B21001B_032E,B21001B_032M,B21001B_033E,B21001B_033M,NAME,B21001B_001EA,B21001B_001MA,B21001B_002MA,B21001B_002EA,B21001B_003EA,B21001B_003MA,B21001B_004MA,B21001B_004EA,B21001B_005MA,B21001B_005EA,B21001B_006EA,B21001B_006MA,B21001B_007MA,B21001B_007EA,B21001B_008EA,B21001B_008MA,B21001B_009MA,B21001B_009EA,B21001B_010EA,B21001B_010MA,B21001B_011MA,B21001B_011EA,B21001B_012MA,B21001B_012EA,B21001B_013MA,B21001B_013EA,B21001B_014MA,B21001B_014EA,B21001B_015EA,B21001B_015MA,B21001B_016EA,B21001B_016MA,B21001B_017MA,B21001B_017EA,B21001B_018MA,B21001B_018EA,B21001B_019EA,B21001B_019MA,B21001B_020EA,B21001B_020MA,B21001B_021EA,B21001B_021MA,B21001B_022EA,B21001B_022MA,B21001B_023EA,B21001B_023MA,B21001B_024MA,B21001B_024EA,B21001B_025MA,B21001B_025EA,B21001B_026EA,B21001B_026MA,B21001B_027EA,B21001B_027MA,B21001B_028MA,B21001B_028EA,B21001B_029MA,B21001B_029EA,B21001B_030MA,B21001B_030EA,B21001B_031EA,B21001B_031MA,B21001B_032EA,B21001B_032MA,B21001B_033MA,B21001B_033EA,state
0400000US13,2109028,6498,950463,4211,354296,3399,16197,2466,338099,3986,388687,4411,79184,5128,309503,6250,126978,2193,42551,2656,84427,3539,55789,2113,17835,1778,37954,2283,24713,1926,10976,1427,13737,1729,1158565,4554,403074,4341,7976,1996,395098,5062,463955,3207,22223,2257,441732,3886,159587,2083,4165,1075,155422,2381,76490,2133,576,346,75914,2117,55459,2069,342,246,55117,2085,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,12551,1534,7172,1243,2075,1008,1270,1137,805,540,3020,609,1705,574,1315,569,1356,641,1013,623,343,291,563,412,107,148,456,419,158,194,158,194,0,275,5379,761,2270,723,542,393,1728,669,2176,436,422,326,1754,490,539,345,94,98,445,325,174,235,0,275,174,235,220,190,0,275,220,190,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1334509,6570,599769,4151,216313,3308,5040,1316,211273,3386,230353,3258,32677,3352,197676,4537,83655,1537,22795,2036,60860,2401,43443,1153,15092,1760,28351,2132,26005,929,14671,1389,11334,1225,734740,4209,238171,3282,1452,556,236719,3283,277574,2479,5158,1201,272416,2721,107824,1310,1013,553,106811,1418,61581,1080,106,139,61475,1087,49590,1131,415,324,49175,1126,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,411500,4081,190989,3116,72008,2577,1996,1114,70012,2750,75210,2439,15155,1886,60055,2738,24594,989,6929,1064,17665,1332,11166,870,3746,877,7420,1023,8011,590,3985,696,4026,816,220511,2640,78340,1899,435,278,77905,1906,83341,1603,2258,762,81083,1788,29039,901,436,295,28603,925,16765,815,104,125,16661,836,13026,517,145,140,12881,537,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,60647,2624,30395,1906,13654,1629,55,90,13599,1615,11919,925,1411,574,10508,921,3325,678,930,488,2395,759,1049,529,301,282,748,433,448,278,173,174,275,228,30252,1731,13804,1328,28,53,13776,1331,10118,1283,39,78,10079,1272,3564,704,83,140,3481,686,1376,458,0,228,1376,458,1390,458,0,228,1390,458,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,115376,2748,58087,2084,22028,1692,801,438,21227,1716,22813,1396,4250,1078,18563,1592,6946,759,3366,761,3580,686,4209,634,1632,546,2577,626,2091,522,1587,478,504,355,57289,1744,19745,1232,456,325,19289,1187,21606,1279,1630,706,19976,1332,7355,620,44,74,7311,625,4964,688,190,234,4774,641,3619,572,195,218,3424,606,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,238845,3618,112438,2581,43194,2512,1395,1024,41799,2525,43201,1749,8334,1254,34867,1880,15190,1041,6227,958,8963,1053,6312,772,2251,557,4061,754,4541,576,2469,472,2072,612,126407,2697,44599,2078,696,552,43903,2167,46636,1534,1973,697,44663,1660,18710,1276,459,319,18251,1261,8285,968,45,76,8240,976,8177,817,0,271,8177,817,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1026882,4556,473460,2915,181041,3231,6900,1570,174141,3407,173727,3136,21140,2836,152587,4376,69828,1265,21735,2061,48093,2100,32312,1390,7804,1215,24508,1654,16552,1118,7263,1003,9289,1232,553422,2628,198223,2252,2702,936,195521,2319,197502,2383,4914,1312,192588,2614,81762,1130,1193,558,80569,1300,42087,1270,96,138,41991,1281,33848,1113,391,354,33457,1118,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1256622,4242,565383,2907,195569,2575,8249,1751,187320,3098,230919,2306,43032,3288,187887,4065,78756,966,24727,2133,54029,2333,39435,921,15499,1399,23936,1311,20704,746,13259,1105,7445,1027,691239,2958,219363,2474,3201,1452,216162,2668,275904,2132,10540,1724,265364,2909,103765,1334,3224,956,100541,1484,53100,1237,390,278,52710,1196,39107,1217,394,247,38713,1277,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,319709,4546,152256,3090,59665,2253,1596,759,58069,2438,60460,1576,4249,1212,56211,1646,18931,1111,3621,950,15310,1217,8363,800,1123,423,7240,748,4837,818,2014,583,2823,769,167453,3407,62222,1912,798,504,61424,1909,62138,1981,589,423,61549,2036,21183,854,178,287,21005,894,12438,786,0,285,12438,786,9472,759,132,169,9340,760,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1001133,4458,460858,3664,163725,2899,2898,875,160827,2875,177676,2184,21217,2320,156459,2825,66738,928,18009,1792,48729,1864,30963,1100,11734,1386,19229,1454,21756,779,11590,1058,10166,989,540275,2638,172298,2154,705,461,171593,2232,203938,1801,2681,804,201257,2019,83757,1068,782,380,82975,1092,41578,931,424,383,41154,1043,38704,785,508,333,38196,844,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,177174,3393,91386,2170,41652,2063,576,381,41076,2066,35827,1725,2725,929,33102,1834,9792,932,1866,656,7926,1094,2418,304,605,388,1813,334,1697,429,786,361,911,458,85788,2159,39682,1663,327,273,39355,1654,31655,1278,705,381,30950,1321,8400,832,138,205,8262,846,4151,636,0,211,4151,636,1900,354,0,211,1900,354,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,774732,4069,354131,2835,134791,3713,5430,1235,129361,3769,133526,2964,18840,2039,114686,3191,49360,1500,10919,1327,38441,1789,23674,1500,5364,1075,18310,1649,12780,1310,4881,822,7899,1142,420601,2531,147785,2399,1180,784,146605,2643,157819,2280,3253,1004,154566,2496,57953,908,677,399,57276,930,31650,1538,0,287,31650,1538,25394,1589,0,287,25394,1589,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,497214,5492,226312,3567,87359,3667,4430,1301,82929,3741,86777,2272,16491,2134,70286,2718,29134,1018,9558,1528,19576,1474,14404,611,5227,1094,9177,1003,8638,467,5456,701,3182,748,270902,3203,94631,3545,615,411,94016,3653,99355,2341,2842,956,96513,2355,37261,1079,601,323,36660,1081,21757,998,397,336,21360,1041,17898,705,197,168,17701,732,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,54342,1935,27595,1307,11357,1047,435,332,10922,1106,10506,720,2582,639,7924,726,3556,489,1092,389,2464,621,1311,295,556,276,755,324,865,376,633,380,232,193,26747,1233,10369,982,154,193,10215,964,9720,673,210,192,9510,714,3668,372,286,262,3382,452,1635,171,0,228,1635,171,1355,144,0,228,1355,144,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,155855,3072,78386,1863,28023,1210,977,699,27046,1270,31643,932,6915,1315,24728,1460,9686,587,4332,1091,5354,1026,6062,598,3896,717,2166,620,2972,274,1866,462,1106,402,77469,2220,26717,1433,1017,542,25700,1488,29395,982,1200,613,28195,1109,10841,744,105,122,10736,744,6655,481,281,257,6374,619,3861,339,0,309,3861,339,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,874345,6460,399150,3454,140166,3151,4081,1230,136085,3374,161434,2082,16652,2315,144782,2781,53520,1184,12788,1821,40732,2168,28020,1045,8373,1229,19647,1461,16010,791,8098,943,7912,988,475195,4383,147778,2828,1421,712,146357,2915,187346,2590,3255,884,184091,2629,68278,1053,1094,605,67184,1263,40875,1005,348,292,40527,1000,30918,773,114,131,30804,795,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,30092,2045,17453,1748,7079,1409,516,339,6563,1482,5599,1006,2201,741,3398,720,2765,852,1664,726,1101,618,1127,500,551,363,576,489,883,440,300,239,583,421,12639,1316,4323,843,191,245,4132,854,3834,957,168,139,3666,948,2351,636,0,285,2351,636,1348,548,34,66,1314,544,783,337,88,143,695,320,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2258476,12494,1005704,7836,367167,4310,8537,1532,358630,4489,385805,4528,30484,3102,355321,4712,136505,2100,19408,2163,117097,2750,74608,1576,15668,2039,58940,2447,41619,1200,13265,1398,28354,1493,1252772,7704,400859,4580,2478,969,398381,4373,469632,4268,5230,1496,464402,4295,180503,2732,1263,519,179240,2715,111643,1954,439,321,111204,2045,90135,1725,441,299,89694,1741,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1488162,6787,665865,4721,228318,5119,10879,2096,217439,5272,263089,4418,50636,3104,212453,5022,99494,1686,32379,2286,67115,2629,48765,1927,14263,1631,34502,2003,26199,1706,11962,1361,14237,1857,822297,4520,263373,4269,4617,1137,258756,4397,314386,3599,11964,2058,302422,3693,123146,1554,2752,957,120394,1725,67995,2091,519,310,67476,2038,53397,1834,234,294,53163,1842,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1011159,5401,468150,4148,165642,3057,4835,1301,160807,3323,180577,2331,32676,3154,147901,3711,67392,1421,21830,2042,45562,2241,32831,873,12393,1439,20438,1593,21708,974,14270,1151,7438,1189,543009,3465,178344,2723,1459,725,176885,2770,201308,2406,4897,1196,196411,2853,79384,1333,1097,547,78287,1447,44749,1251,135,134,44614,1242,39224,1266,121,128,39103,1288,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,191601,2559,93542,2092,35415,1618,1984,797,33431,1823,36725,1574,9000,1506,27725,1940,12316,976,4041,788,8275,938,6116,735,2932,706,3184,658,2970,546,1784,398,1186,529,98059,2015,34839,2020,980,662,33859,1980,36413,1474,744,346,35669,1385,13864,854,406,270,13458,806,7128,700,124,120,7004,691,5815,596,0,253,5815,596,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
