GEO_ID,B14007F_001E,B14007F_001M,B14007F_002E,B14007F_002M,B14007F_003E,B14007F_003M,B14007F_004E,B14007F_004M,B14007F_005E,B14007F_005M,B14007F_006E,B14007F_006M,B14007F_007E,B14007F_007M,B14007F_008E,B14007F_008M,B14007F_009E,B14007F_009M,B14007F_010E,B14007F_010M,B14007F_011E,B14007F_011M,B14007F_012E,B14007F_012M,B14007F_013E,B14007F_013M,B14007F_014E,B14007F_014M,B14007F_015E,B14007F_015M,B14007F_016E,B14007F_016M,B14007F_017E,B14007F_017M,B14007F_018E,B14007F_018M,B14007F_019E,B14007F_019M,NAME,B14007F_001MA,B14007F_001EA,B14007F_002EA,B14007F_002MA,B14007F_003MA,B14007F_003EA,B14007F_004MA,B14007F_004EA,B14007F_005EA,B14007F_005MA,B14007F_006EA,B14007F_006MA,B14007F_007MA,B14007F_007EA,B14007F_008EA,B14007F_008MA,B14007F_009MA,B14007F_009EA,B14007F_010EA,B14007F_010MA,B14007F_011EA,B14007F_011MA,B14007F_012MA,B14007F_012EA,B14007F_013MA,B14007F_013EA,B14007F_014EA,B14007F_014MA,B14007F_015EA,B14007F_015MA,B14007F_016EA,B14007F_016MA,B14007F_017MA,B14007F_017EA,B14007F_018EA,B14007F_018MA,B14007F_019MA,B14007F_019EA,state
0400000US36,1499449,25656,454142,13009,23344,2690,26227,2896,24890,2516,27760,2938,21548,2226,22649,2602,22941,2387,23733,3302,22847,2513,24264,2909,30269,3242,28863,2899,23755,2571,31757,3446,89596,5033,9699,2011,1045307,18194,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,275581,13790,89388,7336,7014,1896,7210,1386,5387,1370,8649,2119,7250,1648,7011,1742,4727,1261,3922,1193,4489,1230,4703,1096,6305,1447,4048,1180,3494,1054,2927,985,11227,1797,1025,500,186193,9518,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,87602,7222,31257,3665,1820,752,2107,732,1788,692,2560,771,3262,859,1885,694,833,493,1537,618,1776,705,911,475,1400,646,1273,717,1489,623,1820,793,5438,1197,1358,720,56345,5044,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,91674,6646,31296,3846,1033,469,2146,618,2658,1024,2063,687,1748,732,2036,638,2206,895,1709,577,2297,733,2025,743,1607,557,1757,701,1345,648,1356,535,5260,1263,50,84,60378,4265,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,151458,11121,49971,4825,2515,948,2308,938,3317,1104,3852,1181,2612,976,3440,1084,2593,1019,3805,1088,3492,1030,2142,866,3186,994,3249,1088,2302,862,2941,1184,7067,1627,1150,586,101487,7603,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,216627,11062,75533,5444,4492,1140,5785,1287,4362,1234,5377,1196,3530,978,3289,885,4035,957,3333,1084,2804,857,4548,1098,5728,1428,5066,1331,4214,1226,3476,969,13493,2195,2001,864,141094,7308,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,65523,6466,21161,2884,880,608,871,453,1294,746,1014,584,906,502,802,575,952,636,1106,542,1210,514,1777,669,1548,661,1837,707,1111,507,921,561,4782,1150,150,186,44362,4680,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,66857,6967,17526,3177,957,511,1741,746,1636,821,1167,650,1214,754,1047,360,1128,578,1337,725,869,427,1063,463,811,504,731,589,462,309,856,721,1833,872,674,501,49331,5147,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,82397,8022,23996,3365,1786,874,2444,755,2582,1012,1499,786,1374,619,1989,657,1122,467,2096,877,1430,684,529,287,1939,939,1751,669,768,566,1184,516,1007,508,496,385,58401,5816,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1802918,36589,596486,17815,36358,3274,36482,3239,38256,3300,36586,3689,35775,3327,34492,3521,36131,3128,38587,3781,32896,3250,33632,3184,35895,4369,33005,3164,29660,3303,31870,3594,96888,5475,9973,1987,1206432,24904,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,96067,8687,32194,4095,1986,864,2166,720,1905,682,2565,792,1851,830,1188,514,2156,656,1946,797,1766,626,1108,657,1526,653,1466,738,2151,758,2122,803,5453,1639,839,555,63873,6055,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,180859,14744,56984,6933,2758,1218,3950,1177,3591,1330,3775,1343,2874,1125,2044,772,4095,1452,3145,1325,2736,1251,3187,1124,3512,1225,3777,1221,2997,1095,2982,1048,10184,2017,1377,573,123875,10208,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,251042,13808,84211,6548,3161,1022,6132,1333,5550,1547,4328,964,4154,1165,6036,1607,4809,1196,5984,1436,4173,1112,5636,1330,5530,1432,5202,1181,4421,1234,4959,1235,13209,2148,927,434,166831,10033,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,83796,6350,29136,3144,1315,744,1926,766,1344,601,1879,679,1312,586,1408,597,2539,969,1018,539,1956,846,2078,750,1458,645,1651,543,2422,862,1808,767,4736,1057,286,210,54660,4148,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,386116,13732,114595,6254,6356,1163,5498,1105,5911,1334,5645,1149,5593,1081,5453,1209,4669,1015,7883,1368,5683,1095,7087,1438,6519,1128,7540,1476,5306,1150,6017,1276,25804,2417,3631,1013,271521,9787,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
