GEO_ID,B14007B_001E,B14007B_001M,B14007B_002E,B14007B_002M,B14007B_003E,B14007B_003M,B14007B_004E,B14007B_004M,B14007B_005E,B14007B_005M,B14007B_006E,B14007B_006M,B14007B_007E,B14007B_007M,B14007B_008E,B14007B_008M,B14007B_009E,B14007B_009M,B14007B_010E,B14007B_010M,B14007B_011E,B14007B_011M,B14007B_012E,B14007B_012M,B14007B_013E,B14007B_013M,B14007B_014E,B14007B_014M,B14007B_015E,B14007B_015M,B14007B_016E,B14007B_016M,B14007B_017E,B14007B_017M,B14007B_018E,B14007B_018M,B14007B_019E,B14007B_019M,NAME,B14007B_001MA,B14007B_001EA,B14007B_002EA,B14007B_002MA,B14007B_003MA,B14007B_003EA,B14007B_004EA,B14007B_004MA,B14007B_005EA,B14007B_005MA,B14007B_006EA,B14007B_006MA,B14007B_007MA,B14007B_007EA,B14007B_008EA,B14007B_008MA,B14007B_009EA,B14007B_009MA,B14007B_010MA,B14007B_010EA,B14007B_011EA,B14007B_011MA,B14007B_012EA,B14007B_012MA,B14007B_013MA,B14007B_013EA,B14007B_014EA,B14007B_014MA,B14007B_015MA,B14007B_015EA,B14007B_016MA,B14007B_016EA,B14007B_017EA,B14007B_017MA,B14007B_018EA,B14007B_018MA,B14007B_019MA,B14007B_019EA,state
0400000US17,1786907,10107,600086,10419,34869,2946,27061,2455,26354,3159,28324,2772,31473,2575,27087,2684,27430,2376,31473,2348,33203,2902,32785,3047,34966,2603,35652,2371,33890,2964,37181,3111,130330,7627,28008,2793,1186821,9380,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,557947,7106,196633,6233,9712,1505,9809,1737,10529,1818,11505,1500,7372,1271,12709,1901,10092,1599,10739,1563,7932,1570,7796,1619,9930,1698,10162,1335,9485,1703,13656,1928,48742,3417,6463,1287,361314,5254,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,88980,4142,39272,3603,2912,842,1346,546,2697,879,1915,755,830,403,2173,685,1817,882,2866,780,1051,398,1505,720,3081,922,1847,667,1714,604,2700,1103,9695,1955,1123,560,49708,3192,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,155626,3966,54817,3279,3369,771,2873,1118,2296,810,2479,769,2819,959,2315,910,2168,911,2072,868,2202,683,3660,1127,1977,687,2948,783,2584,879,2849,740,14547,2417,3659,1141,100809,3306,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,320884,5666,102663,5206,4995,1144,4875,1406,4800,1340,4204,1096,5370,1125,5941,1346,5195,1065,5704,1210,5527,1240,4901,1101,4762,1172,4682,1124,5808,1091,5578,1518,26251,3091,4070,1156,218221,4968,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1383613,6979,435403,8173,32213,2896,22502,2523,27129,3014,23936,2856,24935,2908,25266,2583,25105,2262,20398,2284,23337,2806,27864,2887,23517,2503,21839,2598,19715,2252,25724,3379,80538,6250,11385,1884,948210,8176,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,13858,1569,6343,1159,589,342,159,148,590,273,358,313,292,262,456,281,270,243,118,155,335,220,272,225,55,70,387,197,260,193,645,325,1389,488,168,177,7515,1310,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1635976,7505,525419,9544,29777,2986,21358,2381,23269,2624,20832,2404,27773,2783,23308,2605,23583,2934,26016,3018,25141,2621,23688,2370,26768,2521,28145,2806,26469,2508,32991,3622,131772,6141,34529,3436,1110557,8443,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,424857,6423,161066,5541,8290,1762,8514,1606,5748,1221,6784,1509,6573,1151,7040,1504,7417,1529,7144,1346,7072,1190,7437,1344,7503,1286,9138,1650,7654,1415,9663,1914,46285,4021,8804,1781,263791,5682,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1322921,7248,443803,8156,19507,2092,18543,2195,20018,2273,19453,1954,21649,2314,19372,2353,21961,2284,21139,2551,20163,2358,23219,2520,24578,2112,25974,2178,24534,2742,34741,3215,115160,5846,13792,1918,879118,8174,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,256055,5730,104375,5039,5638,1247,5365,1139,5108,1057,5719,1258,5375,1130,3869,908,5804,1288,4223,998,4128,1232,7266,1582,5544,1129,4811,1104,4572,1032,7045,1325,26448,2784,3460,1023,151680,3879,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1055037,5572,365088,6620,27501,2499,20584,2769,17463,2200,16684,2181,21577,2383,17397,2172,21553,2073,14619,2057,17654,1890,19811,2514,18342,2052,22257,2278,18022,2347,20000,2026,79144,4836,12480,2104,689949,6997,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,671071,6571,235097,8263,14851,1950,11685,2041,12282,2008,7714,1643,12624,1901,10326,1778,11521,1677,12969,1839,12059,2417,11121,1679,10266,2019,13345,1911,14221,1779,15504,2344,54152,7931,10457,1829,435974,6316,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,75773,3185,30984,2493,1848,727,1045,483,846,574,1624,672,1550,512,1433,470,1921,691,867,375,1063,468,1492,714,1465,705,2812,896,1599,779,1340,637,9419,1662,660,376,44789,2073,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,207418,4608,61929,3364,2983,1041,3296,1161,2737,808,2646,1111,3848,973,2568,816,3649,997,3696,1106,4121,1279,2536,952,2524,1056,4254,1059,3508,1016,5475,1298,11651,2040,2437,1022,145489,4465,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,14817,1414,6090,1303,503,433,430,233,370,403,132,159,114,120,71,89,98,83,295,155,446,282,435,307,267,253,325,311,199,224,369,277,1759,641,277,210,8727,1217,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1141739,9063,361271,7862,26877,2775,15536,2121,13356,2120,17907,2288,18129,2377,15644,1971,17130,2312,20167,2386,17614,2313,18317,2025,17543,2206,22293,2137,18398,2290,21701,2347,83725,4303,16934,2661,780468,7407,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,38517,2814,12203,2248,632,482,445,358,206,286,376,289,617,467,1100,714,253,210,616,522,487,403,477,367,605,356,392,353,394,244,1041,522,3512,1135,1050,518,26314,1893,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2904177,16856,906071,13659,47543,3852,41503,3426,35631,3368,43209,3181,42963,3555,38634,3490,43547,3589,43491,3414,43525,3483,47452,3529,46813,3977,53570,3696,51974,3455,58861,3982,227043,8352,40312,3548,1998106,13592,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1963464,10658,647054,11022,32739,3285,25193,2592,26793,2745,30907,2978,33000,3087,32013,3615,30367,3299,31117,3091,32465,2796,31843,3366,32864,2630,33077,3232,33662,3357,39353,3462,174086,7650,27575,3272,1316410,9825,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1349230,9286,453046,8688,27322,2911,20608,2145,17889,2280,22114,2535,20755,2123,20320,2322,23801,2161,20736,2339,22470,2370,23160,2509,26750,2302,24486,2161,24219,2380,31944,2807,109782,5954,16690,2287,896184,8246,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,258486,4748,83613,4439,5938,1371,4643,1013,3842,1048,3280,920,4428,990,4347,1220,3491,935,4591,1112,4434,1104,4996,1307,5040,1165,3085,836,4999,1194,3970,1130,19338,2354,3191,903,174873,3631,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,67487,3277,25985,2402,1507,776,1060,575,1283,658,1037,680,1032,473,968,566,1221,610,1183,536,486,378,1430,538,1166,542,1376,446,1071,545,1885,650,8165,1524,1115,525,41502,2435,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1317375,9729,436990,8686,27855,3100,18919,2337,19905,2352,20691,2708,19907,2280,24019,2392,20656,2577,19357,2662,22438,3125,22405,2507,24122,2876,24828,2468,26125,2723,28022,2974,101749,5917,15992,2406,880385,8055,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,59847,3675,21595,2530,896,482,394,317,983,427,1299,530,854,418,818,404,1072,546,907,493,1294,541,797,477,619,425,1421,593,1296,534,963,777,7475,1406,507,435,38252,2720,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1242785,6571,398997,7809,20689,2792,23123,2786,18463,2925,18185,2897,18216,2428,18352,2592,19824,2312,23325,3020,20871,2625,18622,2131,20251,3116,25433,2813,19375,2535,27561,3022,91160,5172,15547,2105,843788,6860,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1017469,6554,342767,6507,17508,2119,14405,1872,13695,2010,18054,2195,15849,2352,14905,2100,18510,2027,18366,2371,19469,2308,16240,2054,21613,2415,16974,2164,17401,2299,22878,2379,82637,4942,14263,2268,674702,6927,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2835802,13606,963497,13048,54899,4186,50536,3686,48046,3394,45859,3648,47270,4273,50406,4058,48772,4029,46706,3799,46047,4318,48053,4313,52044,4055,52502,3888,50257,3898,49709,4038,232363,8237,40028,3462,1872305,13158,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,27107,2371,12748,2024,387,263,335,225,73,131,548,356,617,275,541,351,700,538,553,323,680,355,794,448,1104,691,1045,418,968,461,1344,757,2905,955,154,201,14359,1889,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1507771,9461,471711,10950,24830,2761,22615,2311,20361,2366,21853,2849,19842,2197,21301,2279,23081,2700,24091,2532,25350,2921,21716,2462,24841,3134,24380,2411,24467,2444,27528,3112,119386,6853,26069,2680,1036060,8774,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,227101,6105,71118,4563,4239,1051,2884,941,2618,1069,3247,933,3573,1139,4394,1188,2917,876,3470,959,2542,940,3535,984,3542,988,3145,876,4302,959,3190,1111,20846,2998,2674,669,155983,5207,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,55799,3429,16505,2026,917,357,473,314,766,367,599,302,285,254,710,392,812,438,624,372,953,408,593,354,849,460,822,495,760,515,803,438,5860,1050,679,412,39294,2258,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,332902,5081,132026,4939,4454,1145,11172,2039,5606,1189,5292,1121,5782,1032,7982,1348,6627,1354,7093,1108,6508,1235,6555,1183,6971,1470,6232,1265,7085,1355,9268,1734,31105,3148,4294,1108,200876,4692,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,273929,11592,70078,5333,3273,923,3492,1145,3516,894,4046,960,3109,893,2936,805,3289,828,3797,908,4617,1096,3785,762,2909,784,3620,983,4622,1031,3449,1089,17488,2353,2130,658,203851,8231,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
