B24010D_054M,B24010D_055E,B24010D_055M,B24010D_056E,B24010D_056M,B24010D_057E,B24010D_057M,B24010D_058E,B24010D_058M,B24010D_059E,B24010D_059M,B24010D_060E,B24010D_060M,B24010D_061E,B24010D_061M,B24010D_062E,B24010D_062M,B24010D_063E,B24010D_063M,B24010D_064E,B24010D_064M,B24010D_065E,B24010D_065M,B24010D_066E,B24010D_066M,B24010D_067E,B24010D_067M,B24010D_068E,B24010D_068M,B24010D_069E,B24010D_069M,B24010D_070E,B24010D_070M,B24010D_071E,B24010D_071M,B24010D_072E,B24010D_072M,B24010D_073E,B24010D_073M,GEO_ID,B24010D_001E,B24010D_001M,B24010D_002E,B24010D_002M,B24010D_003E,B24010D_003M,B24010D_004E,B24010D_004M,B24010D_005E,B24010D_005M,B24010D_006E,B24010D_006M,B24010D_007E,B24010D_007M,B24010D_008E,B24010D_008M,B24010D_009E,B24010D_009M,B24010D_010E,B24010D_010M,B24010D_011E,B24010D_011M,B24010D_012E,B24010D_012M,B24010D_013E,B24010D_013M,B24010D_014E,B24010D_014M,B24010D_015E,B24010D_015M,B24010D_016E,B24010D_016M,B24010D_017E,B24010D_017M,B24010D_018E,B24010D_018M,B24010D_019E,B24010D_019M,B24010D_020E,B24010D_020M,B24010D_021E,B24010D_021M,B24010D_022E,B24010D_022M,B24010D_023E,B24010D_023M,B24010D_024E,B24010D_024M,B24010D_025E,B24010D_025M,B24010D_026E,B24010D_026M,B24010D_027E,B24010D_027M,B24010D_028E,B24010D_028M,B24010D_029E,B24010D_029M,B24010D_030E,B24010D_030M,B24010D_031E,B24010D_031M,B24010D_032E,B24010D_032M,B24010D_033E,B24010D_033M,B24010D_034E,B24010D_034M,B24010D_035E,B24010D_035M,B24010D_036E,B24010D_036M,B24010D_037E,B24010D_037M,B24010D_038E,B24010D_038M,B24010D_039E,B24010D_039M,B24010D_040E,B24010D_040M,B24010D_041E,B24010D_041M,B24010D_042E,B24010D_042M,B24010D_043E,B24010D_043M,B24010D_044E,B24010D_044M,B24010D_045E,B24010D_045M,B24010D_046E,B24010D_046M,B24010D_047E,B24010D_047M,B24010D_048E,B24010D_048M,B24010D_049E,B24010D_049M,B24010D_050E,B24010D_050M,B24010D_051E,B24010D_051M,B24010D_052E,B24010D_052M,B24010D_053E,B24010D_053M,B24010D_054E,B24010D_054MA,B24010D_055MA,B24010D_055EA,B24010D_056EA,B24010D_056MA,B24010D_057EA,B24010D_057MA,B24010D_058MA,B24010D_058EA,B24010D_059MA,B24010D_059EA,B24010D_060MA,B24010D_060EA,B24010D_061EA,B24010D_061MA,B24010D_062EA,B24010D_062MA,B24010D_063MA,B24010D_063EA,B24010D_064MA,B24010D_064EA,B24010D_065MA,B24010D_065EA,B24010D_066MA,B24010D_066EA,B24010D_067EA,B24010D_067MA,B24010D_068MA,B24010D_068EA,B24010D_069MA,B24010D_069EA,B24010D_070MA,B24010D_070EA,B24010D_071MA,B24010D_071EA,B24010D_072EA,B24010D_072MA,B24010D_073EA,B24010D_073MA,NAME,B24010D_001EA,B24010D_001MA,B24010D_002EA,B24010D_002MA,B24010D_003MA,B24010D_003EA,B24010D_004MA,B24010D_004EA,B24010D_005MA,B24010D_005EA,B24010D_006EA,B24010D_006MA,B24010D_007EA,B24010D_007MA,B24010D_008EA,B24010D_008MA,B24010D_009MA,B24010D_009EA,B24010D_010MA,B24010D_010EA,B24010D_011EA,B24010D_011MA,B24010D_012MA,B24010D_012EA,B24010D_013EA,B24010D_013MA,B24010D_014MA,B24010D_014EA,B24010D_015EA,B24010D_015MA,B24010D_016EA,B24010D_016MA,B24010D_017MA,B24010D_017EA,B24010D_018EA,B24010D_018MA,B24010D_019MA,B24010D_019EA,B24010D_020EA,B24010D_020MA,B24010D_021EA,B24010D_021MA,B24010D_022EA,B24010D_022MA,B24010D_023EA,B24010D_023MA,B24010D_024MA,B24010D_024EA,B24010D_025EA,B24010D_025MA,B24010D_026MA,B24010D_026EA,B24010D_027MA,B24010D_027EA,B24010D_028EA,B24010D_028MA,B24010D_029EA,B24010D_029MA,B24010D_030MA,B24010D_030EA,B24010D_031MA,B24010D_031EA,B24010D_032MA,B24010D_032EA,B24010D_033EA,B24010D_033MA,B24010D_034EA,B24010D_034MA,B24010D_035MA,B24010D_035EA,B24010D_036MA,B24010D_036EA,B24010D_037MA,B24010D_037EA,B24010D_038EA,B24010D_038MA,B24010D_039MA,B24010D_039EA,B24010D_040EA,B24010D_040MA,B24010D_041MA,B24010D_041EA,B24010D_042MA,B24010D_042EA,B24010D_043EA,B24010D_043MA,B24010D_044MA,B24010D_044EA,B24010D_045EA,B24010D_045MA,B24010D_046EA,B24010D_046MA,B24010D_047MA,B24010D_047EA,B24010D_048MA,B24010D_048EA,B24010D_049MA,B24010D_049EA,B24010D_050EA,B24010D_050MA,B24010D_051EA,B24010D_051MA,B24010D_052MA,B24010D_052EA,B24010D_053MA,B24010D_053EA,B24010D_054EA,state
510,14590,2175,256,212,50,88,50,88,0,300,5093,1421,621,496,8570,1468,17174,1960,9619,1432,7555,1372,165,200,0,300,92,154,73,124,5010,1198,3786,996,143,216,1081,577,0400000US13,147095,4880,82012,3476,41445,2524,14558,1907,10506,1646,4052,1021,15409,1697,10911,1611,3272,1123,1226,365,7359,1616,973,524,1071,1117,3699,1113,1616,681,4119,1118,3301,874,818,599,9718,1737,91,133,315,339,61,98,254,324,5249,1485,2152,861,1911,861,16758,2234,12348,2089,4410,1199,4761,1435,322,343,1051,520,3388,1285,9330,1579,6301,1385,2228,747,801,510,65083,3428,28144,2713,10187,1801,5586,1254,4601,1164,5723,1167,3842,946,467,321,1414,646,5218,1083,329,223,428,401,3725,909,736,430,7016,1429,5934,1267,1082,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1099,33097,3235,6862,1444,267,207,168,166,99,123,11713,1761,8696,1886,5559,1179,53177,2918,19482,2055,33695,2737,1677,596,983,492,197,204,497,313,7403,1292,4456,1072,2050,689,897,514,0400000US15,276427,6382,132593,3980,37460,2969,16412,2061,11087,1763,5325,1119,8387,1307,3868,961,3938,833,581,287,8787,1370,1468,561,859,457,4807,874,1653,601,3874,1112,3009,880,865,492,33920,3256,1257,552,4005,1008,2503,796,1502,610,13571,2119,12202,2022,2885,921,22349,2416,12439,1840,9910,1531,21205,2686,1526,553,11320,2245,8359,1208,17659,2240,5360,1183,9040,1709,3259,980,143834,3803,48480,2945,17249,1999,9102,1652,8147,1134,2654,875,869,425,1407,583,378,260,18749,2077,2190,576,1917,721,12977,1846,1665,508,9828,1479,5821,1070,4007,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
1227,22950,2504,4977,1076,428,285,280,243,148,149,7447,1532,2254,784,7844,1726,30538,3083,12380,1813,18158,2371,116,143,48,88,0,267,68,113,9757,1678,8358,1521,677,465,722,370,0400000US17,294566,6813,155951,4734,83738,4806,29555,2429,19428,1967,10127,1604,33281,2981,20009,2268,9368,1515,3904,1137,10046,1773,1320,660,1584,729,4944,1549,2198,646,10856,1554,8659,1503,2197,745,16285,2327,2436,871,850,493,662,444,188,156,7665,1793,1635,648,3699,1517,33089,3275,20623,2725,12466,1874,6329,1318,0,267,1514,730,4815,1240,16510,2144,8947,1503,4917,1164,2646,952,138615,4166,75254,3399,22055,2491,10086,1724,11969,1839,13463,1701,8630,1371,2116,767,2717,832,15459,2122,1492,545,1085,481,10124,1772,2758,747,24277,2192,19232,2058,5045,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
439,3770,941,363,266,0,267,0,267,0,267,1378,612,274,231,1755,612,4092,1049,1795,679,2297,812,172,168,33,59,75,114,64,103,2681,847,2412,831,0,267,269,177,0400000US18,47173,2696,25012,1717,15512,1595,3378,878,2563,753,815,510,5686,1041,2830,787,1650,498,1206,523,4284,1031,497,322,118,127,3195,882,474,564,2164,708,2091,719,73,116,3301,836,431,363,70,113,70,113,0,267,1569,516,395,265,836,558,3346,872,1976,774,1370,542,569,359,0,267,229,241,340,280,2284,883,1103,671,747,458,434,377,22161,1715,11446,1441,2452,678,1571,482,881,445,3191,985,1864,787,382,303,945,530,2694,774,50,81,93,112,2030,661,521,348,3109,804,2431,714,678,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
109,3570,918,440,315,0,228,0,228,0,228,1772,674,261,205,1097,684,2238,683,763,411,1475,554,12,18,0,228,0,228,12,18,1542,444,1093,427,89,145,360,267,0400000US19,28670,1711,15654,1259,7345,1256,1397,689,1037,609,360,324,3318,985,1745,704,957,595,616,533,1974,882,309,268,0,228,1425,743,240,254,656,422,574,391,82,137,2369,894,161,254,244,232,168,192,76,136,1572,827,202,148,190,181,1184,518,538,385,646,401,244,177,0,228,94,118,150,141,4512,907,2922,696,422,312,1168,657,13016,1327,5654,1050,1903,618,378,264,1525,613,1168,644,407,246,0,228,761,578,1516,533,0,228,130,209,1282,523,104,141,1067,429,977,402,90,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
417,3496,968,308,272,30,56,0,248,30,56,1722,733,660,481,776,420,3612,810,1102,447,2510,711,261,227,0,248,46,73,215,217,1951,573,1823,526,0,248,128,175,0400000US20,33808,2024,17107,1256,8460,1337,1562,502,1067,393,495,332,4310,1008,2772,714,1419,589,119,101,1411,534,133,150,94,101,1085,468,99,139,1177,595,962,571,215,189,2464,974,0,248,332,305,73,87,259,289,1527,735,391,225,214,207,1989,724,1099,489,890,584,1085,565,46,62,593,531,446,301,3109,904,2788,903,223,229,98,165,16701,1465,7381,1232,2517,686,1131,488,1386,527,1112,374,346,230,342,240,424,351,2050,738,236,209,0,248,1612,575,202,258,1702,657,1028,428,674,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
292,2967,952,600,658,0,271,0,271,0,271,393,316,269,214,1705,657,2131,816,877,533,1254,621,0,271,0,271,0,271,0,271,1406,464,1063,422,81,131,262,269,0400000US21,23411,1977,11528,1165,6800,1141,1713,851,1135,683,578,623,1696,819,925,565,615,393,156,216,1794,713,69,86,0,271,1147,509,578,530,1597,598,1320,482,277,322,2267,894,0,271,0,271,0,271,0,271,878,531,27,54,1362,704,1136,520,361,189,775,492,65,105,0,271,0,271,65,105,1260,591,773,464,96,150,391,266,11883,1371,5379,1030,1114,499,532,381,582,371,1226,583,624,489,315,246,287,226,1455,687,0,271,68,110,1387,656,0,271,1584,686,1253,633,331,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
388,4699,905,362,260,0,281,0,281,0,281,862,395,742,390,2733,768,3309,902,1387,533,1922,665,52,86,52,86,0,281,0,281,665,567,584,548,0,281,81,117,0400000US22,35013,2342,19234,1468,7372,1289,1693,891,1693,891,0,281,1541,496,293,222,657,308,591,344,2407,729,265,264,0,281,1968,701,174,186,1731,558,1455,528,276,258,3804,960,101,205,0,281,0,281,0,281,1770,691,381,182,1552,620,2863,757,1528,532,1335,577,2396,879,557,508,969,555,870,542,2799,896,1829,755,616,388,354,312,15779,1483,7054,1132,1961,771,1082,608,879,496,1166,594,755,557,62,105,349,204,2357,767,374,324,301,398,1654,596,28,38,1570,664,1049,566,521,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
688,15245,2173,1699,681,616,551,490,519,126,155,4007,907,2555,887,6368,1496,16253,1715,6409,1354,9844,1547,343,248,92,161,68,114,183,167,1838,606,1511,552,27,45,300,334,0400000US24,171357,4095,87917,2817,52600,2712,13821,1610,9670,1392,4151,940,25383,2125,14253,1718,5129,1087,6001,1101,6816,1360,332,279,402,272,4119,1203,1963,626,6580,1201,5419,1064,1161,499,10397,1656,549,319,725,362,283,229,442,258,4888,1060,1984,798,2251,895,14002,1864,9333,1684,4669,1051,5083,1315,45,75,1720,799,3318,960,5835,1337,2239,803,2577,906,1019,524,83440,2780,49761,3048,13907,1913,7027,1321,6880,1342,13883,1738,6746,1081,1205,626,5932,991,10205,1547,666,341,1085,469,6785,1168,1669,626,11766,1631,9804,1517,1962,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
576,12431,1652,1622,590,663,406,576,349,87,146,3984,1039,1538,821,4624,1196,16934,2002,7078,1221,9856,1849,354,307,87,142,105,169,162,159,8527,1646,7409,1456,0,285,1118,584,0400000US25,171395,4451,88445,3122,54496,3280,16631,1848,10013,1555,6618,1336,25828,2487,14716,2037,5087,1389,6025,1060,6129,1413,672,513,360,281,3929,1086,1168,491,5908,1226,4878,1159,1030,468,9802,1775,227,231,685,406,685,406,0,285,6442,1539,829,458,1619,847,10388,1634,5142,1197,5246,940,2625,861,0,285,1630,674,995,509,11134,2217,8091,1985,1794,908,1249,649,82950,3469,44704,2798,14824,1777,6439,1277,8385,1385,11825,1662,6490,1327,1060,501,4275,958,8765,1540,367,293,672,351,6443,1317,1283,669,9290,1624,7843,1476,1447,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
560,8913,1249,1832,543,93,111,93,111,0,244,3310,1033,525,278,3153,837,10350,1433,4383,1044,5967,1030,207,212,105,166,0,244,102,120,3648,841,3227,755,0,244,421,337,0400000US26,107018,3661,59061,1949,37616,2181,7754,1178,5646,919,2108,693,16995,1727,6194,1109,9517,1326,1284,584,5537,1178,474,336,149,145,3785,884,1129,572,7330,1128,6665,1120,665,475,5490,1159,480,295,34,57,0,244,34,57,3810,925,435,241,731,350,7559,1214,4169,934,3390,828,2473,789,459,389,394,229,1620,671,5923,1129,4899,1094,425,273,599,294,47957,2583,24839,2106,5738,1087,2744,763,2994,791,6182,1190,3179,869,1270,549,1733,568,4717,1004,590,407,460,265,3001,831,666,328,8202,1239,6811,1137,1391,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
466,10386,1750,2171,660,18,35,0,211,18,35,3502,881,956,518,3739,1187,9889,1753,4808,1265,5081,1244,662,370,0,211,303,205,359,327,7566,1472,6960,1364,86,123,520,427,0400000US27,94332,3616,49054,2132,23397,1961,4753,1111,3185,998,1568,616,12634,1489,8957,1302,2460,640,1217,503,3947,1043,334,235,540,371,2011,745,1062,602,2063,701,1614,565,449,336,7346,1374,968,518,479,251,479,251,0,211,3062,1023,861,352,1976,733,7577,1444,3700,998,3877,1158,1021,407,72,118,318,176,631,351,9713,1500,7142,1180,739,400,1832,727,45278,2608,16775,1772,4807,1000,2107,620,2700,854,3910,932,3054,839,367,318,489,284,4974,1175,667,343,450,281,3023,935,834,421,3084,806,2050,683,1034,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
323,4909,1049,439,353,0,259,0,259,0,259,2054,748,630,481,1786,536,5881,1329,3324,862,2557,917,108,172,0,259,108,172,0,259,1987,695,1778,684,0,259,209,182,0400000US29,47166,2585,23495,1810,13042,1644,3217,727,2421,670,796,381,5575,1098,3712,888,843,507,1020,480,1340,527,79,129,245,276,1016,408,0,259,2910,839,2729,804,181,210,4109,1130,197,208,105,132,105,132,0,259,2892,1079,518,479,397,251,2810,748,1849,649,961,453,984,620,0,259,141,173,843,597,2550,700,993,514,428,322,1129,613,23671,1832,10786,1640,2665,790,1675,661,990,510,2962,1001,1463,685,0,259,1499,629,1929,753,90,114,0,259,1484,659,355,299,3230,825,2664,751,566,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
