GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001EA,B19101D_001MA,B19101D_002MA,B19101D_002EA,B19101D_003EA,B19101D_003MA,B19101D_004MA,B19101D_004EA,B19101D_005MA,B19101D_005EA,B19101D_006EA,B19101D_006MA,B19101D_007MA,B19101D_007EA,B19101D_008MA,B19101D_008EA,B19101D_009MA,B19101D_009EA,B19101D_010MA,B19101D_010EA,B19101D_011MA,B19101D_011EA,B19101D_012MA,B19101D_012EA,B19101D_013MA,B19101D_013EA,B19101D_014MA,B19101D_014EA,B19101D_015MA,B19101D_015EA,B19101D_016EA,B19101D_016MA,B19101D_017EA,B19101D_017MA,state
0400000US13,72420,2852,3403,956,1879,637,1988,871,1951,766,3266,997,3050,951,3438,1003,3034,845,2989,966,6428,1328,8307,1762,10393,1625,6351,1119,4680,1048,6580,1253,4683,1003,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,128003,3773,2710,845,2162,819,2721,945,3787,1142,3151,768,4330,1068,4153,1097,5486,969,5898,1110,10937,1682,14066,1700,21404,2161,17556,1647,11702,1721,9930,1630,8010,1118,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,4241,746,286,188,79,138,608,347,133,153,91,143,82,172,273,210,313,309,136,164,126,155,418,269,370,269,215,157,663,493,266,247,182,189,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,139485,4168,4780,1018,3116,846,5095,1237,4869,1096,4809,1261,4483,1129,5131,1038,5066,1333,5050,1369,9214,1455,14877,2111,20889,2186,15470,1777,10832,1575,13685,1567,12119,1523,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,22057,1669,1020,470,794,444,1128,600,962,494,1308,646,1313,564,573,311,616,354,268,247,1467,672,2351,685,3133,934,1600,495,2522,840,1365,541,1637,506,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10225,1000,148,187,475,441,352,273,546,508,540,354,389,282,302,233,416,302,453,367,1075,480,1609,601,1884,572,662,358,292,241,321,198,761,424,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14731,1345,962,549,394,266,232,217,135,150,285,253,937,419,474,305,792,439,730,376,1607,649,2336,711,2248,620,1417,546,726,393,606,335,850,390,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,11225,1380,1134,611,128,143,332,232,702,369,1009,584,372,225,255,255,381,296,190,197,719,420,1050,591,1351,785,1330,641,415,266,347,225,1510,510,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16617,1364,1062,583,664,409,809,321,796,442,540,313,857,449,858,412,1099,627,756,482,1827,476,1365,554,1992,561,1148,509,644,387,888,389,1312,587,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,77958,2495,2007,799,1224,524,1314,531,1350,742,2144,836,1617,578,1998,745,2155,714,2170,672,6634,1386,7342,1295,10331,1906,9524,1578,6410,1343,11899,1480,9839,1262,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,81097,3581,3230,1083,3563,1034,2958,898,2029,769,1489,531,2509,747,2946,892,2777,912,1690,764,6879,1519,8290,1579,11138,1361,7630,1333,5530,1159,8299,1562,10140,1713,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,54160,2130,1741,623,1449,530,1878,744,1661,561,1781,577,1518,529,1244,490,2189,706,1517,555,4458,1058,4779,861,8713,1249,6612,1204,4396,932,5149,1198,5075,915,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,43144,2251,1972,698,2229,950,1425,649,2094,674,1214,510,1960,702,1404,460,1790,607,1302,501,3297,854,5334,1382,6050,1108,4222,1075,2373,689,4545,981,1933,623,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6145,1138,308,363,11,18,313,377,182,220,338,293,490,398,40,67,697,454,440,381,394,384,523,360,861,487,1004,615,64,75,110,184,370,276,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18480,1777,757,447,753,361,518,328,751,445,417,362,602,384,691,378,1060,563,758,452,1258,590,2230,748,1819,593,2265,672,2113,707,892,369,1596,553,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,6342,911,353,273,41,70,49,63,146,177,80,101,422,388,446,403,339,237,243,279,823,512,668,427,874,403,458,331,565,565,379,263,456,330,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,44931,2623,2086,896,1276,649,1861,673,1626,687,1634,777,2149,793,2859,811,2257,790,1434,522,4038,1014,6214,1321,6626,1118,4959,1165,2621,855,1437,619,1854,762,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5925,736,241,192,0,257,178,182,0,257,224,246,176,212,96,133,148,156,412,239,257,238,829,399,1137,461,495,272,392,314,677,341,663,291,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,183025,3586,4141,911,4206,1260,3543,1035,4613,1141,2989,947,4169,1064,3802,962,3792,1192,3483,1015,9663,1465,16985,2085,25436,2843,24236,2256,16318,1971,25492,2173,30157,2398,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,5569,944,540,467,84,103,270,273,613,478,156,152,351,371,188,190,214,234,115,125,43,75,519,310,769,401,864,553,404,294,304,211,135,155,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,325656,5355,16389,2043,14762,2001,15887,2240,17518,2322,14474,1850,14149,2292,15315,2199,14610,1685,12079,1518,23258,2553,29432,2712,37113,3144,29661,3194,20016,2312,25183,2581,25810,2162,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47749,2500,1328,608,1927,833,1881,968,2776,967,1612,687,1775,744,1644,656,2850,953,2684,875,2500,889,4767,1160,7377,1418,4648,1106,2996,776,4178,959,2806,883,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45428,1986,1798,704,882,409,896,575,1102,537,1326,538,1424,615,2079,680,1815,785,2534,781,3233,1191,4979,1199,7106,1219,4976,1070,3491,885,3269,875,4518,943,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,13433,1196,697,407,563,396,363,285,660,382,621,358,918,542,383,306,635,388,606,400,1592,605,2139,644,1319,490,953,483,505,302,399,292,1080,387,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,32484,1984,922,414,1112,520,771,463,1815,625,1141,565,1373,594,1135,642,1113,545,1223,512,2891,823,4344,982,3761,827,3539,903,2420,881,2938,896,1986,640,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,77164,2834,3511,873,1741,598,2151,538,3817,1056,2524,784,3455,812,2843,778,2963,894,2572,852,6102,1268,7938,1170,9780,1319,7904,1265,5228,988,6988,1118,7647,1251,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,5709,812,329,270,90,156,321,319,131,189,355,374,568,526,146,146,101,127,303,233,429,360,762,400,617,313,789,493,73,125,342,263,353,271,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12713,1430,570,441,232,278,0,296,745,561,320,329,523,385,861,451,377,284,1078,648,1702,704,1757,577,1813,621,1628,788,299,241,546,267,262,226,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21746,1597,1126,684,574,333,482,440,1170,616,810,478,1052,449,627,337,1175,512,829,495,2984,953,1760,625,2773,927,2016,681,1409,625,1750,668,1209,441,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,227836,4242,8344,1688,6526,1405,6633,1363,9702,1482,9151,1407,10313,1520,6677,1302,8487,1769,6815,1422,15915,1862,23284,2394,32500,2543,26877,2463,19151,2230,18478,1874,18983,1999,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11776,1194,714,383,489,395,427,342,906,531,530,382,138,160,774,446,438,295,354,230,915,428,1069,485,2000,700,707,357,930,427,975,443,410,241,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,103840,3320,2707,774,919,480,2673,979,3411,944,2901,882,2839,761,2502,729,4209,939,2263,627,6438,1368,9368,1557,14444,1930,13581,1595,8433,1573,12896,1688,14256,1704,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,109951,3503,3699,887,2602,687,3387,799,4893,1120,2430,757,4442,1140,3411,827,3942,920,4183,949,7212,1483,11587,1514,17188,2163,12335,1528,9835,1702,11514,1970,7291,1189,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,26538,1486,2266,688,862,514,872,507,1673,734,869,389,972,401,1733,706,1001,493,1376,674,2386,965,2557,806,3527,738,1867,560,1304,658,1750,703,1523,518,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
