GEO_ID,C17010F_001E,C17010F_001M,C17010F_002E,C17010F_002M,C17010F_003E,C17010F_003M,C17010F_004E,C17010F_004M,C17010F_005E,C17010F_005M,C17010F_006E,C17010F_006M,C17010F_007E,C17010F_007M,C17010F_008E,C17010F_008M,C17010F_009E,C17010F_009M,C17010F_010E,C17010F_010M,C17010F_011E,C17010F_011M,C17010F_012E,C17010F_012M,C17010F_013E,C17010F_013M,C17010F_014E,C17010F_014M,C17010F_015E,C17010F_015M,C17010F_016E,C17010F_016M,C17010F_017E,C17010F_017M,NAME,C17010F_001MA,C17010F_001EA,C17010F_002MA,C17010F_002EA,C17010F_003MA,C17010F_003EA,C17010F_004MA,C17010F_004EA,C17010F_005EA,C17010F_005MA,C17010F_006MA,C17010F_006EA,C17010F_007MA,C17010F_007EA,C17010F_008EA,C17010F_008MA,C17010F_009MA,C17010F_009EA,C17010F_010EA,C17010F_010MA,C17010F_011EA,C17010F_011MA,C17010F_012MA,C17010F_012EA,C17010F_013MA,C17010F_013EA,C17010F_014EA,C17010F_014MA,C17010F_015EA,C17010F_015MA,C17010F_016EA,C17010F_016MA,C17010F_017MA,C17010F_017EA,state
0400000US13,59117,4277,21913,3072,11427,2248,10662,2145,10486,1940,3823,1240,3350,1048,6663,1567,6135,1314,37204,3422,25360,2710,16228,2426,11844,1837,6591,1523,3744,1192,5253,1188,4176,1047,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,3508,871,976,579,536,471,162,217,440,333,0,275,0,275,440,333,318,263,2532,753,2156,711,1063,514,376,322,110,155,0,275,266,283,137,221,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7138,1421,2376,974,1482,722,1444,704,894,568,223,180,223,180,671,531,671,531,4762,883,3370,784,2673,737,1392,575,441,262,313,255,951,506,785,484,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,163690,6076,33116,3294,16181,2439,15237,2394,16935,2522,5298,1336,4267,1160,11637,2287,10838,2118,130574,5400,86248,4823,62045,4262,44326,3312,19138,2405,12606,2051,25188,2661,19269,2399,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,25997,2565,6427,1654,2720,1048,2516,1037,3707,1220,938,604,864,586,2769,1112,2437,1050,19570,2228,13580,2036,8837,1669,5990,1427,1637,777,1371,714,4353,1203,3342,1079,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,8241,1125,2342,913,1260,697,1260,697,1082,546,235,363,235,363,847,428,650,367,5899,980,4263,929,2968,850,1636,720,904,451,480,356,732,495,428,392,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,14101,1651,3460,1126,1639,711,1285,637,1821,797,536,553,536,553,1285,607,1285,607,10641,1470,7796,1318,4701,1151,2845,982,1537,759,1349,761,1308,580,879,534,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,6400,1319,2299,882,1244,604,1173,600,1055,672,502,490,335,447,553,456,553,456,4101,1094,2570,784,1916,690,1531,706,1014,629,227,275,517,311,475,305,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,12001,1928,1532,565,841,385,826,382,691,433,122,169,28,50,569,345,569,345,10469,1879,7881,1439,5445,1366,2588,1039,1482,843,688,543,1106,641,426,436,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,33202,2391,3250,933,370,324,317,307,2880,961,1012,586,893,545,1868,697,1777,671,29952,2409,19904,2312,14079,1925,10048,1876,6713,1764,3810,1221,3335,1007,2687,889,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,56412,3277,16376,2033,2625,929,1684,767,13751,1902,883,591,379,341,12868,1937,11089,1918,40036,3066,21343,2674,13321,2165,18693,2195,5446,1256,3259,1052,13247,1934,8690,1520,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,22412,2258,5200,1255,2295,799,2004,750,2905,903,854,546,713,511,2051,802,1970,788,17212,2026,12381,1927,8452,1545,4831,1247,1995,917,1311,629,2836,875,1898,642,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,13000,1824,2502,963,483,288,483,288,2019,884,378,260,378,260,1641,857,1593,836,10498,1522,6246,1182,4861,1043,4252,1223,1680,763,1195,669,2572,1015,2413,1010,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4088,849,857,457,393,261,271,210,464,348,201,209,201,209,263,234,263,234,3231,736,2617,696,1985,675,614,343,102,168,102,168,512,309,432,336,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,11639,1671,2962,837,1023,506,862,472,1939,699,355,337,355,337,1584,611,1470,599,8677,1520,6251,1262,4419,1248,2426,838,911,449,659,418,1515,691,612,448,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,7347,1359,1356,645,727,417,698,415,629,445,204,282,204,282,425,325,382,328,5991,1245,4062,1074,2811,755,1929,656,496,366,468,363,1433,512,1228,474,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,34373,3250,7482,1402,3874,1055,3352,987,3608,1027,673,415,586,413,2935,972,2433,877,26891,2897,18273,2565,13843,2260,8618,1579,3515,1067,2152,850,5103,1238,4007,1118,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,116888,4836,26679,2945,6137,1184,4849,1275,20542,2610,2334,781,2084,777,18208,2411,16636,2275,90209,4363,52496,4004,34359,3076,37713,3049,16603,2077,10212,1722,21110,2394,13605,2043,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,53721,3668,12717,2402,5512,1503,4308,1181,7205,1712,1562,797,1168,648,5643,1545,5080,1489,41004,3608,28338,2989,13581,1860,12666,2078,5296,1433,2616,844,7370,1470,4714,1287,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,345889,7475,91378,4388,22426,2656,19313,2532,68952,4124,9383,1575,7088,1497,59569,3821,50760,3597,254511,6803,135387,6392,85543,5475,119124,5934,39234,3321,22921,3133,79890,4943,49545,3742,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,61099,4714,21594,2807,10913,1856,9589,1689,10681,1801,2772,1012,2735,1008,7909,1649,7352,1457,39505,3831,24046,3014,17458,2632,15459,2451,8057,1978,4025,1304,7402,1499,5403,1254,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,17993,2042,5445,1176,1952,712,1836,705,3493,1083,558,468,496,462,2935,934,2659,895,12548,1860,8260,1482,5106,1174,4288,1088,1907,666,832,405,2381,812,1747,720,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,21005,1945,5790,1234,2793,977,2135,828,2997,851,906,544,808,510,2091,676,2052,670,15215,1803,10789,1698,7850,1483,4426,1009,1904,628,1037,503,2522,839,1794,634,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,31808,2878,9451,1628,5364,1380,4809,1326,4087,1468,1000,635,1000,635,3087,1236,3020,1235,22357,2550,17043,2000,12954,1610,5314,1210,2542,964,1621,746,2772,874,1928,826,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,47051,3344,17163,1958,3698,1112,3062,1023,13465,1787,1545,691,1214,593,11920,1789,10907,1743,29888,2895,17463,2278,10946,1921,12425,1706,4690,1146,2481,1032,7735,1493,4961,1294,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,13871,1774,4777,1139,1292,649,874,599,3485,986,355,293,355,293,3130,1002,2985,971,9094,1480,4247,956,3210,791,4847,1287,1236,565,566,409,3611,1200,2821,1033,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,12915,1726,4061,1046,1751,785,1605,761,2310,909,1218,776,1218,776,1092,668,986,641,8854,1519,5780,1523,3822,1100,3074,813,1969,701,910,528,1105,462,900,443,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16803,2318,5882,1509,2727,942,2563,956,3155,1049,833,611,600,499,2322,937,2322,937,10921,1738,6577,1503,4710,1227,4344,1110,2310,818,1223,666,2034,785,1559,785,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,411211,9543,105950,5438,48890,4365,41082,3932,57060,3810,9922,1656,8078,1482,47138,3354,43448,3181,305261,8301,209442,7369,137245,6136,95819,5585,38113,3703,22267,2419,57706,3889,39788,3619,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,21197,2174,5768,1370,2349,775,2284,777,3419,1111,931,615,619,482,2488,997,2432,1006,15429,1702,12213,1747,8443,1547,3216,988,1377,742,565,418,1839,648,1202,519,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,37019,3635,4994,1353,1244,614,1148,582,3750,1425,484,462,386,439,3266,1369,3146,1365,32025,3324,19414,2412,14246,1932,12611,2148,5812,1451,3512,1191,6799,1713,5759,1603,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,53596,3514,16472,2285,7659,1613,7235,1509,8813,1722,2359,1033,2279,1023,6454,1430,5630,1355,37124,3401,23536,2448,16312,2310,13588,2212,7261,1573,4164,1125,6327,1421,4523,1271,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,17334,2045,5477,1218,2173,704,1918,699,3304,913,676,400,601,390,2628,829,2485,824,11857,1571,7393,1175,5239,898,4464,1167,2013,853,1581,747,2451,723,1782,624,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,103395,4841,49459,3458,18465,2189,8491,1481,30994,2597,6100,1227,4467,1017,24894,2327,20086,2258,53936,3346,35727,2798,17123,1936,18209,1944,4445,1000,1881,661,13764,1816,7048,1330,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
